Date,RELIGARE
2016-01-01,314.1
2016-01-04,306.1
2016-01-05,305.35
2016-01-06,302.6
2016-01-07,298.55
2016-01-08,307.25
2016-01-11,305.1
2016-01-12,303.35
2016-01-13,299.0
2016-01-14,299.85
2016-01-15,288.65
2016-01-18,280.4
2016-01-19,286.95
2016-01-20,288.7
2016-01-21,285.8
2016-01-22,305.35
2016-01-25,300.6
2016-01-27,301.55
2016-01-28,297.15
2016-01-29,304.95
2016-02-01,295.0
2016-02-02,290.1
2016-02-03,300.95
2016-02-04,283.55
2016-02-05,289.0
2016-02-08,283.7
2016-02-09,281.6
2016-02-10,286.8
2016-02-11,275.45
2016-02-12,289.0
2016-02-15,284.55
2016-02-16,282.75
2016-02-17,291.95
2016-02-18,289.95
2016-02-19,296.7
2016-02-22,285.55
2016-02-23,284.1
2016-02-24,284.45
2016-02-25,281.8
2016-02-26,281.7
2016-02-29,277.9
2016-03-01,289.3
2016-03-02,285.4
2016-03-03,285.1
2016-03-04,286.0
2016-03-08,286.05
2016-03-09,286.5
2016-03-10,285.65
2016-03-11,284.65
2016-03-14,285.05
2016-03-15,284.3
2016-03-16,287.0
2016-03-17,288.0
2016-03-18,287.85
2016-03-21,290.8
2016-03-22,296.45
2016-03-23,291.9
2016-03-28,282.85
2016-03-29,286.7
2016-03-30,293.55
2016-03-31,286.5
2016-04-01,286.55
2016-04-04,286.35
2016-04-05,284.1
2016-04-06,284.3
2016-04-07,283.1
2016-04-08,288.1
2016-04-11,283.4
2016-04-12,279.9
2016-04-13,277.0
2016-04-18,274.1
2016-04-20,277.6
2016-04-21,274.1
2016-04-22,272.85
2016-04-25,272.45
2016-04-26,272.3
2016-04-27,275.5
2016-04-28,276.4
2016-04-29,279.0
2016-05-02,277.55
2016-05-03,279.6
2016-05-04,277.1
2016-05-05,276.05
2016-05-06,275.1
2016-05-09,278.0
2016-05-10,274.25
2016-05-11,276.3
2016-05-12,274.2
2016-05-13,277.6
2016-05-16,277.55
2016-05-17,276.85
2016-05-18,275.9
2016-05-19,276.35
2016-05-20,276.5
2016-05-23,276.45
2016-05-24,277.6
2016-05-25,276.0
2016-05-26,282.65
2016-05-27,279.75
2016-05-30,277.75
2016-05-31,277.25
2016-06-01,274.55
2016-06-02,280.35
2016-06-03,278.7
2016-06-06,276.4
2016-06-07,275.1
2016-06-08,279.95
2016-06-09,278.25
2016-06-10,276.1
2016-06-13,278.85
2016-06-14,274.85
2016-06-15,274.1
2016-06-16,274.25
2016-06-17,274.6
2016-06-20,275.05
2016-06-21,274.45
2016-06-22,272.6
2016-06-23,275.4
2016-06-24,275.15
2016-06-27,274.25
2016-06-28,276.1
2016-06-29,276.7
2016-06-30,280.0
2016-07-01,275.4
2016-07-04,275.05
2016-07-05,276.0
2016-07-07,273.1
2016-07-08,274.7
2016-07-11,273.8
2016-07-12,274.95
2016-07-13,275.55
2016-07-14,275.7
2016-07-15,274.5
2016-07-18,277.35
2016-07-19,275.05
2016-07-20,274.05
2016-07-21,274.1
2016-07-22,278.1
2016-07-25,276.65
2016-07-26,275.6
2016-07-27,275.3
2016-07-28,269.15
2016-07-29,256.15
2016-08-01,261.6
2016-08-02,263.1
2016-08-03,269.15
2016-08-04,264.65
2016-08-05,264.25
2016-08-08,263.85
2016-08-09,263.75
2016-08-10,262.95
2016-08-11,263.65
2016-08-12,260.15
2016-08-16,243.75
2016-08-17,250.35
2016-08-18,258.1
2016-08-19,258.65
2016-08-22,258.15
2016-08-23,253.25
2016-08-24,253.3
2016-08-25,258.3
2016-08-26,257.7
2016-08-29,251.65
2016-08-30,254.05
2016-08-31,252.55
2016-09-01,261.9
2016-09-02,255.8
2016-09-06,270.85
2016-09-07,283.65
2016-09-08,272.7
2016-09-09,270.65
2016-09-12,263.45
2016-09-14,265.1
2016-09-15,267.6
2016-09-16,266.85
2016-09-19,269.0
2016-09-20,273.95
2016-09-21,265.25
2016-09-22,267.45
2016-09-23,267.7
2016-09-26,268.35
2016-09-27,266.85
2016-09-28,267.0
2016-09-29,268.2
2016-09-30,276.75
2016-10-03,271.35
2016-10-04,269.85
2016-10-05,269.4
2016-10-06,270.05
2016-10-07,269.55
2016-10-10,269.3
2016-10-13,267.2
2016-10-14,269.05
2016-10-17,272.8
2016-10-18,271.4
2016-10-19,271.15
2016-10-20,271.0
2016-10-21,268.95
2016-10-24,272.0
2016-10-25,267.4
2016-10-26,265.95
2016-10-27,273.1
2016-10-28,267.6
2016-10-30,266.55
2016-11-01,268.5
2016-11-02,269.9
2016-11-03,265.0
2016-11-04,269.35
2016-11-07,268.7
2016-11-08,268.1
2016-11-09,274.3
2016-11-10,268.4
2016-11-11,268.6
2016-11-15,274.5
2016-11-16,268.25
2016-11-17,263.8
2016-11-18,266.0
2016-11-21,254.95
2016-11-22,269.05
2016-11-23,273.75
2016-11-24,270.9
2016-11-25,266.15
2016-11-28,270.0
2016-11-29,271.0
2016-11-30,268.55
2016-12-01,267.75
2016-12-02,268.15
2016-12-05,265.45
2016-12-06,268.25
2016-12-07,244.95
2016-12-08,251.25
2016-12-09,255.75
2016-12-12,252.4
2016-12-13,259.75
2016-12-14,260.35
2016-12-15,256.2
2016-12-16,255.9
2016-12-19,257.7
2016-12-20,252.0
2016-12-21,260.8
2016-12-22,253.95
2016-12-23,251.2
2016-12-26,241.25
2016-12-27,253.95
2016-12-28,256.65
2016-12-29,260.55
2016-12-30,257.15
