Date,AHLEAST
2016-01-01,166.0
2016-01-04,167.5
2016-01-05,169.35
2016-01-06,174.1
2016-01-07,166.9
2016-01-08,166.0
2016-01-11,165.25
2016-01-12,163.0
2016-01-13,152.85
2016-01-14,152.0
2016-01-15,151.3
2016-01-18,145.1
2016-01-19,149.95
2016-01-20,143.2
2016-01-21,145.0
2016-01-22,147.6
2016-01-25,145.0
2016-01-27,144.25
2016-01-28,142.2
2016-01-29,147.7
2016-02-01,153.4
2016-02-02,151.35
2016-02-03,142.25
2016-02-04,137.25
2016-02-05,146.0
2016-02-08,144.1
2016-02-09,140.1
2016-02-10,135.15
2016-02-11,132.8
2016-02-12,131.0
2016-02-15,137.0
2016-02-16,131.55
2016-02-17,133.2
2016-02-18,136.25
2016-02-22,134.0
2016-02-23,133.7
2016-02-24,135.0
2016-02-25,128.9
2016-02-26,127.55
2016-02-29,134.05
2016-03-02,132.05
2016-03-03,133.0
2016-03-04,131.85
2016-03-08,131.7
2016-03-09,137.2
2016-03-10,131.9
2016-03-11,135.85
2016-03-14,131.15
2016-03-15,135.0
2016-03-16,134.7
2016-03-17,132.95
2016-03-18,130.9
2016-03-21,133.95
2016-03-22,134.9
2016-03-23,138.95
2016-03-28,133.1
2016-03-29,135.5
2016-03-30,142.95
2016-03-31,154.6
2016-04-01,148.0
2016-04-04,145.0
2016-04-05,144.3
2016-04-06,140.8
2016-04-07,140.3
2016-04-08,140.2
2016-04-11,142.15
2016-04-13,142.3
2016-04-18,142.1
2016-04-20,143.0
2016-04-21,145.35
2016-04-22,153.1
2016-04-25,145.05
2016-04-27,143.5
2016-04-28,141.6
2016-04-29,148.7
2016-05-02,150.0
2016-05-03,147.05
2016-05-04,144.5
2016-05-05,150.15
2016-05-06,144.25
2016-05-09,149.2
2016-05-10,152.0
2016-05-11,147.0
2016-05-12,150.2
2016-05-13,149.9
2016-05-16,147.1
2016-05-17,153.75
2016-05-18,147.05
2016-05-19,146.1
2016-05-20,149.6
2016-05-23,150.65
2016-05-24,145.55
2016-05-25,174.65
2016-05-26,176.3
2016-05-27,183.85
2016-05-30,186.95
2016-05-31,179.15
2016-06-01,177.0
2016-06-02,175.0
2016-06-03,171.2
2016-06-06,178.9
2016-06-07,170.95
2016-06-08,168.95
2016-06-09,170.55
2016-06-10,175.25
2016-06-13,169.75
2016-06-14,176.95
2016-06-15,176.5
2016-06-16,174.0
2016-06-17,182.0
2016-06-20,184.95
2016-06-21,175.5
2016-06-22,182.0
2016-06-23,176.0
2016-06-24,170.6
2016-06-27,180.4
2016-06-28,184.9
2016-06-29,179.9
2016-06-30,184.0
2016-07-01,180.1
2016-07-04,183.75
2016-07-05,181.4
2016-07-07,184.55
2016-07-08,192.05
2016-07-11,218.8
2016-07-12,210.45
2016-07-13,208.15
2016-07-14,211.75
2016-07-15,210.45
2016-07-18,207.8
2016-07-19,210.7
2016-07-20,205.05
2016-07-21,207.65
2016-07-22,204.65
2016-07-25,198.25
2016-07-26,206.0
2016-07-27,209.1
2016-07-28,204.6
2016-07-29,204.8
2016-08-01,206.85
2016-08-02,199.8
2016-08-03,198.0
2016-08-04,195.5
2016-08-05,198.3
2016-08-08,200.05
2016-08-09,204.4
2016-08-10,201.2
2016-08-11,198.0
2016-08-12,205.4
2016-08-16,194.45
2016-08-17,195.0
2016-08-18,199.95
2016-08-19,203.85
2016-08-22,199.0
2016-08-23,190.05
2016-08-24,190.1
2016-08-25,190.05
2016-08-26,190.0
2016-08-29,190.0
2016-08-30,193.75
2016-08-31,190.05
2016-09-01,191.05
2016-09-02,188.65
2016-09-06,198.9
2016-09-07,198.0
2016-09-08,193.75
2016-09-09,193.0
2016-09-12,193.0
2016-09-14,200.0
2016-09-15,206.25
2016-09-16,198.25
2016-09-19,199.8
2016-09-20,197.6
2016-09-21,195.35
2016-09-22,194.5
2016-09-23,200.05
2016-09-26,200.7
2016-09-27,200.0
2016-09-28,200.0
2016-09-29,195.0
2016-09-30,194.0
2016-10-03,193.25
2016-10-04,197.75
2016-10-05,195.25
2016-10-06,202.8
2016-10-07,208.55
2016-10-10,206.0
2016-10-13,208.8
2016-10-14,206.0
2016-10-17,207.0
2016-10-18,203.85
2016-10-19,208.1
2016-10-20,214.85
2016-10-21,209.3
2016-10-24,210.0
2016-10-25,216.4
2016-10-26,215.95
2016-10-27,209.0
2016-10-28,206.6
2016-10-30,218.0
2016-11-01,218.0
2016-11-02,218.55
2016-11-03,218.0
2016-11-04,210.0
2016-11-07,209.15
2016-11-08,215.95
2016-11-09,204.45
2016-11-10,208.0
2016-11-11,200.55
2016-11-15,196.0
2016-11-16,190.0
2016-11-17,190.0
2016-11-18,191.5
2016-11-21,183.3
2016-11-22,184.15
2016-11-23,185.0
2016-11-24,186.0
2016-11-25,186.75
2016-11-28,186.0
2016-11-29,187.25
2016-11-30,193.35
2016-12-01,190.0
2016-12-02,187.1
2016-12-05,193.9
2016-12-07,185.4
2016-12-08,188.65
2016-12-09,185.25
2016-12-12,186.1
2016-12-13,196.95
2016-12-14,194.1
2016-12-15,195.1
2016-12-16,196.1
2016-12-19,197.1
2016-12-20,196.25
2016-12-21,198.65
2016-12-22,197.0
2016-12-23,199.2
2016-12-26,196.0
2016-12-27,187.05
2016-12-28,188.2
2016-12-29,190.0
2016-12-30,190.0
