Date,SPIC
2016-01-01,25.35
2016-01-04,24.05
2016-01-05,25.7
2016-01-06,25.6
2016-01-07,23.35
2016-01-08,24.7
2016-01-11,25.2
2016-01-12,24.35
2016-01-13,23.65
2016-01-14,22.95
2016-01-15,21.35
2016-01-18,20.2
2016-01-19,21.35
2016-01-20,20.5
2016-01-21,20.3
2016-01-22,20.9
2016-01-25,21.0
2016-01-27,20.85
2016-01-28,21.15
2016-01-29,21.9
2016-02-01,21.75
2016-02-02,21.5
2016-02-03,20.6
2016-02-04,20.25
2016-02-05,21.45
2016-02-08,21.8
2016-02-09,22.05
2016-02-10,22.0
2016-02-11,20.35
2016-02-12,20.35
2016-02-15,20.6
2016-02-16,19.95
2016-02-17,19.8
2016-02-18,20.0
2016-02-19,20.0
2016-02-22,20.5
2016-02-23,19.95
2016-02-24,19.95
2016-02-25,19.65
2016-02-26,19.8
2016-02-29,19.15
2016-03-01,19.25
2016-03-02,19.9
2016-03-03,20.7
2016-03-04,20.35
2016-03-08,20.2
2016-03-09,20.15
2016-03-10,20.25
2016-03-11,20.2
2016-03-14,19.9
2016-03-15,19.7
2016-03-16,19.6
2016-03-17,19.4
2016-03-18,18.95
2016-03-21,19.6
2016-03-22,19.75
2016-03-23,19.8
2016-03-28,20.1
2016-03-29,19.35
2016-03-30,19.85
2016-03-31,19.55
2016-04-01,20.25
2016-04-04,21.35
2016-04-05,20.95
2016-04-06,22.5
2016-04-07,22.35
2016-04-08,23.05
2016-04-11,24.25
2016-04-12,23.85
2016-04-13,23.2
2016-04-18,23.15
2016-04-20,24.0
2016-04-21,23.65
2016-04-22,23.45
2016-04-25,23.65
2016-04-26,24.85
2016-04-27,24.7
2016-04-28,23.7
2016-04-29,23.7
2016-05-02,24.4
2016-05-03,24.9
2016-05-04,24.15
2016-05-05,23.75
2016-05-06,23.85
2016-05-09,24.8
2016-05-10,24.8
2016-05-11,24.55
2016-05-12,25.7
2016-05-13,26.5
2016-05-16,26.15
2016-05-17,25.6
2016-05-18,25.3
2016-05-19,24.15
2016-05-20,23.55
2016-05-23,23.2
2016-05-24,22.85
2016-05-25,22.95
2016-05-26,23.45
2016-05-27,22.8
2016-05-30,23.15
2016-05-31,22.25
2016-06-01,22.0
2016-06-02,21.7
2016-06-03,21.9
2016-06-06,22.35
2016-06-07,21.95
2016-06-08,22.7
2016-06-09,22.65
2016-06-10,22.3
2016-06-13,22.0
2016-06-14,22.2
2016-06-15,22.4
2016-06-16,21.85
2016-06-17,21.8
2016-06-20,22.6
2016-06-21,22.2
2016-06-22,21.85
2016-06-23,21.65
2016-06-24,20.75
2016-06-27,21.15
2016-06-28,21.95
2016-06-29,22.9
2016-06-30,23.5
2016-07-01,23.0
2016-07-04,22.85
2016-07-05,22.25
2016-07-07,22.65
2016-07-08,22.4
2016-07-11,22.45
2016-07-12,22.3
2016-07-13,22.6
2016-07-14,22.4
2016-07-15,22.1
2016-07-18,21.7
2016-07-19,21.7
2016-07-20,22.05
2016-07-21,22.4
2016-07-22,22.3
2016-07-25,22.9
2016-07-26,22.5
2016-07-27,22.9
2016-07-28,22.45
2016-07-29,21.6
2016-08-01,22.0
2016-08-02,21.6
2016-08-03,20.45
2016-08-04,20.55
2016-08-05,21.15
2016-08-08,21.55
2016-08-09,21.35
2016-08-10,20.65
2016-08-11,20.55
2016-08-12,20.25
2016-08-16,20.0
2016-08-17,20.0
2016-08-18,20.4
2016-08-19,20.3
2016-08-22,21.7
2016-08-23,20.8
2016-08-24,20.8
2016-08-25,20.3
2016-08-26,20.15
2016-08-29,20.2
2016-08-30,20.15
2016-08-31,20.1
2016-09-01,19.85
2016-09-02,19.75
2016-09-06,19.65
2016-09-07,19.5
2016-09-08,19.8
2016-09-09,19.55
2016-09-12,18.95
2016-09-14,19.35
2016-09-15,19.25
2016-09-16,19.35
2016-09-19,19.35
2016-09-20,19.35
2016-09-21,19.2
2016-09-22,19.25
2016-09-23,19.1
2016-09-26,19.1
2016-09-27,19.1
2016-09-28,19.3
2016-09-29,18.7
2016-09-30,19.0
2016-10-03,20.9
2016-10-04,21.1
2016-10-05,21.9
2016-10-06,21.45
2016-10-07,21.65
2016-10-10,22.55
2016-10-13,21.65
2016-10-14,24.85
2016-10-17,23.45
2016-10-18,24.8
2016-10-19,25.45
2016-10-20,24.75
2016-10-21,24.0
2016-10-24,25.4
2016-10-25,25.1
2016-10-26,25.4
2016-10-27,24.9
2016-10-28,25.25
2016-10-30,24.95
2016-11-01,25.35
2016-11-02,24.35
2016-11-03,23.8
2016-11-04,22.95
2016-11-07,23.05
2016-11-08,22.75
2016-11-09,21.2
2016-11-10,22.1
2016-11-11,20.95
2016-11-15,20.05
2016-11-16,20.0
2016-11-17,20.05
2016-11-18,19.75
2016-11-21,18.4
2016-11-22,18.85
2016-11-23,19.1
2016-11-24,18.9
2016-11-25,19.45
2016-11-28,20.05
2016-11-29,19.95
2016-11-30,20.4
2016-12-01,20.25
2016-12-02,19.85
2016-12-05,20.05
2016-12-06,20.5
2016-12-07,20.2
2016-12-08,20.9
2016-12-09,20.95
2016-12-12,20.45
2016-12-13,20.4
2016-12-14,19.55
2016-12-15,19.7
2016-12-16,19.4
2016-12-19,19.35
2016-12-20,19.05
2016-12-21,19.1
2016-12-22,18.6
2016-12-23,18.55
2016-12-26,17.95
2016-12-27,18.1
2016-12-28,17.65
2016-12-29,18.25
2016-12-30,18.7
