Date,HSCL
2016-01-01,15.0
2016-01-04,13.95
2016-01-05,13.95
2016-01-06,15.9
2016-01-07,13.3
2016-01-08,13.95
2016-01-11,13.35
2016-01-12,13.35
2016-01-13,14.0
2016-01-14,14.0
2016-01-15,13.75
2016-01-18,13.1
2016-01-19,13.45
2016-01-20,13.6
2016-01-21,13.75
2016-01-22,13.65
2016-01-25,13.8
2016-01-27,13.5
2016-01-28,13.65
2016-01-29,14.3
2016-02-01,17.0
2016-02-02,16.4
2016-02-03,16.3
2016-02-04,16.75
2016-02-05,17.1
2016-02-08,16.9
2016-02-09,17.2
2016-02-10,16.95
2016-02-11,14.55
2016-02-12,15.55
2016-02-15,16.5
2016-02-16,15.5
2016-02-17,15.35
2016-02-18,15.45
2016-02-19,16.2
2016-02-22,16.55
2016-02-23,16.1
2016-02-24,15.35
2016-02-25,15.4
2016-02-26,14.9
2016-02-29,14.75
2016-03-01,15.1
2016-03-02,16.1
2016-03-03,16.3
2016-03-04,15.95
2016-03-08,15.55
2016-03-09,15.6
2016-03-10,15.35
2016-03-11,15.4
2016-03-14,15.25
2016-03-15,15.4
2016-03-16,15.35
2016-03-17,15.3
2016-03-18,15.15
2016-03-21,15.45
2016-03-22,15.1
2016-03-23,16.05
2016-03-28,15.75
2016-03-29,15.55
2016-03-30,16.0
2016-03-31,15.75
2016-04-01,15.75
2016-04-04,15.7
2016-04-05,15.35
2016-04-06,16.05
2016-04-07,15.5
2016-04-08,15.85
2016-04-11,16.8
2016-04-12,17.45
2016-04-13,17.8
2016-04-18,18.3
2016-04-20,19.2
2016-04-21,18.15
2016-04-22,17.85
2016-04-25,17.7
2016-04-26,18.0
2016-04-27,18.0
2016-04-28,17.9
2016-04-29,18.15
2016-05-02,18.4
2016-05-03,18.0
2016-05-04,17.95
2016-05-05,18.2
2016-05-06,18.0
2016-05-09,18.3
2016-05-10,18.1
2016-05-11,18.15
2016-05-12,18.05
2016-05-13,18.0
2016-05-16,18.05
2016-05-17,18.35
2016-05-18,19.25
2016-05-19,19.6
2016-05-20,20.35
2016-05-23,20.8
2016-05-24,19.75
2016-05-25,19.75
2016-05-26,20.3
2016-05-27,20.15
2016-05-30,19.85
2016-05-31,19.45
2016-06-01,19.75
2016-06-02,20.25
2016-06-03,19.7
2016-06-06,19.75
2016-06-07,20.65
2016-06-08,23.25
2016-06-09,23.1
2016-06-10,23.3
2016-06-13,24.6
2016-06-14,26.55
2016-06-15,29.2
2016-06-16,29.45
2016-06-17,29.05
2016-06-20,28.5
2016-06-21,27.85
2016-06-22,29.3
2016-06-23,29.0
2016-06-24,29.1
2016-06-27,30.45
2016-06-28,33.5
2016-06-29,33.75
2016-06-30,33.0
2016-07-01,33.4
2016-07-04,33.6
2016-07-05,35.15
2016-07-07,35.85
2016-07-08,36.65
2016-07-11,37.7
2016-07-12,36.3
2016-07-13,36.0
2016-07-14,36.35
2016-07-15,35.55
2016-07-18,34.1
2016-07-19,34.85
2016-07-20,35.45
2016-07-21,34.9
2016-07-22,34.65
2016-07-25,34.0
2016-07-26,33.05
2016-07-27,33.8
2016-07-28,33.6
2016-07-29,33.25
2016-08-01,34.5
2016-08-02,33.6
2016-08-03,33.7
2016-08-04,35.8
2016-08-05,38.3
2016-08-08,38.6
2016-08-09,40.55
2016-08-10,38.9
2016-08-11,38.35
2016-08-12,37.15
2016-08-16,35.05
2016-08-17,36.1
2016-08-18,36.15
2016-08-19,37.15
2016-08-22,36.35
2016-08-23,36.35
2016-08-24,33.9
2016-08-25,33.95
2016-08-26,33.85
2016-08-29,33.75
2016-08-30,35.65
2016-08-31,35.65
2016-09-01,35.6
2016-09-02,35.6
2016-09-06,35.0
2016-09-07,34.5
2016-09-08,35.15
2016-09-09,34.6
2016-09-12,34.35
2016-09-14,35.9
2016-09-15,35.4
2016-09-16,35.6
2016-09-19,36.7
2016-09-20,37.1
2016-09-21,37.35
2016-09-22,38.0
2016-09-23,39.5
2016-09-26,39.85
2016-09-27,38.8
2016-09-28,41.0
2016-09-29,36.9
2016-09-30,39.55
2016-10-03,42.8
2016-10-04,43.8
2016-10-05,45.0
2016-10-06,44.4
2016-10-07,43.05
2016-10-10,42.15
2016-10-13,42.85
2016-10-14,42.0
2016-10-17,41.95
2016-10-18,42.35
2016-10-19,42.6
2016-10-20,42.55
2016-10-21,43.5
2016-10-24,45.65
2016-10-25,46.85
2016-10-26,45.9
2016-10-27,45.2
2016-10-28,46.7
2016-10-30,47.15
2016-11-01,46.4
2016-11-02,45.45
2016-11-03,45.25
2016-11-04,43.45
2016-11-07,44.5
2016-11-08,43.75
2016-11-09,41.15
2016-11-10,43.65
2016-11-11,44.65
2016-11-15,39.95
2016-11-16,39.0
2016-11-17,37.9
2016-11-18,36.3
2016-11-21,33.2
2016-11-22,35.95
2016-11-23,36.45
2016-11-24,36.05
2016-11-25,37.1
2016-11-28,37.4
2016-11-29,37.35
2016-11-30,37.4
2016-12-01,36.9
2016-12-02,36.5
2016-12-05,36.45
2016-12-06,36.55
2016-12-07,36.25
2016-12-08,36.9
2016-12-09,36.6
2016-12-12,36.45
2016-12-13,36.2
2016-12-14,34.8
2016-12-15,34.95
2016-12-16,35.05
2016-12-19,34.25
2016-12-20,34.9
2016-12-21,35.25
2016-12-22,34.05
2016-12-23,34.25
2016-12-26,34.0
2016-12-27,33.25
2016-12-28,33.1
2016-12-29,33.3
2016-12-30,33.25
