Date,SHIRPUR-G
2016-01-01,60.05
2016-01-04,59.0
2016-01-05,60.0
2016-01-06,63.6
2016-01-07,60.85
2016-01-08,61.65
2016-01-11,61.0
2016-01-12,59.85
2016-01-13,57.7
2016-01-14,57.0
2016-01-15,54.75
2016-01-18,52.4
2016-01-19,52.1
2016-01-20,50.9
2016-01-21,49.55
2016-01-22,59.1
2016-01-25,58.75
2016-01-27,61.4
2016-01-28,71.05
2016-01-29,69.0
2016-02-01,65.95
2016-02-02,65.65
2016-02-03,63.0
2016-02-04,63.95
2016-02-05,64.1
2016-02-08,62.5
2016-02-09,64.45
2016-02-10,63.45
2016-02-11,59.2
2016-02-12,62.0
2016-02-15,62.35
2016-02-16,63.65
2016-02-17,62.0
2016-02-18,63.3
2016-02-19,61.6
2016-02-22,63.2
2016-02-23,61.9
2016-02-24,62.2
2016-02-25,59.0
2016-02-26,59.35
2016-02-29,57.65
2016-03-01,59.9
2016-03-02,59.55
2016-03-03,59.55
2016-03-04,60.15
2016-03-08,59.5
2016-03-09,58.85
2016-03-10,58.95
2016-03-11,58.8
2016-03-14,70.3
2016-03-15,68.6
2016-03-16,68.6
2016-03-17,68.8
2016-03-18,67.6
2016-03-21,66.15
2016-03-22,67.3
2016-03-23,73.0
2016-03-28,68.2
2016-03-29,66.95
2016-03-30,64.8
2016-03-31,76.2
2016-04-01,74.9
2016-04-04,75.85
2016-04-05,74.3
2016-04-06,78.1
2016-04-07,76.85
2016-04-08,77.8
2016-04-11,75.05
2016-04-12,75.25
2016-04-13,76.8
2016-04-18,86.3
2016-04-20,83.45
2016-04-21,81.9
2016-04-22,82.0
2016-04-25,82.95
2016-04-26,82.75
2016-04-27,82.9
2016-04-28,82.1
2016-04-29,81.5
2016-05-02,79.0
2016-05-03,79.25
2016-05-04,80.3
2016-05-05,79.5
2016-05-06,79.2
2016-05-09,80.0
2016-05-10,81.3
2016-05-11,88.15
2016-05-12,90.3
2016-05-13,90.75
2016-05-16,93.35
2016-05-17,89.8
2016-05-18,91.6
2016-05-19,93.05
2016-05-20,87.7
2016-05-23,84.35
2016-05-24,84.8
2016-05-25,88.2
2016-05-26,89.3
2016-05-27,86.85
2016-05-30,84.45
2016-05-31,82.15
2016-06-01,83.65
2016-06-02,84.7
2016-06-03,84.35
2016-06-06,83.65
2016-06-07,82.05
2016-06-08,82.5
2016-06-09,83.8
2016-06-10,91.55
2016-06-13,91.65
2016-06-14,92.15
2016-06-15,93.65
2016-06-16,94.15
2016-06-17,93.75
2016-06-20,93.6
2016-06-21,94.3
2016-06-22,92.75
2016-06-23,92.7
2016-06-24,90.3
2016-06-27,96.8
2016-06-28,103.35
2016-06-29,109.25
2016-06-30,110.0
2016-07-01,108.6
2016-07-04,113.25
2016-07-05,112.25
2016-07-07,110.45
2016-07-08,111.4
2016-07-11,110.35
2016-07-12,110.2
2016-07-13,106.45
2016-07-14,105.2
2016-07-15,111.3
2016-07-18,107.85
2016-07-19,106.85
2016-07-20,108.85
2016-07-21,108.55
2016-07-22,108.55
2016-07-25,109.45
2016-07-26,107.95
2016-07-27,109.6
2016-07-28,109.25
2016-07-29,109.05
2016-08-01,106.6
2016-08-02,104.55
2016-08-03,104.1
2016-08-04,105.4
2016-08-05,110.05
2016-08-08,109.4
2016-08-09,110.7
2016-08-10,109.15
2016-08-11,103.25
2016-08-12,116.5
2016-08-16,115.75
2016-08-17,114.1
2016-08-18,113.65
2016-08-19,114.95
2016-08-22,120.0
2016-08-23,125.05
2016-08-24,129.2
2016-08-25,131.35
2016-08-26,133.2
2016-08-29,137.05
2016-08-30,136.9
2016-08-31,134.5
2016-09-01,134.05
2016-09-02,143.7
2016-09-06,165.3
2016-09-07,167.75
2016-09-08,161.95
2016-09-09,163.75
2016-09-12,168.15
2016-09-14,172.05
2016-09-15,169.7
2016-09-16,165.2
2016-09-19,163.5
2016-09-20,158.1
2016-09-21,160.85
2016-09-22,160.8
2016-09-23,157.6
2016-09-26,152.15
2016-09-27,151.25
2016-09-28,151.4
2016-09-29,130.8
2016-09-30,136.9
2016-10-03,141.05
2016-10-04,158.2
2016-10-05,163.35
2016-10-06,156.9
2016-10-07,151.45
2016-10-10,152.9
2016-10-13,153.3
2016-10-14,150.9
2016-10-17,147.6
2016-10-18,148.8
2016-10-19,145.2
2016-10-20,138.9
2016-10-21,134.8
2016-10-24,127.6
2016-10-25,139.1
2016-10-26,133.65
2016-10-27,136.15
2016-10-28,135.7
2016-10-30,137.0
2016-11-01,136.0
2016-11-02,128.9
2016-11-03,126.65
2016-11-04,120.45
2016-11-07,120.9
2016-11-08,120.9
2016-11-09,114.9
2016-11-10,116.45
2016-11-11,109.8
2016-11-15,95.9
2016-11-16,97.15
2016-11-17,88.4
2016-11-18,87.5
2016-11-21,78.05
2016-11-22,80.8
2016-11-23,82.7
2016-11-24,90.6
2016-11-25,99.65
2016-11-28,104.6
2016-11-29,109.8
2016-11-30,115.25
2016-12-01,121.0
2016-12-02,115.45
2016-12-05,120.7
2016-12-06,126.25
2016-12-07,130.8
2016-12-08,127.5
2016-12-09,123.15
2016-12-12,120.1
2016-12-13,120.35
2016-12-14,119.85
2016-12-15,115.9
2016-12-16,110.15
2016-12-19,105.95
2016-12-20,105.3
2016-12-21,106.7
2016-12-22,103.85
2016-12-23,102.95
2016-12-26,101.7
2016-12-27,102.25
2016-12-28,101.9
2016-12-29,100.85
2016-12-30,100.0
