Date,DHFL
2016-01-01,236.05
2016-01-04,230.15
2016-01-05,231.5
2016-01-06,231.85
2016-01-07,214.5
2016-01-08,223.35
2016-01-11,222.15
2016-01-12,214.5
2016-01-13,210.9
2016-01-14,206.75
2016-01-15,202.05
2016-01-18,190.65
2016-01-19,192.85
2016-01-20,183.25
2016-01-21,177.35
2016-01-22,186.75
2016-01-25,189.1
2016-01-27,185.4
2016-01-28,182.5
2016-01-29,183.8
2016-02-01,190.65
2016-02-02,190.0
2016-02-03,183.4
2016-02-04,176.95
2016-02-05,178.3
2016-02-08,173.7
2016-02-09,167.05
2016-02-10,162.4
2016-02-11,151.1
2016-02-12,152.45
2016-02-15,159.05
2016-02-16,154.4
2016-02-17,153.55
2016-02-18,153.55
2016-02-19,151.7
2016-02-22,150.3
2016-02-23,151.15
2016-02-24,147.1
2016-02-25,142.2
2016-02-26,152.1
2016-02-29,153.6
2016-03-01,159.9
2016-03-02,165.25
2016-03-03,167.8
2016-03-04,173.8
2016-03-08,175.05
2016-03-09,177.55
2016-03-10,181.1
2016-03-11,183.6
2016-03-14,183.25
2016-03-15,183.1
2016-03-16,180.7
2016-03-17,175.05
2016-03-18,177.1
2016-03-21,185.65
2016-03-22,188.85
2016-03-23,189.5
2016-03-28,185.0
2016-03-29,185.85
2016-03-30,190.9
2016-03-31,196.35
2016-04-01,200.0
2016-04-04,202.9
2016-04-05,190.15
2016-04-06,192.95
2016-04-07,187.45
2016-04-08,188.7
2016-04-11,190.15
2016-04-12,192.35
2016-04-13,203.05
2016-04-18,207.65
2016-04-20,207.0
2016-04-21,205.2
2016-04-22,205.65
2016-04-25,199.8
2016-04-26,205.85
2016-04-27,205.4
2016-04-28,199.75
2016-04-29,198.3
2016-05-02,203.7
2016-05-03,204.0
2016-05-04,198.0
2016-05-05,201.25
2016-05-06,196.6
2016-05-09,201.0
2016-05-10,200.3
2016-05-11,196.85
2016-05-12,205.0
2016-05-13,203.9
2016-05-16,203.3
2016-05-17,201.7
2016-05-18,202.05
2016-05-19,192.1
2016-05-20,186.7
2016-05-23,186.45
2016-05-24,183.55
2016-05-25,189.0
2016-05-26,194.75
2016-05-27,197.5
2016-05-30,195.25
2016-05-31,198.5
2016-06-01,197.15
2016-06-02,197.65
2016-06-03,197.2
2016-06-06,196.25
2016-06-07,197.4
2016-06-08,200.45
2016-06-09,212.0
2016-06-10,209.0
2016-06-13,202.7
2016-06-14,205.05
2016-06-15,206.3
2016-06-16,202.1
2016-06-17,201.85
2016-06-20,204.7
2016-06-21,203.85
2016-06-22,200.15
2016-06-23,199.75
2016-06-24,194.85
2016-06-27,195.85
2016-06-28,202.1
2016-06-29,201.85
2016-06-30,203.7
2016-07-01,207.95
2016-07-04,211.85
2016-07-05,212.2
2016-07-07,212.5
2016-07-08,214.2
2016-07-11,217.1
2016-07-12,217.35
2016-07-13,214.0
2016-07-14,213.4
2016-07-15,215.3
2016-07-18,216.95
2016-07-19,216.85
2016-07-20,219.75
2016-07-21,217.9
2016-07-22,222.0
2016-07-25,225.35
2016-07-26,221.85
2016-07-27,221.75
2016-07-28,223.75
2016-07-29,223.2
2016-08-01,223.05
2016-08-02,224.2
2016-08-03,224.2
2016-08-04,234.35
2016-08-05,247.5
2016-08-08,247.3
2016-08-09,251.7
2016-08-10,253.35
2016-08-11,258.75
2016-08-12,265.15
2016-08-16,262.9
2016-08-17,264.05
2016-08-18,266.35
2016-08-19,263.4
2016-08-22,265.05
2016-08-23,272.55
2016-08-24,282.0
2016-08-25,280.65
2016-08-26,283.5
2016-08-29,280.4
2016-08-30,289.8
2016-08-31,290.6
2016-09-01,285.5
2016-09-02,287.3
2016-09-06,295.25
2016-09-07,296.9
2016-09-08,302.05
2016-09-09,299.9
2016-09-12,278.05
2016-09-14,288.15
2016-09-15,284.85
2016-09-16,281.0
2016-09-19,283.95
2016-09-20,282.4
2016-09-21,282.3
2016-09-22,291.55
2016-09-23,292.75
2016-09-26,290.85
2016-09-27,296.25
2016-09-28,298.3
2016-09-29,272.55
2016-09-30,283.8
2016-10-03,295.8
2016-10-04,299.0
2016-10-05,296.5
2016-10-06,295.0
2016-10-07,292.4
2016-10-10,292.6
2016-10-13,284.05
2016-10-14,301.1
2016-10-17,307.35
2016-10-18,324.05
2016-10-19,334.65
2016-10-20,330.1
2016-10-21,331.8
2016-10-24,328.95
2016-10-25,325.85
2016-10-26,318.6
2016-10-27,324.4
2016-10-28,328.1
2016-10-30,329.35
2016-11-01,329.05
2016-11-02,317.1
2016-11-03,310.2
2016-11-04,297.4
2016-11-07,312.2
2016-11-08,314.05
2016-11-09,281.15
2016-11-10,274.85
2016-11-11,251.4
2016-11-15,242.25
2016-11-16,230.8
2016-11-17,229.8
2016-11-18,227.9
2016-11-21,219.7
2016-11-22,227.15
2016-11-23,232.1
2016-11-24,227.65
2016-11-25,238.0
2016-11-28,241.05
2016-11-29,251.3
2016-11-30,256.5
2016-12-01,248.65
2016-12-02,242.25
2016-12-05,249.55
2016-12-06,252.6
2016-12-07,246.65
2016-12-08,254.5
2016-12-09,255.2
2016-12-12,248.4
2016-12-13,245.55
2016-12-14,242.3
2016-12-15,243.5
2016-12-16,241.6
2016-12-19,241.55
2016-12-20,236.6
2016-12-21,235.95
2016-12-22,231.1
2016-12-23,233.9
2016-12-26,230.9
2016-12-27,238.6
2016-12-28,241.25
2016-12-29,245.15
2016-12-30,243.65
