Date,ANDHRABANK
2016-01-01,66.15
2016-01-04,63.8
2016-01-05,63.55
2016-01-06,63.15
2016-01-07,60.85
2016-01-08,60.85
2016-01-11,60.5
2016-01-12,59.2
2016-01-13,57.7
2016-01-14,55.65
2016-01-15,52.6
2016-01-18,50.65
2016-01-19,51.9
2016-01-20,49.85
2016-01-21,50.85
2016-01-22,53.2
2016-01-25,52.55
2016-01-27,53.25
2016-01-28,52.25
2016-01-29,52.15
2016-02-01,51.5
2016-02-02,51.1
2016-02-03,49.95
2016-02-04,49.9
2016-02-05,51.9
2016-02-08,52.6
2016-02-09,51.0
2016-02-10,47.45
2016-02-11,44.8
2016-02-12,43.35
2016-02-15,46.15
2016-02-16,44.85
2016-02-17,46.4
2016-02-18,47.15
2016-02-19,47.2
2016-02-22,47.45
2016-02-23,46.8
2016-02-24,47.15
2016-02-25,46.95
2016-02-26,46.85
2016-02-29,46.1
2016-03-01,47.25
2016-03-02,50.25
2016-03-03,50.75
2016-03-04,52.9
2016-03-08,52.9
2016-03-09,53.9
2016-03-10,53.05
2016-03-11,52.3
2016-03-14,51.85
2016-03-15,51.5
2016-03-16,50.95
2016-03-17,50.55
2016-03-18,51.0
2016-03-21,52.2
2016-03-22,51.45
2016-03-23,50.75
2016-03-28,49.85
2016-03-29,50.05
2016-03-30,51.8
2016-03-31,52.25
2016-04-01,55.45
2016-04-04,54.95
2016-04-05,51.95
2016-04-06,52.0
2016-04-07,50.85
2016-04-08,51.8
2016-04-11,53.1
2016-04-12,52.8
2016-04-13,53.65
2016-04-18,53.6
2016-04-20,54.8
2016-04-21,56.2
2016-04-22,56.4
2016-04-25,55.35
2016-04-26,55.95
2016-04-27,55.65
2016-04-28,55.9
2016-04-29,55.25
2016-05-02,55.05
2016-05-03,53.65
2016-05-04,50.9
2016-05-05,50.55
2016-05-06,50.85
2016-05-09,51.7
2016-05-10,52.4
2016-05-11,51.25
2016-05-12,51.3
2016-05-13,50.65
2016-05-16,49.6
2016-05-17,50.4
2016-05-18,50.95
2016-05-19,48.85
2016-05-20,47.5
2016-05-23,46.65
2016-05-24,45.35
2016-05-25,46.9
2016-05-26,47.85
2016-05-27,48.45
2016-05-30,49.05
2016-05-31,50.25
2016-06-01,48.6
2016-06-02,49.0
2016-06-03,48.15
2016-06-06,48.8
2016-06-07,49.35
2016-06-08,50.35
2016-06-09,51.35
2016-06-10,50.95
2016-06-13,49.95
2016-06-14,51.3
2016-06-15,51.95
2016-06-16,54.15
2016-06-17,54.55
2016-06-20,55.15
2016-06-21,54.9
2016-06-22,54.6
2016-06-23,55.3
2016-06-24,53.15
2016-06-27,54.8
2016-06-28,55.35
2016-06-29,55.8
2016-06-30,57.8
2016-07-01,57.55
2016-07-04,60.35
2016-07-05,60.8
2016-07-07,60.75
2016-07-08,60.35
2016-07-11,62.65
2016-07-12,62.5
2016-07-13,61.0
2016-07-14,62.75
2016-07-15,62.0
2016-07-18,59.7
2016-07-19,59.25
2016-07-20,59.8
2016-07-21,58.2
2016-07-22,57.9
2016-07-25,60.55
2016-07-26,59.65
2016-07-27,59.6
2016-07-28,59.5
2016-07-29,60.15
2016-08-01,59.95
2016-08-02,60.3
2016-08-03,59.7
2016-08-04,60.75
2016-08-05,61.35
2016-08-08,58.25
2016-08-09,58.35
2016-08-10,56.15
2016-08-11,54.95
2016-08-12,55.75
2016-08-16,55.95
2016-08-17,56.55
2016-08-18,58.5
2016-08-19,59.5
2016-08-22,59.25
2016-08-23,59.85
2016-08-24,59.85
2016-08-25,58.7
2016-08-26,58.25
2016-08-29,58.0
2016-08-30,60.8
2016-08-31,60.35
2016-09-01,58.4
2016-09-02,59.45
2016-09-06,60.5
2016-09-07,62.25
2016-09-08,62.85
2016-09-09,62.4
2016-09-12,58.75
2016-09-14,60.6
2016-09-15,60.15
2016-09-16,58.8
2016-09-19,59.5
2016-09-20,60.1
2016-09-21,59.3
2016-09-22,61.05
2016-09-23,60.95
2016-09-26,59.6
2016-09-27,59.0
2016-09-28,59.7
2016-09-29,55.55
2016-09-30,56.4
2016-10-03,57.8
2016-10-04,58.7
2016-10-05,58.75
2016-10-06,58.25
2016-10-07,59.1
2016-10-10,58.15
2016-10-13,55.6
2016-10-14,56.0
2016-10-17,54.7
2016-10-18,55.4
2016-10-19,55.45
2016-10-20,56.9
2016-10-21,57.1
2016-10-24,57.5
2016-10-25,57.3
2016-10-26,56.45
2016-10-27,55.7
2016-10-28,56.35
2016-10-30,56.45
2016-11-01,56.3
2016-11-02,54.5
2016-11-03,53.4
2016-11-04,52.1
2016-11-07,53.5
2016-11-08,53.0
2016-11-09,52.05
2016-11-10,56.55
2016-11-11,54.35
2016-11-15,54.85
2016-11-16,54.1
2016-11-17,53.95
2016-11-18,54.1
2016-11-21,52.05
2016-11-22,51.45
2016-11-23,51.4
2016-11-24,51.05
2016-11-25,51.8
2016-11-28,51.45
2016-11-29,51.05
2016-11-30,51.85
2016-12-01,51.5
2016-12-02,51.05
2016-12-05,51.35
2016-12-06,51.55
2016-12-07,50.65
2016-12-08,51.15
2016-12-09,52.05
2016-12-12,51.35
2016-12-13,51.25
2016-12-14,50.8
2016-12-15,51.0
2016-12-16,50.25
2016-12-19,50.2
2016-12-20,49.15
2016-12-21,49.35
2016-12-22,48.8
2016-12-23,48.5
2016-12-26,46.45
2016-12-27,47.25
2016-12-28,47.2
2016-12-29,47.0
2016-12-30,47.45
