Date,MINDACORP
2016-01-01,95.9
2016-01-04,94.45
2016-01-05,96.55
2016-01-06,93.9
2016-01-07,91.4
2016-01-08,93.05
2016-01-11,93.5
2016-01-12,92.1
2016-01-13,92.9
2016-01-14,91.6
2016-01-15,90.35
2016-01-18,86.6
2016-01-19,88.05
2016-01-20,87.2
2016-01-21,89.15
2016-01-22,90.8
2016-01-25,92.5
2016-01-27,92.8
2016-01-28,92.85
2016-01-29,92.3
2016-02-01,94.15
2016-02-02,94.9
2016-02-03,94.6
2016-02-04,94.95
2016-02-05,93.8
2016-02-08,94.35
2016-02-09,96.2
2016-02-10,93.8
2016-02-11,89.55
2016-02-12,91.35
2016-02-15,92.3
2016-02-16,92.3
2016-02-17,92.05
2016-02-18,92.65
2016-02-19,93.35
2016-02-22,92.65
2016-02-23,92.75
2016-02-24,92.45
2016-02-25,94.05
2016-02-26,93.55
2016-02-29,93.9
2016-03-01,94.55
2016-03-02,95.65
2016-03-03,95.9
2016-03-04,97.5
2016-03-08,97.75
2016-03-09,96.2
2016-03-10,96.05
2016-03-11,95.85
2016-03-14,96.8
2016-03-15,96.15
2016-03-16,96.15
2016-03-17,95.0
2016-03-18,95.25
2016-03-21,95.25
2016-03-22,93.45
2016-03-23,103.05
2016-03-28,105.0
2016-03-29,105.3
2016-03-30,105.3
2016-03-31,104.05
2016-04-01,108.75
2016-04-04,109.05
2016-04-05,107.7
2016-04-06,109.3
2016-04-07,111.0
2016-04-08,112.0
2016-04-11,113.55
2016-04-12,116.05
2016-04-13,118.25
2016-04-18,120.45
2016-04-20,122.1
2016-04-21,117.95
2016-04-22,116.0
2016-04-25,118.0
2016-04-26,119.15
2016-04-27,117.5
2016-04-28,115.15
2016-04-29,115.6
2016-05-02,114.0
2016-05-03,116.75
2016-05-04,117.5
2016-05-05,117.8
2016-05-06,116.2
2016-05-09,116.8
2016-05-10,115.5
2016-05-11,115.9
2016-05-12,114.6
2016-05-13,115.7
2016-05-16,117.05
2016-05-17,115.35
2016-05-18,114.1
2016-05-19,113.35
2016-05-20,112.7
2016-05-23,113.15
2016-05-24,114.3
2016-05-25,116.8
2016-05-26,117.2
2016-05-27,116.7
2016-05-30,114.05
2016-05-31,114.75
2016-06-01,112.75
2016-06-02,112.9
2016-06-03,112.6
2016-06-06,111.75
2016-06-07,112.0
2016-06-08,110.9
2016-06-09,112.5
2016-06-10,112.25
2016-06-13,110.9
2016-06-14,110.6
2016-06-15,111.6
2016-06-16,110.95
2016-06-17,113.7
2016-06-20,112.75
2016-06-21,112.8
2016-06-22,112.55
2016-06-23,110.6
2016-06-24,110.55
2016-06-27,112.3
2016-06-28,111.25
2016-06-29,116.9
2016-06-30,117.65
2016-07-01,117.85
2016-07-04,116.85
2016-07-05,122.3
2016-07-07,123.9
2016-07-08,127.8
2016-07-11,127.8
2016-07-12,138.05
2016-07-13,133.5
2016-07-14,136.35
2016-07-15,134.65
2016-07-18,135.25
2016-07-19,131.2
2016-07-20,126.75
2016-07-21,122.35
2016-07-22,118.65
2016-07-25,119.1
2016-07-26,116.15
2016-07-27,117.7
2016-07-28,115.95
2016-07-29,117.65
2016-08-01,114.8
2016-08-02,113.0
2016-08-03,110.25
2016-08-04,110.75
2016-08-05,117.9
2016-08-08,116.5
2016-08-09,116.2
2016-08-10,117.45
2016-08-11,112.25
2016-08-12,110.3
2016-08-16,110.15
2016-08-17,113.45
2016-08-18,112.35
2016-08-19,113.2
2016-08-22,116.6
2016-08-23,116.45
2016-08-24,116.75
2016-08-25,115.6
2016-08-26,115.55
2016-08-29,114.5
2016-08-30,114.2
2016-08-31,113.6
2016-09-01,115.55
2016-09-02,113.9
2016-09-06,115.8
2016-09-07,117.95
2016-09-08,116.45
2016-09-09,116.0
2016-09-12,114.75
2016-09-14,114.25
2016-09-15,113.65
2016-09-16,113.2
2016-09-19,113.45
2016-09-20,111.6
2016-09-21,113.6
2016-09-22,111.1
2016-09-23,107.0
2016-09-26,102.35
2016-09-27,99.85
2016-09-28,101.8
2016-09-29,96.2
2016-09-30,99.25
2016-10-03,106.95
2016-10-04,107.5
2016-10-05,106.25
2016-10-06,103.0
2016-10-07,104.55
2016-10-10,109.75
2016-10-13,107.2
2016-10-14,106.45
2016-10-17,110.7
2016-10-18,115.75
2016-10-19,115.85
2016-10-20,114.85
2016-10-21,114.2
2016-10-24,115.4
2016-10-25,114.2
2016-10-26,113.35
2016-10-27,112.45
2016-10-28,111.65
2016-10-30,113.95
2016-11-01,113.4
2016-11-02,109.9
2016-11-03,109.55
2016-11-04,106.95
2016-11-07,107.0
2016-11-08,107.1
2016-11-09,102.15
2016-11-10,106.1
2016-11-11,103.7
2016-11-15,97.85
2016-11-16,98.0
2016-11-17,97.75
2016-11-18,95.6
2016-11-21,88.8
2016-11-22,87.7
2016-11-23,89.8
2016-11-24,91.7
2016-11-25,93.05
2016-11-28,95.0
2016-11-29,95.25
2016-11-30,95.05
2016-12-01,94.45
2016-12-02,93.05
2016-12-05,94.65
2016-12-06,94.95
2016-12-07,94.75
2016-12-08,100.15
2016-12-09,98.85
2016-12-12,98.25
2016-12-13,98.7
2016-12-14,98.05
2016-12-15,96.95
2016-12-16,95.15
2016-12-19,95.7
2016-12-20,92.0
2016-12-21,91.5
2016-12-22,89.9
2016-12-23,89.7
2016-12-26,89.0
2016-12-27,88.95
2016-12-28,88.75
2016-12-29,88.15
2016-12-30,88.7
