Date,OMMETALS
2016-01-01,56.55
2016-01-04,54.1
2016-01-05,57.5
2016-01-06,57.3
2016-01-07,55.6
2016-01-08,57.95
2016-01-11,57.4
2016-01-12,59.65
2016-01-13,55.35
2016-01-14,53.6
2016-01-15,51.7
2016-01-18,46.6
2016-01-19,49.4
2016-01-20,48.5
2016-01-21,49.05
2016-01-22,50.15
2016-01-25,50.6
2016-01-27,50.8
2016-01-28,48.6
2016-01-29,49.3
2016-02-01,50.05
2016-02-02,49.6
2016-02-03,47.3
2016-02-04,47.5
2016-02-05,47.15
2016-02-08,46.85
2016-02-09,46.4
2016-02-10,45.65
2016-02-11,40.7
2016-02-12,38.95
2016-02-15,41.0
2016-02-16,39.4
2016-02-17,40.2
2016-02-18,40.05
2016-02-19,39.4
2016-02-22,39.65
2016-02-23,39.05
2016-02-24,37.85
2016-02-25,37.2
2016-02-26,39.15
2016-02-29,40.6
2016-03-01,42.2
2016-03-02,43.6
2016-03-03,43.4
2016-03-04,42.6
2016-03-08,41.4
2016-03-09,41.35
2016-03-10,42.55
2016-03-11,42.35
2016-03-14,43.35
2016-03-15,42.95
2016-03-16,42.65
2016-03-17,42.6
2016-03-18,42.15
2016-03-21,42.45
2016-03-22,42.55
2016-03-23,42.5
2016-03-28,40.55
2016-03-29,40.0
2016-03-30,40.65
2016-03-31,42.7
2016-04-01,42.6
2016-04-04,44.2
2016-04-05,43.4
2016-04-06,44.1
2016-04-07,45.3
2016-04-08,48.6
2016-04-11,47.75
2016-04-12,47.45
2016-04-13,48.95
2016-04-18,49.15
2016-04-20,48.15
2016-04-21,47.7
2016-04-22,46.95
2016-04-25,49.45
2016-04-26,50.6
2016-04-27,49.6
2016-04-28,49.35
2016-04-29,48.95
2016-05-02,48.15
2016-05-03,47.55
2016-05-04,47.0
2016-05-05,48.15
2016-05-06,47.1
2016-05-09,48.15
2016-05-10,48.45
2016-05-11,47.75
2016-05-12,48.1
2016-05-13,47.25
2016-05-16,46.9
2016-05-17,46.85
2016-05-18,46.8
2016-05-19,46.15
2016-05-20,44.55
2016-05-23,43.85
2016-05-24,43.6
2016-05-25,44.4
2016-05-26,44.3
2016-05-27,46.35
2016-05-30,47.85
2016-05-31,48.75
2016-06-01,47.45
2016-06-02,46.35
2016-06-03,47.9
2016-06-06,49.25
2016-06-07,50.9
2016-06-08,51.5
2016-06-09,50.7
2016-06-10,49.7
2016-06-13,48.35
2016-06-14,51.05
2016-06-15,51.65
2016-06-16,50.65
2016-06-17,49.85
2016-06-20,48.25
2016-06-21,47.35
2016-06-22,47.35
2016-06-23,48.3
2016-06-24,47.05
2016-06-27,48.0
2016-06-28,47.3
2016-06-29,48.1
2016-06-30,49.05
2016-07-01,49.1
2016-07-04,49.0
2016-07-05,48.85
2016-07-07,50.05
2016-07-08,49.95
2016-07-11,50.2
2016-07-12,50.15
2016-07-13,49.0
2016-07-14,48.3
2016-07-15,47.65
2016-07-18,48.1
2016-07-19,47.35
2016-07-20,48.3
2016-07-21,48.5
2016-07-22,50.2
2016-07-25,51.95
2016-07-26,50.4
2016-07-27,50.9
2016-07-28,50.8
2016-07-29,49.8
2016-08-01,47.7
2016-08-02,47.8
2016-08-03,45.75
2016-08-04,47.95
2016-08-05,48.45
2016-08-08,48.0
2016-08-09,47.75
2016-08-10,48.05
2016-08-11,47.1
2016-08-12,47.4
2016-08-16,46.25
2016-08-17,44.25
2016-08-18,43.4
2016-08-19,44.95
2016-08-22,44.5
2016-08-23,44.2
2016-08-24,44.25
2016-08-25,44.75
2016-08-26,45.3
2016-08-29,45.25
2016-08-30,45.0
2016-08-31,45.1
2016-09-01,45.1
2016-09-02,47.3
2016-09-06,50.65
2016-09-07,48.8
2016-09-08,48.15
2016-09-09,47.15
2016-09-12,46.45
2016-09-14,46.45
2016-09-15,46.1
2016-09-16,45.45
2016-09-19,45.1
2016-09-20,45.15
2016-09-21,45.3
2016-09-22,45.95
2016-09-23,46.55
2016-09-26,46.55
2016-09-27,45.95
2016-09-28,45.9
2016-09-29,42.2
2016-09-30,43.6
2016-10-03,44.0
2016-10-04,44.1
2016-10-05,43.8
2016-10-06,44.35
2016-10-07,44.6
2016-10-10,45.95
2016-10-13,44.8
2016-10-14,44.3
2016-10-17,43.9
2016-10-18,48.4
2016-10-19,46.35
2016-10-20,46.85
2016-10-21,50.5
2016-10-24,49.55
2016-10-25,49.25
2016-10-26,48.8
2016-10-27,46.9
2016-10-28,47.45
2016-10-30,47.8
2016-11-01,48.4
2016-11-02,46.9
2016-11-03,46.5
2016-11-04,44.95
2016-11-07,45.35
2016-11-08,45.8
2016-11-09,43.9
2016-11-10,45.8
2016-11-11,43.5
2016-11-15,41.85
2016-11-16,41.55
2016-11-17,41.2
2016-11-18,41.9
2016-11-21,40.15
2016-11-22,40.35
2016-11-23,40.95
2016-11-24,40.8
2016-11-25,42.5
2016-11-28,44.05
2016-11-29,42.85
2016-11-30,42.9
2016-12-01,43.1
2016-12-02,41.5
2016-12-05,41.15
2016-12-06,44.15
2016-12-07,43.05
2016-12-08,42.85
2016-12-09,43.75
2016-12-12,47.85
2016-12-13,46.35
2016-12-14,45.85
2016-12-15,45.0
2016-12-16,44.55
2016-12-19,44.85
2016-12-20,43.7
2016-12-21,43.45
2016-12-22,42.7
2016-12-23,43.7
2016-12-26,44.4
2016-12-27,43.85
2016-12-28,43.95
2016-12-29,43.7
2016-12-30,44.9
