Date,REPRO
2016-01-01,478.75
2016-01-04,471.2
2016-01-05,477.45
2016-01-06,471.5
2016-01-07,444.8
2016-01-08,455.3
2016-01-11,454.45
2016-01-12,446.95
2016-01-13,425.6
2016-01-14,442.5
2016-01-15,424.3
2016-01-18,401.75
2016-01-19,409.95
2016-01-20,399.85
2016-01-21,406.6
2016-01-22,420.0
2016-01-25,415.8
2016-01-27,408.4
2016-01-28,412.2
2016-01-29,404.05
2016-02-01,401.75
2016-02-02,399.5
2016-02-03,393.35
2016-02-04,407.4
2016-02-05,416.75
2016-02-08,413.25
2016-02-09,395.7
2016-02-10,381.3
2016-02-11,339.8
2016-02-12,402.6
2016-02-15,401.15
2016-02-16,402.6
2016-02-17,418.4
2016-02-18,406.8
2016-02-19,398.5
2016-02-22,406.3
2016-02-23,401.3
2016-02-24,396.3
2016-02-25,393.3
2016-02-26,388.95
2016-02-29,373.3
2016-03-01,375.05
2016-03-02,379.05
2016-03-03,375.15
2016-03-04,382.85
2016-03-08,382.4
2016-03-09,374.5
2016-03-10,372.1
2016-03-11,373.6
2016-03-14,371.1
2016-03-15,364.95
2016-03-16,368.85
2016-03-17,369.15
2016-03-18,369.05
2016-03-21,370.1
2016-03-22,372.0
2016-03-23,391.95
2016-03-28,378.95
2016-03-29,379.85
2016-03-30,382.6
2016-03-31,390.05
2016-04-01,392.25
2016-04-04,392.85
2016-04-05,397.65
2016-04-06,407.6
2016-04-07,403.2
2016-04-08,413.4
2016-04-11,402.05
2016-04-12,403.65
2016-04-13,408.6
2016-04-18,402.35
2016-04-20,450.4
2016-04-21,424.3
2016-04-22,422.55
2016-04-25,420.6
2016-04-26,425.1
2016-04-27,428.25
2016-04-28,415.95
2016-04-29,414.7
2016-05-02,411.75
2016-05-03,420.2
2016-05-04,418.15
2016-05-05,416.7
2016-05-06,417.5
2016-05-09,422.7
2016-05-10,415.55
2016-05-11,418.75
2016-05-12,419.55
2016-05-13,417.45
2016-05-16,414.4
2016-05-17,409.9
2016-05-18,412.65
2016-05-19,408.35
2016-05-20,388.45
2016-05-23,394.35
2016-05-24,375.5
2016-05-25,379.35
2016-05-26,375.15
2016-05-27,374.65
2016-05-30,357.85
2016-05-31,362.2
2016-06-01,365.95
2016-06-02,370.8
2016-06-03,380.75
2016-06-06,421.4
2016-06-07,406.2
2016-06-08,392.3
2016-06-09,402.5
2016-06-10,407.05
2016-06-13,417.7
2016-06-14,409.55
2016-06-15,398.0
2016-06-16,397.9
2016-06-17,403.3
2016-06-20,414.5
2016-06-21,416.8
2016-06-22,412.8
2016-06-23,423.8
2016-06-24,418.5
2016-06-27,441.65
2016-06-28,442.95
2016-06-29,481.75
2016-06-30,475.45
2016-07-01,473.1
2016-07-04,472.3
2016-07-05,464.1
2016-07-07,475.25
2016-07-08,465.05
2016-07-11,466.9
2016-07-12,457.8
2016-07-13,471.4
2016-07-14,468.4
2016-07-15,464.2
2016-07-18,458.55
2016-07-19,453.75
2016-07-20,450.35
2016-07-21,442.95
2016-07-22,446.9
2016-07-25,456.55
2016-07-26,457.85
2016-07-27,463.3
2016-07-28,481.65
2016-07-29,487.3
2016-08-01,471.4
2016-08-02,460.6
2016-08-03,451.15
2016-08-04,455.35
2016-08-05,458.9
2016-08-08,438.55
2016-08-09,433.55
2016-08-10,435.7
2016-08-11,432.2
2016-08-12,433.45
2016-08-16,427.35
2016-08-17,433.1
2016-08-18,430.1
2016-08-19,429.35
2016-08-22,435.2
2016-08-23,435.55
2016-08-24,441.45
2016-08-25,437.4
2016-08-26,436.15
2016-08-29,433.4
2016-08-30,430.35
2016-08-31,431.0
2016-09-01,427.5
2016-09-02,429.9
2016-09-06,429.3
2016-09-07,423.7
2016-09-08,421.7
2016-09-09,414.95
2016-09-12,410.8
2016-09-14,435.6
2016-09-15,433.9
2016-09-16,427.5
2016-09-19,421.0
2016-09-20,422.3
2016-09-21,426.1
2016-09-22,431.65
2016-09-23,431.5
2016-09-26,424.55
2016-09-27,423.7
2016-09-28,430.1
2016-09-29,409.95
2016-09-30,418.0
2016-10-03,421.75
2016-10-04,420.1
2016-10-05,424.55
2016-10-06,420.35
2016-10-07,427.55
2016-10-10,427.95
2016-10-13,427.05
2016-10-14,425.6
2016-10-17,418.85
2016-10-18,419.9
2016-10-19,425.95
2016-10-20,429.4
2016-10-21,428.25
2016-10-24,458.45
2016-10-25,441.7
2016-10-26,433.65
2016-10-27,432.85
2016-10-28,431.75
2016-10-30,442.6
2016-11-01,430.25
2016-11-02,427.3
2016-11-03,424.05
2016-11-04,419.5
2016-11-07,427.2
2016-11-08,427.95
2016-11-09,424.75
2016-11-10,429.7
2016-11-11,410.55
2016-11-15,391.85
2016-11-16,383.0
2016-11-17,386.2
2016-11-18,390.1
2016-11-21,380.1
2016-11-22,378.75
2016-11-23,383.75
2016-11-24,383.2
2016-11-25,392.8
2016-11-28,399.2
2016-11-29,398.05
2016-11-30,415.55
2016-12-01,413.15
2016-12-02,406.4
2016-12-05,405.2
2016-12-06,405.4
2016-12-07,406.9
2016-12-08,409.6
2016-12-09,414.0
2016-12-12,415.15
2016-12-13,408.25
2016-12-14,406.7
2016-12-15,407.1
2016-12-16,406.15
2016-12-19,406.1
2016-12-20,407.75
2016-12-21,401.2
2016-12-22,396.85
2016-12-23,395.4
2016-12-26,393.7
2016-12-27,398.9
2016-12-28,399.9
2016-12-29,400.0
2016-12-30,400.45
