Date,GSPL
2016-01-01,142.2
2016-01-04,139.25
2016-01-05,149.4
2016-01-06,143.95
2016-01-07,139.2
2016-01-08,146.5
2016-01-11,147.45
2016-01-12,143.05
2016-01-13,143.05
2016-01-14,144.45
2016-01-15,143.2
2016-01-18,139.9
2016-01-19,139.25
2016-01-20,135.9
2016-01-21,134.0
2016-01-22,137.2
2016-01-25,138.3
2016-01-27,135.85
2016-01-28,136.0
2016-01-29,138.9
2016-02-01,135.85
2016-02-02,133.4
2016-02-03,135.65
2016-02-04,136.0
2016-02-05,135.5
2016-02-08,139.0
2016-02-09,134.1
2016-02-10,132.55
2016-02-11,128.7
2016-02-12,133.75
2016-02-15,131.45
2016-02-16,128.7
2016-02-17,131.25
2016-02-18,131.05
2016-02-19,129.9
2016-02-22,129.05
2016-02-23,128.35
2016-02-24,127.8
2016-02-25,126.4
2016-02-26,125.2
2016-02-29,126.85
2016-03-01,133.7
2016-03-02,131.85
2016-03-03,132.0
2016-03-04,131.15
2016-03-08,129.95
2016-03-09,129.05
2016-03-10,131.4
2016-03-11,127.45
2016-03-14,126.05
2016-03-15,122.2
2016-03-16,124.6
2016-03-17,129.95
2016-03-18,133.45
2016-03-21,138.0
2016-03-22,138.55
2016-03-23,135.6
2016-03-28,132.65
2016-03-29,135.95
2016-03-30,139.8
2016-03-31,141.7
2016-04-01,135.3
2016-04-04,138.35
2016-04-05,136.05
2016-04-06,136.95
2016-04-07,135.1
2016-04-08,136.9
2016-04-11,137.0
2016-04-12,137.65
2016-04-13,136.95
2016-04-18,137.45
2016-04-20,139.25
2016-04-21,141.5
2016-04-22,143.3
2016-04-25,141.65
2016-04-26,139.95
2016-04-27,138.45
2016-04-28,136.9
2016-04-29,137.7
2016-05-02,139.5
2016-05-03,138.2
2016-05-04,137.7
2016-05-05,138.6
2016-05-06,136.55
2016-05-09,138.75
2016-05-10,138.9
2016-05-11,141.5
2016-05-12,140.45
2016-05-13,138.95
2016-05-16,139.5
2016-05-17,139.05
2016-05-18,137.35
2016-05-19,135.9
2016-05-20,133.7
2016-05-23,132.95
2016-05-24,132.75
2016-05-25,132.85
2016-05-26,133.6
2016-05-27,134.95
2016-05-30,135.6
2016-05-31,132.5
2016-06-01,133.9
2016-06-02,134.95
2016-06-03,132.55
2016-06-06,135.0
2016-06-07,135.35
2016-06-08,137.2
2016-06-09,135.1
2016-06-10,134.7
2016-06-13,134.6
2016-06-14,133.95
2016-06-15,134.5
2016-06-16,133.0
2016-06-17,132.85
2016-06-20,134.9
2016-06-21,133.8
2016-06-22,132.5
2016-06-23,134.0
2016-06-24,134.35
2016-06-27,133.8
2016-06-28,137.15
2016-06-29,138.1
2016-06-30,143.3
2016-07-01,138.15
2016-07-04,138.0
2016-07-05,135.0
2016-07-07,133.05
2016-07-08,134.35
2016-07-11,134.1
2016-07-12,134.55
2016-07-13,133.95
2016-07-14,134.95
2016-07-15,129.75
2016-07-18,128.75
2016-07-19,128.55
2016-07-20,128.75
2016-07-21,127.6
2016-07-22,128.8
2016-07-25,131.45
2016-07-26,130.05
2016-07-27,128.85
2016-07-28,130.2
2016-07-29,132.6
2016-08-01,130.0
2016-08-02,133.4
2016-08-03,133.5
2016-08-04,133.0
2016-08-05,134.3
2016-08-08,134.75
2016-08-09,136.0
2016-08-10,137.95
2016-08-11,139.6
2016-08-12,139.65
2016-08-16,140.45
2016-08-17,143.3
2016-08-18,152.85
2016-08-19,151.6
2016-08-22,148.85
2016-08-23,146.2
2016-08-24,149.3
2016-08-25,148.5
2016-08-26,146.8
2016-08-29,144.6
2016-08-30,148.45
2016-08-31,151.8
2016-09-01,150.35
2016-09-02,152.7
2016-09-06,155.55
2016-09-07,156.3
2016-09-08,156.0
2016-09-09,157.85
2016-09-12,150.5
2016-09-14,148.15
2016-09-15,150.85
2016-09-16,153.0
2016-09-19,150.2
2016-09-20,150.95
2016-09-21,151.05
2016-09-22,150.95
2016-09-23,149.5
2016-09-26,146.8
2016-09-27,147.15
2016-09-28,148.65
2016-09-29,151.2
2016-09-30,156.25
2016-10-03,154.55
2016-10-04,157.55
2016-10-05,158.45
2016-10-06,152.8
2016-10-07,150.85
2016-10-10,154.6
2016-10-13,152.25
2016-10-14,155.9
2016-10-17,154.2
2016-10-18,154.55
2016-10-19,157.9
2016-10-20,160.1
2016-10-21,159.15
2016-10-24,164.05
2016-10-25,166.7
2016-10-26,166.45
2016-10-27,158.3
2016-10-28,157.6
2016-10-30,158.6
2016-11-01,160.0
2016-11-02,156.45
2016-11-03,153.45
2016-11-04,151.7
2016-11-07,152.65
2016-11-08,154.65
2016-11-09,151.6
2016-11-10,155.0
2016-11-11,153.5
2016-11-15,148.65
2016-11-16,150.2
2016-11-17,150.6
2016-11-18,154.35
2016-11-21,151.9
2016-11-22,155.15
2016-11-23,154.7
2016-11-24,155.2
2016-11-25,156.55
2016-11-28,153.45
2016-11-29,153.9
2016-11-30,156.9
2016-12-01,147.6
2016-12-02,148.85
2016-12-05,148.7
2016-12-06,150.35
2016-12-07,148.7
2016-12-08,149.6
2016-12-09,149.4
2016-12-12,148.3
2016-12-13,147.6
2016-12-14,148.6
2016-12-15,147.35
2016-12-16,145.5
2016-12-19,143.0
2016-12-20,137.8
2016-12-21,135.25
2016-12-22,133.95
2016-12-23,137.65
2016-12-26,131.5
2016-12-27,135.35
2016-12-28,135.95
2016-12-29,137.35
2016-12-30,139.75
