Date,TREEHOUSE
2016-01-01,178.4
2016-01-04,173.15
2016-01-05,168.85
2016-01-06,168.65
2016-01-07,164.35
2016-01-08,158.65
2016-01-11,153.35
2016-01-12,150.5
2016-01-13,144.7
2016-01-14,138.25
2016-01-15,132.3
2016-01-18,127.25
2016-01-19,125.95
2016-01-20,132.0
2016-01-21,128.35
2016-01-22,134.1
2016-01-25,140.8
2016-01-27,145.05
2016-01-28,146.35
2016-01-29,141.55
2016-02-01,134.5
2016-02-02,140.1
2016-02-03,139.3
2016-02-04,138.9
2016-02-05,133.0
2016-02-08,130.85
2016-02-09,127.35
2016-02-10,120.85
2016-02-11,116.55
2016-02-12,107.3
2016-02-15,102.65
2016-02-16,93.4
2016-02-17,86.0
2016-02-18,73.7
2016-02-19,81.05
2016-02-22,86.3
2016-02-23,87.1
2016-02-24,92.2
2016-02-25,87.6
2016-02-26,83.25
2016-02-29,79.1
2016-03-01,77.0
2016-03-02,73.15
2016-03-03,76.35
2016-03-04,75.55
2016-03-08,75.4
2016-03-09,75.95
2016-03-10,74.75
2016-03-11,75.95
2016-03-14,75.75
2016-03-15,74.2
2016-03-16,77.9
2016-03-17,76.85
2016-03-18,75.5
2016-03-21,77.0
2016-03-22,80.7
2016-03-23,80.1
2016-03-28,76.1
2016-03-29,74.75
2016-03-30,78.15
2016-03-31,75.45
2016-04-01,77.0
2016-04-04,76.95
2016-04-05,75.55
2016-04-06,75.0
2016-04-07,73.65
2016-04-08,75.1
2016-04-11,80.35
2016-04-12,77.25
2016-04-13,76.95
2016-04-18,78.55
2016-04-20,79.1
2016-04-21,80.8
2016-04-22,83.2
2016-04-25,81.3
2016-04-26,82.3
2016-04-27,81.95
2016-04-28,80.15
2016-04-29,78.45
2016-05-02,80.45
2016-05-03,78.25
2016-05-04,76.45
2016-05-05,77.85
2016-05-06,77.7
2016-05-09,76.9
2016-05-10,73.95
2016-05-11,72.5
2016-05-12,74.15
2016-05-13,73.55
2016-05-16,80.5
2016-05-17,80.3
2016-05-18,78.5
2016-05-19,76.0
2016-05-20,74.15
2016-05-23,75.2
2016-05-24,78.1
2016-05-25,77.55
2016-05-26,77.2
2016-05-27,78.8
2016-05-30,70.85
2016-05-31,59.5
2016-06-01,61.15
2016-06-02,58.85
2016-06-03,55.95
2016-06-06,50.45
2016-06-07,48.75
2016-06-08,50.4
2016-06-09,49.4
2016-06-10,49.55
2016-06-13,49.3
2016-06-14,52.05
2016-06-15,50.95
2016-06-16,48.9
2016-06-17,48.7
2016-06-20,47.75
2016-06-21,47.75
2016-06-22,46.65
2016-06-23,45.45
2016-06-24,43.0
2016-06-27,43.7
2016-06-28,43.25
2016-06-29,43.75
2016-06-30,43.9
2016-07-01,51.85
2016-07-04,56.8
2016-07-05,55.45
2016-07-07,55.6
2016-07-08,52.05
2016-07-11,48.7
2016-07-12,46.9
2016-07-13,45.55
2016-07-14,45.1
2016-07-15,43.25
2016-07-18,42.55
2016-07-19,40.6
2016-07-20,38.55
2016-07-21,36.2
2016-07-22,37.7
2016-07-25,37.4
2016-07-26,38.15
2016-07-27,40.0
2016-07-28,38.5
2016-07-29,38.0
2016-08-01,37.35
2016-08-02,36.3
2016-08-03,35.6
2016-08-04,35.75
2016-08-05,35.3
2016-08-08,34.75
2016-08-09,36.05
2016-08-10,36.15
2016-08-11,34.95
2016-08-12,34.45
2016-08-16,31.7
2016-08-17,36.4
2016-08-18,37.95
2016-08-19,37.0
2016-08-22,35.95
2016-08-23,34.55
2016-08-24,34.8
2016-08-25,34.3
2016-08-26,33.7
2016-08-29,33.55
2016-08-30,33.1
2016-08-31,32.9
2016-09-01,32.35
2016-09-02,32.35
2016-09-06,33.1
2016-09-07,32.8
2016-09-08,33.05
2016-09-09,33.55
2016-09-12,34.05
2016-09-14,34.15
2016-09-15,35.15
2016-09-16,35.2
2016-09-19,35.2
2016-09-20,34.3
2016-09-21,33.8
2016-09-22,33.9
2016-09-23,33.6
2016-09-26,33.45
2016-09-27,33.15
2016-09-28,33.1
2016-09-29,30.4
2016-09-30,29.8
2016-10-03,31.2
2016-10-04,31.3
2016-10-05,31.3
2016-10-06,31.55
2016-10-07,31.15
2016-10-10,31.5
2016-10-13,31.0
2016-10-14,31.0
2016-10-17,30.2
2016-10-18,30.8
2016-10-19,31.55
2016-10-20,31.45
2016-10-21,33.3
2016-10-24,34.2
2016-10-25,33.05
2016-10-26,33.3
2016-10-27,33.15
2016-10-28,32.95
2016-10-30,33.75
2016-11-01,33.35
2016-11-02,32.55
2016-11-03,32.0
2016-11-04,31.2
2016-11-07,31.75
2016-11-08,32.0
2016-11-09,30.5
2016-11-10,31.4
2016-11-11,29.7
2016-11-15,28.45
2016-11-16,28.15
2016-11-17,27.25
2016-11-18,26.95
2016-11-21,25.85
2016-11-22,25.05
2016-11-23,25.6
2016-11-24,26.0
2016-11-25,27.25
2016-11-28,27.45
2016-11-29,29.9
2016-11-30,35.85
2016-12-01,33.15
2016-12-02,33.35
2016-12-05,33.7
2016-12-06,32.5
2016-12-07,32.45
2016-12-08,32.7
2016-12-09,32.65
2016-12-12,32.25
2016-12-13,32.0
2016-12-14,31.65
2016-12-15,29.8
2016-12-16,23.85
2016-12-19,19.1
2016-12-20,20.05
2016-12-21,18.95
2016-12-22,18.05
2016-12-23,18.45
2016-12-26,17.6
2016-12-27,15.85
2016-12-28,16.6
2016-12-29,17.4
2016-12-30,18.25
