Date,PREMIER
2016-01-01,48.35
2016-01-04,48.45
2016-01-05,51.75
2016-01-06,51.35
2016-01-07,50.85
2016-01-08,54.85
2016-01-11,58.7
2016-01-12,54.9
2016-01-13,50.5
2016-01-14,49.7
2016-01-15,47.05
2016-01-18,44.65
2016-01-19,46.55
2016-01-20,43.0
2016-01-21,43.4
2016-01-22,45.45
2016-01-25,45.45
2016-01-27,44.65
2016-01-28,45.4
2016-01-29,46.8
2016-02-01,44.75
2016-02-02,43.45
2016-02-03,42.15
2016-02-04,41.05
2016-02-05,42.45
2016-02-08,41.3
2016-02-09,39.85
2016-02-10,38.65
2016-02-11,35.9
2016-02-12,34.1
2016-02-15,33.55
2016-02-16,32.8
2016-02-17,32.35
2016-02-18,31.75
2016-02-19,32.05
2016-02-22,31.95
2016-02-23,30.75
2016-02-24,29.65
2016-02-25,29.55
2016-02-26,29.4
2016-02-29,30.4
2016-03-01,31.75
2016-03-02,32.65
2016-03-03,33.85
2016-03-04,33.9
2016-03-08,34.25
2016-03-09,34.5
2016-03-10,34.95
2016-03-11,35.0
2016-03-14,33.6
2016-03-15,34.2
2016-03-16,34.1
2016-03-17,35.0
2016-03-18,34.95
2016-03-21,35.1
2016-03-22,34.2
2016-03-23,33.75
2016-03-28,32.2
2016-03-29,30.15
2016-03-30,31.2
2016-03-31,30.95
2016-04-01,32.2
2016-04-04,35.35
2016-04-05,34.5
2016-04-06,34.3
2016-04-07,34.0
2016-04-08,35.3
2016-04-11,34.2
2016-04-12,35.45
2016-04-13,36.6
2016-04-18,37.9
2016-04-20,36.7
2016-04-21,36.95
2016-04-22,36.15
2016-04-25,36.0
2016-04-26,36.95
2016-04-27,36.5
2016-04-28,36.05
2016-04-29,35.9
2016-05-02,36.25
2016-05-03,36.5
2016-05-04,35.95
2016-05-05,36.0
2016-05-06,35.25
2016-05-09,35.3
2016-05-10,36.85
2016-05-11,37.35
2016-05-12,35.8
2016-05-13,36.15
2016-05-16,35.2
2016-05-17,35.6
2016-05-18,35.6
2016-05-19,35.05
2016-05-20,34.2
2016-05-23,34.0
2016-05-24,32.0
2016-05-25,32.35
2016-05-26,32.05
2016-05-27,32.05
2016-05-30,34.25
2016-05-31,33.05
2016-06-01,32.45
2016-06-02,32.4
2016-06-03,32.2
2016-06-06,31.55
2016-06-07,32.0
2016-06-08,32.0
2016-06-09,33.0
2016-06-10,34.6
2016-06-13,34.6
2016-06-14,34.3
2016-06-15,34.0
2016-06-16,33.6
2016-06-17,34.0
2016-06-20,33.2
2016-06-21,33.5
2016-06-22,33.1
2016-06-23,33.0
2016-06-24,33.4
2016-06-27,33.9
2016-06-28,33.5
2016-06-29,33.6
2016-06-30,33.35
2016-07-01,34.4
2016-07-04,34.6
2016-07-05,34.65
2016-07-07,34.15
2016-07-08,33.15
2016-07-11,33.8
2016-07-12,36.15
2016-07-13,35.2
2016-07-14,34.95
2016-07-15,35.0
2016-07-18,35.35
2016-07-19,34.25
2016-07-20,34.9
2016-07-21,34.85
2016-07-22,34.2
2016-07-25,34.6
2016-07-26,34.3
2016-07-27,34.65
2016-07-28,35.0
2016-07-29,35.4
2016-08-01,33.85
2016-08-02,32.95
2016-08-03,32.55
2016-08-04,32.45
2016-08-05,32.15
2016-08-08,32.85
2016-08-09,32.25
2016-08-10,31.2
2016-08-11,31.5
2016-08-12,31.65
2016-08-16,30.85
2016-08-17,31.75
2016-08-18,31.4
2016-08-19,32.9
2016-08-22,33.25
2016-08-23,33.2
2016-08-24,33.6
2016-08-25,33.95
2016-08-26,33.0
2016-08-29,32.6
2016-08-30,32.6
2016-08-31,32.65
2016-09-01,32.5
2016-09-02,31.8
2016-09-06,31.6
2016-09-07,31.1
2016-09-08,31.0
2016-09-09,30.85
2016-09-12,30.25
2016-09-14,29.9
2016-09-15,28.95
2016-09-16,29.85
2016-09-19,29.1
2016-09-20,29.45
2016-09-21,35.3
2016-09-22,37.7
2016-09-23,36.1
2016-09-26,33.95
2016-09-27,33.8
2016-09-28,33.35
2016-09-29,31.6
2016-09-30,31.5
2016-10-03,32.5
2016-10-04,32.8
2016-10-05,32.35
2016-10-06,34.5
2016-10-07,33.85
2016-10-10,34.15
2016-10-13,32.75
2016-10-14,33.4
2016-10-17,33.95
2016-10-18,33.2
2016-10-19,33.2
2016-10-20,36.6
2016-10-21,36.0
2016-10-24,35.2
2016-10-25,36.2
2016-10-26,35.2
2016-10-27,34.75
2016-10-28,34.6
2016-10-30,35.1
2016-11-01,34.8
2016-11-02,33.9
2016-11-03,33.4
2016-11-04,33.3
2016-11-07,33.35
2016-11-08,33.05
2016-11-09,31.1
2016-11-10,32.2
2016-11-11,30.5
2016-11-15,29.95
2016-11-16,29.3
2016-11-17,29.35
2016-11-18,28.8
2016-11-21,28.9
2016-11-22,28.4
2016-11-23,29.05
2016-11-24,29.65
2016-11-25,30.15
2016-11-28,30.8
2016-11-29,30.9
2016-11-30,31.1
2016-12-01,31.0
2016-12-02,30.3
2016-12-05,30.1
2016-12-06,30.0
2016-12-07,30.1
2016-12-08,30.25
2016-12-09,30.05
2016-12-12,29.8
2016-12-13,30.35
2016-12-14,30.15
2016-12-15,29.95
2016-12-16,29.95
2016-12-19,29.55
2016-12-20,29.7
2016-12-21,29.45
2016-12-22,29.65
2016-12-23,29.2
2016-12-26,28.6
2016-12-27,29.0
2016-12-28,29.55
2016-12-29,29.3
2016-12-30,29.6
