Date,BHEL
2016-01-01,170.9
2016-01-04,165.2
2016-01-05,166.3
2016-01-06,165.65
2016-01-07,153.75
2016-01-08,153.6
2016-01-11,149.45
2016-01-12,150.65
2016-01-13,148.2
2016-01-14,143.65
2016-01-15,136.4
2016-01-18,142.1
2016-01-19,144.3
2016-01-20,143.05
2016-01-21,143.1
2016-01-22,147.35
2016-01-25,145.25
2016-01-27,139.6
2016-01-28,136.9
2016-01-29,138.7
2016-02-01,140.25
2016-02-02,134.8
2016-02-03,128.2
2016-02-04,129.5
2016-02-05,132.8
2016-02-08,132.3
2016-02-09,131.4
2016-02-10,128.0
2016-02-11,120.25
2016-02-12,104.45
2016-02-15,107.95
2016-02-16,103.25
2016-02-17,105.75
2016-02-18,103.7
2016-02-19,101.75
2016-02-22,101.0
2016-02-23,98.45
2016-02-24,93.45
2016-02-25,94.35
2016-02-26,95.1
2016-02-29,90.85
2016-03-01,92.8
2016-03-02,97.1
2016-03-03,103.3
2016-03-04,107.6
2016-03-08,106.0
2016-03-09,107.65
2016-03-10,104.4
2016-03-11,103.7
2016-03-14,105.95
2016-03-15,106.15
2016-03-16,106.4
2016-03-17,110.9
2016-03-18,113.4
2016-03-21,111.95
2016-03-22,116.7
2016-03-23,116.4
2016-03-28,113.15
2016-03-29,110.95
2016-03-30,114.85
2016-03-31,113.85
2016-04-01,116.45
2016-04-04,116.85
2016-04-05,112.85
2016-04-06,113.9
2016-04-07,119.25
2016-04-08,122.8
2016-04-11,127.45
2016-04-12,127.3
2016-04-13,133.65
2016-04-18,132.2
2016-04-20,132.95
2016-04-21,128.9
2016-04-22,127.55
2016-04-25,125.65
2016-04-26,129.15
2016-04-27,127.75
2016-04-28,125.0
2016-04-29,125.4
2016-05-02,127.7
2016-05-03,124.45
2016-05-04,119.75
2016-05-05,122.75
2016-05-06,126.75
2016-05-09,127.25
2016-05-10,128.65
2016-05-11,126.3
2016-05-12,125.6
2016-05-13,122.75
2016-05-16,121.25
2016-05-17,121.0
2016-05-18,119.55
2016-05-19,119.25
2016-05-20,119.3
2016-05-23,118.75
2016-05-24,117.7
2016-05-25,122.55
2016-05-26,128.6
2016-05-27,128.1
2016-05-30,120.7
2016-05-31,120.5
2016-06-01,118.35
2016-06-02,120.05
2016-06-03,118.0
2016-06-06,118.1
2016-06-07,119.3
2016-06-08,121.4
2016-06-09,121.2
2016-06-10,123.75
2016-06-13,120.35
2016-06-14,121.4
2016-06-15,122.55
2016-06-16,121.4
2016-06-17,122.35
2016-06-20,123.9
2016-06-21,121.85
2016-06-22,122.65
2016-06-23,122.45
2016-06-24,118.25
2016-06-27,119.05
2016-06-28,118.95
2016-06-29,121.95
2016-06-30,127.7
2016-07-01,132.05
2016-07-04,138.05
2016-07-05,139.4
2016-07-07,139.95
2016-07-08,137.9
2016-07-11,139.2
2016-07-12,138.3
2016-07-13,141.5
2016-07-14,144.75
2016-07-15,142.6
2016-07-18,139.8
2016-07-19,139.8
2016-07-20,144.15
2016-07-21,140.1
2016-07-22,140.9
2016-07-25,147.3
2016-07-26,147.3
2016-07-27,149.0
2016-07-28,149.45
2016-07-29,145.9
2016-08-01,141.85
2016-08-02,138.65
2016-08-03,133.3
2016-08-04,133.9
2016-08-05,137.7
2016-08-08,140.15
2016-08-09,139.7
2016-08-10,136.35
2016-08-11,136.4
2016-08-12,138.5
2016-08-16,137.1
2016-08-17,137.6
2016-08-18,140.35
2016-08-19,142.0
2016-08-22,143.9
2016-08-23,136.9
2016-08-24,136.8
2016-08-25,140.9
2016-08-26,139.45
2016-08-29,140.95
2016-08-30,140.55
2016-08-31,139.1
2016-09-01,135.45
2016-09-02,136.1
2016-09-06,138.15
2016-09-07,159.65
2016-09-08,156.75
2016-09-09,154.05
2016-09-12,147.5
2016-09-14,146.35
2016-09-15,150.3
2016-09-16,146.65
2016-09-19,147.15
2016-09-20,145.75
2016-09-21,144.35
2016-09-22,147.1
2016-09-23,146.15
2016-09-26,142.8
2016-09-27,141.15
2016-09-28,143.9
2016-09-29,133.0
2016-09-30,134.7
2016-10-03,137.2
2016-10-04,138.0
2016-10-05,136.8
2016-10-06,136.1
2016-10-07,135.2
2016-10-10,134.95
2016-10-13,132.45
2016-10-14,132.9
2016-10-17,131.7
2016-10-18,136.2
2016-10-19,141.25
2016-10-20,142.15
2016-10-21,141.7
2016-10-24,141.25
2016-10-25,140.1
2016-10-26,139.3
2016-10-27,138.25
2016-10-28,138.95
2016-10-30,139.0
2016-11-01,141.55
2016-11-02,137.0
2016-11-03,137.65
2016-11-04,134.7
2016-11-07,139.05
2016-11-08,143.2
2016-11-09,138.6
2016-11-10,140.65
2016-11-11,136.15
2016-11-15,133.75
2016-11-16,131.75
2016-11-17,133.3
2016-11-18,134.3
2016-11-21,128.9
2016-11-22,124.4
2016-11-23,125.1
2016-11-24,124.4
2016-11-25,126.75
2016-11-28,127.6
2016-11-29,129.2
2016-11-30,130.15
2016-12-01,128.75
2016-12-02,126.9
2016-12-05,128.65
2016-12-06,128.1
2016-12-07,127.6
2016-12-08,128.7
2016-12-09,129.05
2016-12-12,127.5
2016-12-13,125.45
2016-12-14,125.25
2016-12-15,125.35
2016-12-16,122.8
2016-12-19,121.55
2016-12-20,120.9
2016-12-21,120.8
2016-12-22,119.0
2016-12-23,119.0
2016-12-26,117.2
2016-12-27,119.25
2016-12-28,119.35
2016-12-29,118.75
2016-12-30,121.2
