Date,GODREJPROP
2016-01-01,337.0
2016-01-04,334.05
2016-01-05,334.0
2016-01-06,330.0
2016-01-07,318.4
2016-01-08,320.2
2016-01-11,319.75
2016-01-12,320.45
2016-01-13,320.45
2016-01-14,325.9
2016-01-15,314.05
2016-01-18,313.25
2016-01-19,319.95
2016-01-20,313.2
2016-01-21,311.0
2016-01-22,309.1
2016-01-25,309.55
2016-01-27,305.2
2016-01-28,300.3
2016-01-29,300.25
2016-02-01,302.45
2016-02-02,300.05
2016-02-03,289.9
2016-02-04,298.0
2016-02-05,302.5
2016-02-08,298.45
2016-02-09,290.85
2016-02-10,288.0
2016-02-11,285.5
2016-02-12,278.2
2016-02-15,286.65
2016-02-16,282.25
2016-02-17,279.0
2016-02-18,284.9
2016-02-19,274.75
2016-02-22,279.65
2016-02-23,275.5
2016-02-24,273.55
2016-02-25,273.75
2016-02-26,271.95
2016-02-29,267.35
2016-03-01,269.6
2016-03-02,272.95
2016-03-03,283.5
2016-03-04,281.1
2016-03-08,276.9
2016-03-09,278.6
2016-03-10,279.55
2016-03-11,276.25
2016-03-14,277.35
2016-03-15,274.8
2016-03-16,272.9
2016-03-17,273.4
2016-03-18,283.45
2016-03-21,287.75
2016-03-22,291.35
2016-03-23,297.75
2016-03-28,295.0
2016-03-29,293.55
2016-03-30,295.4
2016-03-31,295.85
2016-04-01,303.6
2016-04-04,303.9
2016-04-05,301.8
2016-04-06,306.85
2016-04-07,310.35
2016-04-08,314.75
2016-04-11,316.5
2016-04-12,321.7
2016-04-13,322.15
2016-04-18,344.8
2016-04-20,344.5
2016-04-21,334.15
2016-04-22,337.1
2016-04-25,332.35
2016-04-26,330.5
2016-04-27,330.1
2016-04-28,334.7
2016-04-29,340.05
2016-05-02,340.85
2016-05-03,339.85
2016-05-04,335.9
2016-05-05,322.6
2016-05-06,318.0
2016-05-09,320.65
2016-05-10,320.75
2016-05-11,320.85
2016-05-12,322.25
2016-05-13,320.2
2016-05-16,323.7
2016-05-17,329.8
2016-05-18,334.3
2016-05-19,333.0
2016-05-20,330.35
2016-05-23,320.65
2016-05-24,322.05
2016-05-25,319.55
2016-05-26,322.2
2016-05-27,328.0
2016-05-30,330.75
2016-05-31,329.5
2016-06-01,330.75
2016-06-02,329.5
2016-06-03,329.6
2016-06-06,330.45
2016-06-07,340.15
2016-06-08,340.6
2016-06-09,338.25
2016-06-10,332.15
2016-06-13,328.55
2016-06-14,325.4
2016-06-15,335.25
2016-06-16,332.0
2016-06-17,337.9
2016-06-20,340.0
2016-06-21,337.1
2016-06-22,339.5
2016-06-23,338.0
2016-06-24,328.7
2016-06-27,335.95
2016-06-28,359.5
2016-06-29,363.45
2016-06-30,363.65
2016-07-01,363.2
2016-07-04,367.1
2016-07-05,362.65
2016-07-07,367.85
2016-07-08,360.95
2016-07-11,374.9
2016-07-12,376.75
2016-07-13,368.4
2016-07-14,367.8
2016-07-15,368.55
2016-07-18,360.15
2016-07-19,361.7
2016-07-20,371.6
2016-07-21,367.9
2016-07-22,368.35
2016-07-25,367.6
2016-07-26,368.4
2016-07-27,366.05
2016-07-28,364.6
2016-07-29,361.3
2016-08-01,358.5
2016-08-02,353.95
2016-08-03,351.7
2016-08-04,346.7
2016-08-05,363.5
2016-08-08,372.05
2016-08-09,377.8
2016-08-10,364.25
2016-08-11,359.85
2016-08-12,356.9
2016-08-16,357.6
2016-08-17,364.1
2016-08-18,365.9
2016-08-19,362.1
2016-08-22,364.9
2016-08-23,363.7
2016-08-24,364.3
2016-08-25,365.8
2016-08-26,365.5
2016-08-29,361.75
2016-08-30,358.65
2016-08-31,359.65
2016-09-01,352.05
2016-09-02,355.2
2016-09-06,353.2
2016-09-07,347.5
2016-09-08,353.55
2016-09-09,349.2
2016-09-12,339.75
2016-09-14,339.7
2016-09-15,330.8
2016-09-16,337.0
2016-09-19,337.0
2016-09-20,335.9
2016-09-21,337.1
2016-09-22,341.25
2016-09-23,336.45
2016-09-26,332.6
2016-09-27,336.05
2016-09-28,340.2
2016-09-29,337.6
2016-09-30,347.2
2016-10-03,350.6
2016-10-04,353.65
2016-10-05,351.8
2016-10-06,350.5
2016-10-07,352.95
2016-10-10,351.45
2016-10-13,349.9
2016-10-14,350.65
2016-10-17,351.5
2016-10-18,356.4
2016-10-19,354.5
2016-10-20,358.65
2016-10-21,362.45
2016-10-24,365.65
2016-10-25,364.55
2016-10-26,362.6
2016-10-27,358.1
2016-10-28,359.05
2016-10-30,364.35
2016-11-01,365.05
2016-11-02,360.2
2016-11-03,364.4
2016-11-04,358.0
2016-11-07,357.45
2016-11-08,359.15
2016-11-09,350.45
2016-11-10,340.1
2016-11-11,323.45
2016-11-15,305.7
2016-11-16,305.5
2016-11-17,306.25
2016-11-18,305.65
2016-11-21,293.75
2016-11-22,299.3
2016-11-23,301.35
2016-11-24,306.4
2016-11-25,307.4
2016-11-28,307.45
2016-11-29,300.55
2016-11-30,300.6
2016-12-01,301.4
2016-12-02,299.9
2016-12-05,295.6
2016-12-06,302.45
2016-12-07,298.65
2016-12-08,303.3
2016-12-09,300.8
2016-12-12,301.6
2016-12-13,298.9
2016-12-14,300.3
2016-12-15,305.4
2016-12-16,305.65
2016-12-19,302.1
2016-12-20,298.35
2016-12-21,294.45
2016-12-22,298.2
2016-12-23,293.75
2016-12-26,293.6
2016-12-27,301.6
2016-12-28,302.15
2016-12-29,305.1
2016-12-30,303.2
