Date,HAVELLS
2016-01-01,320.75
2016-01-04,307.2
2016-01-05,308.45
2016-01-06,303.4
2016-01-07,295.55
2016-01-08,303.05
2016-01-11,295.9
2016-01-12,289.85
2016-01-13,284.25
2016-01-14,288.75
2016-01-15,281.0
2016-01-18,276.25
2016-01-19,284.4
2016-01-20,286.5
2016-01-21,289.3
2016-01-22,298.25
2016-01-25,302.05
2016-01-27,300.25
2016-01-28,295.45
2016-01-29,296.7
2016-02-01,304.05
2016-02-02,305.2
2016-02-03,299.2
2016-02-04,298.05
2016-02-05,303.8
2016-02-08,304.35
2016-02-09,293.75
2016-02-10,286.35
2016-02-11,269.95
2016-02-12,273.35
2016-02-15,291.85
2016-02-16,281.9
2016-02-17,282.1
2016-02-18,280.55
2016-02-19,281.15
2016-02-22,281.3
2016-02-23,279.4
2016-02-24,275.05
2016-02-25,270.85
2016-02-26,273.95
2016-02-29,272.2
2016-03-01,285.4
2016-03-02,283.45
2016-03-03,277.25
2016-03-04,280.9
2016-03-08,285.15
2016-03-09,285.45
2016-03-10,283.45
2016-03-11,290.8
2016-03-14,294.6
2016-03-15,294.0
2016-03-16,289.9
2016-03-17,292.55
2016-03-18,292.2
2016-03-21,299.55
2016-03-22,303.9
2016-03-23,304.05
2016-03-28,304.1
2016-03-29,302.1
2016-03-30,312.65
2016-03-31,321.35
2016-04-01,313.25
2016-04-04,318.15
2016-04-05,315.5
2016-04-06,327.45
2016-04-07,321.5
2016-04-08,332.65
2016-04-11,346.95
2016-04-12,339.0
2016-04-13,338.0
2016-04-18,342.4
2016-04-20,350.95
2016-04-21,341.75
2016-04-22,338.15
2016-04-25,342.75
2016-04-26,346.1
2016-04-27,344.2
2016-04-28,337.25
2016-04-29,332.2
2016-05-02,334.45
2016-05-03,329.1
2016-05-04,333.1
2016-05-05,336.45
2016-05-06,341.1
2016-05-09,340.2
2016-05-10,345.65
2016-05-11,340.15
2016-05-12,342.25
2016-05-13,359.8
2016-05-16,357.6
2016-05-17,366.0
2016-05-18,364.1
2016-05-19,356.5
2016-05-20,365.5
2016-05-23,366.3
2016-05-24,366.9
2016-05-25,373.35
2016-05-26,376.85
2016-05-27,374.9
2016-05-30,372.45
2016-05-31,364.5
2016-06-01,356.65
2016-06-02,363.75
2016-06-03,361.25
2016-06-06,360.0
2016-06-07,360.15
2016-06-08,362.7
2016-06-09,357.3
2016-06-10,354.4
2016-06-13,358.75
2016-06-14,359.7
2016-06-15,360.15
2016-06-16,360.0
2016-06-17,360.25
2016-06-20,364.35
2016-06-21,368.0
2016-06-22,366.45
2016-06-23,367.1
2016-06-24,359.5
2016-06-27,359.6
2016-06-28,357.6
2016-06-29,357.15
2016-06-30,359.9
2016-07-01,366.8
2016-07-04,367.4
2016-07-05,368.65
2016-07-07,356.4
2016-07-08,357.4
2016-07-11,357.6
2016-07-12,356.9
2016-07-13,359.9
2016-07-14,358.9
2016-07-15,359.65
2016-07-18,357.7
2016-07-19,359.6
2016-07-20,366.25
2016-07-21,365.05
2016-07-22,375.9
2016-07-25,381.3
2016-07-26,371.05
2016-07-27,376.65
2016-07-28,380.5
2016-07-29,389.65
2016-08-01,404.1
2016-08-02,399.9
2016-08-03,389.95
2016-08-04,405.25
2016-08-05,406.5
2016-08-08,404.05
2016-08-09,414.3
2016-08-10,404.7
2016-08-11,399.8
2016-08-12,398.6
2016-08-16,410.05
2016-08-17,415.5
2016-08-18,409.65
2016-08-19,415.25
2016-08-22,415.75
2016-08-23,411.2
2016-08-24,411.1
2016-08-25,415.7
2016-08-26,414.65
2016-08-29,416.2
2016-08-30,421.9
2016-08-31,417.6
2016-09-01,422.85
2016-09-02,427.8
2016-09-06,431.75
2016-09-07,423.2
2016-09-08,420.25
2016-09-09,417.7
2016-09-12,408.45
2016-09-14,407.75
2016-09-15,410.0
2016-09-16,410.3
2016-09-19,413.15
2016-09-20,412.9
2016-09-21,406.4
2016-09-22,409.45
2016-09-23,408.2
2016-09-26,410.2
2016-09-27,409.8
2016-09-28,419.25
2016-09-29,408.95
2016-09-30,418.2
2016-10-03,431.2
2016-10-04,452.3
2016-10-05,448.55
2016-10-06,448.0
2016-10-07,446.7
2016-10-10,447.25
2016-10-13,439.4
2016-10-14,441.85
2016-10-17,423.1
2016-10-18,431.85
2016-10-19,409.15
2016-10-20,408.6
2016-10-21,412.4
2016-10-24,408.0
2016-10-25,407.95
2016-10-26,405.45
2016-10-27,407.75
2016-10-28,407.1
2016-10-30,408.0
2016-11-01,407.3
2016-11-02,408.75
2016-11-03,395.75
2016-11-04,386.15
2016-11-07,392.3
2016-11-08,394.3
2016-11-09,375.1
2016-11-10,378.2
2016-11-11,354.75
2016-11-15,327.1
2016-11-16,325.4
2016-11-17,327.4
2016-11-18,319.95
2016-11-21,311.4
2016-11-22,315.4
2016-11-23,327.4
2016-11-24,334.7
2016-11-25,332.35
2016-11-28,334.15
2016-11-29,343.65
2016-11-30,344.35
2016-12-01,334.85
2016-12-02,333.85
2016-12-05,337.2
2016-12-06,332.1
2016-12-07,330.65
2016-12-08,352.35
2016-12-09,348.85
2016-12-12,338.3
2016-12-13,337.45
2016-12-14,337.45
2016-12-15,335.85
2016-12-16,321.95
2016-12-19,325.35
2016-12-20,319.15
2016-12-21,322.1
2016-12-22,321.8
2016-12-23,325.55
2016-12-26,313.55
2016-12-27,322.05
2016-12-28,320.15
2016-12-29,328.35
2016-12-30,342.25
