Date,ALKYLAMINE
2016-01-01,366.75
2016-01-04,346.6
2016-01-05,354.2
2016-01-06,345.35
2016-01-07,346.45
2016-01-08,347.75
2016-01-11,347.3
2016-01-12,350.45
2016-01-13,350.2
2016-01-14,340.85
2016-01-15,330.15
2016-01-18,310.6
2016-01-19,312.8
2016-01-20,311.9
2016-01-21,312.35
2016-01-22,331.8
2016-01-25,336.75
2016-01-27,328.7
2016-01-28,326.8
2016-01-29,317.65
2016-02-01,317.15
2016-02-02,306.4
2016-02-03,308.55
2016-02-04,310.0
2016-02-05,317.0
2016-02-08,312.15
2016-02-09,312.65
2016-02-10,308.95
2016-02-11,301.55
2016-02-12,306.7
2016-02-15,305.6
2016-02-16,305.15
2016-02-17,300.0
2016-02-18,299.15
2016-02-19,299.9
2016-02-22,299.4
2016-02-23,300.0
2016-02-24,298.6
2016-02-25,291.3
2016-02-26,290.25
2016-02-29,288.7
2016-03-01,292.95
2016-03-02,302.8
2016-03-03,307.35
2016-03-04,312.35
2016-03-08,320.7
2016-03-09,317.55
2016-03-10,325.45
2016-03-11,322.25
2016-03-14,327.5
2016-03-15,324.35
2016-03-16,310.45
2016-03-17,308.35
2016-03-18,308.45
2016-03-21,323.8
2016-03-22,325.9
2016-03-23,315.1
2016-03-28,306.3
2016-03-29,304.9
2016-03-30,307.45
2016-03-31,311.65
2016-04-01,310.4
2016-04-04,311.6
2016-04-05,315.25
2016-04-06,322.0
2016-04-07,324.05
2016-04-08,321.55
2016-04-11,321.0
2016-04-12,319.4
2016-04-13,315.85
2016-04-18,323.15
2016-04-20,321.4
2016-04-21,320.65
2016-04-22,316.85
2016-04-25,310.0
2016-04-26,312.85
2016-04-27,311.5
2016-04-28,315.45
2016-04-29,310.55
2016-05-02,309.15
2016-05-03,311.15
2016-05-04,310.0
2016-05-05,314.3
2016-05-06,316.8
2016-05-09,312.3
2016-05-10,317.85
2016-05-11,313.35
2016-05-12,310.05
2016-05-13,308.8
2016-05-16,308.55
2016-05-17,310.95
2016-05-18,318.9
2016-05-19,315.5
2016-05-20,307.85
2016-05-23,312.85
2016-05-24,315.85
2016-05-25,314.0
2016-05-26,310.6
2016-05-27,309.9
2016-05-30,308.75
2016-05-31,310.05
2016-06-01,310.15
2016-06-02,309.05
2016-06-03,309.15
2016-06-06,311.05
2016-06-07,312.2
2016-06-08,314.35
2016-06-09,312.25
2016-06-10,310.55
2016-06-13,319.5
2016-06-14,325.3
2016-06-15,329.2
2016-06-16,330.05
2016-06-17,339.15
2016-06-20,339.1
2016-06-21,340.4
2016-06-22,349.85
2016-06-23,357.55
2016-06-24,357.45
2016-06-27,365.55
2016-06-28,370.0
2016-06-29,369.5
2016-06-30,363.35
2016-07-01,374.6
2016-07-04,373.2
2016-07-05,351.35
2016-07-07,362.65
2016-07-08,364.45
2016-07-11,357.65
2016-07-12,356.35
2016-07-13,359.35
2016-07-14,359.8
2016-07-15,370.15
2016-07-18,365.25
2016-07-19,369.35
2016-07-20,372.5
2016-07-21,374.5
2016-07-22,370.65
2016-07-25,374.8
2016-07-26,366.3
2016-07-27,354.85
2016-07-28,352.8
2016-07-29,337.4
2016-08-01,320.35
2016-08-02,319.1
2016-08-03,320.15
2016-08-04,320.3
2016-08-05,319.1
2016-08-08,319.05
2016-08-09,320.0
2016-08-10,314.95
2016-08-11,322.6
2016-08-12,311.05
2016-08-16,318.65
2016-08-17,324.25
2016-08-18,327.95
2016-08-19,324.25
2016-08-22,323.9
2016-08-23,319.35
2016-08-24,321.15
2016-08-25,324.1
2016-08-26,324.5
2016-08-29,319.0
2016-08-30,318.0
2016-08-31,316.1
2016-09-01,316.45
2016-09-02,315.05
2016-09-06,315.5
2016-09-07,315.4
2016-09-08,314.35
2016-09-09,311.95
2016-09-12,311.95
2016-09-14,313.25
2016-09-15,316.4
2016-09-16,315.85
2016-09-19,330.9
2016-09-20,334.8
2016-09-21,331.6
2016-09-22,333.45
2016-09-23,335.4
2016-09-26,330.95
2016-09-27,322.95
2016-09-28,324.35
2016-09-29,314.0
2016-09-30,311.5
2016-10-03,316.4
2016-10-04,314.4
2016-10-05,314.65
2016-10-06,311.6
2016-10-07,314.1
2016-10-10,315.15
2016-10-13,316.0
2016-10-14,317.85
2016-10-17,318.9
2016-10-18,320.0
2016-10-19,320.8
2016-10-20,344.8
2016-10-21,347.75
2016-10-24,387.1
2016-10-25,380.75
2016-10-26,375.8
2016-10-27,366.85
2016-10-28,340.65
2016-10-30,340.15
2016-11-01,345.5
2016-11-02,333.85
2016-11-03,329.25
2016-11-04,323.5
2016-11-07,334.6
2016-11-08,330.5
2016-11-09,320.75
2016-11-10,333.55
2016-11-11,324.8
2016-11-15,311.45
2016-11-16,308.9
2016-11-17,310.1
2016-11-18,302.55
2016-11-21,286.2
2016-11-22,291.6
2016-11-23,308.05
2016-11-24,305.9
2016-11-25,314.7
2016-11-28,311.8
2016-11-29,311.0
2016-11-30,309.75
2016-12-01,313.35
2016-12-02,307.1
2016-12-05,308.7
2016-12-06,312.05
2016-12-07,315.0
2016-12-08,316.95
2016-12-09,319.55
2016-12-12,319.05
2016-12-13,319.1
2016-12-14,309.25
2016-12-15,310.6
2016-12-16,300.4
2016-12-19,306.65
2016-12-20,305.25
2016-12-21,302.2
2016-12-22,293.75
2016-12-23,294.4
2016-12-26,293.5
2016-12-27,294.0
2016-12-28,303.0
2016-12-29,299.45
2016-12-30,306.25
