Date,LUMAXIND
2016-01-01,466.85
2016-01-04,465.25
2016-01-05,464.4
2016-01-06,463.6
2016-01-07,443.1
2016-01-08,452.75
2016-01-11,459.95
2016-01-12,453.45
2016-01-13,440.25
2016-01-14,441.6
2016-01-15,421.55
2016-01-18,396.75
2016-01-19,399.6
2016-01-20,392.65
2016-01-21,388.2
2016-01-22,401.9
2016-01-25,406.6
2016-01-27,425.45
2016-01-28,435.75
2016-01-29,443.9
2016-02-01,441.6
2016-02-02,426.65
2016-02-03,416.65
2016-02-04,417.45
2016-02-05,422.75
2016-02-08,422.55
2016-02-09,414.4
2016-02-10,399.1
2016-02-11,367.75
2016-02-12,361.6
2016-02-15,388.9
2016-02-16,380.25
2016-02-17,370.85
2016-02-18,375.45
2016-02-19,385.75
2016-02-22,380.9
2016-02-23,373.6
2016-02-24,369.85
2016-02-25,369.5
2016-02-26,372.85
2016-02-29,375.8
2016-03-01,383.65
2016-03-02,399.65
2016-03-03,397.95
2016-03-04,397.15
2016-03-08,409.8
2016-03-09,405.3
2016-03-10,409.55
2016-03-11,404.15
2016-03-14,422.1
2016-03-15,435.8
2016-03-16,431.5
2016-03-17,419.15
2016-03-18,418.3
2016-03-21,418.2
2016-03-22,418.25
2016-03-23,417.55
2016-03-28,405.95
2016-03-29,403.05
2016-03-30,411.95
2016-03-31,414.6
2016-04-01,419.45
2016-04-04,419.6
2016-04-05,421.6
2016-04-06,422.9
2016-04-07,430.15
2016-04-08,430.8
2016-04-11,430.1
2016-04-12,430.55
2016-04-13,434.35
2016-04-18,442.2
2016-04-20,447.85
2016-04-21,454.15
2016-04-22,456.45
2016-04-25,457.85
2016-04-26,453.4
2016-04-27,452.45
2016-04-28,439.65
2016-04-29,442.65
2016-05-02,447.6
2016-05-03,447.7
2016-05-04,435.75
2016-05-05,438.25
2016-05-06,437.05
2016-05-09,449.2
2016-05-10,461.3
2016-05-11,487.6
2016-05-12,492.5
2016-05-13,533.05
2016-05-16,538.45
2016-05-17,529.95
2016-05-18,524.75
2016-05-19,512.15
2016-05-20,501.45
2016-05-23,499.95
2016-05-24,493.6
2016-05-25,498.15
2016-05-26,495.5
2016-05-27,497.95
2016-05-30,494.55
2016-05-31,495.45
2016-06-01,531.05
2016-06-02,530.1
2016-06-03,525.95
2016-06-06,570.15
2016-06-07,580.8
2016-06-08,605.05
2016-06-09,601.8
2016-06-10,611.0
2016-06-13,594.65
2016-06-14,616.2
2016-06-15,683.35
2016-06-16,664.05
2016-06-17,683.75
2016-06-20,723.75
2016-06-21,715.25
2016-06-22,703.8
2016-06-23,700.6
2016-06-24,697.4
2016-06-27,689.6
2016-06-28,688.7
2016-06-29,707.35
2016-06-30,708.6
2016-07-01,704.2
2016-07-04,711.05
2016-07-05,705.7
2016-07-07,698.9
2016-07-08,696.8
2016-07-11,703.1
2016-07-12,696.2
2016-07-13,727.25
2016-07-14,716.75
2016-07-15,720.95
2016-07-18,712.55
2016-07-19,725.85
2016-07-20,716.8
2016-07-21,731.5
2016-07-22,762.5
2016-07-25,781.5
2016-07-26,758.8
2016-07-27,761.7
2016-07-28,777.9
2016-07-29,792.15
2016-08-01,796.05
2016-08-02,747.1
2016-08-03,735.65
2016-08-04,750.25
2016-08-05,741.5
2016-08-08,746.65
2016-08-09,689.3
2016-08-10,672.15
2016-08-11,660.4
2016-08-12,669.9
2016-08-16,663.35
2016-08-17,671.7
2016-08-18,665.05
2016-08-19,677.8
2016-08-22,676.0
2016-08-23,684.2
2016-08-24,682.3
2016-08-25,669.55
2016-08-26,670.4
2016-08-29,674.75
2016-08-30,667.7
2016-08-31,656.8
2016-09-01,655.8
2016-09-02,709.9
2016-09-06,713.15
2016-09-07,741.9
2016-09-08,742.85
2016-09-09,741.85
2016-09-12,712.9
2016-09-14,722.3
2016-09-15,717.9
2016-09-16,717.15
2016-09-19,724.5
2016-09-20,720.95
2016-09-21,719.9
2016-09-22,807.15
2016-09-23,790.35
2016-09-26,787.95
2016-09-27,835.9
2016-09-28,842.85
2016-09-29,796.65
2016-09-30,818.0
2016-10-03,837.95
2016-10-04,837.6
2016-10-05,833.8
2016-10-06,846.2
2016-10-07,837.55
2016-10-10,834.55
2016-10-13,830.1
2016-10-14,849.75
2016-10-17,830.65
2016-10-18,840.75
2016-10-19,840.8
2016-10-20,871.45
2016-10-21,882.35
2016-10-24,884.5
2016-10-25,883.35
2016-10-26,950.6
2016-10-27,930.05
2016-10-28,947.75
2016-10-30,970.15
2016-11-01,955.85
2016-11-02,935.6
2016-11-03,930.45
2016-11-04,904.35
2016-11-07,901.35
2016-11-08,902.8
2016-11-09,903.65
2016-11-10,907.2
2016-11-11,868.05
2016-11-15,751.4
2016-11-16,753.4
2016-11-17,756.45
2016-11-18,764.85
2016-11-21,693.5
2016-11-22,695.95
2016-11-23,749.4
2016-11-24,744.05
2016-11-25,761.05
2016-11-28,771.65
2016-11-29,771.85
2016-11-30,788.5
2016-12-01,776.0
2016-12-02,762.35
2016-12-05,783.2
2016-12-06,779.0
2016-12-07,780.55
2016-12-08,798.35
2016-12-09,799.4
2016-12-12,795.45
2016-12-13,778.35
2016-12-14,776.45
2016-12-15,768.85
2016-12-16,781.6
2016-12-19,772.75
2016-12-20,761.5
2016-12-21,760.8
2016-12-22,737.4
2016-12-23,752.1
2016-12-26,721.85
2016-12-27,738.5
2016-12-28,740.15
2016-12-29,762.65
2016-12-30,750.35
