Date,EICHERMOT
2016-01-01,17370.85
2016-01-04,17495.3
2016-01-05,17159.9
2016-01-06,17525.05
2016-01-07,17035.65
2016-01-08,17241.4
2016-01-11,17239.1
2016-01-12,17066.8
2016-01-13,17062.7
2016-01-14,16988.0
2016-01-15,16240.8
2016-01-18,15459.5
2016-01-19,15823.75
2016-01-20,15538.85
2016-01-21,15552.2
2016-01-22,16472.45
2016-01-25,16416.15
2016-01-27,16232.1
2016-01-28,15958.95
2016-01-29,16546.6
2016-02-01,17073.85
2016-02-02,17197.1
2016-02-03,16754.2
2016-02-04,16894.35
2016-02-05,18119.15
2016-02-08,18384.75
2016-02-09,18175.8
2016-02-10,17909.95
2016-02-11,17619.3
2016-02-12,17993.7
2016-02-15,18772.25
2016-02-16,18690.3
2016-02-17,18802.5
2016-02-18,18694.6
2016-02-19,18626.45
2016-02-22,18918.65
2016-02-23,19003.8
2016-02-24,19094.65
2016-02-25,18888.75
2016-02-26,18885.55
2016-02-29,18900.6
2016-03-01,19184.35
2016-03-02,19321.9
2016-03-03,19328.4
2016-03-04,19258.5
2016-03-08,19802.05
2016-03-09,19933.75
2016-03-10,19799.95
2016-03-11,20004.0
2016-03-14,19849.85
2016-03-15,19548.3
2016-03-16,18693.45
2016-03-17,18036.2
2016-03-18,18413.45
2016-03-21,18356.35
2016-03-22,18236.7
2016-03-23,18554.05
2016-03-28,18410.3
2016-03-29,18633.45
2016-03-30,18736.8
2016-03-31,19180.6
2016-04-01,19254.05
2016-04-04,19503.9
2016-04-05,18735.5
2016-04-06,19179.85
2016-04-07,18884.1
2016-04-08,19181.2
2016-04-11,19388.9
2016-04-12,19557.85
2016-04-13,19896.3
2016-04-18,20268.35
2016-04-20,20511.2
2016-04-21,20328.8
2016-04-22,20169.95
2016-04-25,19945.4
2016-04-26,20148.4
2016-04-27,20114.3
2016-04-28,20292.95
2016-04-29,20035.0
2016-05-02,19854.35
2016-05-03,19981.5
2016-05-04,19760.85
2016-05-05,19686.65
2016-05-06,20215.9
2016-05-09,20483.25
2016-05-10,20239.2
2016-05-11,19976.85
2016-05-12,19753.05
2016-05-13,18992.8
2016-05-16,19063.15
2016-05-17,18601.65
2016-05-18,18720.0
2016-05-19,18200.7
2016-05-20,18280.65
2016-05-23,18268.1
2016-05-24,18177.3
2016-05-25,18530.65
2016-05-26,18394.35
2016-05-27,18742.3
2016-05-30,18741.7
2016-05-31,18485.85
2016-06-01,18713.25
2016-06-02,18806.85
2016-06-03,18787.0
2016-06-06,18994.95
2016-06-07,18828.05
2016-06-08,18824.55
2016-06-09,18584.0
2016-06-10,18620.15
2016-06-13,18447.65
2016-06-14,18753.65
2016-06-15,18637.2
2016-06-16,18827.65
2016-06-17,18779.05
2016-06-20,18660.6
2016-06-21,18713.25
2016-06-22,18787.6
2016-06-23,18659.45
2016-06-24,18662.2
2016-06-27,18710.65
2016-06-28,19166.35
2016-06-29,19116.15
2016-06-30,19222.4
2016-07-01,19155.1
2016-07-04,19492.2
2016-07-05,19431.4
2016-07-07,19593.1
2016-07-08,19451.6
2016-07-11,19546.05
2016-07-12,19677.1
2016-07-13,19536.55
2016-07-14,19517.1
2016-07-15,19781.05
2016-07-18,19954.2
2016-07-19,19709.95
2016-07-20,19849.8
2016-07-21,19755.0
2016-07-22,19812.5
2016-07-25,19972.05
2016-07-26,20112.2
