Date,SUMEETINDS
2016-01-01,14.95
2016-01-04,15.55
2016-01-05,16.45
2016-01-06,16.7
2016-01-07,16.0
2016-01-08,15.9
2016-01-11,16.8
2016-01-12,17.05
2016-01-13,16.7
2016-01-14,16.05
2016-01-15,15.6
2016-01-18,13.6
2016-01-19,14.2
2016-01-20,13.25
2016-01-21,13.25
2016-01-22,14.15
2016-01-25,15.15
2016-01-27,15.5
2016-01-28,15.35
2016-01-29,15.95
2016-02-01,17.1
2016-02-02,17.4
2016-02-03,13.95
2016-02-04,14.05
2016-02-05,14.55
2016-02-08,11.65
2016-02-09,12.4
2016-02-10,12.3
2016-02-11,11.1
2016-02-12,10.8
2016-02-15,11.85
2016-02-16,11.45
2016-02-17,11.25
2016-02-18,11.35
2016-02-19,11.5
2016-02-22,11.1
2016-02-23,10.95
2016-02-24,10.9
2016-02-25,10.95
2016-02-26,10.8
2016-02-29,10.6
2016-03-01,10.8
2016-03-02,11.2
2016-03-03,11.2
2016-03-04,11.6
2016-03-08,11.55
2016-03-09,11.6
2016-03-10,11.4
2016-03-11,11.35
2016-03-14,11.2
2016-03-15,11.05
2016-03-16,11.1
2016-03-17,11.1
2016-03-18,10.95
2016-03-21,10.8
2016-03-22,11.35
2016-03-23,11.45
2016-03-28,11.0
2016-03-29,10.7
2016-03-30,10.95
2016-03-31,10.9
2016-04-01,11.35
2016-04-04,11.5
2016-04-05,11.3
2016-04-06,11.9
2016-04-07,11.9
2016-04-08,11.85
2016-04-11,11.6
2016-04-12,11.5
2016-04-13,11.45
2016-04-18,11.1
2016-04-20,11.0
2016-04-21,10.8
2016-04-22,10.8
2016-04-25,10.7
2016-04-26,10.6
2016-04-27,10.8
2016-04-28,10.65
2016-04-29,10.55
2016-05-02,10.45
2016-05-03,10.9
2016-05-04,10.9
2016-05-05,10.8
2016-05-06,10.55
2016-05-09,10.5
2016-05-10,10.55
2016-05-11,10.55
2016-05-12,10.65
2016-05-13,11.2
2016-05-16,13.1
2016-05-17,13.25
2016-05-18,13.35
2016-05-19,12.85
2016-05-20,12.15
2016-05-23,12.35
2016-05-24,12.3
2016-05-25,12.4
2016-05-26,12.3
2016-05-27,13.0
2016-05-30,12.9
2016-05-31,12.85
2016-06-01,12.75
2016-06-02,12.45
2016-06-03,12.3
2016-06-06,11.7
2016-06-07,11.2
2016-06-08,11.2
2016-06-09,11.4
2016-06-10,11.6
2016-06-13,11.45
2016-06-14,11.7
2016-06-15,11.95
2016-06-16,11.75
2016-06-17,11.6
2016-06-20,11.55
2016-06-21,11.8
2016-06-22,12.1
2016-06-23,12.2
2016-06-24,11.85
2016-06-27,12.25
2016-06-28,12.3
2016-06-29,13.3
2016-06-30,13.45
2016-07-01,13.3
2016-07-04,12.95
2016-07-05,13.0
2016-07-07,12.95
2016-07-08,12.85
2016-07-11,12.95
2016-07-12,12.95
2016-07-13,12.7
2016-07-14,12.9
2016-07-15,12.6
2016-07-18,12.95
2016-07-19,12.95
2016-07-20,12.95
2016-07-21,12.9
2016-07-22,13.2
2016-07-25,15.35
2016-07-26,15.35
2016-07-27,15.7
2016-07-28,16.05
2016-07-29,15.9
2016-08-01,15.4
2016-08-02,15.35
2016-08-03,15.0
2016-08-04,15.35
2016-08-05,15.85
2016-08-08,16.45
2016-08-09,16.05
2016-08-10,16.25
2016-08-11,16.65
2016-08-12,16.4
2016-08-16,15.5
2016-08-17,15.5
2016-08-18,15.4
2016-08-19,15.35
2016-08-22,15.35
2016-08-23,15.35
2016-08-24,15.05
2016-08-25,14.75
2016-08-26,14.65
2016-08-29,15.25
2016-08-30,15.8
2016-08-31,15.6
2016-09-01,15.45
2016-09-02,15.3
2016-09-06,15.75
2016-09-07,16.1
2016-09-08,17.2
2016-09-09,17.15
2016-09-12,16.6
2016-09-14,16.75
2016-09-15,17.8
2016-09-16,18.85
2016-09-19,20.25
2016-09-20,22.0
2016-09-21,24.9
2016-09-22,24.55
2016-09-23,24.15
2016-09-26,22.55
2016-09-27,21.6
2016-09-28,23.75
2016-09-29,21.4
2016-09-30,23.5
2016-10-03,25.85
2016-10-04,26.4
2016-10-05,25.85
2016-10-06,25.55
2016-10-07,28.05
2016-10-10,30.65
2016-10-13,31.65
2016-10-14,32.2
2016-10-17,35.4
2016-10-18,37.15
2016-10-19,39.0
2016-10-20,40.95
2016-10-21,41.9
2016-10-24,42.55
2016-10-25,41.4
2016-10-26,39.35
2016-10-27,41.3
2016-10-28,42.95
2016-10-30,42.65
2016-11-01,42.7
2016-11-02,41.6
2016-11-03,40.5
2016-11-04,39.15
2016-11-07,37.75
2016-11-08,35.95
2016-11-09,35.8
2016-11-10,36.7
2016-11-11,34.9
2016-11-15,33.2
2016-11-16,31.55
2016-11-17,30.0
2016-11-18,28.5
2016-11-21,27.55
2016-11-22,28.85
2016-11-23,30.15
2016-11-24,31.65
2016-11-25,33.15
2016-11-28,34.8
2016-11-29,36.5
2016-11-30,38.3
2016-12-01,37.9
2016-12-02,36.65
2016-12-05,38.2
2016-12-06,39.0
2016-12-07,39.65
2016-12-08,40.35
2016-12-09,40.6
2016-12-12,41.5
2016-12-13,41.4
2016-12-14,41.4
2016-12-15,40.05
2016-12-16,38.2
2016-12-19,36.3
2016-12-20,38.0
2016-12-21,36.85
2016-12-22,37.55
2016-12-23,36.45
2016-12-26,34.9
2016-12-27,35.15
2016-12-28,34.3
2016-12-29,33.75
2016-12-30,34.15
