Date,BODALCHEM
2016-01-01,55.5
2016-01-04,55.0
2016-01-05,58.8
2016-01-06,59.2
2016-01-07,56.65
2016-01-08,57.35
2016-01-11,57.75
2016-01-12,55.8
2016-01-13,53.45
2016-01-14,55.8
2016-01-15,53.25
2016-01-18,47.75
2016-01-19,48.95
2016-01-20,48.7
2016-01-21,49.25
2016-01-22,50.35
2016-01-25,54.2
2016-01-27,54.95
2016-01-28,55.1
2016-01-29,55.35
2016-02-01,54.4
2016-02-02,53.1
2016-02-03,53.8
2016-02-04,53.55
2016-02-05,55.7
2016-02-08,56.15
2016-02-09,54.55
2016-02-10,55.2
2016-02-11,49.9
2016-02-12,48.9
2016-02-15,55.4
2016-02-16,53.3
2016-02-17,53.8
2016-02-18,54.1
2016-02-19,53.75
2016-02-22,54.1
2016-02-23,53.8
2016-02-24,52.85
2016-02-25,53.15
2016-02-26,51.4
2016-02-29,51.45
2016-03-01,54.85
2016-03-02,54.95
2016-03-03,55.25
2016-03-04,57.95
2016-03-08,60.1
2016-03-09,63.4
2016-03-10,58.85
2016-03-11,59.05
2016-03-14,62.0
2016-03-15,61.1
2016-03-16,61.85
2016-03-17,62.85
2016-03-18,64.45
2016-03-21,69.4
2016-03-22,69.75
2016-03-23,70.9
2016-03-28,69.4
2016-03-29,67.85
2016-03-30,73.05
2016-03-31,73.35
2016-04-01,73.35
2016-04-04,72.0
2016-04-05,80.2
2016-04-06,84.95
2016-04-07,84.55
2016-04-08,84.7
2016-04-11,87.55
2016-04-12,87.55
2016-04-13,81.65
2016-04-18,81.75
2016-04-20,78.55
2016-04-21,80.6
2016-04-22,93.0
2016-04-25,90.9
2016-04-26,92.45
2016-04-27,91.5
2016-04-28,89.35
2016-04-29,90.45
2016-05-02,94.1
2016-05-03,92.8
2016-05-04,92.3
2016-05-05,92.2
2016-05-06,92.25
2016-05-09,95.65
2016-05-10,94.3
2016-05-11,92.3
2016-05-12,94.0
2016-05-13,92.25
2016-05-16,91.95
2016-05-17,91.75
2016-05-18,91.9
2016-05-19,89.7
2016-05-20,89.2
2016-05-23,88.55
2016-05-24,85.05
2016-05-25,85.9
2016-05-26,84.2
2016-05-27,85.75
2016-05-30,85.5
2016-05-31,83.2
2016-06-01,83.8
2016-06-02,85.5
2016-06-03,88.95
2016-06-06,94.1
2016-06-07,96.3
2016-06-08,94.75
2016-06-09,95.2
2016-06-10,94.7
2016-06-13,100.45
2016-06-14,107.6
2016-06-15,108.55
2016-06-16,105.8
2016-06-17,104.0
2016-06-20,106.0
2016-06-21,106.35
2016-06-22,103.85
2016-06-23,101.95
2016-06-24,100.0
2016-06-27,104.55
2016-06-28,107.05
2016-06-29,106.65
2016-06-30,106.2
2016-07-01,108.35
2016-07-04,112.35
2016-07-05,109.3
2016-07-07,107.9
2016-07-08,106.1
2016-07-11,106.55
2016-07-12,107.7
2016-07-13,106.35
2016-07-14,109.85
2016-07-15,107.1
2016-07-18,107.0
2016-07-19,106.95
2016-07-20,109.05
2016-07-21,105.7
2016-07-22,106.15
2016-07-25,107.7
2016-07-26,106.1
2016-07-27,107.4
2016-07-28,109.8
2016-07-29,110.45
2016-08-01,110.7
2016-08-02,111.85
2016-08-03,111.2
2016-08-04,110.8
2016-08-05,111.0
2016-08-08,110.95
2016-08-09,108.65
2016-08-10,104.7
2016-08-11,102.6
2016-08-12,102.55
2016-08-16,104.15
2016-08-17,109.2
2016-08-18,112.8
2016-08-19,111.0
2016-08-22,109.45
2016-08-23,111.75
2016-08-24,117.85
2016-08-25,116.25
2016-08-26,115.65
2016-08-29,113.55
2016-08-30,112.65
2016-08-31,108.15
2016-09-01,109.7
2016-09-02,110.55
2016-09-06,110.85
2016-09-07,109.2
2016-09-08,109.1
2016-09-09,113.5
2016-09-12,113.45
2016-09-14,126.6
2016-09-15,130.15
2016-09-16,133.25
2016-09-19,138.85
2016-09-20,146.3
2016-09-21,147.2
2016-09-22,144.2
2016-09-23,143.65
2016-09-26,141.15
2016-09-27,143.45
2016-09-28,143.9
2016-09-29,129.9
2016-09-30,143.15
2016-10-03,148.85
2016-10-04,146.7
2016-10-05,153.15
2016-10-06,144.45
2016-10-07,144.0
2016-10-10,142.95
2016-10-13,140.95
2016-10-14,139.7
2016-10-17,138.65
2016-10-18,140.0
2016-10-19,137.25
2016-10-20,138.15
2016-10-21,136.2
2016-10-24,140.6
2016-10-25,140.85
2016-10-26,140.2
2016-10-27,139.05
2016-10-28,142.2
2016-10-30,143.8
2016-11-01,142.65
2016-11-02,139.4
2016-11-03,138.0
2016-11-04,134.5
2016-11-07,139.3
2016-11-08,140.0
2016-11-09,139.85
2016-11-10,136.0
2016-11-11,125.55
2016-11-15,122.95
2016-11-16,118.4
2016-11-17,112.5
2016-11-18,109.05
2016-11-21,101.8
2016-11-22,106.5
2016-11-23,109.25
2016-11-24,112.55
2016-11-25,120.0
2016-11-28,121.4
2016-11-29,127.1
2016-11-30,130.1
2016-12-01,127.7
2016-12-02,122.55
2016-12-05,124.1
2016-12-06,123.7
2016-12-07,121.15
2016-12-08,123.9
2016-12-09,124.0
2016-12-12,121.1
2016-12-13,127.35
2016-12-14,124.25
2016-12-15,125.25
2016-12-16,130.25
2016-12-19,126.35
2016-12-20,125.25
2016-12-21,123.45
2016-12-22,121.0
2016-12-23,121.2
2016-12-26,118.55
2016-12-27,118.9
2016-12-28,119.25
2016-12-29,118.95
2016-12-30,119.45
