Date,APLLTD
2016-01-01,687.85
2016-01-04,684.2
2016-01-05,677.85
2016-01-06,676.95
2016-01-07,662.4
2016-01-08,669.0
2016-01-11,662.25
2016-01-12,680.95
2016-01-13,658.75
2016-01-14,660.55
2016-01-15,620.0
2016-01-18,595.1
2016-01-19,601.05
2016-01-20,590.0
2016-01-21,625.1
2016-01-22,632.7
2016-01-25,630.4
2016-01-27,600.05
2016-01-28,592.4
2016-01-29,617.45
2016-02-01,627.4
2016-02-02,643.2
2016-02-03,629.9
2016-02-04,633.3
2016-02-05,593.2
2016-02-08,609.0
2016-02-09,590.75
2016-02-10,596.0
2016-02-11,591.1
2016-02-12,589.45
2016-02-15,624.0
2016-02-16,599.05
2016-02-17,608.9
2016-02-18,619.3
2016-02-19,618.05
2016-02-22,616.4
2016-02-23,617.4
2016-02-24,617.85
2016-02-25,613.95
2016-02-26,608.35
2016-02-29,618.05
2016-03-01,621.8
2016-03-02,622.8
2016-03-03,641.35
2016-03-04,638.6
2016-03-08,636.05
2016-03-09,629.25
2016-03-10,622.85
2016-03-11,616.65
2016-03-14,621.75
2016-03-15,614.25
2016-03-16,621.6
2016-03-17,611.7
2016-03-18,610.45
2016-03-21,611.65
2016-03-22,612.7
2016-03-23,608.65
2016-03-28,620.45
2016-03-29,593.7
2016-03-30,604.9
2016-03-31,598.4
2016-04-01,592.65
2016-04-04,596.15
2016-04-05,587.9
2016-04-06,589.8
2016-04-07,566.3
2016-04-08,553.35
2016-04-11,552.35
2016-04-12,546.0
2016-04-13,561.95
2016-04-18,571.0
2016-04-20,571.95
2016-04-21,610.35
2016-04-22,617.8
2016-04-25,615.95
2016-04-26,613.65
2016-04-27,619.4
2016-04-28,611.05
2016-04-29,602.5
2016-05-02,595.65
2016-05-03,597.8
2016-05-04,599.8
2016-05-05,599.7
2016-05-06,593.1
2016-05-09,589.35
2016-05-10,592.55
2016-05-11,582.25
2016-05-12,580.0
2016-05-13,582.35
2016-05-16,567.65
2016-05-17,573.85
2016-05-18,570.4
2016-05-19,555.95
2016-05-20,564.6
2016-05-23,549.85
2016-05-24,542.9
2016-05-25,550.45
2016-05-26,546.1
2016-05-27,540.85
2016-05-30,532.6
2016-05-31,532.55
2016-06-01,543.7
2016-06-02,559.55
2016-06-03,555.25
2016-06-06,558.75
2016-06-07,558.7
2016-06-08,560.1
2016-06-09,556.3
2016-06-10,560.95
2016-06-13,560.6
2016-06-14,550.25
2016-06-15,546.1
2016-06-16,531.5
2016-06-17,527.05
2016-06-20,528.2
2016-06-21,542.7
2016-06-22,534.5
2016-06-23,537.65
2016-06-24,539.0
2016-06-27,542.55
2016-06-28,542.2
2016-06-29,547.95
2016-06-30,573.8
2016-07-01,583.05
2016-07-04,580.2
2016-07-05,578.1
2016-07-07,580.35
2016-07-08,599.4
2016-07-11,597.5
2016-07-12,594.2
2016-07-13,587.25
2016-07-14,585.65
2016-07-15,577.85
2016-07-18,579.25
2016-07-19,579.75
2016-07-20,588.9
2016-07-21,586.65
2016-07-22,587.7
2016-07-25,590.25
2016-07-26,595.0
2016-07-27,602.15
2016-07-28,612.3
2016-07-29,627.65
2016-08-01,625.2
2016-08-02,627.1
2016-08-03,625.15
2016-08-04,633.95
2016-08-05,635.15
2016-08-08,634.95
2016-08-09,638.1
2016-08-10,635.1
2016-08-11,640.3
2016-08-12,647.0
2016-08-16,647.7
2016-08-17,646.85
2016-08-18,641.4
2016-08-19,645.75
2016-08-22,644.3
2016-08-23,641.4
2016-08-24,640.45
2016-08-25,643.9
2016-08-26,634.8
2016-08-29,633.4
2016-08-30,631.35
2016-08-31,628.55
2016-09-01,627.9
2016-09-02,621.65
2016-09-06,627.15
2016-09-07,618.2
2016-09-08,625.55
2016-09-09,634.1
2016-09-12,627.25
2016-09-14,629.5
2016-09-15,629.25
2016-09-16,656.6
2016-09-19,647.95
2016-09-20,653.25
2016-09-21,654.55
2016-09-22,654.35
2016-09-23,678.55
2016-09-26,683.45
2016-09-27,674.8
2016-09-28,672.65
2016-09-29,650.9
2016-09-30,654.8
2016-10-03,666.75
2016-10-04,660.4
2016-10-05,680.1
2016-10-06,678.45
2016-10-07,676.0
2016-10-10,673.35
2016-10-13,683.65
2016-10-14,681.3
2016-10-17,684.65
2016-10-18,674.95
2016-10-19,673.95
2016-10-20,675.7
2016-10-21,675.35
2016-10-24,676.85
2016-10-25,672.4
2016-10-26,663.5
2016-10-27,665.8
2016-10-28,675.35
2016-10-30,669.1
2016-11-01,674.3
2016-11-02,671.65
2016-11-03,675.7
2016-11-04,656.45
2016-11-07,656.95
2016-11-08,655.6
2016-11-09,643.6
2016-11-10,657.6
2016-11-11,639.5
2016-11-15,631.55
2016-11-16,610.1
2016-11-17,609.6
2016-11-18,602.15
2016-11-21,610.2
2016-11-22,631.9
2016-11-23,644.4
2016-11-24,649.85
2016-11-25,648.9
2016-11-28,649.9
2016-11-29,650.15
2016-11-30,661.9
2016-12-01,649.9
2016-12-02,630.15
2016-12-05,624.15
2016-12-06,630.55
2016-12-07,631.45
2016-12-08,640.45
2016-12-09,637.55
2016-12-12,638.0
2016-12-13,625.5
2016-12-14,632.2
2016-12-15,617.55
2016-12-16,624.95
2016-12-19,624.35
2016-12-20,628.55
2016-12-21,625.8
2016-12-22,620.0
2016-12-23,614.5
2016-12-26,607.8
2016-12-27,608.4
2016-12-28,609.6
2016-12-29,601.6
2016-12-30,595.1
