Date,TATAMETALI
2016-01-01,99.9
2016-01-04,98.5
2016-01-05,102.35
2016-01-06,101.4
2016-01-07,97.75
2016-01-08,99.75
2016-01-11,98.15
2016-01-12,97.65
2016-01-13,96.3
2016-01-14,95.05
2016-01-15,93.4
2016-01-18,87.85
2016-01-19,97.0
2016-01-20,93.15
2016-01-21,94.05
2016-01-22,98.5
2016-01-25,97.55
2016-01-27,99.4
2016-01-28,100.2
2016-01-29,99.05
2016-02-01,99.3
2016-02-02,96.0
2016-02-03,93.4
2016-02-04,92.8
2016-02-05,92.15
2016-02-08,91.35
2016-02-09,90.65
2016-02-10,88.75
2016-02-11,84.25
2016-02-12,79.55
2016-02-15,90.2
2016-02-16,87.45
2016-02-17,86.65
2016-02-18,88.05
2016-02-19,86.85
2016-02-22,92.35
2016-02-23,90.9
2016-02-24,91.1
2016-02-25,90.45
2016-02-26,88.2
2016-02-29,86.7
2016-03-01,88.45
2016-03-02,91.45
2016-03-03,102.1
2016-03-04,98.05
2016-03-08,92.75
2016-03-09,95.3
2016-03-10,94.0
2016-03-11,95.85
2016-03-14,95.4
2016-03-15,94.15
2016-03-16,92.7
2016-03-17,93.55
2016-03-18,93.35
2016-03-21,94.3
2016-03-22,94.65
2016-03-23,96.8
2016-03-28,97.05
2016-03-29,95.4
2016-03-30,98.15
2016-03-31,96.9
2016-04-01,96.8
2016-04-04,99.25
2016-04-05,96.9
2016-04-06,99.9
2016-04-07,97.9
2016-04-08,105.2
2016-04-11,109.7
2016-04-12,109.65
2016-04-13,110.7
2016-04-18,110.2
2016-04-20,114.2
2016-04-21,114.1
2016-04-22,114.4
2016-04-25,113.1
2016-04-26,112.9
2016-04-27,112.65
2016-04-28,112.9
2016-04-29,131.8
2016-05-02,126.0
2016-05-03,124.6
2016-05-04,121.55
2016-05-05,122.5
2016-05-06,120.1
2016-05-09,121.5
2016-05-10,120.5
2016-05-11,118.1
2016-05-12,118.0
2016-05-13,117.15
2016-05-16,116.85
2016-05-17,140.2
2016-05-18,168.2
2016-05-19,185.0
2016-05-20,203.5
2016-05-23,223.85
2016-05-24,235.0
2016-05-25,246.75
2016-05-26,259.05
2016-05-27,260.95
2016-05-30,247.95
2016-05-31,235.85
2016-06-01,247.6
2016-06-02,259.95
2016-06-03,272.9
2016-06-06,286.5
2016-06-07,300.8
2016-06-08,315.8
2016-06-09,331.55
2016-06-10,348.1
2016-06-13,365.5
2016-06-14,383.75
2016-06-15,402.9
2016-06-16,382.8
2016-06-17,363.7
2016-06-20,345.55
2016-06-21,360.7
2016-06-22,353.0
2016-06-23,351.25
2016-06-24,333.7
2016-06-27,342.75
2016-06-28,335.7
2016-06-29,352.45
2016-06-30,363.35
2016-07-01,343.25
2016-07-04,367.75
2016-07-05,364.45
2016-07-07,359.7
2016-07-08,359.0
2016-07-11,356.85
2016-07-12,359.45
2016-07-13,352.95
2016-07-14,350.75
2016-07-15,340.25
2016-07-18,338.55
2016-07-19,355.65
2016-07-20,426.75
2016-07-21,481.2
2016-07-22,477.55
2016-07-25,458.9
2016-07-26,459.35
2016-07-27,458.75
2016-07-28,444.4
2016-07-29,428.15
2016-08-01,432.6
2016-08-02,409.5
2016-08-03,437.8
2016-08-04,438.3
2016-08-05,439.45
2016-08-08,433.5
2016-08-09,423.7
2016-08-10,426.2
2016-08-11,421.2
2016-08-12,417.85
2016-08-16,412.6
2016-08-17,417.9
2016-08-18,447.1
2016-08-19,445.1
2016-08-22,451.0
2016-08-23,445.9
2016-08-24,452.95
2016-08-25,445.45
2016-08-26,443.55
2016-08-29,450.75
2016-08-30,455.2
2016-08-31,457.85
2016-09-01,450.3
2016-09-02,446.65
2016-09-06,447.25
2016-09-07,439.85
2016-09-08,440.75
2016-09-09,434.2
2016-09-12,415.1
2016-09-14,423.1
2016-09-15,419.75
2016-09-16,417.0
2016-09-19,418.0
2016-09-20,412.5
2016-09-21,412.3
2016-09-22,415.2
2016-09-23,429.85
2016-09-26,426.0
2016-09-27,422.55
2016-09-28,420.75
2016-09-29,382.0
2016-09-30,398.75
2016-10-03,411.55
2016-10-04,413.4
2016-10-05,418.05
2016-10-06,408.9
2016-10-07,407.55
2016-10-10,420.05
2016-10-13,408.75
2016-10-14,409.3
2016-10-17,412.05
2016-10-18,432.5
2016-10-19,431.45
2016-10-20,442.25
2016-10-21,430.15
2016-10-24,422.1
2016-10-25,400.45
2016-10-26,384.85
2016-10-27,367.3
2016-10-28,389.5
2016-10-30,392.25
2016-11-01,384.8
2016-11-02,376.8
2016-11-03,367.5
2016-11-04,348.5
2016-11-07,354.45
2016-11-08,349.9
2016-11-09,334.85
2016-11-10,355.8
2016-11-11,340.45
2016-11-15,315.9
2016-11-16,313.7
2016-11-17,311.3
2016-11-18,304.15
2016-11-21,284.1
2016-11-22,285.7
2016-11-23,315.3
2016-11-24,317.95
2016-11-25,320.75
2016-11-28,328.1
2016-11-29,331.95
2016-11-30,333.5
2016-12-01,326.25
2016-12-02,312.75
2016-12-05,314.6
2016-12-06,367.65
2016-12-07,349.35
2016-12-08,364.8
2016-12-09,361.65
2016-12-12,360.5
2016-12-13,360.85
2016-12-14,352.05
2016-12-15,343.95
2016-12-16,335.2
2016-12-19,336.5
2016-12-20,333.9
2016-12-21,329.7
2016-12-22,319.8
2016-12-23,323.9
2016-12-26,312.8
2016-12-27,316.6
2016-12-28,322.1
2016-12-29,323.2
2016-12-30,324.75
