Date,EIDPARRY
2016-01-01,202.1
2016-01-04,201.55
2016-01-05,196.3
2016-01-06,192.35
2016-01-07,186.45
2016-01-08,203.2
2016-01-11,200.8
2016-01-12,191.65
2016-01-13,192.1
2016-01-14,187.5
2016-01-15,179.9
2016-01-18,175.5
2016-01-19,183.85
2016-01-20,178.7
2016-01-21,174.45
2016-01-22,182.0
2016-01-25,177.9
2016-01-27,184.05
2016-01-28,184.45
2016-01-29,183.8
2016-02-01,184.1
2016-02-02,177.95
2016-02-03,172.3
2016-02-04,167.6
2016-02-05,170.15
2016-02-08,170.0
2016-02-09,171.55
2016-02-10,167.1
2016-02-11,158.7
2016-02-12,155.05
2016-02-15,171.25
2016-02-16,168.6
2016-02-17,165.0
2016-02-18,164.8
2016-02-19,159.85
2016-02-22,163.05
2016-02-23,159.85
2016-02-24,162.5
2016-02-25,171.15
2016-02-26,168.1
2016-02-29,168.8
2016-03-01,173.75
2016-03-02,175.85
2016-03-03,184.95
2016-03-04,191.6
2016-03-08,196.95
2016-03-09,198.9
2016-03-10,192.55
2016-03-11,191.7
2016-03-14,190.4
2016-03-15,202.0
2016-03-16,201.8
2016-03-17,194.55
2016-03-18,195.05
2016-03-21,206.85
2016-03-22,205.8
2016-03-23,207.45
2016-03-28,203.25
2016-03-29,199.25
2016-03-30,215.5
2016-03-31,217.7
2016-04-01,219.15
2016-04-04,217.1
2016-04-05,211.15
2016-04-06,222.6
2016-04-07,218.1
2016-04-08,218.2
2016-04-11,218.0
2016-04-12,227.0
2016-04-13,227.65
2016-04-18,238.25
2016-04-20,229.9
2016-04-21,229.65
2016-04-22,229.5
2016-04-25,231.6
2016-04-26,229.55
2016-04-27,230.7
2016-04-28,223.8
2016-04-29,229.15
2016-05-02,227.35
2016-05-03,224.6
2016-05-04,221.75
2016-05-05,221.1
2016-05-06,222.45
2016-05-09,230.1
2016-05-10,234.5
2016-05-11,234.25
2016-05-12,228.55
2016-05-13,228.35
2016-05-16,235.05
2016-05-17,238.5
2016-05-18,240.55
2016-05-19,244.2
2016-05-20,237.25
2016-05-23,233.85
2016-05-24,231.65
2016-05-25,234.95
2016-05-26,233.0
2016-05-27,230.8
2016-05-30,224.65
2016-05-31,234.55
2016-06-01,239.5
2016-06-02,241.5
2016-06-03,242.05
2016-06-06,248.0
2016-06-07,249.55
2016-06-08,250.3
2016-06-09,245.6
2016-06-10,248.2
2016-06-13,245.75
2016-06-14,243.5
2016-06-15,243.8
2016-06-16,238.35
2016-06-17,233.5
2016-06-20,232.8
2016-06-21,232.85
2016-06-22,228.45
2016-06-23,229.6
2016-06-24,232.7
2016-06-27,244.0
2016-06-28,242.6
2016-06-29,244.0
2016-06-30,253.6
2016-07-01,261.45
2016-07-04,250.45
2016-07-05,238.7
2016-07-07,245.15
2016-07-08,246.15
2016-07-11,242.65
2016-07-12,239.4
2016-07-13,236.25
2016-07-14,241.1
2016-07-15,241.15
2016-07-18,238.35
2016-07-19,237.5
2016-07-20,240.4
2016-07-21,234.75
2016-07-22,232.0
2016-07-25,238.95
2016-07-26,242.8
2016-07-27,247.9
2016-07-28,248.2
2016-07-29,259.7
2016-08-01,260.3
2016-08-02,253.4
2016-08-03,262.15
2016-08-04,259.4
2016-08-05,258.1
2016-08-08,250.4
2016-08-09,245.95
2016-08-10,255.55
2016-08-11,255.85
2016-08-12,254.5
2016-08-16,248.65
2016-08-17,249.75
2016-08-18,257.1
2016-08-19,257.75
2016-08-22,251.65
2016-08-23,253.75
2016-08-24,253.9
2016-08-25,250.75
2016-08-26,248.25
2016-08-29,250.75
2016-08-30,253.3
2016-08-31,253.4
2016-09-01,248.05
2016-09-02,235.95
2016-09-06,243.0
2016-09-07,241.15
2016-09-08,245.2
2016-09-09,242.85
2016-09-12,240.95
2016-09-14,242.05
2016-09-15,241.15
2016-09-16,244.9
2016-09-19,249.95
2016-09-20,250.3
2016-09-21,249.75
2016-09-22,255.8
2016-09-23,250.8
2016-09-26,246.25
2016-09-27,244.05
2016-09-28,244.15
2016-09-29,241.35
2016-09-30,246.5
2016-10-03,253.25
2016-10-04,266.2
2016-10-05,267.2
2016-10-06,264.9
2016-10-07,269.8
2016-10-10,273.7
2016-10-13,259.25
2016-10-14,258.2
2016-10-17,255.8
2016-10-18,258.9
2016-10-19,251.8
2016-10-20,260.05
2016-10-21,255.65
2016-10-24,257.75
2016-10-25,258.65
2016-10-26,256.75
2016-10-27,259.75
2016-10-28,268.75
2016-10-30,269.95
2016-11-01,265.2
2016-11-02,260.05
2016-11-03,254.4
2016-11-04,259.45
2016-11-07,259.05
2016-11-08,261.7
2016-11-09,253.6
2016-11-10,269.45
2016-11-11,255.3
2016-11-15,247.2
2016-11-16,250.85
2016-11-17,245.6
2016-11-18,247.65
2016-11-21,232.85
2016-11-22,241.1
2016-11-23,246.6
2016-11-24,247.45
2016-11-25,249.75
2016-11-28,245.45
2016-11-29,249.25
2016-11-30,247.8
2016-12-01,243.25
2016-12-02,243.05
2016-12-05,245.8
2016-12-06,246.9
2016-12-07,243.85
2016-12-08,248.65
2016-12-09,255.0
2016-12-12,258.75
2016-12-13,261.15
2016-12-14,260.05
2016-12-15,257.05
2016-12-16,265.35
2016-12-19,255.85
2016-12-20,250.75
2016-12-21,249.0
2016-12-22,245.35
2016-12-23,243.65
2016-12-26,243.15
2016-12-27,245.15
2016-12-28,247.35
2016-12-29,248.35
2016-12-30,255.2
