Date,RJL
2016-01-01,168.05
2016-01-04,177.15
2016-01-05,174.4
2016-01-06,168.25
2016-01-07,158.5
2016-01-08,162.55
2016-01-11,155.3
2016-01-12,157.9
2016-01-13,147.4
2016-01-14,149.9
2016-01-15,139.2
2016-01-18,128.4
2016-01-19,138.25
2016-01-20,129.95
2016-01-21,134.65
2016-01-22,140.45
2016-01-25,145.65
2016-01-27,147.85
2016-01-28,149.9
2016-01-29,147.55
2016-02-01,145.8
2016-02-02,140.0
2016-02-03,135.95
2016-02-04,133.7
2016-02-05,138.4
2016-02-08,128.35
2016-02-09,130.3
2016-02-10,128.25
2016-02-11,117.95
2016-02-12,113.55
2016-02-15,124.15
2016-02-16,124.25
2016-02-17,121.0
2016-02-18,123.1
2016-02-19,123.95
2016-02-22,133.7
2016-02-23,133.85
2016-02-24,131.25
2016-02-25,130.2
2016-02-26,129.4
2016-02-29,125.85
2016-03-01,128.05
2016-03-02,130.15
2016-03-03,129.9
2016-03-04,129.6
2016-03-08,133.85
2016-03-09,129.95
2016-03-10,124.45
2016-03-11,126.35
2016-03-14,127.05
2016-03-15,124.05
2016-03-16,127.0
2016-03-17,128.35
2016-03-18,125.25
2016-03-21,128.2
2016-03-22,128.75
2016-03-23,131.05
2016-03-28,126.0
2016-03-29,127.45
2016-03-30,129.1
2016-03-31,124.65
2016-04-01,126.1
2016-04-04,128.25
2016-04-05,127.75
2016-04-06,125.15
2016-04-07,126.4
2016-04-08,125.25
2016-04-11,126.5
2016-04-12,128.1
2016-04-13,131.8
2016-04-18,139.8
2016-04-20,143.35
2016-04-21,142.3
2016-04-22,143.9
2016-04-25,141.4
2016-04-26,138.35
2016-04-27,136.75
2016-04-28,131.7
2016-04-29,131.6
2016-05-02,137.05
2016-05-03,135.85
2016-05-04,133.05
2016-05-05,132.65
2016-05-06,133.4
2016-05-09,132.35
2016-05-10,131.1
2016-05-11,131.0
2016-05-12,130.2
2016-05-13,128.55
2016-05-16,131.9
2016-05-17,129.95
2016-05-18,129.25
2016-05-19,131.1
2016-05-20,126.65
2016-05-23,127.5
2016-05-24,124.2
2016-05-25,125.5
2016-05-26,123.95
2016-05-27,121.65
2016-05-30,123.1
2016-05-31,123.45
2016-06-01,124.45
2016-06-02,123.0
2016-06-03,123.1
2016-06-06,122.7
2016-06-07,122.25
2016-06-08,123.75
2016-06-09,122.6
2016-06-10,122.1
2016-06-13,118.85
2016-06-14,119.15
2016-06-15,118.3
2016-06-16,125.5
2016-06-17,127.5
2016-06-20,127.9
2016-06-21,130.4
2016-06-22,130.25
2016-06-23,128.3
2016-06-24,124.1
2016-06-27,128.85
2016-06-28,133.9
2016-06-29,137.4
2016-06-30,134.6
2016-07-01,133.55
2016-07-04,131.4
2016-07-05,129.8
2016-07-07,130.75
2016-07-08,132.15
2016-07-11,130.65
2016-07-12,130.25
2016-07-13,129.1
2016-07-14,129.65
2016-07-15,129.0
2016-07-18,128.4
2016-07-19,127.5
2016-07-20,126.6
2016-07-21,127.9
2016-07-22,148.0
2016-07-25,144.0
2016-07-26,139.55
2016-07-27,139.35
2016-07-28,139.7
2016-07-29,137.5
2016-08-01,134.95
2016-08-02,132.8
2016-08-03,129.35
2016-08-04,130.7
2016-08-05,131.25
2016-08-08,132.7
2016-08-09,132.5
2016-08-10,130.7
2016-08-11,130.25
2016-08-12,129.4
2016-08-16,130.25
2016-08-17,130.8
2016-08-18,131.65
2016-08-19,133.0
2016-08-22,131.55
2016-08-23,132.95
2016-08-24,131.2
2016-08-25,131.6
2016-08-26,131.7
2016-08-29,130.3
2016-08-30,132.5
2016-08-31,132.85
2016-09-01,135.3
2016-09-02,140.95
2016-09-06,136.45
2016-09-07,133.75
2016-09-08,135.7
2016-09-09,133.25
2016-09-12,130.75
2016-09-14,139.6
2016-09-15,139.9
2016-09-16,138.55
2016-09-19,140.6
2016-09-20,139.85
2016-09-21,142.65
2016-09-22,141.4
2016-09-23,138.4
2016-09-26,137.05
2016-09-27,139.45
2016-09-28,138.9
2016-09-29,133.75
2016-09-30,132.0
2016-10-03,135.6
2016-10-04,136.05
2016-10-05,137.7
2016-10-06,135.45
2016-10-07,140.1
2016-10-10,147.2
2016-10-13,143.15
2016-10-14,148.0
2016-10-17,147.55
2016-10-18,146.65
2016-10-19,146.6
2016-10-20,149.05
2016-10-21,148.0
2016-10-24,149.05
2016-10-25,156.45
2016-10-26,154.55
2016-10-27,151.4
2016-10-28,150.15
2016-10-30,150.4
2016-11-01,151.1
2016-11-02,147.25
2016-11-03,152.85
2016-11-04,146.55
2016-11-07,148.2
2016-11-08,148.1
2016-11-09,139.5
2016-11-10,141.85
2016-11-11,137.1
2016-11-15,126.55
2016-11-16,127.85
2016-11-17,130.6
2016-11-18,130.6
2016-11-21,126.3
2016-11-22,126.4
2016-11-23,127.85
2016-11-24,126.95
2016-11-25,127.7
2016-11-28,128.75
2016-11-29,129.55
2016-11-30,129.1
2016-12-01,130.6
2016-12-02,127.8
2016-12-05,126.7
2016-12-06,127.6
2016-12-07,127.25
2016-12-08,127.5
2016-12-09,128.2
2016-12-12,130.05
2016-12-13,127.95
2016-12-14,128.45
2016-12-15,132.15
2016-12-16,131.55
2016-12-19,129.0
2016-12-20,128.55
2016-12-21,128.5
2016-12-22,127.35
2016-12-23,127.0
2016-12-26,125.0
2016-12-27,125.15
2016-12-28,125.55
2016-12-29,125.05
2016-12-30,125.35
