Date,ITC
2016-01-01,327.5
2016-01-04,325.1
2016-01-05,324.85
2016-01-06,315.1
2016-01-07,309.6
2016-01-08,313.65
2016-01-11,316.05
2016-01-12,315.15
2016-01-13,315.75
2016-01-14,317.25
2016-01-15,313.9
2016-01-18,315.4
2016-01-19,314.05
2016-01-20,308.95
2016-01-21,306.4
2016-01-22,308.75
2016-01-25,309.4
2016-01-27,312.95
2016-01-28,318.55
2016-01-29,320.2
2016-02-01,324.75
2016-02-02,324.25
2016-02-03,321.95
2016-02-04,321.8
2016-02-05,323.95
2016-02-08,315.25
2016-02-09,312.4
2016-02-10,309.0
2016-02-11,298.55
2016-02-12,300.1
2016-02-15,303.7
2016-02-16,295.5
2016-02-17,299.85
2016-02-18,305.45
2016-02-19,304.55
2016-02-22,299.85
2016-02-23,293.8
2016-02-24,287.6
2016-02-25,286.2
2016-02-26,290.95
2016-02-29,295.65
2016-03-01,325.35
2016-03-02,319.55
2016-03-03,318.15
2016-03-04,315.2
2016-03-08,320.25
2016-03-09,319.9
2016-03-10,316.1
2016-03-11,321.3
2016-03-14,325.05
2016-03-15,316.5
2016-03-16,322.05
2016-03-17,323.65
2016-03-18,324.75
2016-03-21,331.45
2016-03-22,323.15
2016-03-23,324.25
2016-03-28,322.45
2016-03-29,320.0
2016-03-30,327.35
2016-03-31,328.25
2016-04-01,336.05
2016-04-04,330.7
2016-04-05,326.45
2016-04-06,325.9
2016-04-07,319.45
2016-04-08,321.2
2016-04-11,327.25
2016-04-12,322.4
2016-04-13,331.25
2016-04-18,335.4
2016-04-20,335.5
2016-04-21,329.95
2016-04-22,325.8
2016-04-25,320.95
2016-04-26,327.4
2016-04-27,333.55
2016-04-28,322.9
2016-04-29,324.95
2016-05-02,321.15
2016-05-03,316.05
2016-05-04,312.65
2016-05-05,317.65
2016-05-06,317.7
2016-05-09,324.8
2016-05-10,323.5
2016-05-11,318.0
2016-05-12,318.2
2016-05-13,319.35
2016-05-16,329.4
2016-05-17,330.5
2016-05-18,332.7
2016-05-19,324.85
2016-05-20,330.35
2016-05-23,346.85
2016-05-24,348.05
2016-05-25,356.05
2016-05-26,362.45
2016-05-27,359.3
2016-05-30,356.5
2016-05-31,351.05
2016-06-01,361.4
2016-06-02,358.0
2016-06-03,353.9
2016-06-06,355.6
2016-06-07,362.75
2016-06-08,362.8
2016-06-09,354.1
2016-06-10,350.7
2016-06-13,349.9
2016-06-14,353.3
2016-06-15,359.55
2016-06-16,354.9
2016-06-17,359.85
2016-06-20,358.05
2016-06-21,358.5
2016-06-22,354.7
2016-06-23,360.25
2016-06-24,354.1
2016-06-27,358.95
2016-06-28,368.5
2016-06-29,366.3
2016-06-30,368.4
2016-07-01,252.35
2016-07-04,244.9
2016-07-05,243.55
2016-07-07,247.0
2016-07-08,245.85
2016-07-11,249.15
2016-07-12,248.4
2016-07-13,247.1
2016-07-14,248.7
2016-07-15,248.85
2016-07-18,248.9
2016-07-19,249.05
2016-07-20,250.25
2016-07-21,250.6
2016-07-22,249.85
2016-07-25,251.75
2016-07-26,251.75
2016-07-27,247.4
2016-07-28,254.3
2016-07-29,252.45
2016-08-01,250.6
2016-08-02,260.8
2016-08-03,252.7
2016-08-04,252.1
2016-08-05,252.55
2016-08-08,249.95
2016-08-09,247.65
2016-08-10,246.5
2016-08-11,251.65
2016-08-12,254.1
2016-08-16,255.1
2016-08-17,253.7
2016-08-18,252.15
2016-08-19,250.95
2016-08-22,254.1
2016-08-23,251.4
2016-08-24,250.25
2016-08-25,253.45
2016-08-26,253.8
2016-08-29,252.8
2016-08-30,257.3
2016-08-31,260.05
2016-09-01,261.0
2016-09-02,262.9
2016-09-06,262.6
2016-09-07,262.8
2016-09-08,264.9
2016-09-09,258.3
2016-09-12,252.25
2016-09-14,251.85
2016-09-15,255.9
2016-09-16,260.35
2016-09-19,258.85
2016-09-20,256.95
2016-09-21,253.65
2016-09-22,255.25
2016-09-23,253.45
2016-09-26,248.05
2016-09-27,245.85
2016-09-28,246.95
2016-09-29,245.7
2016-09-30,241.35
2016-10-03,242.3
2016-10-04,241.2
2016-10-05,240.2
2016-10-06,237.4
2016-10-07,238.95
2016-10-10,240.1
2016-10-13,238.95
2016-10-14,239.9
2016-10-17,240.6
2016-10-18,245.95
2016-10-19,239.45
2016-10-20,239.35
2016-10-21,240.15
2016-10-24,241.35
2016-10-25,238.75
2016-10-26,238.75
2016-10-27,243.1
2016-10-28,243.1
2016-10-30,241.65
2016-11-01,239.95
2016-11-02,237.3
2016-11-03,240.3
2016-11-04,249.05
2016-11-07,256.5
2016-11-08,255.6
2016-11-09,248.15
2016-11-10,251.05
2016-11-11,242.95
2016-11-15,237.5
2016-11-16,230.9
2016-11-17,231.5
2016-11-18,227.85
2016-11-21,224.2
2016-11-22,226.1
2016-11-23,224.65
2016-11-24,223.5
2016-11-25,228.8
2016-11-28,233.7
2016-11-29,231.05
2016-11-30,232.5
2016-12-01,233.5
2016-12-02,228.5
2016-12-05,232.55
2016-12-06,230.2
2016-12-07,227.2
2016-12-08,233.3
2016-12-09,236.15
2016-12-12,232.3
2016-12-13,235.65
2016-12-14,233.15
2016-12-15,229.7
2016-12-16,226.35
2016-12-19,227.0
2016-12-20,229.95
2016-12-21,226.3
2016-12-22,227.55
2016-12-23,224.7
2016-12-26,225.0
2016-12-27,234.05
2016-12-28,235.45
2016-12-29,236.0
2016-12-30,241.65
