Date,SANOFI
2016-01-01,4339.85
2016-01-04,4296.35
2016-01-05,4284.1
2016-01-06,4255.45
2016-01-07,4218.7
2016-01-08,4213.05
2016-01-11,4197.3
2016-01-12,4196.3
2016-01-13,4222.55
2016-01-14,4249.1
2016-01-15,4203.5
2016-01-18,4040.7
2016-01-19,4119.15
2016-01-20,4127.4
2016-01-21,4126.15
2016-01-22,4194.25
2016-01-25,4128.65
2016-01-27,4198.4
2016-01-28,4188.1
2016-01-29,4249.9
2016-02-01,4335.1
2016-02-02,4350.3
2016-02-03,4215.15
2016-02-04,4160.05
2016-02-05,4230.0
2016-02-08,4183.3
2016-02-09,4177.85
2016-02-10,4163.95
2016-02-11,4157.2
2016-02-12,4154.4
2016-02-15,4303.2
2016-02-16,4254.6
2016-02-17,4174.0
2016-02-18,4275.95
2016-02-19,4349.8
2016-02-22,4250.6
2016-02-23,4297.65
2016-02-24,4285.8
2016-02-25,4234.25
2016-02-26,4163.65
2016-02-29,4317.75
2016-03-01,4350.4
2016-03-02,4356.1
2016-03-03,4401.6
2016-03-04,4400.3
2016-03-08,4384.7
2016-03-09,4401.05
2016-03-10,4399.25
2016-03-11,4390.4
2016-03-14,4445.5
2016-03-15,4424.8
2016-03-16,4289.9
2016-03-17,4162.05
2016-03-18,4170.6
2016-03-21,4176.25
2016-03-22,4158.75
2016-03-23,4186.2
2016-03-28,4091.2
2016-03-29,4015.25
2016-03-30,4046.75
2016-03-31,4011.4
2016-04-01,4126.9
2016-04-04,4086.85
2016-04-05,4206.8
2016-04-06,4246.9
2016-04-07,4341.25
2016-04-08,4354.85
2016-04-11,4398.85
2016-04-12,4378.15
2016-04-13,4279.05
2016-04-18,4254.05
2016-04-20,4239.85
2016-04-21,4209.9
2016-04-22,4215.0
2016-04-25,4135.45
2016-04-26,4210.75
2016-04-27,4407.95
2016-04-28,4349.1
2016-04-29,4401.3
2016-05-02,4391.55
2016-05-03,4402.55
2016-05-04,4444.85
2016-05-05,4401.05
2016-05-06,4374.8
2016-05-09,4396.95
2016-05-10,4341.0
2016-05-11,4333.8
2016-05-12,4298.4
2016-05-13,4307.55
2016-05-16,4369.75
2016-05-17,4309.7
2016-05-18,4308.75
2016-05-19,4283.0
2016-05-20,4208.45
2016-05-23,4170.25
2016-05-24,4180.85
2016-05-25,4199.55
2016-05-26,4199.2
2016-05-27,4196.7
2016-05-30,4263.85
2016-05-31,4192.2
2016-06-01,4243.3
2016-06-02,4355.3
2016-06-03,4282.3
2016-06-06,4347.9
2016-06-07,4301.2
2016-06-08,4275.55
2016-06-09,4218.65
2016-06-10,4206.0
2016-06-13,4181.85
2016-06-14,4192.05
2016-06-15,4199.7
2016-06-16,4193.8
2016-06-17,4197.85
2016-06-20,4191.6
2016-06-21,4168.9
2016-06-22,4159.2
2016-06-23,4129.15
2016-06-24,4131.45
2016-06-27,4210.15
2016-06-28,4251.1
2016-06-29,4295.0
2016-06-30,4447.45
2016-07-01,4666.35
2016-07-04,4687.8
2016-07-05,4662.95
2016-07-07,4592.55
2016-07-08,4599.7
2016-07-11,4594.0
2016-07-12,4564.15
2016-07-13,4591.65
2016-07-14,4553.45
2016-07-15,4480.85
2016-07-18,4505.5
2016-07-19,4481.15
2016-07-20,4497.2
2016-07-21,4494.9
2016-07-22,4479.9
2016-07-25,4586.8
2016-07-26,4575.45
2016-07-27,4598.15
2016-07-28,4587.6
2016-07-29,4563.3
2016-08-01,4584.4
2016-08-02,4552.55
2016-08-03,4521.6
2016-08-04,4503.55
2016-08-05,4488.5
2016-08-08,4467.9
2016-08-09,4435.45
2016-08-10,4398.6
2016-08-11,4354.4
2016-08-12,4351.35
2016-08-16,4326.9
2016-08-17,4319.45
2016-08-18,4317.7
2016-08-19,4330.3
2016-08-22,4328.65
2016-08-23,4324.35
2016-08-24,4324.3
2016-08-25,4327.65
2016-08-26,4330.1
2016-08-29,4305.25
2016-08-30,4297.2
2016-08-31,4394.05
2016-09-01,4517.4
2016-09-02,4461.75
2016-09-06,4492.7
2016-09-07,4372.6
2016-09-08,4332.55
2016-09-09,4368.0
2016-09-12,4320.7
2016-09-14,4273.0
2016-09-15,4294.35
2016-09-16,4291.35
2016-09-19,4292.35
2016-09-20,4285.9
2016-09-21,4281.35
2016-09-22,4300.9
2016-09-23,4294.3
2016-09-26,4243.6
2016-09-27,4262.75
2016-09-28,4222.25
2016-09-29,4142.25
2016-09-30,4138.2
2016-10-03,4261.55
2016-10-04,4187.45
2016-10-05,4165.8
2016-10-06,4159.55
2016-10-07,4138.7
2016-10-10,4226.5
2016-10-13,4182.4
2016-10-14,4257.9
2016-10-17,4235.0
2016-10-18,4239.35
2016-10-19,4246.1
2016-10-20,4226.95
2016-10-21,4316.25
2016-10-24,4327.35
2016-10-25,4324.35
2016-10-26,4257.0
2016-10-27,4271.8
2016-10-28,4363.15
2016-10-30,4360.95
2016-11-01,4308.1
2016-11-02,4244.05
2016-11-03,4248.25
2016-11-04,4293.5
2016-11-07,4251.95
2016-11-08,4293.65
2016-11-09,4199.35
2016-11-10,4284.65
2016-11-11,4223.95
2016-11-15,4239.55
2016-11-16,4152.45
2016-11-17,4164.5
2016-11-18,4224.45
2016-11-21,4175.95
2016-11-22,4146.0
2016-11-23,4245.25
2016-11-24,4232.9
2016-11-25,4269.65
2016-11-28,4342.3
2016-11-29,4370.7
2016-11-30,4462.0
2016-12-01,4316.75
2016-12-02,4235.3
2016-12-05,4298.2
2016-12-06,4227.65
2016-12-07,4204.55
2016-12-08,4292.85
2016-12-09,4363.0
2016-12-12,4309.55
2016-12-13,4300.45
2016-12-14,4354.45
2016-12-15,4298.9
2016-12-16,4278.4
2016-12-19,4285.2
2016-12-20,4261.75
2016-12-21,4249.0
2016-12-22,4240.05
2016-12-23,4219.4
2016-12-26,4211.95
2016-12-27,4216.0
2016-12-28,4229.6
2016-12-29,4302.05
2016-12-30,4300.45
