Date,RAMCOIND
2016-01-01,132.75
2016-01-04,128.9
2016-01-05,130.35
2016-01-06,132.15
2016-01-07,126.25
2016-01-08,128.1
2016-01-11,125.5
2016-01-12,121.2
2016-01-13,117.1
2016-01-14,110.8
2016-01-15,107.4
2016-01-18,99.05
2016-01-19,102.15
2016-01-20,98.35
2016-01-21,96.85
2016-01-22,101.55
2016-01-25,101.4
2016-01-27,100.45
2016-01-28,101.7
2016-01-29,103.3
2016-02-01,105.55
2016-02-02,105.3
2016-02-03,100.75
2016-02-04,100.55
2016-02-05,101.75
2016-02-08,100.6
2016-02-09,99.45
2016-02-10,101.15
2016-02-11,92.35
2016-02-12,89.75
2016-02-15,94.1
2016-02-16,90.85
2016-02-17,88.5
2016-02-18,88.6
2016-02-19,89.2
2016-02-22,90.3
2016-02-23,89.25
2016-02-24,87.4
2016-02-25,84.65
2016-02-26,83.15
2016-02-29,80.65
2016-03-01,83.95
2016-03-02,85.1
2016-03-03,88.3
2016-03-04,87.95
2016-03-08,86.8
2016-03-09,87.1
2016-03-10,87.3
2016-03-11,87.6
2016-03-14,89.5
2016-03-15,88.5
2016-03-16,86.9
2016-03-17,85.9
2016-03-18,87.0
2016-03-21,89.2
2016-03-22,90.15
2016-03-23,91.4
2016-03-28,88.85
2016-03-29,91.6
2016-03-30,92.95
2016-03-31,91.5
2016-04-01,92.7
2016-04-04,92.8
2016-04-05,92.45
2016-04-06,97.0
2016-04-07,95.35
2016-04-08,102.65
2016-04-11,108.85
2016-04-12,113.65
2016-04-13,110.2
2016-04-18,117.0
2016-04-20,117.65
2016-04-21,113.4
2016-04-22,115.05
2016-04-25,116.05
2016-04-26,119.25
2016-04-27,119.2
2016-04-28,116.45
2016-04-29,114.9
2016-05-02,114.75
2016-05-03,115.8
2016-05-04,113.85
2016-05-05,113.45
2016-05-06,111.85
2016-05-09,114.45
2016-05-10,116.15
2016-05-11,114.85
2016-05-12,114.65
2016-05-13,113.8
2016-05-16,114.5
2016-05-17,123.05
2016-05-18,117.8
2016-05-19,116.15
2016-05-20,113.15
2016-05-23,114.8
2016-05-24,113.0
2016-05-25,113.5
2016-05-26,112.7
2016-05-27,113.45
2016-05-30,115.05
2016-05-31,116.8
2016-06-01,118.3
2016-06-02,116.35
2016-06-03,113.7
2016-06-06,114.4
2016-06-07,122.45
2016-06-08,121.8
2016-06-09,120.25
2016-06-10,119.4
2016-06-13,126.15
2016-06-14,124.55
2016-06-15,124.55
2016-06-16,122.35
2016-06-17,120.1
2016-06-20,121.2
2016-06-21,123.7
2016-06-22,121.85
2016-06-23,119.55
2016-06-24,116.85
2016-06-27,119.6
2016-06-28,120.45
2016-06-29,123.8
2016-06-30,122.2
2016-07-01,128.4
2016-07-04,129.3
2016-07-05,129.65
2016-07-07,130.45
2016-07-08,129.55
2016-07-11,131.75
2016-07-12,129.6
2016-07-13,130.2
2016-07-14,128.45
2016-07-15,128.3
2016-07-18,125.5
2016-07-19,124.25
2016-07-20,124.25
2016-07-21,123.7
2016-07-22,124.1
2016-07-25,125.3
2016-07-26,128.75
2016-07-27,127.75
2016-07-28,128.0
2016-07-29,126.6
2016-08-01,125.25
2016-08-02,123.65
2016-08-03,126.35
2016-08-04,128.3
2016-08-05,141.8
2016-08-08,141.25
2016-08-09,135.5
2016-08-10,132.75
2016-08-11,129.95
2016-08-12,137.05
2016-08-16,135.7
2016-08-17,135.6
2016-08-18,136.1
2016-08-19,136.25
2016-08-22,135.65
2016-08-23,135.0
2016-08-24,162.0
2016-08-25,162.95
2016-08-26,159.8
2016-08-29,164.75
2016-08-30,177.05
2016-08-31,175.15
2016-09-01,174.45
2016-09-02,170.9
2016-09-06,166.9
2016-09-07,167.95
2016-09-08,168.85
2016-09-09,166.25
2016-09-12,161.0
2016-09-14,166.1
2016-09-15,177.6
2016-09-16,175.35
2016-09-19,174.25
2016-09-20,171.75
2016-09-21,172.15
2016-09-22,178.2
2016-09-23,178.1
2016-09-26,174.4
2016-09-27,172.25
2016-09-28,173.0
2016-09-29,164.15
2016-09-30,164.4
2016-10-03,179.95
2016-10-04,190.35
2016-10-05,184.0
2016-10-06,180.75
2016-10-07,179.5
2016-10-10,179.05
2016-10-13,181.05
2016-10-14,217.25
2016-10-17,220.1
2016-10-18,242.5
2016-10-19,282.1
2016-10-20,273.0
2016-10-21,268.85
2016-10-24,257.7
2016-10-25,251.85
2016-10-26,253.65
2016-10-27,248.85
2016-10-28,250.0
2016-10-30,256.3
2016-11-01,249.4
2016-11-02,242.6
2016-11-03,239.5
2016-11-04,228.95
2016-11-07,239.8
2016-11-08,238.45
2016-11-09,225.05
2016-11-10,242.35
2016-11-11,226.55
2016-11-15,199.05
2016-11-16,209.85
2016-11-17,189.7
2016-11-18,175.95
2016-11-21,168.75
2016-11-22,184.35
2016-11-23,187.0
2016-11-24,181.55
2016-11-25,189.95
2016-11-28,191.85
2016-11-29,211.2
2016-11-30,210.15
2016-12-01,206.0
2016-12-02,194.8
2016-12-05,201.15
2016-12-06,204.85
2016-12-07,199.0
2016-12-08,206.15
2016-12-09,205.55
2016-12-12,202.55
2016-12-13,201.5
2016-12-14,196.45
2016-12-15,195.3
2016-12-16,191.0
2016-12-19,196.3
2016-12-20,198.85
2016-12-21,199.95
2016-12-22,190.7
2016-12-23,190.7
2016-12-26,183.4
2016-12-27,186.3
2016-12-28,189.1
2016-12-29,190.1
2016-12-30,194.05
