Date,NAHARINDUS
2016-01-01,63.95
2016-01-04,66.0
2016-01-05,68.05
2016-01-06,66.15
2016-01-07,63.8
2016-01-08,65.4
2016-01-11,65.0
2016-01-12,64.75
2016-01-13,63.5
2016-01-14,62.75
2016-01-15,57.95
2016-01-18,56.05
2016-01-19,56.0
2016-01-20,53.0
2016-01-21,53.05
2016-01-22,56.55
2016-01-25,55.75
2016-01-27,55.9
2016-01-28,55.15
2016-01-29,57.05
2016-02-01,55.65
2016-02-02,56.0
2016-02-03,54.55
2016-02-04,53.7
2016-02-05,53.25
2016-02-08,54.5
2016-02-09,54.2
2016-02-10,51.4
2016-02-11,41.6
2016-02-12,42.25
2016-02-15,49.4
2016-02-16,48.85
2016-02-17,48.0
2016-02-18,48.5
2016-02-19,49.35
2016-02-22,49.5
2016-02-23,49.4
2016-02-24,48.05
2016-02-25,48.3
2016-02-26,47.75
2016-02-29,49.0
2016-03-01,49.9
2016-03-02,50.45
2016-03-03,50.5
2016-03-04,49.0
2016-03-08,50.0
2016-03-09,51.1
2016-03-10,50.5
2016-03-11,49.7
2016-03-14,50.95
2016-03-15,51.0
2016-03-16,51.3
2016-03-17,52.4
2016-03-18,52.1
2016-03-21,51.5
2016-03-22,51.15
2016-03-23,53.85
2016-03-28,51.25
2016-03-29,51.55
2016-03-30,53.4
2016-03-31,52.3
2016-04-01,56.55
2016-04-04,59.5
2016-04-05,58.45
2016-04-06,60.65
2016-04-07,60.0
2016-04-08,60.2
2016-04-11,60.0
2016-04-12,61.7
2016-04-13,62.6
2016-04-18,62.25
2016-04-20,61.45
2016-04-21,61.7
2016-04-22,61.2
2016-04-25,60.75
2016-04-26,61.95
2016-04-27,61.95
2016-04-28,61.25
2016-04-29,61.25
2016-05-02,62.85
2016-05-03,64.0
2016-05-04,62.5
2016-05-05,61.75
2016-05-06,62.8
2016-05-09,63.0
2016-05-10,63.5
2016-05-11,64.05
2016-05-12,65.65
2016-05-13,67.05
2016-05-16,69.0
2016-05-17,68.7
2016-05-18,69.45
2016-05-19,68.75
2016-05-20,68.1
2016-05-23,69.9
2016-05-24,68.05
2016-05-25,67.8
2016-05-26,67.85
2016-05-27,69.55
2016-05-30,68.65
2016-05-31,71.75
2016-06-01,72.05
2016-06-02,70.45
2016-06-03,70.4
2016-06-06,72.3
2016-06-07,72.8
2016-06-08,71.95
2016-06-09,72.6
2016-06-10,76.9
2016-06-13,81.7
2016-06-14,98.0
2016-06-15,98.5
2016-06-16,98.15
2016-06-17,98.0
2016-06-20,92.35
2016-06-21,96.4
2016-06-22,91.9
2016-06-23,88.4
2016-06-24,84.15
2016-06-27,88.85
2016-06-28,88.9
2016-06-29,89.15
2016-06-30,89.9
2016-07-01,87.6
2016-07-04,86.6
2016-07-05,86.75
2016-07-07,88.85
2016-07-08,87.95
2016-07-11,88.45
2016-07-12,88.3
2016-07-13,86.5
2016-07-14,87.4
2016-07-15,87.95
2016-07-18,88.2
2016-07-19,88.4
2016-07-20,88.6
2016-07-21,87.95
2016-07-22,87.8
2016-07-25,91.7
2016-07-26,109.45
2016-07-27,119.15
2016-07-28,115.9
2016-07-29,114.25
2016-08-01,94.4
2016-08-02,96.65
2016-08-03,92.15
2016-08-04,91.25
2016-08-05,94.6
2016-08-08,93.3
2016-08-09,93.65
2016-08-10,92.5
2016-08-11,91.5
2016-08-12,89.3
2016-08-16,88.05
2016-08-17,87.45
2016-08-18,94.6
2016-08-19,94.8
2016-08-22,104.55
2016-08-23,104.05
2016-08-24,100.7
2016-08-25,98.95
2016-08-26,102.15
2016-08-29,105.05
2016-08-30,113.25
2016-08-31,104.65
2016-09-01,102.0
2016-09-02,101.8
2016-09-06,106.15
2016-09-07,104.55
2016-09-08,104.15
2016-09-09,106.4
2016-09-12,113.8
2016-09-14,115.95
2016-09-15,114.7
2016-09-16,112.3
2016-09-19,109.95
2016-09-20,107.95
2016-09-21,109.25
2016-09-22,110.15
2016-09-23,107.25
2016-09-26,105.55
2016-09-27,105.8
2016-09-28,106.5
2016-09-29,101.15
2016-09-30,104.65
2016-10-03,108.85
2016-10-04,114.2
2016-10-05,112.8
2016-10-06,110.25
2016-10-07,108.85
2016-10-10,115.4
2016-10-13,111.45
2016-10-14,115.3
2016-10-17,115.6
2016-10-18,117.1
2016-10-19,118.7
2016-10-20,118.35
2016-10-21,122.8
2016-10-24,121.25
2016-10-25,118.6
2016-10-26,117.25
2016-10-27,114.6
2016-10-28,115.05
2016-10-30,116.05
2016-11-01,115.1
2016-11-02,113.1
2016-11-03,112.85
2016-11-04,109.05
2016-11-07,108.75
2016-11-08,105.2
2016-11-09,103.95
2016-11-10,104.1
2016-11-11,101.35
2016-11-15,93.7
2016-11-16,92.0
2016-11-17,90.75
2016-11-18,90.9
2016-11-21,89.2
2016-11-22,88.5
2016-11-23,91.15
2016-11-24,92.4
2016-11-25,92.6
2016-11-28,92.0
2016-11-29,92.2
2016-11-30,92.0
2016-12-01,90.2
2016-12-02,91.65
2016-12-05,91.45
2016-12-06,90.6
2016-12-07,90.75
2016-12-08,93.0
2016-12-09,97.05
2016-12-12,98.75
2016-12-13,118.5
2016-12-14,115.65
2016-12-15,116.85
2016-12-16,115.4
2016-12-19,111.65
2016-12-20,107.9
2016-12-21,106.75
2016-12-22,102.55
2016-12-23,104.35
2016-12-26,102.3
2016-12-27,103.3
2016-12-28,105.6
2016-12-29,104.6
2016-12-30,105.5
