Date,ELECON
2016-01-01,84.35
2016-01-04,82.3
2016-01-05,83.05
2016-01-06,82.1
2016-01-07,76.65
2016-01-08,78.35
2016-01-11,76.7
2016-01-12,75.0
2016-01-13,73.55
2016-01-14,73.05
2016-01-15,68.2
2016-01-18,64.5
2016-01-19,67.05
2016-01-20,62.85
2016-01-21,64.35
2016-01-22,66.3
2016-01-25,63.0
2016-01-27,64.7
2016-01-28,64.1
2016-01-29,65.3
2016-02-01,69.3
2016-02-02,64.75
2016-02-03,63.8
2016-02-04,63.4
2016-02-05,62.5
2016-02-08,61.25
2016-02-09,59.0
2016-02-10,54.75
2016-02-11,52.95
2016-02-12,49.85
2016-02-15,52.35
2016-02-16,49.1
2016-02-17,50.3
2016-02-18,50.3
2016-02-19,50.8
2016-02-22,51.6
2016-02-23,50.05
2016-02-24,48.75
2016-02-25,47.85
2016-02-26,46.75
2016-02-29,42.95
2016-03-01,48.75
2016-03-02,51.6
2016-03-03,51.2
2016-03-04,52.8
2016-03-08,56.8
2016-03-09,55.6
2016-03-10,56.8
2016-03-11,58.6
2016-03-14,58.5
2016-03-15,58.0
2016-03-16,56.8
2016-03-17,56.3
2016-03-18,56.8
2016-03-21,57.05
2016-03-22,58.4
2016-03-23,58.15
2016-03-28,54.1
2016-03-29,53.55
2016-03-30,55.35
2016-03-31,54.6
2016-04-01,56.35
2016-04-04,57.7
2016-04-05,59.25
2016-04-06,62.15
2016-04-07,61.4
2016-04-08,62.05
2016-04-11,62.4
2016-04-12,62.95
2016-04-13,63.6
2016-04-18,63.15
2016-04-20,64.55
2016-04-21,63.65
2016-04-22,63.35
2016-04-25,63.65
2016-04-26,65.1
2016-04-27,66.15
2016-04-28,62.4
2016-04-29,62.35
2016-05-02,62.95
2016-05-03,63.7
2016-05-04,61.8
2016-05-05,62.2
2016-05-06,63.45
2016-05-09,64.45
2016-05-10,64.35
2016-05-11,63.55
2016-05-12,63.2
2016-05-13,62.1
2016-05-16,62.4
2016-05-17,61.6
2016-05-18,61.3
2016-05-19,61.05
2016-05-20,60.75
2016-05-23,59.7
2016-05-24,58.45
2016-05-25,58.6
2016-05-26,59.85
2016-05-27,58.4
2016-05-30,58.25
2016-05-31,58.0
2016-06-01,58.25
2016-06-02,57.85
2016-06-03,58.05
2016-06-06,57.6
2016-06-07,57.95
2016-06-08,60.1
2016-06-09,62.15
2016-06-10,61.6
2016-06-13,61.05
2016-06-14,61.25
2016-06-15,62.85
2016-06-16,64.5
2016-06-17,63.6
2016-06-20,62.8
2016-06-21,62.65
2016-06-22,62.0
2016-06-23,61.4
2016-06-24,59.1
2016-06-27,60.25
2016-06-28,60.9
2016-06-29,61.65
2016-06-30,64.7
2016-07-01,64.75
2016-07-04,65.65
2016-07-05,64.5
2016-07-07,64.7
2016-07-08,63.6
2016-07-11,64.0
2016-07-12,62.45
2016-07-13,62.85
2016-07-14,64.45
2016-07-15,63.65
2016-07-18,62.7
2016-07-19,61.7
2016-07-20,62.25
2016-07-21,61.9
2016-07-22,62.2
2016-07-25,64.0
2016-07-26,62.1
2016-07-27,59.8
2016-07-28,58.85
2016-07-29,59.5
2016-08-01,58.4
2016-08-02,58.05
2016-08-03,56.45
2016-08-04,55.6
2016-08-05,56.05
2016-08-08,56.75
2016-08-09,55.85
2016-08-10,55.75
2016-08-11,54.85
2016-08-12,56.2
2016-08-16,57.55
2016-08-17,57.6
2016-08-18,56.9
2016-08-19,55.8
2016-08-22,56.35
2016-08-23,56.3
2016-08-24,56.3
2016-08-25,58.8
2016-08-26,57.15
2016-08-29,56.15
2016-08-30,57.05
2016-08-31,57.3
2016-09-01,57.05
2016-09-02,58.35
2016-09-06,57.2
2016-09-07,56.4
2016-09-08,58.5
2016-09-09,59.35
2016-09-12,57.1
2016-09-14,58.45
2016-09-15,59.1
2016-09-16,59.15
2016-09-19,61.1
2016-09-20,60.7
2016-09-21,61.75
2016-09-22,63.35
2016-09-23,62.0
2016-09-26,60.8
2016-09-27,61.0
2016-09-28,60.65
2016-09-29,56.6
2016-09-30,57.95
2016-10-03,59.85
2016-10-04,59.2
2016-10-05,60.5
2016-10-06,62.9
2016-10-07,62.3
2016-10-10,64.65
2016-10-13,64.6
2016-10-14,68.1
2016-10-17,66.5
2016-10-18,70.5
2016-10-19,71.9
2016-10-20,70.5
2016-10-21,68.9
2016-10-24,66.9
2016-10-25,68.1
2016-10-26,66.7
2016-10-27,65.95
2016-10-28,66.5
2016-10-30,66.85
2016-11-01,66.85
2016-11-02,64.45
2016-11-03,64.0
2016-11-04,61.2
2016-11-07,62.6
2016-11-08,61.7
2016-11-09,60.4
2016-11-10,57.85
2016-11-11,54.7
2016-11-15,50.4
2016-11-16,48.2
2016-11-17,48.8
2016-11-18,48.65
2016-11-21,46.9
2016-11-22,45.6
2016-11-23,47.15
2016-11-24,46.6
2016-11-25,48.15
2016-11-28,52.25
2016-11-29,52.05
2016-11-30,52.3
2016-12-01,54.0
2016-12-02,52.35
2016-12-05,53.35
2016-12-06,53.1
2016-12-07,52.6
2016-12-08,53.75
2016-12-09,60.7
2016-12-12,59.85
2016-12-13,61.25
2016-12-14,59.0
2016-12-15,59.2
2016-12-16,60.2
2016-12-19,58.25
2016-12-20,57.0
2016-12-21,57.2
2016-12-22,56.25
2016-12-23,55.85
2016-12-26,53.65
2016-12-27,55.2
2016-12-28,56.6
2016-12-29,57.5
2016-12-30,56.9
