Date,CHAMBLFERT
2016-01-01,62.75
2016-01-04,62.05
2016-01-05,64.05
2016-01-06,65.05
2016-01-07,62.65
2016-01-08,64.65
2016-01-11,64.45
2016-01-12,65.3
2016-01-13,62.65
2016-01-14,61.5
2016-01-15,59.65
2016-01-18,57.5
2016-01-19,58.15
2016-01-20,57.95
2016-01-21,54.0
2016-01-22,54.9
2016-01-25,56.9
2016-01-27,56.65
2016-01-28,56.8
2016-01-29,57.8
2016-02-01,57.75
2016-02-02,57.05
2016-02-03,56.65
2016-02-04,56.75
2016-02-05,57.3
2016-02-08,56.55
2016-02-09,55.35
2016-02-10,55.35
2016-02-11,53.7
2016-02-12,52.2
2016-02-15,53.7
2016-02-16,53.65
2016-02-17,54.15
2016-02-18,53.65
2016-02-19,55.7
2016-02-22,58.3
2016-02-23,57.8
2016-02-24,55.9
2016-02-25,55.35
2016-02-26,56.0
2016-02-29,54.1
2016-03-01,53.3
2016-03-02,54.85
2016-03-03,55.95
2016-03-04,55.15
2016-03-08,56.05
2016-03-09,55.0
2016-03-10,54.8
2016-03-11,54.75
2016-03-14,55.3
2016-03-15,54.75
2016-03-16,54.15
2016-03-17,53.75
2016-03-18,53.0
2016-03-21,53.85
2016-03-22,53.65
2016-03-23,54.1
2016-03-28,53.45
2016-03-29,53.95
2016-03-30,54.2
2016-03-31,54.9
2016-04-01,55.45
2016-04-04,56.85
2016-04-05,56.5
2016-04-06,56.55
2016-04-07,57.4
2016-04-08,56.9
2016-04-11,57.7
2016-04-12,60.15
2016-04-13,60.85
2016-04-18,59.3
2016-04-20,60.4
2016-04-21,58.85
2016-04-22,59.0
2016-04-25,59.9
2016-04-26,60.2
2016-04-27,61.9
2016-04-28,61.7
2016-04-29,60.85
2016-05-02,63.5
2016-05-03,62.25
2016-05-04,62.75
2016-05-05,61.4
2016-05-06,62.05
2016-05-09,63.45
2016-05-10,62.5
2016-05-11,63.6
2016-05-12,64.3
2016-05-13,66.4
2016-05-16,66.6
2016-05-17,67.05
2016-05-18,67.05
2016-05-19,67.95
2016-05-20,64.95
2016-05-23,62.7
2016-05-24,64.65
2016-05-25,65.95
2016-05-26,65.6
2016-05-27,65.0
2016-05-30,66.15
2016-05-31,65.85
2016-06-01,65.85
2016-06-02,66.95
2016-06-03,66.25
2016-06-06,64.4
2016-06-07,64.8
2016-06-08,66.1
2016-06-09,65.95
2016-06-10,65.6
2016-06-13,67.15
2016-06-14,67.1
2016-06-15,67.2
2016-06-16,67.5
2016-06-17,67.45
2016-06-20,69.45
2016-06-21,69.7
2016-06-22,69.0
2016-06-23,67.7
2016-06-24,65.7
2016-06-27,66.95
2016-06-28,68.2
2016-06-29,69.1
2016-06-30,70.95
2016-07-01,70.1
2016-07-04,70.1
2016-07-05,68.65
2016-07-07,69.3
2016-07-08,68.35
2016-07-11,68.45
2016-07-12,68.95
2016-07-13,67.5
2016-07-14,67.05
2016-07-15,66.3
2016-07-18,66.05
2016-07-19,66.15
2016-07-20,65.05
2016-07-21,64.7
2016-07-22,64.5
2016-07-25,64.9
2016-07-26,65.2
2016-07-27,64.75
2016-07-28,64.85
2016-07-29,64.35
2016-08-01,63.95
2016-08-02,63.45
2016-08-03,61.8
2016-08-04,61.9
2016-08-05,64.45
2016-08-08,65.15
2016-08-09,65.45
2016-08-10,65.95
2016-08-11,65.85
2016-08-12,65.8
2016-08-16,65.55
2016-08-17,65.8
2016-08-18,65.8
2016-08-19,66.7
2016-08-22,67.95
2016-08-23,68.05
2016-08-24,69.2
2016-08-25,68.15
2016-08-26,67.35
2016-08-29,67.7
2016-08-30,68.05
2016-08-31,67.95
2016-09-01,64.65
2016-09-02,64.8
2016-09-06,64.3
2016-09-07,64.4
2016-09-08,64.75
2016-09-09,64.35
2016-09-12,61.9
2016-09-14,61.75
2016-09-15,61.75
2016-09-16,60.7
2016-09-19,60.9
2016-09-20,59.95
2016-09-21,59.8
2016-09-22,60.0
2016-09-23,59.95
2016-09-26,59.05
2016-09-27,59.2
2016-09-28,59.5
2016-09-29,58.05
2016-09-30,58.25
2016-10-03,60.05
2016-10-04,59.5
2016-10-05,59.8
2016-10-06,59.2
2016-10-07,59.55
2016-10-10,58.6
2016-10-13,57.7
2016-10-14,57.0
2016-10-17,56.75
2016-10-18,57.95
2016-10-19,63.2
2016-10-20,62.95
2016-10-21,62.1
2016-10-24,62.3
2016-10-25,61.8
2016-10-26,62.45
2016-10-27,62.85
2016-10-28,63.0
2016-10-30,64.1
2016-11-01,65.95
2016-11-02,64.0
2016-11-03,62.4
2016-11-04,63.9
2016-11-07,62.35
2016-11-08,61.4
2016-11-09,59.45
2016-11-10,61.6
2016-11-11,59.9
2016-11-15,58.3
2016-11-16,57.85
2016-11-17,55.0
2016-11-18,56.6
2016-11-21,56.85
2016-11-22,58.05
2016-11-23,58.25
2016-11-24,62.05
2016-11-25,63.35
2016-11-28,62.35
2016-11-29,61.55
2016-11-30,63.15
2016-12-01,63.55
2016-12-02,63.85
2016-12-05,67.8
2016-12-06,66.75
2016-12-07,69.9
2016-12-08,72.8
2016-12-09,72.0
2016-12-12,71.45
2016-12-13,71.0
2016-12-14,71.0
2016-12-15,71.15
2016-12-16,68.95
2016-12-19,70.55
2016-12-20,68.95
2016-12-21,68.95
2016-12-22,67.15
2016-12-23,65.85
2016-12-26,68.15
2016-12-27,70.0
2016-12-28,69.7
2016-12-29,71.25
2016-12-30,71.05
