Date,VIJSHAN
2016-01-01,12.4
2016-01-04,12.9
2016-01-05,13.65
2016-01-06,13.5
2016-01-07,13.05
2016-01-08,13.15
2016-01-11,12.65
2016-01-12,12.9
2016-01-13,12.5
2016-01-14,12.5
2016-01-15,11.9
2016-01-18,10.95
2016-01-19,10.4
2016-01-20,9.75
2016-01-21,9.95
2016-01-22,10.35
2016-01-25,10.5
2016-01-27,10.55
2016-01-28,10.6
2016-01-29,10.85
2016-02-01,10.25
2016-02-02,9.95
2016-02-03,9.85
2016-02-04,9.65
2016-02-05,9.85
2016-02-08,9.95
2016-02-09,10.0
2016-02-10,10.05
2016-02-11,8.95
2016-02-12,8.95
2016-02-15,9.45
2016-02-16,9.5
2016-02-17,9.05
2016-02-18,9.3
2016-02-19,8.95
2016-02-22,9.0
2016-02-23,8.9
2016-02-24,9.6
2016-02-25,9.15
2016-02-26,9.4
2016-02-29,8.9
2016-03-01,9.55
2016-03-02,9.75
2016-03-03,9.75
2016-03-04,9.25
2016-03-08,9.2
2016-03-09,9.5
2016-03-10,9.8
2016-03-11,9.6
2016-03-14,9.4
2016-03-15,9.1
2016-03-16,9.55
2016-03-17,9.85
2016-03-18,10.1
2016-03-21,9.8
2016-03-22,9.8
2016-03-23,9.95
2016-03-28,10.05
2016-03-29,9.6
2016-03-30,9.4
2016-03-31,9.45
2016-04-01,9.8
2016-04-04,9.65
2016-04-05,9.25
2016-04-06,9.25
2016-04-07,9.5
2016-04-08,9.4
2016-04-11,9.5
2016-04-12,9.45
2016-04-13,9.3
2016-04-18,10.15
2016-04-20,10.1
2016-04-21,9.9
2016-04-22,10.05
2016-04-25,9.5
2016-04-26,9.8
2016-04-27,9.7
2016-04-28,9.45
2016-04-29,9.25
2016-05-02,9.4
2016-05-03,9.4
2016-05-04,9.25
2016-05-05,9.2
2016-05-06,9.2
2016-05-09,9.35
2016-05-10,9.65
2016-05-11,9.25
2016-05-12,9.2
2016-05-13,9.4
2016-05-16,9.45
2016-05-17,9.1
2016-05-18,8.65
2016-05-19,8.85
2016-05-20,8.95
2016-05-23,8.75
2016-05-24,8.65
2016-05-25,8.7
2016-05-26,8.5
2016-05-27,8.45
2016-05-30,8.4
2016-05-31,8.4
2016-06-01,8.6
2016-06-02,8.7
2016-06-03,8.7
2016-06-06,8.95
2016-06-07,8.7
2016-06-08,8.9
2016-06-09,8.85
2016-06-10,9.0
2016-06-13,8.7
2016-06-14,8.85
2016-06-15,9.3
2016-06-16,9.55
2016-06-17,9.5
2016-06-20,9.95
2016-06-21,10.15
2016-06-22,9.85
2016-06-23,9.6
2016-06-24,9.75
2016-06-27,9.95
2016-06-28,10.0
2016-06-29,9.85
2016-06-30,9.8
2016-07-01,10.1
2016-07-04,10.3
2016-07-05,10.45
2016-07-07,10.9
2016-07-08,10.75
2016-07-11,10.7
2016-07-12,10.85
2016-07-13,10.45
2016-07-14,10.2
2016-07-15,10.1
2016-07-18,9.85
2016-07-19,10.05
2016-07-20,10.0
2016-07-21,9.9
2016-07-22,9.6
2016-07-25,9.9
2016-07-26,9.75
2016-07-27,9.6
2016-07-28,10.4
2016-07-29,12.3
2016-08-01,12.0
2016-08-02,11.85
2016-08-03,11.35
2016-08-04,11.1
2016-08-05,10.8
2016-08-08,11.05
2016-08-09,10.85
2016-08-10,10.5
2016-08-11,10.35
2016-08-12,10.35
2016-08-16,10.2
2016-08-17,10.1
2016-08-18,10.0
2016-08-19,9.9
2016-08-22,10.25
2016-08-23,10.05
2016-08-24,10.0
2016-08-25,10.45
2016-08-26,10.2
2016-08-29,9.9
2016-08-30,10.3
2016-08-31,9.95
2016-09-01,10.05
2016-09-02,10.35
2016-09-06,10.35
2016-09-07,10.05
2016-09-08,10.1
2016-09-09,10.0
2016-09-12,9.7
2016-09-14,10.2
2016-09-15,10.0
2016-09-16,10.0
2016-09-19,9.95
2016-09-20,9.75
2016-09-21,10.25
2016-09-22,10.25
2016-09-23,10.6
2016-09-26,10.5
2016-09-27,10.7
2016-09-28,11.65
2016-09-29,10.85
2016-09-30,11.5
2016-10-03,11.1
2016-10-04,11.15
2016-10-05,11.2
2016-10-06,11.0
2016-10-07,11.2
2016-10-10,10.9
2016-10-13,10.85
2016-10-14,11.8
2016-10-17,12.05
2016-10-18,12.8
2016-10-19,12.8
2016-10-20,12.75
2016-10-21,12.75
2016-10-24,12.75
2016-10-25,13.05
2016-10-26,12.95
2016-10-27,12.4
2016-10-28,12.6
2016-10-30,12.75
2016-11-01,13.45
2016-11-02,12.6
2016-11-03,12.55
2016-11-04,10.95
2016-11-07,11.3
2016-11-08,11.4
2016-11-09,10.75
2016-11-10,10.45
2016-11-11,10.05
2016-11-15,9.3
2016-11-16,11.15
2016-11-17,12.8
2016-11-18,12.45
2016-11-21,11.45
2016-11-22,10.9
2016-11-23,11.3
2016-11-24,11.5
2016-11-25,11.4
2016-11-28,11.05
2016-11-29,10.9
2016-11-30,11.3
2016-12-01,11.05
2016-12-02,10.8
2016-12-05,11.15
2016-12-06,11.05
2016-12-07,11.7
2016-12-08,11.55
2016-12-09,11.35
2016-12-12,11.55
2016-12-13,11.4
2016-12-14,11.35
2016-12-15,11.3
2016-12-16,11.0
2016-12-19,11.25
2016-12-20,11.1
2016-12-21,10.85
2016-12-22,10.75
2016-12-23,10.8
2016-12-26,11.0
2016-12-27,10.85
2016-12-28,10.6
2016-12-29,11.15
2016-12-30,11.0
