Date,OILCOUNTUB
2016-01-01,32.1
2016-01-04,31.75
2016-01-05,32.25
2016-01-06,31.6
2016-01-07,30.2
2016-01-08,30.55
2016-01-11,30.4
2016-01-12,30.1
2016-01-13,30.2
2016-01-14,30.2
2016-01-15,28.45
2016-01-18,27.5
2016-01-19,27.65
2016-01-20,27.0
2016-01-21,26.8
2016-01-22,27.0
2016-01-25,26.85
2016-01-27,27.65
2016-01-28,29.45
2016-01-29,29.5
2016-02-01,29.15
2016-02-02,27.8
2016-02-03,27.2
2016-02-04,27.6
2016-02-05,27.3
2016-02-08,27.35
2016-02-09,26.65
2016-02-10,26.1
2016-02-11,24.4
2016-02-12,24.15
2016-02-15,24.65
2016-02-16,25.0
2016-02-17,24.15
2016-02-18,24.7
2016-02-19,25.0
2016-02-22,26.0
2016-02-23,24.7
2016-02-24,24.8
2016-02-25,24.0
2016-02-26,23.7
2016-02-29,23.45
2016-03-01,24.25
2016-03-02,25.0
2016-03-03,25.15
2016-03-04,25.55
2016-03-08,25.1
2016-03-09,25.15
2016-03-10,24.7
2016-03-11,24.75
2016-03-14,25.9
2016-03-15,25.25
2016-03-16,24.75
2016-03-17,25.4
2016-03-18,25.4
2016-03-21,25.0
2016-03-22,25.55
2016-03-23,25.45
2016-03-28,24.05
2016-03-29,23.65
2016-03-30,24.15
2016-03-31,24.2
2016-04-01,24.3
2016-04-04,24.5
2016-04-05,24.2
2016-04-06,24.0
2016-04-07,23.9
2016-04-08,24.35
2016-04-11,24.45
2016-04-12,24.95
2016-04-13,25.85
2016-04-18,30.05
2016-04-20,29.0
2016-04-21,29.2
2016-04-22,28.95
2016-04-25,29.55
2016-04-26,29.0
2016-04-27,29.65
2016-04-28,29.0
2016-04-29,28.45
2016-05-02,28.7
2016-05-03,28.6
2016-05-04,28.05
2016-05-05,28.0
2016-05-06,27.3
2016-05-09,26.65
2016-05-10,26.6
2016-05-11,31.9
2016-05-12,30.75
2016-05-13,30.2
2016-05-16,29.5
2016-05-17,31.1
2016-05-18,30.15
2016-05-19,30.8
2016-05-20,29.85
2016-05-23,30.0
2016-05-24,29.4
2016-05-25,29.4
2016-05-26,30.05
2016-05-27,29.3
2016-05-30,28.65
2016-05-31,28.3
2016-06-01,28.4
2016-06-02,28.95
2016-06-03,28.85
2016-06-06,27.95
2016-06-07,28.55
2016-06-08,30.0
2016-06-09,29.95
2016-06-10,29.5
2016-06-13,29.2
2016-06-14,29.9
2016-06-15,30.1
2016-06-16,29.2
2016-06-17,30.0
2016-06-20,29.4
2016-06-21,29.6
2016-06-22,29.3
2016-06-23,29.1
2016-06-24,28.65
2016-06-27,28.6
2016-06-28,29.5
2016-06-29,29.75
2016-06-30,31.85
2016-07-01,31.25
2016-07-04,31.85
2016-07-05,31.5
2016-07-07,31.1
2016-07-08,32.35
2016-07-11,32.4
2016-07-12,31.7
2016-07-13,31.7
2016-07-14,31.6
2016-07-15,31.25
2016-07-18,33.45
2016-07-19,34.25
2016-07-20,34.65
2016-07-21,32.65
2016-07-22,33.95
2016-07-25,35.3
2016-07-26,34.4
2016-07-27,34.1
2016-07-28,33.15
2016-07-29,29.25
2016-08-01,27.45
2016-08-02,27.25
2016-08-03,26.1
2016-08-04,25.3
2016-08-05,26.65
2016-08-08,26.2
2016-08-09,26.35
2016-08-10,25.2
2016-08-11,25.0
2016-08-12,25.6
2016-08-16,25.05
2016-08-17,25.45
2016-08-18,25.5
2016-08-19,25.2
2016-08-22,26.35
2016-08-23,26.0
2016-08-24,25.95
2016-08-25,25.65
2016-08-26,30.75
2016-08-29,33.35
2016-08-30,34.05
2016-08-31,33.55
2016-09-01,31.95
2016-09-02,31.6
2016-09-06,32.4
2016-09-07,31.75
2016-09-08,32.35
2016-09-09,31.95
2016-09-12,31.15
2016-09-14,30.8
2016-09-15,31.15
2016-09-16,30.6
2016-09-19,30.1
2016-09-20,30.5
2016-09-21,30.3
2016-09-22,30.1
2016-09-23,31.0
2016-09-26,30.95
2016-09-27,30.45
2016-09-28,30.15
2016-09-29,34.15
2016-09-30,35.0
2016-10-03,34.05
2016-10-04,33.85
2016-10-05,34.45
2016-10-06,33.65
2016-10-07,33.65
2016-10-10,36.5
2016-10-13,33.85
2016-10-14,34.75
2016-10-17,33.55
2016-10-18,33.9
2016-10-19,34.5
2016-10-20,33.55
2016-10-21,34.25
2016-10-24,33.6
2016-10-25,33.6
2016-10-26,34.45
2016-10-27,33.4
2016-10-28,33.75
2016-10-30,33.95
2016-11-01,33.15
2016-11-02,34.45
2016-11-03,34.05
2016-11-04,32.7
2016-11-07,33.3
2016-11-08,33.45
2016-11-09,31.15
2016-11-10,31.8
2016-11-11,30.45
2016-11-15,27.95
2016-11-16,28.6
2016-11-17,28.75
2016-11-18,27.5
2016-11-21,27.65
2016-11-22,28.45
2016-11-23,28.25
2016-11-24,28.75
2016-11-25,34.5
2016-11-28,32.25
2016-11-29,33.15
2016-11-30,33.85
2016-12-01,37.7
2016-12-02,35.8
2016-12-05,35.3
2016-12-06,36.3
2016-12-07,34.8
2016-12-08,34.9
2016-12-09,37.0
2016-12-12,37.3
2016-12-13,42.8
2016-12-14,40.0
2016-12-15,39.0
2016-12-16,38.65
2016-12-19,39.2
2016-12-20,37.7
2016-12-21,39.15
2016-12-22,36.25
2016-12-23,36.45
2016-12-26,35.35
2016-12-27,36.0
2016-12-28,37.25
2016-12-29,37.85
2016-12-30,36.85
