Date,ALLSEC
2016-01-01,142.15
2016-01-04,140.6
2016-01-05,142.45
2016-01-06,139.4
2016-01-07,132.45
2016-01-08,135.0
2016-01-11,134.6
2016-01-12,133.5
2016-01-13,127.4
2016-01-14,123.25
2016-01-15,117.15
2016-01-18,111.3
2016-01-19,105.75
2016-01-20,100.5
2016-01-21,102.45
2016-01-22,103.4
2016-01-25,98.3
2016-01-27,99.15
2016-01-28,104.1
2016-01-29,109.3
2016-02-01,114.75
2016-02-02,120.45
2016-02-03,125.7
2016-02-04,119.45
2016-02-05,114.05
2016-02-08,116.1
2016-02-09,117.6
2016-02-10,111.75
2016-02-11,106.2
2016-02-12,102.35
2016-02-15,107.45
2016-02-16,111.6
2016-02-17,107.1
2016-02-18,101.75
2016-02-19,97.25
2016-02-22,101.35
2016-02-23,98.05
2016-02-24,95.25
2016-02-25,93.65
2016-02-26,95.05
2016-02-29,93.5
2016-03-01,95.7
2016-03-02,100.2
2016-03-03,105.2
2016-03-04,106.0
2016-03-08,105.25
2016-03-09,110.5
2016-03-10,115.85
2016-03-11,118.15
2016-03-14,115.0
2016-03-15,109.25
2016-03-16,107.85
2016-03-17,107.0
2016-03-18,107.3
2016-03-21,109.65
2016-03-22,109.0
2016-03-23,108.35
2016-03-28,108.05
2016-03-29,107.7
2016-03-30,108.4
2016-03-31,113.8
2016-04-01,125.0
2016-04-04,123.3
2016-04-05,119.35
2016-04-06,127.95
2016-04-07,128.95
2016-04-08,130.85
2016-04-11,143.9
2016-04-12,145.15
2016-04-13,140.9
2016-04-18,139.95
2016-04-20,141.45
2016-04-21,139.95
2016-04-22,137.95
2016-04-25,136.55
2016-04-26,138.9
2016-04-27,152.75
2016-04-28,141.35
2016-04-29,144.6
2016-05-02,144.9
2016-05-03,140.45
2016-05-04,139.55
2016-05-05,140.7
2016-05-06,147.3
2016-05-09,156.4
2016-05-10,157.25
2016-05-11,157.1
2016-05-12,178.35
2016-05-13,181.95
2016-05-16,194.3
2016-05-17,188.55
2016-05-18,188.05
2016-05-19,187.75
2016-05-20,196.95
2016-05-23,198.5
2016-05-24,185.95
2016-05-25,187.75
2016-05-26,183.7
2016-05-27,184.1
2016-05-30,184.6
2016-05-31,186.95
2016-06-01,184.1
2016-06-02,181.4
2016-06-03,182.0
2016-06-06,184.5
2016-06-07,192.05
2016-06-08,190.95
2016-06-09,187.05
2016-06-10,186.35
2016-06-13,183.1
2016-06-14,182.7
2016-06-15,185.0
2016-06-16,185.0
2016-06-17,184.8
2016-06-20,185.0
2016-06-21,185.7
2016-06-22,185.25
2016-06-23,196.7
2016-06-24,200.7
2016-06-27,239.9
2016-06-28,229.0
2016-06-29,274.4
2016-06-30,262.0
2016-07-01,254.8
2016-07-04,254.1
2016-07-05,265.9
2016-07-07,252.35
2016-07-08,256.05
2016-07-11,256.35
2016-07-12,253.85
2016-07-13,251.7
2016-07-14,267.55
2016-07-15,283.5
2016-07-18,273.95
2016-07-19,268.35
2016-07-20,277.6
2016-07-21,272.35
2016-07-22,275.2
2016-07-25,283.1
2016-07-26,274.4
2016-07-27,272.15
2016-07-28,282.4
2016-07-29,296.35
2016-08-01,292.35
2016-08-02,282.7
2016-08-03,283.2
2016-08-04,273.45
2016-08-05,276.15
2016-08-08,293.1
2016-08-09,292.95
2016-08-10,285.2
2016-08-11,284.1
2016-08-12,283.15
2016-08-16,282.15
2016-08-17,280.85
2016-08-18,278.9
2016-08-19,267.4
2016-08-22,260.05
2016-08-23,268.65
2016-08-24,264.55
2016-08-25,260.8
2016-08-26,261.25
2016-08-29,265.1
2016-08-30,270.1
2016-08-31,266.5
2016-09-01,268.5
2016-09-02,270.4
2016-09-06,285.1
2016-09-07,286.55
2016-09-08,273.3
2016-09-09,268.45
2016-09-12,260.75
2016-09-14,266.45
2016-09-15,265.6
2016-09-16,265.5
2016-09-19,265.1
2016-09-20,264.15
2016-09-21,264.85
2016-09-22,263.55
2016-09-23,265.1
2016-09-26,264.45
2016-09-27,265.35
2016-09-28,263.45
2016-09-29,241.55
2016-09-30,249.45
2016-10-03,263.35
2016-10-04,262.85
2016-10-05,264.7
2016-10-06,265.4
2016-10-07,261.6
2016-10-10,260.6
2016-10-13,258.9
2016-10-14,256.55
2016-10-17,246.35
2016-10-18,253.25
2016-10-19,253.05
2016-10-20,256.15
2016-10-21,256.35
2016-10-24,254.85
2016-10-25,305.8
2016-10-26,310.35
2016-10-27,302.2
2016-10-28,296.85
2016-10-30,296.85
2016-11-01,312.9
2016-11-02,317.75
2016-11-03,312.45
2016-11-04,304.55
2016-11-07,347.55
2016-11-08,335.9
2016-11-09,308.3
2016-11-10,321.45
2016-11-11,306.65
2016-11-15,299.15
2016-11-16,296.6
2016-11-17,300.75
2016-11-18,299.9
2016-11-21,275.05
2016-11-22,268.1
2016-11-23,310.2
2016-11-24,302.9
2016-11-25,311.45
2016-11-28,310.5
2016-11-29,335.3
2016-11-30,335.25
2016-12-01,356.25
2016-12-02,351.25
2016-12-05,372.3
2016-12-06,371.1
2016-12-07,368.1
2016-12-08,373.4
2016-12-09,387.6
2016-12-12,383.85
2016-12-13,385.9
2016-12-14,384.0
2016-12-15,380.9
2016-12-16,380.1
2016-12-19,373.75
2016-12-20,361.65
2016-12-21,366.55
2016-12-22,359.35
2016-12-23,356.85
2016-12-26,335.25
2016-12-27,344.15
2016-12-28,350.55
2016-12-29,344.45
2016-12-30,370.85
