Date,NMDC
2016-01-01,91.25
2016-01-04,89.95
2016-01-05,93.25
2016-01-06,90.6
2016-01-07,88.05
2016-01-08,89.15
2016-01-11,87.95
2016-01-12,89.7
2016-01-13,88.25
2016-01-14,87.35
2016-01-15,86.0
2016-01-18,84.55
2016-01-19,83.5
2016-01-20,80.8
2016-01-21,76.65
2016-01-22,80.3
2016-01-25,80.65
2016-01-27,80.1
2016-01-28,78.65
2016-01-29,80.75
2016-02-01,80.35
2016-02-02,78.9
2016-02-03,77.6
2016-02-04,81.25
2016-02-05,84.6
2016-02-08,83.05
2016-02-09,84.85
2016-02-10,84.1
2016-02-11,79.2
2016-02-12,78.65
2016-02-15,89.75
2016-02-16,89.45
2016-02-17,89.25
2016-02-18,88.85
2016-02-19,91.95
2016-02-22,92.75
2016-02-23,93.2
2016-02-24,80.45
2016-02-25,80.85
2016-02-26,79.95
2016-02-29,81.4
2016-03-01,82.4
2016-03-02,83.95
2016-03-03,88.25
2016-03-04,89.1
2016-03-08,94.5
2016-03-09,93.05
2016-03-10,93.15
2016-03-11,93.05
2016-03-14,94.6
2016-03-15,94.05
2016-03-16,93.1
2016-03-17,95.95
2016-03-18,98.1
2016-03-21,98.2
2016-03-22,100.7
2016-03-23,101.75
2016-03-28,98.4
2016-03-29,98.85
2016-03-30,100.0
2016-03-31,98.0
2016-04-01,97.9
2016-04-04,98.15
2016-04-05,97.85
2016-04-06,101.6
2016-04-07,102.15
2016-04-08,101.95
2016-04-11,102.7
2016-04-12,100.9
2016-04-13,100.95
2016-04-18,99.85
2016-04-20,102.1
2016-04-21,102.15
2016-04-22,100.0
2016-04-25,98.55
2016-04-26,97.95
2016-04-27,98.75
2016-04-28,95.3
2016-04-29,95.15
2016-05-02,97.55
2016-05-03,97.35
2016-05-04,93.25
2016-05-05,93.3
2016-05-06,93.1
2016-05-09,94.25
2016-05-10,92.65
2016-05-11,89.85
2016-05-12,90.7
2016-05-13,89.1
2016-05-16,89.5
2016-05-17,88.85
2016-05-18,92.55
2016-05-19,89.85
2016-05-20,91.6
2016-05-23,88.7
2016-05-24,89.85
2016-05-25,90.9
2016-05-26,91.4
2016-05-27,92.7
2016-05-30,89.75
2016-05-31,88.25
2016-06-01,86.6
2016-06-02,86.35
2016-06-03,90.15
2016-06-06,90.2
2016-06-07,91.45
2016-06-08,90.55
2016-06-09,91.1
2016-06-10,91.65
2016-06-13,90.25
2016-06-14,91.05
2016-06-15,91.5
2016-06-16,93.2
2016-06-17,93.2
2016-06-20,92.55
2016-06-21,92.0
2016-06-22,91.85
2016-06-23,91.5
2016-06-24,90.4
2016-06-27,90.55
2016-06-28,91.6
2016-06-29,93.8
2016-06-30,93.85
2016-07-01,94.2
2016-07-04,94.55
2016-07-05,95.15
2016-07-07,95.65
2016-07-08,94.6
2016-07-11,96.15
2016-07-12,96.65
2016-07-13,97.7
2016-07-14,96.55
2016-07-15,95.45
2016-07-18,94.95
2016-07-19,94.45
2016-07-20,94.3
2016-07-21,96.05
2016-07-22,98.1
2016-07-25,99.75
2016-07-26,99.75
2016-07-27,100.25
2016-07-28,103.25
2016-07-29,100.0
2016-08-01,102.3
2016-08-02,100.85
2016-08-03,100.0
2016-08-04,102.1
2016-08-05,102.5
2016-08-08,101.75
2016-08-09,101.3
2016-08-10,100.0
2016-08-11,100.05
2016-08-12,101.25
2016-08-16,100.0
2016-08-17,103.6
2016-08-18,106.7
2016-08-19,108.95
2016-08-22,109.2
2016-08-23,109.0
2016-08-24,108.55
2016-08-25,107.45
2016-08-26,105.6
2016-08-29,108.05
2016-08-30,108.15
2016-08-31,108.0
2016-09-01,106.45
2016-09-02,107.6
2016-09-06,107.0
2016-09-07,114.45
2016-09-08,112.15
2016-09-09,110.8
2016-09-12,104.55
2016-09-14,103.95
2016-09-15,102.8
2016-09-16,101.05
2016-09-19,103.3
2016-09-20,102.95
2016-09-21,102.5
2016-09-22,103.15
2016-09-23,105.3
2016-09-26,105.65
2016-09-27,106.3
2016-09-28,109.8
2016-09-29,102.35
2016-09-30,105.8
2016-10-03,108.35
2016-10-04,110.85
2016-10-05,111.75
2016-10-06,115.55
2016-10-07,117.8
2016-10-10,118.6
2016-10-13,117.2
2016-10-14,117.4
2016-10-17,115.4
2016-10-18,116.7
2016-10-19,122.05
2016-10-20,125.45
2016-10-21,123.7
2016-10-24,122.4
2016-10-25,122.85
2016-10-26,120.35
2016-10-27,123.1
2016-10-28,131.1
2016-10-30,132.95
2016-11-01,138.35
2016-11-02,138.25
2016-11-03,133.55
2016-11-04,126.8
2016-11-07,127.4
2016-11-08,127.45
2016-11-09,124.05
2016-11-10,130.45
2016-11-11,125.85
2016-11-15,117.7
2016-11-16,114.9
2016-11-17,116.9
2016-11-18,113.85
2016-11-21,108.6
2016-11-22,113.8
2016-11-23,114.95
2016-11-24,119.65
2016-11-25,122.25
2016-11-28,122.7
2016-11-29,121.25
2016-11-30,122.1
2016-12-01,117.75
2016-12-02,116.4
2016-12-05,122.65
2016-12-06,123.65
2016-12-07,123.55
2016-12-08,128.55
2016-12-09,126.55
2016-12-12,129.0
2016-12-13,128.3
2016-12-14,127.85
2016-12-15,130.0
2016-12-16,127.65
2016-12-19,127.8
2016-12-20,125.8
2016-12-21,125.9
2016-12-22,123.35
2016-12-23,123.1
2016-12-26,119.0
2016-12-27,121.85
2016-12-28,121.1
2016-12-29,123.0
2016-12-30,123.4
