Date,JKTYRE
2016-01-01,115.95
2016-01-04,113.15
2016-01-05,115.85
2016-01-06,114.8
2016-01-07,106.85
2016-01-08,105.9
2016-01-11,105.4
2016-01-12,104.1
2016-01-13,101.1
2016-01-14,97.6
2016-01-15,94.4
2016-01-18,87.3
2016-01-19,88.2
2016-01-20,85.7
2016-01-21,84.35
2016-01-22,86.05
2016-01-25,89.1
2016-01-27,89.8
2016-01-28,91.4
2016-01-29,90.85
2016-02-01,91.45
2016-02-02,90.0
2016-02-03,86.85
2016-02-04,87.65
2016-02-05,87.65
2016-02-08,89.35
2016-02-09,86.85
2016-02-10,85.95
2016-02-11,81.35
2016-02-12,79.75
2016-02-15,82.0
2016-02-16,80.45
2016-02-17,80.9
2016-02-18,81.6
2016-02-19,80.55
2016-02-22,81.5
2016-02-23,79.35
2016-02-24,77.0
2016-02-25,76.1
2016-02-26,75.65
2016-02-29,74.55
2016-03-01,76.6
2016-03-02,79.85
2016-03-03,81.7
2016-03-04,82.3
2016-03-08,80.7
2016-03-09,81.2
2016-03-10,81.25
2016-03-11,81.25
2016-03-14,80.85
2016-03-15,80.3
2016-03-16,78.95
2016-03-17,79.25
2016-03-18,82.75
2016-03-21,83.35
2016-03-22,83.65
2016-03-23,85.1
2016-03-28,83.5
2016-03-29,83.05
2016-03-30,84.25
2016-03-31,84.2
2016-04-01,83.65
2016-04-04,83.9
2016-04-05,82.95
2016-04-06,83.8
2016-04-07,83.0
2016-04-08,82.5
2016-04-11,82.6
2016-04-12,84.45
2016-04-13,85.4
2016-04-18,86.4
2016-04-20,87.0
2016-04-21,85.65
2016-04-22,84.4
2016-04-25,85.35
2016-04-26,86.4
2016-04-27,85.5
2016-04-28,84.65
2016-04-29,84.1
2016-05-02,83.55
2016-05-03,82.95
2016-05-04,81.15
2016-05-05,80.7
2016-05-06,81.1
2016-05-09,81.7
2016-05-10,83.8
2016-05-11,82.9
2016-05-12,83.75
2016-05-13,82.9
2016-05-16,84.0
2016-05-17,85.75
2016-05-18,84.65
2016-05-19,84.1
2016-05-20,81.9
2016-05-23,80.1
2016-05-24,80.0
2016-05-25,81.3
2016-05-26,82.75
2016-05-27,83.3
2016-05-30,83.2
2016-05-31,85.9
2016-06-01,87.5
2016-06-02,87.2
2016-06-03,86.1
2016-06-06,85.8
2016-06-07,87.95
2016-06-08,91.15
2016-06-09,91.95
2016-06-10,90.55
2016-06-13,89.55
2016-06-14,91.1
2016-06-15,90.95
2016-06-16,88.85
2016-06-17,87.95
2016-06-20,88.9
2016-06-21,88.35
2016-06-22,86.95
2016-06-23,86.4
2016-06-24,84.6
2016-06-27,85.65
2016-06-28,87.1
2016-06-29,89.8
2016-06-30,89.85
2016-07-01,90.05
2016-07-04,91.75
2016-07-05,92.7
2016-07-07,92.85
2016-07-08,91.65
2016-07-11,92.15
2016-07-12,90.75
2016-07-13,89.25
2016-07-14,90.05
2016-07-15,90.15
2016-07-18,89.75
2016-07-19,89.15
2016-07-20,89.7
2016-07-21,89.4
2016-07-22,90.15
2016-07-25,92.25
2016-07-26,91.1
2016-07-27,91.0
2016-07-28,91.8
2016-07-29,90.15
2016-08-01,88.95
2016-08-02,88.75
2016-08-03,87.25
2016-08-04,91.1
2016-08-05,102.55
2016-08-08,105.8
2016-08-09,105.55
2016-08-10,102.0
2016-08-11,101.1
2016-08-12,105.2
2016-08-16,106.1
2016-08-17,109.35
2016-08-18,113.1
2016-08-19,113.25
2016-08-22,110.6
2016-08-23,111.2
2016-08-24,125.1
2016-08-25,127.0
2016-08-26,122.65
2016-08-29,130.4
2016-08-30,133.2
2016-08-31,131.85
2016-09-01,133.8
2016-09-02,145.9
2016-09-06,147.45
2016-09-07,145.3
2016-09-08,143.05
2016-09-09,143.0
2016-09-12,135.25
2016-09-14,144.45
2016-09-15,145.25
2016-09-16,146.1
2016-09-19,149.75
2016-09-20,146.4
2016-09-21,147.55
2016-09-22,143.35
2016-09-23,144.75
2016-09-26,143.7
2016-09-27,139.95
2016-09-28,148.5
2016-09-29,141.5
2016-09-30,148.45
2016-10-03,150.65
2016-10-04,154.95
2016-10-05,157.8
2016-10-06,156.6
2016-10-07,152.8
2016-10-10,151.7
2016-10-13,157.7
2016-10-14,154.7
2016-10-17,151.35
2016-10-18,153.95
2016-10-19,150.85
2016-10-20,149.95
2016-10-21,150.35
2016-10-24,148.6
2016-10-25,147.45
2016-10-26,145.5
2016-10-27,139.1
2016-10-28,141.05
2016-10-30,141.8
2016-11-01,147.95
2016-11-02,143.35
2016-11-03,142.7
2016-11-04,137.15
2016-11-07,139.15
2016-11-08,142.15
2016-11-09,137.55
2016-11-10,145.25
2016-11-11,136.6
2016-11-15,123.3
2016-11-16,121.45
2016-11-17,116.7
2016-11-18,122.8
2016-11-21,113.65
2016-11-22,110.7
2016-11-23,112.8
2016-11-24,113.2
2016-11-25,118.4
2016-11-28,117.75
2016-11-29,117.2
2016-11-30,121.9
2016-12-01,118.4
2016-12-02,117.15
2016-12-05,116.95
2016-12-06,122.3
2016-12-07,119.5
2016-12-08,121.05
2016-12-09,121.05
2016-12-12,118.95
2016-12-13,118.8
2016-12-14,117.0
2016-12-15,119.1
2016-12-16,116.8
2016-12-19,115.0
2016-12-20,111.6
2016-12-21,111.95
2016-12-22,111.15
2016-12-23,111.0
2016-12-26,108.5
2016-12-27,110.0
2016-12-28,111.65
2016-12-29,113.6
2016-12-30,113.45
