Date,RKFORGE
2016-01-01,521.8
2016-01-04,511.35
2016-01-05,505.5
2016-01-06,495.8
2016-01-07,480.5
2016-01-08,478.5
2016-01-11,462.05
2016-01-12,437.5
2016-01-13,438.45
2016-01-14,429.45
2016-01-15,414.45
2016-01-18,412.85
2016-01-19,437.4
2016-01-20,421.4
2016-01-21,409.7
2016-01-22,419.7
2016-01-25,419.0
2016-01-27,427.85
2016-01-28,437.65
2016-01-29,424.95
2016-02-01,428.6
2016-02-02,421.4
2016-02-03,412.4
2016-02-04,397.55
2016-02-05,407.95
2016-02-08,412.1
2016-02-09,400.1
2016-02-10,377.2
2016-02-11,337.35
2016-02-12,366.3
2016-02-15,346.15
2016-02-16,343.15
2016-02-17,348.4
2016-02-18,331.8
2016-02-19,335.05
2016-02-22,332.15
2016-02-23,321.85
2016-02-24,305.95
2016-02-25,291.75
2016-02-26,289.8
2016-02-29,284.85
2016-03-01,315.35
2016-03-02,322.1
2016-03-03,324.7
2016-03-04,333.55
2016-03-08,329.8
2016-03-09,338.0
2016-03-10,331.75
2016-03-11,339.9
2016-03-14,343.95
2016-03-15,339.2
2016-03-16,334.85
2016-03-17,337.35
2016-03-18,335.15
2016-03-21,342.65
2016-03-22,345.0
2016-03-23,338.9
2016-03-28,339.75
2016-03-29,339.75
2016-03-30,345.4
2016-03-31,344.1
2016-04-01,350.7
2016-04-04,366.75
2016-04-05,379.5
2016-04-06,398.7
2016-04-07,398.1
2016-04-08,388.55
2016-04-11,406.9
2016-04-12,408.85
2016-04-13,400.05
2016-04-18,407.1
2016-04-20,410.7
2016-04-21,409.25
2016-04-22,407.75
2016-04-25,413.65
2016-04-26,405.65
2016-04-27,408.35
2016-04-28,397.6
2016-04-29,405.9
2016-05-02,411.45
2016-05-03,417.35
2016-05-04,403.8
2016-05-05,407.1
2016-05-06,399.85
2016-05-09,404.3
2016-05-10,396.75
2016-05-11,389.65
2016-05-12,384.8
2016-05-13,376.15
2016-05-16,364.85
2016-05-17,374.8
2016-05-18,371.4
2016-05-19,359.55
2016-05-20,366.2
2016-05-23,375.3
2016-05-24,371.1
2016-05-25,361.5
2016-05-26,382.8
2016-05-27,389.45
2016-05-30,382.8
2016-05-31,384.5
2016-06-01,379.55
2016-06-02,374.9
2016-06-03,387.15
2016-06-06,389.25
2016-06-07,391.2
2016-06-08,419.5
2016-06-09,416.15
2016-06-10,419.25
2016-06-13,442.5
2016-06-14,438.45
2016-06-15,435.1
2016-06-16,429.45
2016-06-17,429.75
2016-06-20,427.65
2016-06-21,421.8
2016-06-22,413.2
2016-06-23,411.75
2016-06-24,401.45
2016-06-27,413.35
2016-06-28,408.75
2016-06-29,426.6
2016-06-30,440.8
2016-07-01,447.75
2016-07-04,451.45
2016-07-05,446.7
2016-07-07,430.35
2016-07-08,411.8
2016-07-11,421.55
2016-07-12,429.4
2016-07-13,434.35
2016-07-14,433.45
2016-07-15,438.75
2016-07-18,425.35
2016-07-19,423.85
2016-07-20,426.0
2016-07-21,419.1
2016-07-22,419.9
2016-07-25,416.1
2016-07-26,413.85
2016-07-27,411.05
2016-07-28,412.7
2016-07-29,411.5
2016-08-01,414.55
2016-08-02,408.85
2016-08-03,397.9
2016-08-04,396.6
2016-08-05,416.3
2016-08-08,415.2
2016-08-09,418.1
2016-08-10,418.5
2016-08-11,420.7
2016-08-12,419.65
2016-08-16,401.8
2016-08-17,409.0
2016-08-18,420.2
2016-08-19,413.35
2016-08-22,414.0
2016-08-23,415.25
2016-08-24,414.65
2016-08-25,415.2
2016-08-26,411.3
2016-08-29,408.9
2016-08-30,406.9
2016-08-31,409.5
2016-09-01,400.2
2016-09-02,403.95
2016-09-06,399.65
2016-09-07,391.45
2016-09-08,388.1
2016-09-09,384.1
2016-09-12,370.95
2016-09-14,377.3
2016-09-15,375.6
2016-09-16,381.15
2016-09-19,382.05
2016-09-20,379.6
2016-09-21,377.65
2016-09-22,375.75
2016-09-23,370.3
2016-09-26,363.4
2016-09-27,354.25
2016-09-28,339.85
2016-09-29,342.2
2016-09-30,344.8
2016-10-03,345.2
2016-10-04,358.1
2016-10-05,362.05
2016-10-06,352.75
2016-10-07,364.8
2016-10-10,358.35
2016-10-13,341.9
2016-10-14,338.75
2016-10-17,332.55
2016-10-18,334.85
2016-10-19,322.4
2016-10-20,316.0
2016-10-21,314.9
2016-10-24,312.05
2016-10-25,323.85
2016-10-26,329.25
2016-10-27,326.55
2016-10-28,334.7
2016-10-30,344.0
2016-11-01,340.8
2016-11-02,328.25
2016-11-03,331.35
2016-11-04,331.95
2016-11-07,335.55
2016-11-08,331.0
2016-11-09,315.85
2016-11-10,339.1
2016-11-11,324.5
2016-11-15,300.85
2016-11-16,297.1
2016-11-17,287.1
2016-11-18,284.45
2016-11-21,274.5
2016-11-22,275.15
2016-11-23,312.7
2016-11-24,301.85
2016-11-25,300.75
2016-11-28,307.85
2016-11-29,307.7
2016-11-30,316.25
2016-12-01,317.95
2016-12-02,307.0
2016-12-05,304.65
2016-12-06,302.6
2016-12-07,299.45
2016-12-08,300.35
2016-12-09,309.45
2016-12-12,298.65
2016-12-13,303.4
2016-12-14,297.7
2016-12-15,298.15
2016-12-16,297.4
2016-12-19,301.45
2016-12-20,300.3
2016-12-21,299.1
2016-12-22,289.0
2016-12-23,297.55
2016-12-26,299.75
2016-12-27,299.0
2016-12-28,292.0
2016-12-29,290.0
2016-12-30,283.15
