Date,FMGOETZE
2016-01-01,353.2
2016-01-04,347.15
2016-01-05,348.15
2016-01-06,345.95
2016-01-07,338.65
2016-01-08,341.9
2016-01-11,338.55
2016-01-12,340.1
2016-01-13,338.0
2016-01-14,333.35
2016-01-15,327.05
2016-01-18,301.25
2016-01-19,297.65
2016-01-20,295.6
2016-01-21,290.35
2016-01-22,298.5
2016-01-25,306.5
2016-01-27,300.95
2016-01-28,299.4
2016-01-29,305.0
2016-02-01,322.45
2016-02-02,325.15
2016-02-03,308.85
2016-02-04,302.6
2016-02-05,339.1
2016-02-08,320.15
2016-02-09,317.25
2016-02-10,307.8
2016-02-11,301.75
2016-02-12,298.05
2016-02-15,304.6
2016-02-16,302.45
2016-02-17,305.9
2016-02-18,305.55
2016-02-19,306.15
2016-02-22,302.6
2016-02-23,307.95
2016-02-24,305.6
2016-02-25,299.85
2016-02-26,292.95
2016-02-29,299.8
2016-03-01,317.25
2016-03-02,316.35
2016-03-03,320.75
2016-03-04,324.8
2016-03-08,320.45
2016-03-09,316.1
2016-03-10,320.1
2016-03-11,315.1
2016-03-14,320.0
2016-03-15,319.45
2016-03-16,317.9
2016-03-17,310.25
2016-03-18,312.75
2016-03-21,315.0
2016-03-22,312.15
2016-03-23,315.35
2016-03-28,315.0
2016-03-29,310.2
2016-03-30,317.75
2016-03-31,324.1
2016-04-01,320.1
2016-04-04,321.45
2016-04-05,321.5
2016-04-06,323.65
2016-04-07,330.8
2016-04-08,335.0
2016-04-11,326.35
2016-04-12,319.05
2016-04-13,328.25
2016-04-18,323.05
2016-04-20,326.55
2016-04-21,318.25
2016-04-22,320.55
2016-04-25,324.5
2016-04-26,323.0
2016-04-27,320.0
2016-04-28,323.55
2016-04-29,317.1
2016-05-02,318.6
2016-05-03,333.75
2016-05-04,329.45
2016-05-05,330.55
2016-05-06,330.5
2016-05-09,326.45
2016-05-10,324.95
2016-05-11,326.55
2016-05-12,327.85
2016-05-13,331.55
2016-05-16,333.8
2016-05-17,331.35
2016-05-18,325.95
2016-05-19,322.6
2016-05-20,317.85
2016-05-23,310.65
2016-05-24,312.85
2016-05-25,315.05
2016-05-26,351.8
2016-05-27,341.2
2016-05-30,342.2
2016-05-31,331.35
2016-06-01,330.0
2016-06-02,329.85
2016-06-03,328.0
2016-06-06,329.85
2016-06-07,335.75
2016-06-08,336.25
2016-06-09,339.95
2016-06-10,338.05
2016-06-13,337.55
2016-06-14,335.0
2016-06-15,335.95
2016-06-16,337.0
2016-06-17,331.9
2016-06-20,331.25
2016-06-21,337.05
2016-06-22,331.15
2016-06-23,323.3
2016-06-24,325.0
2016-06-27,331.0
2016-06-28,335.15
2016-06-29,331.05
2016-06-30,344.2
2016-07-01,347.45
2016-07-04,350.0
2016-07-05,345.4
2016-07-07,357.3
2016-07-08,367.7
2016-07-11,382.8
2016-07-12,350.7
2016-07-13,347.75
2016-07-14,348.35
2016-07-15,343.05
2016-07-18,346.1
2016-07-19,350.25
2016-07-20,351.05
2016-07-21,346.35
2016-07-22,348.4
2016-07-25,354.2
2016-07-26,356.25
2016-07-27,356.55
2016-07-28,357.85
2016-07-29,369.1
2016-08-01,380.35
2016-08-02,372.0
2016-08-03,373.6
2016-08-04,377.75
2016-08-05,385.05
2016-08-08,388.0
2016-08-09,426.25
2016-08-10,409.7
2016-08-11,399.2
2016-08-12,454.75
2016-08-16,438.1
2016-08-17,432.75
2016-08-18,428.4
2016-08-19,425.7
2016-08-22,431.55
2016-08-23,429.2
2016-08-24,434.7
2016-08-25,449.35
2016-08-26,441.0
2016-08-29,452.0
2016-08-30,456.65
2016-08-31,452.0
2016-09-01,448.85
2016-09-02,448.25
2016-09-06,440.75
2016-09-07,528.9
2016-09-08,489.75
2016-09-09,471.95
2016-09-12,470.6
2016-09-14,470.7
2016-09-15,471.95
2016-09-16,471.05
2016-09-19,469.7
2016-09-20,462.45
2016-09-21,458.6
2016-09-22,476.05
2016-09-23,479.4
2016-09-26,476.55
2016-09-27,469.4
2016-09-28,465.15
2016-09-29,446.4
2016-09-30,459.2
2016-10-03,473.5
2016-10-04,483.7
2016-10-05,489.1
2016-10-06,502.65
2016-10-07,500.4
2016-10-10,507.45
2016-10-13,488.35
2016-10-14,486.7
2016-10-17,479.7
2016-10-18,485.55
2016-10-19,490.7
2016-10-20,486.55
2016-10-21,478.85
2016-10-24,490.8
2016-10-25,486.6
2016-10-26,489.75
2016-10-27,480.35
2016-10-28,478.0
2016-10-30,480.0
2016-11-01,480.35
2016-11-02,474.35
2016-11-03,461.9
2016-11-04,450.0
2016-11-07,514.25
2016-11-08,518.85
2016-11-09,506.1
2016-11-10,544.3
2016-11-11,524.3
2016-11-15,521.1
2016-11-16,503.65
2016-11-17,502.85
2016-11-18,509.55
2016-11-21,480.8
2016-11-22,494.9
2016-11-23,497.65
2016-11-24,500.75
2016-11-25,494.85
2016-11-28,501.95
2016-11-29,499.4
2016-11-30,513.85
2016-12-01,506.9
2016-12-02,500.55
2016-12-05,505.15
2016-12-06,502.15
2016-12-07,498.7
2016-12-08,502.3
2016-12-09,499.7
2016-12-12,491.85
2016-12-13,498.65
2016-12-14,501.25
2016-12-15,498.1
2016-12-16,494.75
2016-12-19,489.95
2016-12-20,488.85
2016-12-21,479.1
2016-12-22,471.95
2016-12-23,467.65
2016-12-26,467.8
2016-12-27,479.7
2016-12-28,492.5
2016-12-29,490.9
2016-12-30,491.75
