Date,WOCKPHARMA
2016-01-01,1603.75
2016-01-04,1578.4
2016-01-05,1579.7
2016-01-06,1576.6
2016-01-07,1545.8
2016-01-08,1583.35
2016-01-11,1557.55
2016-01-12,1619.35
2016-01-13,1571.7
2016-01-14,1514.9
2016-01-15,1287.0
2016-01-18,1209.55
2016-01-19,1211.5
2016-01-20,1199.15
2016-01-21,1189.55
2016-01-22,1201.7
2016-01-25,1227.55
2016-01-27,1220.5
2016-01-28,1253.9
2016-01-29,1273.45
2016-02-01,1240.95
2016-02-02,1213.3
2016-02-03,1142.7
2016-02-04,1019.05
2016-02-05,1043.8
2016-02-08,1011.75
2016-02-09,987.7
2016-02-10,955.85
2016-02-11,877.1
2016-02-12,762.1
2016-02-15,758.0
2016-02-16,793.4
2016-02-17,796.6
2016-02-18,791.8
2016-02-19,805.4
2016-02-22,810.7
2016-02-23,788.55
2016-02-24,789.9
2016-02-25,786.05
2016-02-26,781.35
2016-02-29,760.15
2016-03-01,801.5
2016-03-02,881.4
2016-03-03,917.2
2016-03-04,910.95
2016-03-08,965.95
2016-03-09,979.1
2016-03-10,966.75
2016-03-11,971.85
2016-03-14,995.9
2016-03-15,978.0
2016-03-16,959.65
2016-03-17,952.4
2016-03-18,935.0
2016-03-21,948.2
2016-03-22,958.0
2016-03-23,957.3
2016-03-28,940.85
2016-03-29,947.5
2016-03-30,954.5
2016-03-31,973.95
2016-04-01,977.35
2016-04-04,969.95
2016-04-05,951.7
2016-04-06,942.85
2016-04-07,952.5
2016-04-08,957.5
2016-04-11,967.55
2016-04-12,1028.8
2016-04-13,1032.95
2016-04-18,1035.15
2016-04-20,1049.55
2016-04-21,1021.5
2016-04-22,1023.45
2016-04-25,1007.95
2016-04-26,1036.8
2016-04-27,1028.85
2016-04-28,997.9
2016-04-29,992.05
2016-05-02,1007.85
2016-05-03,994.35
2016-05-04,970.1
2016-05-05,970.8
2016-05-06,937.5
2016-05-09,950.2
2016-05-10,958.75
2016-05-11,944.85
2016-05-12,947.2
2016-05-13,933.4
2016-05-16,935.45
2016-05-17,948.8
2016-05-18,954.75
2016-05-19,927.45
2016-05-20,925.05
2016-05-23,907.95
2016-05-24,872.85
2016-05-25,880.5
2016-05-26,900.35
2016-05-27,926.65
2016-05-30,931.7
2016-05-31,916.95
2016-06-01,928.0
2016-06-02,934.4
2016-06-03,922.75
2016-06-06,923.85
2016-06-07,930.75
2016-06-08,957.45
2016-06-09,942.2
2016-06-10,938.55
2016-06-13,916.85
2016-06-14,919.9
2016-06-15,924.1
2016-06-16,907.1
2016-06-17,884.35
2016-06-20,895.7
2016-06-21,900.1
2016-06-22,887.5
2016-06-23,881.15
2016-06-24,888.9
2016-06-27,898.35
2016-06-28,909.55
2016-06-29,914.85
2016-06-30,933.9
2016-07-01,937.1
2016-07-04,952.05
2016-07-05,956.4
2016-07-07,938.7
2016-07-08,950.9
2016-07-11,973.5
2016-07-12,960.3
2016-07-13,951.6
2016-07-14,949.05
2016-07-15,939.05
2016-07-18,924.25
2016-07-19,921.95
2016-07-20,1037.1
2016-07-21,991.2
2016-07-22,974.85
2016-07-25,980.95
2016-07-26,963.6
2016-07-27,987.8
2016-07-28,990.55
2016-07-29,1008.6
2016-08-01,998.35
2016-08-02,985.85
2016-08-03,1001.05
2016-08-04,1010.4
2016-08-05,1015.15
2016-08-08,915.05
2016-08-09,908.45
2016-08-10,876.75
2016-08-11,867.4
2016-08-12,810.65
2016-08-16,780.95
2016-08-17,788.7
2016-08-18,790.8
2016-08-19,797.3
2016-08-22,786.75
2016-08-23,792.05
2016-08-24,803.2
2016-08-25,830.1
2016-08-26,818.45
2016-08-29,820.05
2016-08-30,830.25
2016-08-31,817.65
2016-09-01,809.2
2016-09-02,816.95
2016-09-06,821.2
2016-09-07,832.1
2016-09-08,876.95
2016-09-09,856.55
2016-09-12,818.65
2016-09-14,831.85
2016-09-15,837.75
2016-09-16,909.65
2016-09-19,890.65
2016-09-20,911.35
2016-09-21,891.45
2016-09-22,898.6
2016-09-23,883.95
2016-09-26,910.05
2016-09-27,903.5
2016-09-28,904.6
2016-09-29,863.9
2016-09-30,878.35
2016-10-03,896.0
2016-10-04,920.4
2016-10-05,912.9
2016-10-06,899.85
2016-10-07,894.25
2016-10-10,889.75
2016-10-13,875.25
2016-10-14,876.0
2016-10-17,862.05
2016-10-18,872.7
2016-10-19,881.55
2016-10-20,879.6
2016-10-21,876.4
2016-10-24,885.05
2016-10-25,879.7
2016-10-26,863.75
2016-10-27,853.2
2016-10-28,868.85
2016-10-30,871.2
2016-11-01,880.0
2016-11-02,848.8
2016-11-03,835.5
2016-11-04,797.55
2016-11-07,811.45
2016-11-08,804.6
2016-11-09,790.1
2016-11-10,813.85
2016-11-11,784.1
2016-11-15,760.2
2016-11-16,741.15
2016-11-17,727.35
2016-11-18,730.75
2016-11-21,692.75
2016-11-22,689.2
2016-11-23,674.3
2016-11-24,672.05
2016-11-25,674.7
2016-11-28,684.7
2016-11-29,694.65
2016-11-30,701.3
2016-12-01,704.4
2016-12-02,693.15
2016-12-05,687.9
2016-12-06,693.85
2016-12-07,685.45
2016-12-08,692.55
2016-12-09,692.2
2016-12-12,688.0
2016-12-13,690.1
2016-12-14,700.6
2016-12-15,693.4
2016-12-16,684.55
2016-12-19,682.75
2016-12-20,683.3
2016-12-21,669.05
2016-12-22,662.3
2016-12-23,661.9
2016-12-26,636.2
2016-12-27,640.6
2016-12-28,646.25
2016-12-29,648.4
2016-12-30,657.75
