Date,FCONSUMER
2016-01-01,25.95
2016-01-04,25.45
2016-01-05,25.7
2016-01-06,24.9
2016-01-07,23.85
2016-01-08,24.5
2016-01-11,23.9
2016-01-12,22.85
2016-01-13,22.15
2016-01-14,22.1
2016-01-15,21.8
2016-01-18,22.05
2016-01-19,21.7
2016-01-20,20.9
2016-01-21,20.95
2016-01-22,21.45
2016-01-25,21.25
2016-01-27,21.4
2016-01-28,21.4
2016-01-29,21.4
2016-02-01,23.9
2016-02-02,22.8
2016-02-03,21.9
2016-02-04,21.3
2016-02-05,21.55
2016-02-08,21.95
2016-02-09,21.55
2016-02-10,21.55
2016-02-11,19.75
2016-02-12,19.4
2016-02-15,20.4
2016-02-16,19.65
2016-02-17,20.1
2016-02-18,20.7
2016-02-19,20.75
2016-02-22,20.8
2016-02-23,20.35
2016-02-24,19.8
2016-02-25,19.55
2016-02-26,19.65
2016-02-29,19.55
2016-03-01,21.2
2016-03-02,21.9
2016-03-03,21.0
2016-03-04,21.4
2016-03-08,21.35
2016-03-09,21.4
2016-03-10,21.1
2016-03-11,20.8
2016-03-14,20.45
2016-03-15,20.4
2016-03-16,20.4
2016-03-17,20.45
2016-03-18,20.5
2016-03-21,20.4
2016-03-22,19.95
2016-03-23,20.0
2016-03-28,19.65
2016-03-29,20.0
2016-03-30,20.7
2016-03-31,20.5
2016-04-01,20.4
2016-04-04,21.15
2016-04-05,20.65
2016-04-06,21.0
2016-04-07,20.85
2016-04-08,20.85
2016-04-11,21.05
2016-04-12,21.3
2016-04-13,21.4
2016-04-18,21.25
2016-04-20,22.1
2016-04-21,21.35
2016-04-22,21.35
2016-04-25,21.55
2016-04-26,22.7
2016-04-27,22.95
2016-04-28,22.15
2016-04-29,22.2
2016-05-02,22.45
2016-05-03,22.6
2016-05-04,21.7
2016-05-05,21.7
2016-05-06,21.5
2016-05-09,21.8
2016-05-10,21.8
2016-05-11,21.35
2016-05-12,21.35
2016-05-13,21.2
2016-05-16,21.05
2016-05-17,21.6
2016-05-18,22.5
2016-05-19,21.8
2016-05-20,21.7
2016-05-23,22.25
2016-05-24,21.55
2016-05-25,21.45
2016-05-26,21.4
2016-05-27,21.3
2016-05-30,21.25
2016-05-31,20.95
2016-06-01,20.65
2016-06-02,20.7
2016-06-03,20.3
2016-06-06,20.15
2016-06-07,20.1
2016-06-08,20.6
2016-06-09,20.1
2016-06-10,20.85
2016-06-13,22.05
2016-06-14,21.8
2016-06-15,21.9
2016-06-16,21.8
2016-06-17,23.5
2016-06-20,23.2
2016-06-21,22.6
2016-06-22,22.25
2016-06-23,22.0
2016-06-24,21.55
2016-06-27,23.45
2016-06-28,24.1
2016-06-29,24.15
2016-06-30,23.6
2016-07-01,22.9
2016-07-04,23.05
2016-07-05,22.6
2016-07-07,22.55
2016-07-08,22.65
2016-07-11,22.85
2016-07-12,22.55
2016-07-13,22.05
2016-07-14,21.9
2016-07-15,21.6
2016-07-18,21.3
2016-07-19,21.65
2016-07-20,21.85
2016-07-21,21.8
2016-07-22,22.35
2016-07-25,22.4
2016-07-26,22.25
2016-07-27,22.05
2016-07-28,22.05
2016-07-29,22.1
2016-08-01,21.95
2016-08-02,21.75
2016-08-03,21.2
2016-08-04,21.2
2016-08-05,21.6
2016-08-08,21.85
2016-08-09,21.7
2016-08-10,21.5
2016-08-11,21.4
2016-08-12,21.5
2016-08-16,21.65
2016-08-17,21.5
2016-08-18,21.5
2016-08-19,21.4
2016-08-22,21.9
2016-08-23,22.0
2016-08-24,22.0
2016-08-25,22.05
2016-08-26,22.05
2016-08-29,21.7
2016-08-30,21.35
2016-08-31,20.7
2016-09-01,20.2
2016-09-02,20.25
2016-09-06,20.3
2016-09-07,20.1
2016-09-08,19.95
2016-09-09,20.45
2016-09-12,20.3
2016-09-14,20.85
2016-09-15,21.2
2016-09-16,20.5
2016-09-19,21.8
2016-09-20,21.3
2016-09-21,21.0
2016-09-22,20.85
2016-09-23,20.4
2016-09-26,20.3
2016-09-27,20.1
2016-09-28,20.25
2016-09-29,19.65
2016-09-30,20.25
2016-10-03,20.1
2016-10-04,19.9
2016-10-05,19.9
2016-10-06,19.6
2016-10-07,19.4
2016-10-10,19.35
2016-10-13,19.1
2016-10-14,19.35
2016-10-17,19.4
2016-10-18,20.15
2016-10-19,21.3
2016-10-20,22.55
2016-10-21,22.4
2016-10-24,23.05
2016-10-25,23.45
2016-10-26,24.3
2016-10-27,23.35
2016-10-28,23.1
2016-10-30,23.1
2016-11-01,22.45
2016-11-02,21.55
2016-11-03,21.0
2016-11-04,20.1
2016-11-07,21.75
2016-11-08,21.65
2016-11-09,20.6
2016-11-10,21.4
2016-11-11,20.4
2016-11-15,19.2
2016-11-16,19.9
2016-11-17,19.5
2016-11-18,19.95
2016-11-21,18.9
2016-11-22,19.9
2016-11-23,20.8
2016-11-24,20.95
2016-11-25,20.9
2016-11-28,20.35
2016-11-29,20.75
2016-11-30,20.8
2016-12-01,21.0
2016-12-02,20.65
2016-12-05,20.9
2016-12-06,20.85
2016-12-07,20.65
2016-12-08,20.55
2016-12-09,20.8
2016-12-12,20.85
2016-12-13,20.7
2016-12-14,20.5
2016-12-15,20.4
2016-12-16,20.1
2016-12-19,19.95
2016-12-20,20.0
2016-12-21,19.85
2016-12-22,19.65
2016-12-23,19.6
2016-12-26,19.3
2016-12-27,19.6
2016-12-28,19.8
2016-12-29,19.7
2016-12-30,19.75
