Date,GRPLTD
2016-08-11,1395.65
2016-08-12,1400.0
2016-08-16,1400.0
2016-08-17,1400.0
2016-08-18,1400.0
2016-08-19,1400.1
2016-08-22,1399.8
2016-08-23,1397.95
2016-08-24,1408.25
2016-08-25,1396.8
2016-08-26,1397.1
2016-08-29,1382.0
2016-08-30,1400.0
2016-08-31,1400.05
2016-09-01,1408.0
2016-09-02,1408.0
2016-09-06,1420.0
2016-09-07,1419.9
2016-09-08,1405.75
2016-09-09,1422.95
2016-09-12,1402.0
2016-09-14,1383.35
2016-09-15,1420.45
2016-09-16,1424.1
2016-09-19,1420.0
2016-09-20,1410.0
2016-09-21,1417.4
2016-09-22,1400.0
2016-09-23,1424.9
2016-09-26,1403.1
2016-09-27,1400.0
2016-09-28,1400.0
2016-09-29,1375.0
2016-09-30,1425.85
2016-10-03,1602.6
2016-10-04,1546.55
2016-10-05,1579.2
2016-10-06,1602.15
2016-10-07,1543.1
2016-10-10,1534.6
2016-10-13,1557.0
2016-10-14,1570.0
2016-10-17,1507.0
2016-10-18,1510.0
2016-10-19,1535.0
2016-10-20,1502.65
2016-10-21,1512.05
2016-10-24,1548.0
2016-10-25,1518.0
2016-10-26,1493.3
2016-10-27,1490.0
2016-10-28,1524.95
2016-10-30,1500.0
2016-11-01,1529.95
2016-11-02,1528.95
2016-11-03,1550.0
2016-11-04,1503.9
2016-11-07,1495.8
2016-11-08,1482.5
2016-11-09,1499.0
2016-11-10,1606.15
2016-11-11,1539.5
2016-11-15,1460.0
2016-11-16,1452.4
2016-11-17,1479.8
2016-11-21,1471.3
2016-11-22,1445.4
2016-11-23,1450.0
2016-11-24,1450.0
2016-11-25,1450.0
2016-11-28,1425.0
2016-11-30,1473.45
2016-12-01,1438.4
2016-12-02,1440.0
2016-12-05,1405.65
2016-12-06,1484.5
2016-12-07,1425.5
2016-12-08,1499.75
2016-12-09,1481.0
2016-12-12,1498.95
2016-12-13,1505.05
2016-12-14,1494.95
2016-12-15,1496.0
2016-12-16,1436.3
2016-12-19,1432.95
2016-12-20,1400.0
2016-12-21,1414.4
2016-12-22,1427.0
2016-12-26,1381.25
2016-12-28,1410.8
2016-12-29,1425.0
2016-12-30,1400.0
