Date,TWL
2016-01-01,164.25
2016-01-04,155.75
2016-01-05,159.35
2016-01-06,156.7
2016-01-07,149.9
2016-01-08,151.85
2016-01-11,145.95
2016-01-12,147.5
2016-01-13,140.65
2016-01-14,134.5
2016-01-15,129.15
2016-01-18,111.75
2016-01-19,118.75
2016-01-20,116.5
2016-01-21,120.1
2016-01-22,133.45
2016-01-25,136.15
2016-01-27,134.25
2016-01-28,138.45
2016-01-29,138.95
2016-02-01,144.25
2016-02-02,144.25
2016-02-03,138.05
2016-02-04,138.65
2016-02-05,140.85
2016-02-08,141.65
2016-02-09,139.65
2016-02-10,135.05
2016-02-11,118.85
2016-02-12,115.45
2016-02-15,128.0
2016-02-16,123.1
2016-02-17,125.7
2016-02-18,128.15
2016-02-19,137.45
2016-02-22,137.15
2016-02-23,127.05
2016-02-24,123.85
2016-02-25,112.65
2016-02-26,91.6
2016-02-29,88.35
2016-03-01,96.95
2016-03-02,95.1
2016-03-03,95.95
2016-03-04,95.3
2016-03-08,93.2
2016-03-09,92.15
2016-03-10,92.65
2016-03-11,91.4
2016-03-14,91.9
2016-03-15,91.25
2016-03-16,95.95
2016-03-17,94.9
2016-03-18,95.5
2016-03-21,97.1
2016-03-22,102.7
2016-03-23,104.5
2016-03-28,95.8
2016-03-29,95.0
2016-03-30,96.5
2016-03-31,95.1
2016-04-01,94.5
2016-04-04,94.4
2016-04-05,92.2
2016-04-06,93.2
2016-04-07,94.65
2016-04-08,93.45
2016-04-11,94.7
2016-04-12,95.85
2016-04-13,96.1
2016-04-18,96.5
2016-04-20,103.25
2016-04-21,99.8
2016-04-22,100.35
2016-04-25,98.95
2016-04-26,100.75
2016-04-27,100.7
2016-04-28,98.55
2016-04-29,91.6
2016-05-02,91.65
2016-05-03,90.95
2016-05-04,89.3
2016-05-05,89.7
2016-05-06,89.2
2016-05-09,91.75
2016-05-10,90.55
2016-05-11,89.6
2016-05-12,89.85
2016-05-13,89.5
2016-05-16,89.9
2016-05-17,89.15
2016-05-18,88.9
2016-05-19,89.05
2016-05-20,88.4
2016-05-23,87.15
2016-05-24,84.35
2016-05-25,84.85
2016-05-26,85.95
2016-05-27,87.5
2016-05-30,90.7
2016-05-31,91.85
2016-06-01,90.35
2016-06-02,88.85
2016-06-03,86.9
2016-06-06,88.25
2016-06-07,88.85
2016-06-08,90.45
2016-06-09,90.25
2016-06-10,91.1
2016-06-13,89.4
2016-06-14,90.65
2016-06-15,90.95
2016-06-16,94.1
2016-06-17,93.3
2016-06-20,93.25
2016-06-21,91.75
2016-06-22,90.35
2016-06-23,89.85
2016-06-24,88.05
2016-06-27,89.6
2016-06-28,91.9
2016-06-29,91.7
2016-06-30,90.15
2016-07-01,90.85
2016-07-04,91.45
2016-07-05,90.9
2016-07-07,94.55
2016-07-08,93.35
2016-07-11,93.4
2016-07-12,93.15
2016-07-13,92.65
2016-07-14,95.95
2016-07-15,95.8
2016-07-18,96.1
2016-07-19,96.0
2016-07-20,96.8
2016-07-21,96.5
2016-07-22,100.15
2016-07-25,102.0
2016-07-26,99.85
2016-07-27,100.1
2016-07-28,101.45
2016-07-29,102.0
2016-08-01,100.65
2016-08-02,99.2
2016-08-03,97.95
2016-08-04,97.9
2016-08-05,98.65
2016-08-08,97.9
2016-08-09,97.55
2016-08-10,96.75
2016-08-11,96.6
2016-08-12,96.85
2016-08-16,98.7
2016-08-17,99.65
2016-08-18,101.4
2016-08-19,101.15
2016-08-22,109.0
2016-08-23,111.55
2016-08-24,109.1
2016-08-25,113.05
2016-08-26,112.05
2016-08-29,119.25
2016-08-30,120.6
2016-08-31,120.9
2016-09-01,117.55
2016-09-02,118.2
2016-09-06,121.0
2016-09-07,118.85
2016-09-08,120.2
2016-09-09,121.35
2016-09-12,116.65
2016-09-14,118.55
2016-09-15,121.05
2016-09-16,118.25
2016-09-19,118.1
2016-09-20,117.45
2016-09-21,120.45
2016-09-22,121.3
2016-09-23,119.1
2016-09-26,118.2
2016-09-27,117.7
2016-09-28,118.8
2016-09-29,107.35
2016-09-30,113.25
2016-10-03,117.3
2016-10-04,116.95
2016-10-05,115.2
2016-10-06,114.45
2016-10-07,113.9
2016-10-10,113.25
2016-10-13,111.25
2016-10-14,112.85
2016-10-17,113.85
2016-10-18,114.8
2016-10-19,117.85
2016-10-20,116.9
2016-10-21,115.3
2016-10-24,116.7
2016-10-25,116.4
2016-10-26,116.4
2016-10-27,114.85
2016-10-28,115.35
2016-10-30,116.2
2016-11-01,116.15
2016-11-02,113.65
2016-11-03,112.4
2016-11-04,109.2
2016-11-07,111.35
2016-11-08,114.65
2016-11-09,112.4
2016-11-10,114.85
2016-11-11,113.05
2016-11-15,107.95
2016-11-16,107.25
2016-11-17,102.65
2016-11-18,101.2
2016-11-21,101.6
2016-11-22,101.15
2016-11-23,103.45
2016-11-24,105.65
2016-11-25,106.35
2016-11-28,105.9
2016-11-29,112.6
2016-11-30,113.65
2016-12-01,112.4
2016-12-02,108.8
2016-12-05,110.85
2016-12-06,111.75
2016-12-07,110.4
2016-12-08,113.8
2016-12-09,113.9
2016-12-12,117.1
2016-12-13,116.95
2016-12-14,114.15
2016-12-15,120.35
2016-12-16,127.4
2016-12-19,131.0
2016-12-20,131.9
2016-12-21,130.55
2016-12-22,131.05
2016-12-23,130.6
2016-12-26,119.05
2016-12-27,124.75
2016-12-28,122.75
2016-12-29,123.05
2016-12-30,123.25
