Date,CASTROLIND
2016-01-01,448.7
2016-01-04,440.35
2016-01-05,446.8
2016-01-06,441.35
2016-01-07,434.8
2016-01-08,437.4
2016-01-11,437.55
2016-01-12,441.6
2016-01-13,435.1
2016-01-14,433.4
2016-01-15,430.0
2016-01-18,418.3
2016-01-19,419.1
2016-01-20,408.7
2016-01-21,409.1
2016-01-22,417.9
2016-01-25,421.95
2016-01-27,426.25
2016-01-28,417.0
2016-01-29,420.15
2016-02-01,415.5
2016-02-02,410.2
2016-02-03,408.25
2016-02-04,409.85
2016-02-05,412.25
2016-02-08,409.65
2016-02-09,408.85
2016-02-10,407.75
2016-02-11,386.55
2016-02-12,389.1
2016-02-15,399.2
2016-02-16,391.95
2016-02-17,396.5
2016-02-18,394.65
2016-02-19,389.55
2016-02-22,406.9
2016-02-23,405.85
2016-02-24,408.2
2016-02-25,376.3
2016-02-26,371.2
2016-02-29,367.4
2016-03-01,364.55
2016-03-02,367.85
2016-03-03,367.8
2016-03-04,365.2
2016-03-08,366.05
2016-03-09,368.1
2016-03-10,376.8
2016-03-11,375.3
2016-03-14,372.25
2016-03-15,371.65
2016-03-16,374.25
2016-03-17,371.05
2016-03-18,372.15
2016-03-21,379.3
2016-03-22,377.1
2016-03-23,374.85
2016-03-28,364.9
2016-03-29,371.8
2016-03-30,381.6
2016-03-31,374.15
2016-04-01,376.7
2016-04-04,377.0
2016-04-05,374.9
2016-04-06,375.95
2016-04-07,375.25
2016-04-08,377.1
2016-04-11,379.1
2016-04-12,382.25
2016-04-13,380.35
2016-04-18,377.9
2016-04-20,376.95
2016-04-21,383.15
2016-04-22,392.75
2016-04-25,395.9
2016-04-26,394.9
2016-04-27,389.6
2016-04-28,389.35
2016-04-29,396.3
2016-05-02,394.9
2016-05-03,397.25
2016-05-04,387.95
2016-05-05,411.75
2016-05-06,413.35
2016-05-09,420.35
2016-05-10,424.75
2016-05-11,424.1
2016-05-12,428.5
2016-05-13,422.9
2016-05-16,415.45
2016-05-17,396.5
2016-05-18,385.25
2016-05-19,375.3
2016-05-20,374.25
2016-05-23,370.3
2016-05-24,365.6
2016-05-25,372.4
2016-05-26,375.7
2016-05-27,376.75
2016-05-30,376.3
2016-05-31,374.95
2016-06-01,374.2
2016-06-02,372.95
2016-06-03,379.05
2016-06-06,385.75
2016-06-07,385.0
2016-06-08,387.9
2016-06-09,388.5
2016-06-10,384.45
2016-06-13,382.9
2016-06-14,375.15
2016-06-15,375.1
2016-06-16,373.6
2016-06-17,373.2
2016-06-20,374.15
2016-06-21,376.6
2016-06-22,374.75
2016-06-23,374.15
2016-06-24,369.65
2016-06-27,372.25
2016-06-28,374.6
2016-06-29,378.35
2016-06-30,379.0
2016-07-01,393.65
2016-07-04,398.85
2016-07-05,403.25
2016-07-07,405.35
2016-07-08,400.45
2016-07-11,402.8
2016-07-12,404.9
2016-07-13,401.85
2016-07-14,402.25
2016-07-15,402.25
2016-07-18,405.05
2016-07-19,408.25
2016-07-20,413.95
2016-07-21,411.15
2016-07-22,413.75
2016-07-25,412.4
2016-07-26,410.75
2016-07-27,418.95
2016-07-28,435.95
2016-07-29,442.4
2016-08-01,441.9
2016-08-02,429.05
2016-08-03,428.45
2016-08-04,424.3
2016-08-05,421.65
2016-08-08,417.4
2016-08-09,418.2
2016-08-10,405.05
2016-08-11,405.7
2016-08-12,408.3
2016-08-16,413.45
2016-08-17,412.35
2016-08-18,405.1
2016-08-19,406.1
2016-08-22,416.9
2016-08-23,416.8
2016-08-24,425.65
2016-08-25,425.75
2016-08-26,426.55
2016-08-29,425.75
2016-08-30,426.7
2016-08-31,447.05
2016-09-01,463.5
2016-09-02,459.95
2016-09-06,473.15
2016-09-07,467.4
2016-09-08,469.65
2016-09-09,471.2
2016-09-12,464.5
2016-09-14,444.65
2016-09-15,439.7
2016-09-16,442.2
2016-09-19,422.55
2016-09-20,462.45
2016-09-21,458.3
2016-09-22,470.45
2016-09-23,472.1
2016-09-26,466.9
2016-09-27,471.25
2016-09-28,474.15
2016-09-29,456.25
2016-09-30,474.95
2016-10-03,486.75
2016-10-04,484.95
2016-10-05,486.3
2016-10-06,474.0
2016-10-07,481.65
2016-10-10,474.55
2016-10-13,466.15
2016-10-14,467.6
2016-10-17,462.55
2016-10-18,473.45
2016-10-19,469.45
2016-10-20,472.3
2016-10-21,467.35
2016-10-24,467.4
2016-10-25,468.35
2016-10-26,470.0
2016-10-27,457.65
2016-10-28,458.4
2016-10-30,457.6
2016-11-01,452.15
2016-11-02,434.8
2016-11-03,433.5
2016-11-04,430.0
2016-11-07,434.35
2016-11-08,434.4
2016-11-09,434.65
2016-11-10,432.7
2016-11-11,419.7
2016-11-15,405.55
2016-11-16,398.3
2016-11-17,401.05
2016-11-18,391.0
2016-11-21,385.6
2016-11-22,386.3
2016-11-23,393.25
2016-11-24,384.7
2016-11-25,397.75
2016-11-28,395.4
2016-11-29,401.85
2016-11-30,407.65
2016-12-01,397.7
2016-12-02,393.3
2016-12-05,397.9
2016-12-06,398.0
2016-12-07,398.1
2016-12-08,403.65
2016-12-09,400.95
2016-12-12,393.15
2016-12-13,388.75
2016-12-14,383.1
2016-12-15,376.05
2016-12-16,371.15
2016-12-19,374.9
2016-12-20,370.9
2016-12-21,371.8
2016-12-22,362.9
2016-12-23,366.55
2016-12-26,358.0
2016-12-27,367.0
2016-12-28,374.25
2016-12-29,377.6
2016-12-30,380.65
