Date,MPSLTD
2016-01-01,799.55
2016-01-04,775.0
2016-01-05,776.15
2016-01-06,770.15
2016-01-07,765.0
2016-01-08,766.1
2016-01-11,763.1
2016-01-12,750.85
2016-01-13,729.8
2016-01-14,733.9
2016-01-15,721.85
2016-01-18,641.0
2016-01-19,677.15
2016-01-20,623.05
2016-01-21,625.2
2016-01-22,655.7
2016-01-25,689.1
2016-01-27,636.15
2016-01-28,657.1
2016-01-29,656.2
2016-02-01,681.0
2016-02-02,679.5
2016-02-03,673.0
2016-02-04,664.55
2016-02-05,672.75
2016-02-08,670.1
2016-02-09,670.6
2016-02-10,664.2
2016-02-11,645.65
2016-02-12,632.05
2016-02-15,675.85
2016-02-16,660.95
2016-02-17,638.45
2016-02-18,642.45
2016-02-19,644.05
2016-02-22,630.2
2016-02-23,640.95
2016-02-24,625.65
2016-02-25,634.7
2016-02-26,644.15
2016-02-29,641.85
2016-03-01,647.4
2016-03-02,654.45
2016-03-03,668.85
2016-03-04,656.35
2016-03-08,645.5
2016-03-09,658.8
2016-03-10,645.15
2016-03-11,655.65
2016-03-14,701.1
2016-03-15,702.15
2016-03-16,701.7
2016-03-17,703.6
2016-03-18,706.7
2016-03-21,700.2
2016-03-22,700.0
2016-03-23,680.45
2016-03-28,662.6
2016-03-29,675.1
2016-03-30,672.75
2016-03-31,660.7
2016-04-01,671.45
2016-04-04,693.05
2016-04-05,689.55
2016-04-06,693.05
2016-04-07,704.05
2016-04-08,691.0
2016-04-11,687.3
2016-04-12,678.8
2016-04-13,678.45
2016-04-18,676.8
2016-04-20,696.4
2016-04-21,686.05
2016-04-22,683.6
2016-04-25,684.7
2016-04-26,700.0
2016-04-27,690.7
2016-04-28,688.1
2016-04-29,679.3
2016-05-02,678.35
2016-05-03,660.05
2016-05-04,658.7
2016-05-05,659.95
2016-05-06,661.15
2016-05-09,695.8
2016-05-10,699.05
2016-05-11,716.55
2016-05-12,716.25
2016-05-13,733.45
2016-05-16,740.15
2016-05-17,713.95
2016-05-18,698.05
2016-05-19,689.95
2016-05-20,652.7
2016-05-23,656.8
2016-05-24,663.5
2016-05-25,671.85
2016-05-26,661.2
2016-05-27,648.5
2016-05-30,665.7
2016-05-31,660.15
2016-06-01,657.75
2016-06-02,658.3
2016-06-03,657.8
2016-06-06,650.0
2016-06-07,661.8
2016-06-08,678.8
2016-06-09,681.1
2016-06-10,689.85
2016-06-13,688.65
2016-06-14,693.9
2016-06-15,715.2
2016-06-16,722.7
2016-06-17,729.6
2016-06-20,742.75
2016-06-21,719.7
2016-06-22,730.3
2016-06-23,719.7
2016-06-24,713.1
2016-06-27,705.95
2016-06-28,706.3
2016-06-29,709.7
2016-06-30,714.9
2016-07-01,729.05
2016-07-04,735.6
2016-07-05,731.25
2016-07-07,744.25
2016-07-08,747.15
2016-07-11,745.45
2016-07-12,747.45
2016-07-13,743.5
2016-07-14,752.85
2016-07-15,741.95
2016-07-18,746.65
2016-07-19,698.85
2016-07-20,689.45
2016-07-21,687.35
2016-07-22,695.65
2016-07-25,697.7
2016-07-26,674.9
2016-07-27,677.2
2016-07-28,685.05
2016-07-29,676.05
2016-08-01,669.0
2016-08-02,655.85
2016-08-03,653.65
2016-08-04,656.3
2016-08-05,662.55
2016-08-08,651.8
2016-08-09,659.1
2016-08-10,650.35
2016-08-11,650.45
2016-08-12,650.75
2016-08-16,664.6
2016-08-17,665.15
2016-08-18,682.55
2016-08-19,695.3
2016-08-22,676.8
2016-08-23,672.85
2016-08-24,666.55
2016-08-25,675.7
2016-08-26,658.3
2016-08-29,649.95
2016-08-30,650.0
2016-08-31,646.35
2016-09-01,650.25
2016-09-02,653.55
2016-09-06,656.15
2016-09-07,666.5
2016-09-08,677.0
2016-09-09,671.75
2016-09-12,658.05
2016-09-14,656.5
2016-09-15,655.85
2016-09-16,651.8
2016-09-19,649.85
2016-09-20,652.95
2016-09-21,647.85
2016-09-22,642.75
2016-09-23,643.9
2016-09-26,642.65
2016-09-27,643.0
2016-09-28,641.8
2016-09-29,635.25
2016-09-30,636.0
2016-10-03,644.55
2016-10-04,659.8
2016-10-05,672.15
2016-10-06,658.6
2016-10-07,655.25
2016-10-10,675.0
2016-10-13,661.25
2016-10-14,669.9
2016-10-17,670.6
2016-10-18,671.75
2016-10-19,686.85
2016-10-20,680.4
2016-10-21,678.15
2016-10-24,700.9
2016-10-25,680.7
2016-10-26,680.45
2016-10-27,680.6
2016-10-28,686.5
2016-10-30,702.2
2016-11-01,676.45
2016-11-02,680.75
2016-11-03,681.2
2016-11-04,665.05
2016-11-07,672.9
2016-11-08,667.55
2016-11-09,660.05
2016-11-10,659.2
2016-11-11,650.9
2016-11-15,645.25
2016-11-16,640.6
2016-11-17,639.45
2016-11-18,644.65
2016-11-21,629.15
2016-11-22,629.05
2016-11-23,630.4
2016-11-24,629.55
2016-11-25,631.05
2016-11-28,651.95
2016-11-29,653.25
2016-11-30,657.75
2016-12-01,660.1
2016-12-02,654.1
2016-12-05,653.05
2016-12-06,665.05
2016-12-07,661.8
2016-12-08,688.15
2016-12-09,683.65
2016-12-12,702.3
2016-12-13,692.75
2016-12-14,669.75
2016-12-15,674.15
2016-12-16,700.2
2016-12-19,694.1
2016-12-20,685.4
2016-12-21,685.35
2016-12-22,679.6
2016-12-23,668.55
2016-12-26,661.7
2016-12-27,672.55
2016-12-28,683.25
2016-12-29,684.1
2016-12-30,675.1
