Date,OBEROIRLTY
2016-01-01,272.25
2016-01-04,260.0
2016-01-05,268.9
2016-01-06,270.95
2016-01-07,264.4
2016-01-08,275.9
2016-01-11,273.1
2016-01-12,270.25
2016-01-13,260.1
2016-01-14,257.4
2016-01-15,251.5
2016-01-18,245.9
2016-01-19,248.3
2016-01-20,237.5
2016-01-21,234.55
2016-01-22,225.8
2016-01-25,233.95
2016-01-27,236.8
2016-01-28,237.75
2016-01-29,243.25
2016-02-01,244.75
2016-02-02,238.55
2016-02-03,234.55
2016-02-04,236.4
2016-02-05,237.35
2016-02-08,238.15
2016-02-09,236.35
2016-02-10,233.6
2016-02-11,223.45
2016-02-12,221.5
2016-02-15,234.75
2016-02-16,232.5
2016-02-17,222.4
2016-02-18,226.95
2016-02-19,225.85
2016-02-22,224.8
2016-02-23,222.15
2016-02-24,221.6
2016-02-25,216.8
2016-02-26,225.25
2016-02-29,230.35
2016-03-01,230.45
2016-03-02,239.15
2016-03-03,244.55
2016-03-04,249.2
2016-03-08,241.95
2016-03-09,246.6
2016-03-10,247.95
2016-03-11,246.25
2016-03-14,248.8
2016-03-15,244.8
2016-03-16,241.1
2016-03-17,241.05
2016-03-18,239.85
2016-03-21,240.0
2016-03-22,238.05
2016-03-23,236.0
2016-03-28,232.15
2016-03-29,230.15
2016-03-30,234.85
2016-03-31,241.5
2016-04-01,241.05
2016-04-04,240.9
2016-04-05,235.25
2016-04-06,239.15
2016-04-07,236.6
2016-04-08,230.75
2016-04-11,232.75
2016-04-12,231.8
2016-04-13,237.05
2016-04-18,278.35
2016-04-20,277.55
2016-04-21,273.5
2016-04-22,269.65
2016-04-25,279.65
2016-04-26,281.5
2016-04-27,285.3
2016-04-28,282.25
2016-04-29,279.8
2016-05-02,273.45
2016-05-03,274.1
2016-05-04,273.6
2016-05-05,268.95
2016-05-06,265.0
2016-05-09,271.5
2016-05-10,272.15
2016-05-11,276.9
2016-05-12,277.8
2016-05-13,275.4
2016-05-16,277.7
2016-05-17,278.1
2016-05-18,280.0
2016-05-19,277.05
2016-05-20,267.05
2016-05-23,266.9
2016-05-24,268.4
2016-05-25,276.95
2016-05-26,273.6
2016-05-27,266.5
2016-05-30,265.6
2016-05-31,271.0
2016-06-01,268.8
2016-06-02,272.9
2016-06-03,274.95
2016-06-06,274.3
2016-06-07,279.2
2016-06-08,286.5
2016-06-09,293.85
2016-06-10,291.9
2016-06-13,283.9
2016-06-14,279.3
2016-06-15,279.6
2016-06-16,273.2
2016-06-17,289.55
2016-06-20,279.75
2016-06-21,282.35
2016-06-22,279.15
2016-06-23,279.0
2016-06-24,269.8
2016-06-27,269.9
2016-06-28,267.55
2016-06-29,270.1
2016-06-30,271.3
2016-07-01,280.4
2016-07-04,288.65
2016-07-05,279.45
2016-07-07,291.3
2016-07-08,289.6
2016-07-11,300.5
2016-07-12,296.45
2016-07-13,309.6
2016-07-14,295.8
2016-07-15,301.4
2016-07-18,301.05
2016-07-19,300.15
2016-07-20,304.05
2016-07-21,297.1
2016-07-22,296.9
2016-07-25,297.85
2016-07-26,292.3
2016-07-27,291.6
2016-07-28,290.8
2016-07-29,291.0
2016-08-01,289.95
2016-08-02,283.9
2016-08-03,288.95
2016-08-04,300.65
2016-08-05,308.9
2016-08-08,306.5
2016-08-09,295.15
2016-08-10,296.15
2016-08-11,301.0
2016-08-12,296.45
2016-08-16,295.35
2016-08-17,292.1
2016-08-18,305.15
2016-08-19,297.2
2016-08-22,314.6
2016-08-23,313.75
2016-08-24,305.8
2016-08-25,306.85
2016-08-26,305.15
2016-08-29,306.85
2016-08-30,305.15
2016-08-31,301.8
2016-09-01,301.75
2016-09-02,304.8
2016-09-06,303.85
2016-09-07,297.5
2016-09-08,296.6
2016-09-09,302.1
2016-09-12,295.05
2016-09-14,299.35
2016-09-15,297.25
2016-09-16,301.35
2016-09-19,297.6
2016-09-20,288.15
2016-09-21,297.05
2016-09-22,292.6
2016-09-23,296.1
2016-09-26,287.5
2016-09-27,290.75
2016-09-28,290.5
2016-09-29,290.3
2016-09-30,292.15
2016-10-03,292.8
2016-10-04,305.15
2016-10-05,312.65
2016-10-06,323.5
2016-10-07,330.8
2016-10-10,321.65
2016-10-13,329.4
2016-10-14,326.05
2016-10-17,337.65
2016-10-18,335.2
2016-10-19,334.6
2016-10-20,333.65
2016-10-21,331.95
2016-10-24,341.6
2016-10-25,339.3
2016-10-26,346.65
2016-10-27,342.85
2016-10-28,352.65
2016-10-30,360.25
2016-11-01,356.85
2016-11-02,359.0
2016-11-03,362.25
2016-11-04,343.45
2016-11-07,342.65
2016-11-08,338.7
2016-11-09,301.3
2016-11-10,308.5
2016-11-11,292.1
2016-11-15,267.9
2016-11-16,288.25
2016-11-17,274.35
2016-11-18,275.6
2016-11-21,261.65
2016-11-22,274.45
2016-11-23,274.35
2016-11-24,263.9
2016-11-25,274.6
2016-11-28,285.7
2016-11-29,275.2
2016-11-30,285.85
2016-12-01,286.7
2016-12-02,282.15
2016-12-05,283.35
2016-12-06,296.75
2016-12-07,302.4
2016-12-08,303.7
2016-12-09,305.25
2016-12-12,313.4
2016-12-13,303.6
2016-12-14,304.25
2016-12-15,312.0
2016-12-16,329.55
2016-12-19,309.35
2016-12-20,306.35
2016-12-21,302.55
2016-12-22,307.35
2016-12-23,302.2
2016-12-26,292.4
2016-12-27,288.35
2016-12-28,290.8
2016-12-29,292.75
2016-12-30,295.35
