Date,BEML
2016-01-01,1300.7
2016-01-04,1276.0
2016-01-05,1271.9
2016-01-06,1256.4
2016-01-07,1209.4
2016-01-08,1214.75
2016-01-11,1224.5
2016-01-12,1228.55
2016-01-13,1215.45
2016-01-14,1200.55
2016-01-15,1162.8
2016-01-18,1117.15
2016-01-19,1114.1
2016-01-20,1096.5
2016-01-21,1073.05
2016-01-22,1098.9
2016-01-25,1101.75
2016-01-27,1084.35
2016-01-28,1063.35
2016-01-29,1049.4
2016-02-01,1048.0
2016-02-02,1041.65
2016-02-03,1003.2
2016-02-04,996.1
2016-02-05,1028.95
2016-02-08,1037.2
2016-02-09,1011.0
2016-02-10,1000.9
2016-02-11,969.15
2016-02-12,937.95
2016-02-15,983.15
2016-02-16,959.25
2016-02-17,954.55
2016-02-18,940.65
2016-02-19,971.55
2016-02-22,1040.55
2016-02-23,1014.55
2016-02-24,1017.4
2016-02-25,977.95
2016-02-26,952.75
2016-02-29,945.45
2016-03-01,990.2
2016-03-02,1029.5
2016-03-03,1044.75
2016-03-04,1053.25
2016-03-08,1058.55
2016-03-09,1056.1
2016-03-10,1038.0
2016-03-11,1035.5
2016-03-14,1034.65
2016-03-15,1030.25
2016-03-16,1030.85
2016-03-17,1024.7
2016-03-18,1017.9
2016-03-21,1068.75
2016-03-22,1091.5
2016-03-23,1090.9
2016-03-28,1054.75
2016-03-29,1035.55
2016-03-30,1032.95
2016-03-31,1044.1
2016-04-01,1028.45
2016-04-04,1016.6
2016-04-05,975.15
2016-04-06,941.9
2016-04-07,918.7
2016-04-08,888.2
2016-04-11,882.4
2016-04-12,904.85
2016-04-13,941.55
2016-04-18,952.55
2016-04-20,947.2
2016-04-21,932.8
2016-04-22,939.35
2016-04-25,918.1
2016-04-26,931.45
2016-04-27,939.15
2016-04-28,918.95
2016-04-29,920.95
2016-05-02,918.5
2016-05-03,916.15
2016-05-04,897.75
2016-05-05,892.9
2016-05-06,873.0
2016-05-09,908.05
2016-05-10,916.75
2016-05-11,912.95
2016-05-12,916.95
2016-05-13,899.65
2016-05-16,901.0
2016-05-17,902.6
2016-05-18,898.9
2016-05-19,874.85
2016-05-20,862.4
2016-05-23,849.5
2016-05-24,819.35
2016-05-25,817.45
2016-05-26,826.7
2016-05-27,854.25
2016-05-30,884.5
2016-05-31,870.35
2016-06-01,846.15
2016-06-02,841.4
2016-06-03,827.95
2016-06-06,833.5
2016-06-07,835.45
2016-06-08,869.25
2016-06-09,869.0
2016-06-10,863.6
2016-06-13,851.45
2016-06-14,850.3
2016-06-15,848.5
2016-06-16,839.0
2016-06-17,835.75
2016-06-20,867.6
2016-06-21,858.5
2016-06-22,846.7
2016-06-23,843.1
2016-06-24,830.5
2016-06-27,840.8
2016-06-28,840.0
2016-06-29,852.75
2016-06-30,854.1
2016-07-01,876.4
2016-07-04,898.2
2016-07-05,906.2
2016-07-07,893.35
2016-07-08,885.85
2016-07-11,892.35
2016-07-12,885.4
2016-07-13,880.9
2016-07-14,938.7
2016-07-15,942.15
2016-07-18,937.3
2016-07-19,937.95
2016-07-20,960.2
2016-07-21,957.7
2016-07-22,982.45
2016-07-25,983.9
2016-07-26,975.45
2016-07-27,992.15
2016-07-28,1004.05
2016-07-29,1013.7
2016-08-01,1017.35
2016-08-02,1001.05
2016-08-03,973.35
2016-08-04,991.15
2016-08-05,1037.75
2016-08-08,1020.4
2016-08-09,1002.3
2016-08-10,1011.15
2016-08-11,987.1
2016-08-12,992.15
2016-08-16,1009.05
2016-08-17,1022.3
2016-08-18,1027.25
2016-08-19,1039.15
2016-08-22,1020.0
2016-08-23,1024.35
2016-08-24,1033.1
2016-08-25,1037.45
2016-08-26,1056.35
2016-08-29,1059.05
2016-08-30,1066.2
2016-08-31,1065.85
2016-09-01,1066.2
2016-09-02,1079.35
2016-09-06,1066.45
2016-09-07,1082.15
2016-09-08,1082.85
2016-09-09,1073.3
2016-09-12,1046.85
2016-09-14,1025.15
2016-09-15,900.15
2016-09-16,922.05
2016-09-19,909.95
2016-09-20,905.0
2016-09-21,899.65
2016-09-22,910.9
2016-09-23,914.95
2016-09-26,919.0
2016-09-27,904.55
2016-09-28,908.85
2016-09-29,874.85
2016-09-30,876.05
2016-10-03,901.75
2016-10-04,910.15
2016-10-05,903.35
2016-10-06,912.25
2016-10-07,908.25
2016-10-10,906.55
2016-10-13,912.3
2016-10-14,945.5
2016-10-17,927.2
2016-10-18,933.65
2016-10-19,932.1
2016-10-20,940.55
2016-10-21,927.85
2016-10-24,928.0
2016-10-25,935.1
2016-10-26,914.9
2016-10-27,920.65
2016-10-28,941.05
2016-10-30,939.4
2016-11-01,924.9
2016-11-02,914.9
2016-11-03,891.55
2016-11-04,877.45
2016-11-07,887.45
2016-11-08,909.65
2016-11-09,869.95
2016-11-10,909.05
2016-11-11,887.7
2016-11-15,863.15
2016-11-16,863.45
2016-11-17,821.65
2016-11-18,821.8
2016-11-21,807.85
2016-11-22,785.05
2016-11-23,786.05
2016-11-24,786.3
2016-11-25,805.05
2016-11-28,825.6
2016-11-29,837.5
2016-11-30,843.05
2016-12-01,830.65
2016-12-02,827.95
2016-12-05,839.5
2016-12-06,873.0
2016-12-07,863.55
2016-12-08,915.4
2016-12-09,927.4
2016-12-12,906.05
2016-12-13,912.3
2016-12-14,897.35
2016-12-15,926.65
2016-12-16,916.55
2016-12-19,914.6
2016-12-20,906.2
2016-12-21,924.7
2016-12-22,963.7
2016-12-23,971.55
2016-12-26,950.25
2016-12-27,975.7
2016-12-28,974.4
2016-12-29,986.05
2016-12-30,1000.6
