Date,KANORICHEM
2016-01-01,79.5
2016-01-04,76.55
2016-01-05,77.7
2016-01-06,76.75
2016-01-07,73.4
2016-01-08,74.2
2016-01-11,71.8
2016-01-12,68.9
2016-01-13,65.9
2016-01-14,65.6
2016-01-15,61.35
2016-01-18,56.2
2016-01-19,60.15
2016-01-20,57.0
2016-01-21,56.7
2016-01-22,59.55
2016-01-25,62.1
2016-01-27,63.1
2016-01-28,64.45
2016-01-29,67.95
2016-02-01,69.15
2016-02-02,68.05
2016-02-03,64.6
2016-02-04,61.65
2016-02-05,65.2
2016-02-08,63.25
2016-02-09,62.4
2016-02-10,57.75
2016-02-11,53.55
2016-02-12,55.0
2016-02-15,57.55
2016-02-16,54.55
2016-02-17,53.2
2016-02-18,52.0
2016-02-19,53.65
2016-02-22,52.7
2016-02-23,52.55
2016-02-24,51.65
2016-02-25,51.15
2016-02-26,50.15
2016-02-29,48.7
2016-03-01,53.1
2016-03-02,55.1
2016-03-03,57.55
2016-03-04,55.8
2016-03-08,54.9
2016-03-09,55.65
2016-03-10,56.45
2016-03-11,56.15
2016-03-14,57.9
2016-03-15,57.1
2016-03-16,56.25
2016-03-17,56.0
2016-03-18,56.05
2016-03-21,55.2
2016-03-22,54.35
2016-03-23,54.65
2016-03-28,54.3
2016-03-29,52.75
2016-03-30,54.2
2016-03-31,53.85
2016-04-01,58.1
2016-04-04,59.05
2016-04-05,57.85
2016-04-06,61.65
2016-04-07,65.3
2016-04-08,68.95
2016-04-11,68.5
2016-04-12,69.2
2016-04-13,69.25
2016-04-18,66.85
2016-04-20,65.9
2016-04-21,64.95
2016-04-22,66.5
2016-04-25,65.4
2016-04-26,66.95
2016-04-27,66.15
2016-04-28,64.2
2016-04-29,63.5
2016-05-02,65.3
2016-05-03,63.0
2016-05-04,63.0
2016-05-05,62.2
2016-05-06,61.9
2016-05-09,62.8
2016-05-10,63.0
2016-05-11,62.55
2016-05-12,63.4
2016-05-13,67.65
2016-05-16,71.7
2016-05-17,70.95
2016-05-18,69.65
2016-05-19,69.55
2016-05-20,68.55
2016-05-23,67.55
2016-05-24,65.85
2016-05-25,65.95
2016-05-26,65.6
2016-05-27,68.5
2016-05-30,61.8
2016-05-31,60.75
2016-06-01,60.7
2016-06-02,58.7
2016-06-03,58.75
2016-06-06,59.35
2016-06-07,66.5
2016-06-08,68.95
2016-06-09,66.2
2016-06-10,64.8
2016-06-13,62.05
2016-06-14,66.3
2016-06-15,67.85
2016-06-16,71.2
2016-06-17,69.75
2016-06-20,68.75
2016-06-21,67.6
2016-06-22,65.35
2016-06-23,65.8
2016-06-24,63.5
2016-06-27,65.7
2016-06-28,67.3
2016-06-29,66.9
2016-06-30,66.7
2016-07-01,71.3
2016-07-04,72.1
2016-07-05,68.5
2016-07-07,68.75
2016-07-08,68.75
2016-07-11,70.35
2016-07-12,70.85
2016-07-13,69.75
2016-07-14,69.7
2016-07-15,68.65
2016-07-18,68.35
2016-07-19,67.45
2016-07-20,68.85
2016-07-21,67.4
2016-07-22,69.6
2016-07-25,72.15
2016-07-26,71.25
2016-07-27,70.4
2016-07-28,70.05
2016-07-29,68.75
2016-08-01,68.55
2016-08-02,66.85
2016-08-03,66.55
2016-08-04,65.9
2016-08-05,68.1
2016-08-08,67.9
2016-08-09,66.9
2016-08-10,64.95
2016-08-11,65.55
2016-08-12,65.85
2016-08-16,66.4
2016-08-17,68.35
2016-08-18,69.5
2016-08-19,69.9
2016-08-22,73.65
2016-08-23,73.4
2016-08-24,70.85
2016-08-25,69.95
2016-08-26,69.55
2016-08-29,68.8
2016-08-30,70.95
2016-08-31,70.9
2016-09-01,66.1
2016-09-02,65.85
2016-09-06,65.45
2016-09-07,65.9
2016-09-08,65.5
2016-09-09,64.85
2016-09-12,63.45
2016-09-14,68.05
2016-09-15,65.95
2016-09-16,67.65
2016-09-19,68.7
2016-09-20,67.3
2016-09-21,67.5
2016-09-22,68.25
2016-09-23,66.75
2016-09-26,66.25
2016-09-27,66.1
2016-09-28,67.65
2016-09-29,64.05
2016-09-30,63.75
2016-10-03,66.05
2016-10-04,66.6
2016-10-05,79.9
2016-10-06,88.1
2016-10-07,90.05
2016-10-10,85.45
2016-10-13,81.5
2016-10-14,89.55
2016-10-17,85.2
2016-10-18,88.45
2016-10-19,88.65
2016-10-20,85.9
2016-10-21,84.6
2016-10-24,84.55
2016-10-25,90.5
2016-10-26,89.65
2016-10-27,88.05
2016-10-28,90.3
2016-10-30,90.8
2016-11-01,89.1
2016-11-02,84.05
2016-11-03,83.1
2016-11-04,78.45
2016-11-07,81.25
2016-11-08,81.2
2016-11-09,78.05
2016-11-10,86.0
2016-11-11,79.55
2016-11-15,71.85
2016-11-16,72.85
2016-11-17,70.3
2016-11-18,67.75
2016-11-21,64.25
2016-11-22,65.95
2016-11-23,68.8
2016-11-24,72.05
2016-11-25,73.85
2016-11-28,77.3
2016-11-29,77.55
2016-11-30,71.8
2016-12-01,69.45
2016-12-02,67.8
2016-12-05,70.3
2016-12-06,70.35
2016-12-07,69.65
2016-12-08,70.25
2016-12-09,70.5
2016-12-12,74.75
2016-12-13,71.4
2016-12-14,70.3
2016-12-15,69.85
2016-12-16,69.15
2016-12-19,68.6
2016-12-20,67.25
2016-12-21,67.35
2016-12-22,66.25
2016-12-23,66.25
2016-12-26,62.85
2016-12-27,63.75
2016-12-28,65.4
2016-12-29,65.0
2016-12-30,65.95
