Date,PFC
2016-01-01,202.5
2016-01-04,196.35
2016-01-05,201.7
2016-01-06,200.7
2016-01-07,188.4
2016-01-08,190.15
2016-01-11,188.6
2016-01-12,187.45
2016-01-13,183.65
2016-01-14,180.45
2016-01-15,170.7
2016-01-18,161.0
2016-01-19,158.9
2016-01-20,154.25
2016-01-21,149.05
2016-01-22,159.25
2016-01-25,162.2
2016-01-27,167.05
2016-01-28,167.05
2016-01-29,175.1
2016-02-01,173.45
2016-02-02,169.15
2016-02-03,165.3
2016-02-04,168.55
2016-02-05,177.05
2016-02-08,180.55
2016-02-09,171.55
2016-02-10,158.05
2016-02-11,150.4
2016-02-12,146.15
2016-02-15,154.0
2016-02-16,143.9
2016-02-17,151.15
2016-02-18,146.3
2016-02-19,153.05
2016-02-22,150.55
2016-02-23,151.45
2016-02-24,150.55
2016-02-25,156.7
2016-02-26,155.6
2016-02-29,154.25
2016-03-01,156.45
2016-03-02,163.1
2016-03-03,162.55
2016-03-04,168.05
2016-03-08,164.5
2016-03-09,169.6
2016-03-10,167.2
2016-03-11,167.05
2016-03-14,171.1
2016-03-15,169.05
2016-03-16,167.7
2016-03-17,169.85
2016-03-18,169.7
2016-03-21,173.75
2016-03-22,171.15
2016-03-23,172.25
2016-03-28,168.3
2016-03-29,165.7
2016-03-30,171.9
2016-03-31,171.35
2016-04-01,168.5
2016-04-04,168.05
2016-04-05,165.65
2016-04-06,167.65
2016-04-07,169.25
2016-04-08,168.05
2016-04-11,168.4
2016-04-12,167.3
2016-04-13,171.6
2016-04-18,168.3
2016-04-20,167.7
2016-04-21,175.2
2016-04-22,176.15
2016-04-25,173.5
2016-04-26,182.0
2016-04-27,179.3
2016-04-28,181.0
2016-04-29,179.35
2016-05-02,178.0
2016-05-03,175.5
2016-05-04,172.95
2016-05-05,168.5
2016-05-06,165.85
2016-05-09,171.45
2016-05-10,169.45
2016-05-11,163.35
2016-05-12,164.75
2016-05-13,174.5
2016-05-16,173.85
2016-05-17,170.4
2016-05-18,174.95
2016-05-19,169.2
2016-05-20,167.9
2016-05-23,167.75
2016-05-24,170.3
2016-05-25,169.05
2016-05-26,167.35
2016-05-27,166.3
2016-05-30,168.75
2016-05-31,163.7
2016-06-01,164.4
2016-06-02,166.1
2016-06-03,165.9
2016-06-06,164.35
2016-06-07,164.3
2016-06-08,164.3
2016-06-09,164.6
2016-06-10,163.6
2016-06-13,160.1
2016-06-14,161.9
2016-06-15,163.5
2016-06-16,162.75
2016-06-17,163.25
2016-06-20,164.65
2016-06-21,167.0
2016-06-22,166.35
2016-06-23,166.8
2016-06-24,162.4
2016-06-27,162.4
2016-06-28,163.65
2016-06-29,166.45
2016-06-30,169.4
2016-07-01,177.35
2016-07-04,183.25
2016-07-05,187.3
2016-07-07,187.65
2016-07-08,193.95
2016-07-11,202.85
2016-07-12,198.75
2016-07-13,200.7
2016-07-14,209.9
2016-07-15,207.05
2016-07-18,201.2
2016-07-19,206.3
2016-07-20,209.45
2016-07-21,207.55
2016-07-22,216.95
2016-07-25,222.0
2016-07-26,216.3
2016-07-27,220.45
2016-07-28,219.3
2016-07-29,218.05
2016-08-01,223.25
2016-08-02,219.35
2016-08-03,215.8
2016-08-04,216.4
2016-08-05,219.75
2016-08-08,223.55
2016-08-09,224.2
2016-08-10,217.45
2016-08-11,217.9
2016-08-12,222.05
2016-08-16,228.1
2016-08-17,233.35
2016-08-18,239.2
2016-08-19,237.05
2016-08-22,237.45
2016-08-23,239.15
2016-08-24,241.7
2016-08-25,238.55
2016-08-26,115.75
2016-08-29,114.35
2016-08-30,114.75
2016-08-31,123.7
2016-09-01,121.4
2016-09-02,122.9
2016-09-06,122.85
2016-09-07,123.95
2016-09-08,126.7
2016-09-09,124.85
2016-09-12,118.35
2016-09-14,120.0
2016-09-15,118.95
2016-09-16,118.35
2016-09-19,119.9
2016-09-20,120.85
2016-09-21,120.6
2016-09-22,122.75
2016-09-23,122.65
2016-09-26,121.75
2016-09-27,119.85
2016-09-28,119.05
2016-09-29,114.0
2016-09-30,120.3
2016-10-03,122.35
2016-10-04,125.7
2016-10-05,126.45
2016-10-06,123.75
2016-10-07,123.05
2016-10-10,121.95
2016-10-13,123.45
2016-10-14,122.3
2016-10-17,122.95
2016-10-18,123.6
2016-10-19,122.85
2016-10-20,123.95
2016-10-21,127.65
2016-10-24,127.3
2016-10-25,126.4
2016-10-26,124.65
2016-10-27,124.3
2016-10-28,124.1
2016-10-30,124.5
2016-11-01,122.2
2016-11-02,118.2
2016-11-03,115.6
2016-11-04,113.85
2016-11-07,115.2
2016-11-08,114.6
2016-11-09,116.4
2016-11-10,121.45
2016-11-11,118.25
2016-11-15,116.1
2016-11-16,117.7
2016-11-17,120.95
2016-11-18,125.05
2016-11-21,118.55
2016-11-22,124.35
2016-11-23,126.95
2016-11-24,127.3
2016-11-25,132.6
2016-11-28,129.8
2016-11-29,131.7
2016-11-30,134.2
2016-12-01,133.6
2016-12-02,131.45
2016-12-05,129.55
2016-12-06,129.85
2016-12-07,129.15
2016-12-08,132.65
2016-12-09,135.2
2016-12-12,131.7
2016-12-13,130.95
2016-12-14,127.85
2016-12-15,128.2
2016-12-16,125.5
2016-12-19,127.4
2016-12-20,128.55
2016-12-21,127.3
2016-12-22,124.75
2016-12-23,119.7
2016-12-26,115.65
2016-12-27,117.15
2016-12-28,119.8
2016-12-29,120.7
2016-12-30,121.95
