Date,ABBOTINDIA
2016-01-01,5895.95
2016-01-04,5930.9
2016-01-05,5878.1
2016-01-06,5783.6
2016-01-07,5656.15
2016-01-08,5693.85
2016-01-11,5646.35
2016-01-12,5537.1
2016-01-13,5443.8
2016-01-14,5360.0
2016-01-15,5412.95
2016-01-18,5217.9
2016-01-19,5268.05
2016-01-20,5109.2
2016-01-21,5124.9
2016-01-22,5063.95
2016-01-25,4863.85
2016-01-27,4965.75
2016-01-28,5078.3
2016-01-29,5065.3
2016-02-01,5095.6
2016-02-02,5091.75
2016-02-03,5023.0
2016-02-04,4967.85
2016-02-05,4986.1
2016-02-08,4926.85
2016-02-09,4844.7
2016-02-10,4814.3
2016-02-11,4799.6
2016-02-12,4797.6
2016-02-15,4799.4
2016-02-16,4753.85
2016-02-17,4663.85
2016-02-18,4779.2
2016-02-19,4883.65
2016-02-22,4894.5
2016-02-23,4825.2
2016-02-24,4833.6
2016-02-25,4749.8
2016-02-26,4800.4
2016-02-29,4786.2
2016-03-01,4903.4
2016-03-02,5143.4
2016-03-03,5066.15
2016-03-04,5063.7
2016-03-08,5001.85
2016-03-09,4925.9
2016-03-10,4901.4
2016-03-11,4856.95
2016-03-14,4868.25
2016-03-15,4898.55
2016-03-16,4818.95
2016-03-17,4725.95
2016-03-18,4612.85
2016-03-21,4643.8
2016-03-22,4726.15
2016-03-23,4737.15
2016-03-28,4630.1
2016-03-29,4636.35
2016-03-30,4742.35
2016-03-31,4705.2
2016-04-01,4670.75
2016-04-04,4643.15
2016-04-05,4581.65
2016-04-06,4587.15
2016-04-07,4591.35
2016-04-08,4635.5
2016-04-11,4623.45
2016-04-12,4796.95
2016-04-13,4836.45
2016-04-18,4793.1
2016-04-20,4729.25
2016-04-21,4726.25
2016-04-22,4644.1
2016-04-25,4692.2
2016-04-26,4639.7
2016-04-27,4675.65
2016-04-28,4638.85
2016-04-29,4630.05
2016-05-02,4581.25
2016-05-03,4653.7
2016-05-04,4700.95
2016-05-05,4654.1
2016-05-06,4669.0
2016-05-09,4671.1
2016-05-10,4656.8
2016-05-11,4646.45
2016-05-12,4708.95
2016-05-13,4655.5
2016-05-16,4701.5
2016-05-17,4695.75
2016-05-18,4684.2
2016-05-19,4659.2
2016-05-20,4685.85
2016-05-23,4587.35
2016-05-24,4498.2
2016-05-25,4554.45
2016-05-26,4703.45
2016-05-27,4751.7
2016-05-30,4756.5
2016-05-31,4705.05
2016-06-01,4659.4
2016-06-02,4616.8
2016-06-03,4519.6
2016-06-06,4534.95
2016-06-07,4509.45
2016-06-08,4496.4
2016-06-09,4472.85
2016-06-10,4449.95
2016-06-13,4450.45
2016-06-14,4441.85
2016-06-15,4467.5
2016-06-16,4438.25
2016-06-17,4392.85
2016-06-20,4442.35
2016-06-21,4511.4
2016-06-22,4532.7
2016-06-23,4494.4
2016-06-24,4488.55
2016-06-27,4531.9
2016-06-28,4487.95
2016-06-29,4580.65
2016-06-30,4616.1
2016-07-01,4716.8
2016-07-04,4745.75
2016-07-05,4719.9
2016-07-07,4786.45
2016-07-08,4732.7
2016-07-11,4757.35
2016-07-12,4780.15
2016-07-13,4718.55
2016-07-14,4708.4
2016-07-15,4684.8
2016-07-18,4642.2
2016-07-19,4667.95
2016-07-20,4713.2
2016-07-21,4732.45
2016-07-22,4714.4
2016-07-25,4725.8
2016-07-26,4688.9
2016-07-27,4664.35
2016-07-28,4626.9
2016-07-29,4666.55
2016-08-01,4691.0
2016-08-02,4693.75
2016-08-03,4633.6
2016-08-04,4649.95
2016-08-05,4721.3
2016-08-08,4758.75
2016-08-09,4731.55
2016-08-10,4677.55
2016-08-11,4673.65
2016-08-12,4694.45
2016-08-16,4666.65
2016-08-17,4686.95
2016-08-18,4680.4
2016-08-19,4679.05
2016-08-22,4656.3
2016-08-23,4655.3
2016-08-24,4668.55
2016-08-25,4727.45
2016-08-26,4707.5
2016-08-29,4722.25
2016-08-30,4680.0
2016-08-31,4660.8
2016-09-01,4623.8
2016-09-02,4602.1
2016-09-06,4576.85
2016-09-07,4585.1
2016-09-08,4594.65
2016-09-09,4669.5
2016-09-12,4611.35
2016-09-14,4591.05
2016-09-15,4558.85
2016-09-16,4589.45
2016-09-19,4681.4
2016-09-20,4635.0
2016-09-21,4693.25
2016-09-22,4755.95
2016-09-23,4723.55
2016-09-26,4759.2
2016-09-27,4734.55
2016-09-28,4698.0
2016-09-29,4610.95
2016-09-30,4744.75
2016-10-03,4779.15
2016-10-04,4788.85
2016-10-05,4792.35
2016-10-06,4837.15
2016-10-07,4778.15
2016-10-10,4729.85
2016-10-13,4724.65
2016-10-14,4734.15
2016-10-17,4739.15
2016-10-18,4746.05
2016-10-19,4741.05
2016-10-20,4735.05
2016-10-21,4749.8
2016-10-24,4746.4
2016-10-25,4719.55
