Date,GODREJIND
2016-01-01,384.2
2016-01-04,372.3
2016-01-05,382.3
2016-01-06,379.75
2016-01-07,383.4
2016-01-08,387.45
2016-01-11,378.95
2016-01-12,376.3
2016-01-13,371.8
2016-01-14,367.4
2016-01-15,352.15
2016-01-18,341.95
2016-01-19,350.05
2016-01-20,337.2
2016-01-21,344.0
2016-01-22,347.15
2016-01-25,343.4
2016-01-27,337.4
2016-01-28,343.8
2016-01-29,350.9
2016-02-01,354.0
2016-02-02,340.65
2016-02-03,336.65
2016-02-04,344.7
2016-02-05,350.75
2016-02-08,343.5
2016-02-09,339.05
2016-02-10,337.35
2016-02-11,316.7
2016-02-12,311.25
2016-02-15,325.35
2016-02-16,314.4
2016-02-17,316.9
2016-02-18,310.4
2016-02-19,308.8
2016-02-22,314.15
2016-02-23,311.9
2016-02-24,311.2
2016-02-25,305.5
2016-02-26,301.95
2016-02-29,291.8
2016-03-01,302.45
2016-03-02,315.25
2016-03-03,313.35
2016-03-04,319.9
2016-03-08,323.15
2016-03-09,326.35
2016-03-10,332.3
2016-03-11,331.3
2016-03-14,329.65
2016-03-15,328.7
2016-03-16,332.1
2016-03-17,339.5
2016-03-18,339.8
2016-03-21,341.8
2016-03-22,345.1
2016-03-23,347.1
2016-03-28,347.7
2016-03-29,348.45
2016-03-30,361.35
2016-03-31,355.0
2016-04-01,357.05
2016-04-04,358.5
2016-04-05,354.6
2016-04-06,354.7
2016-04-07,356.5
2016-04-08,365.0
2016-04-11,366.35
2016-04-12,362.85
2016-04-13,369.0
2016-04-18,374.9
2016-04-20,372.55
2016-04-21,367.6
2016-04-22,366.8
2016-04-25,359.85
2016-04-26,353.4
2016-04-27,355.65
2016-04-28,348.0
2016-04-29,348.9
2016-05-02,354.7
2016-05-03,348.25
2016-05-04,342.75
2016-05-05,340.05
2016-05-06,345.35
2016-05-09,348.2
2016-05-10,348.15
2016-05-11,347.5
2016-05-12,348.0
2016-05-13,341.95
2016-05-16,347.0
2016-05-17,351.0
2016-05-18,351.0
2016-05-19,342.4
2016-05-20,340.25
2016-05-23,338.85
2016-05-24,347.05
2016-05-25,348.5
2016-05-26,343.85
2016-05-27,347.85
2016-05-30,349.2
2016-05-31,344.35
2016-06-01,342.65
2016-06-02,347.45
2016-06-03,356.1
2016-06-06,361.8
2016-06-07,363.7
2016-06-08,363.1
2016-06-09,359.55
2016-06-10,363.8
2016-06-13,358.75
2016-06-14,357.3
2016-06-15,359.0
2016-06-16,353.4
2016-06-17,352.35
2016-06-20,369.3
2016-06-21,370.5
2016-06-22,371.0
2016-06-23,373.3
2016-06-24,378.15
2016-06-27,384.05
2016-06-28,394.4
2016-06-29,409.6
2016-06-30,397.0
2016-07-01,398.45
2016-07-04,402.95
2016-07-05,404.0
2016-07-07,407.0
2016-07-08,402.5
2016-07-11,408.8
2016-07-12,405.85
2016-07-13,407.95
2016-07-14,416.7
2016-07-15,415.55
2016-07-18,417.65
2016-07-19,420.4
2016-07-20,427.0
2016-07-21,431.55
2016-07-22,447.6
2016-07-25,438.45
2016-07-26,428.05
2016-07-27,428.75
2016-07-28,437.85
2016-07-29,430.5
2016-08-01,431.0
2016-08-02,430.65
2016-08-03,409.25
2016-08-04,397.95
2016-08-05,400.35
2016-08-08,402.55
2016-08-09,396.85
2016-08-10,392.45
2016-08-11,396.1
2016-08-12,403.95
2016-08-16,406.6
2016-08-17,410.15
2016-08-18,410.8
2016-08-19,417.65
2016-08-22,420.6
2016-08-23,420.0
2016-08-24,420.35
2016-08-25,424.35
2016-08-26,423.65
2016-08-29,426.55
2016-08-30,426.35
2016-08-31,420.95
2016-09-01,418.4
2016-09-02,423.5
2016-09-06,428.2
2016-09-07,436.0
2016-09-08,435.35
2016-09-09,428.0
2016-09-12,416.15
2016-09-14,418.7
2016-09-15,416.1
2016-09-16,419.45
2016-09-19,420.1
2016-09-20,421.2
2016-09-21,419.2
2016-09-22,428.3
2016-09-23,434.1
2016-09-26,432.45
2016-09-27,420.15
2016-09-28,425.0
2016-09-29,413.35
2016-09-30,429.95
2016-10-03,445.0
2016-10-04,444.8
2016-10-05,444.95
2016-10-06,447.15
2016-10-07,447.55
2016-10-10,448.45
2016-10-13,447.2
2016-10-14,452.55
2016-10-17,444.65
2016-10-18,451.0
2016-10-19,451.45
2016-10-20,458.1
2016-10-21,459.0
2016-10-24,453.05
2016-10-25,448.55
2016-10-26,436.75
2016-10-27,439.6
2016-10-28,436.9
2016-10-30,438.65
2016-11-01,439.5
2016-11-02,430.1
2016-11-03,419.4
2016-11-04,416.4
2016-11-07,414.75
2016-11-08,413.5
2016-11-09,406.95
2016-11-10,407.85
2016-11-11,387.05
2016-11-15,383.5
2016-11-16,381.2
2016-11-17,380.85
2016-11-18,381.2
2016-11-21,373.15
2016-11-22,381.1
2016-11-23,374.25
2016-11-24,367.1
2016-11-25,367.9
2016-11-28,367.25
2016-11-29,383.4
2016-11-30,389.45
2016-12-01,380.45
2016-12-02,376.1
2016-12-05,379.65
2016-12-06,387.95
2016-12-07,398.55
2016-12-08,409.8
2016-12-09,417.5
2016-12-12,405.75
2016-12-13,413.15
2016-12-14,418.45
2016-12-15,421.4
2016-12-16,410.75
2016-12-19,419.35
2016-12-20,411.25
2016-12-21,414.0
2016-12-22,411.25
2016-12-23,402.9
2016-12-26,402.15
2016-12-27,408.3
2016-12-28,412.75
2016-12-29,426.45
2016-12-30,430.1
