Date,BANKBARODA
2016-01-01,159.05
2016-01-04,151.2
2016-01-05,148.1
2016-01-06,148.7
2016-01-07,139.5
2016-01-08,140.45
2016-01-11,139.1
2016-01-12,134.5
2016-01-13,132.1
2016-01-14,130.9
2016-01-15,126.15
2016-01-18,125.7
2016-01-19,125.15
2016-01-20,121.15
2016-01-21,124.25
2016-01-22,130.2
2016-01-25,129.5
2016-01-27,130.0
2016-01-28,130.15
2016-01-29,125.4
2016-02-01,122.2
2016-02-02,120.95
2016-02-03,120.55
2016-02-04,122.8
2016-02-05,126.95
2016-02-08,130.65
2016-02-09,124.3
2016-02-10,116.9
2016-02-11,115.95
2016-02-12,113.7
2016-02-15,139.35
2016-02-16,130.85
2016-02-17,138.3
2016-02-18,138.85
2016-02-19,139.65
2016-02-22,139.25
2016-02-23,132.95
2016-02-24,133.7
2016-02-25,130.1
2016-02-26,132.75
2016-02-29,131.9
2016-03-01,136.05
2016-03-02,145.25
2016-03-03,145.4
2016-03-04,148.9
2016-03-08,141.9
2016-03-09,143.05
2016-03-10,139.2
2016-03-11,140.7
2016-03-14,140.95
2016-03-15,143.2
2016-03-16,142.95
2016-03-17,142.25
2016-03-18,144.1
2016-03-21,147.4
2016-03-22,146.5
2016-03-23,144.0
2016-03-28,138.75
2016-03-29,140.35
2016-03-30,147.05
2016-03-31,147.0
2016-04-01,152.8
2016-04-04,151.45
2016-04-05,144.35
2016-04-06,143.35
2016-04-07,143.4
2016-04-08,143.1
2016-04-11,149.35
2016-04-12,149.2
2016-04-13,152.45
2016-04-18,148.1
2016-04-20,152.65
2016-04-21,157.75
2016-04-22,161.95
2016-04-25,157.85
2016-04-26,161.7
2016-04-27,161.05
2016-04-28,160.55
2016-04-29,157.9
2016-05-02,155.5
2016-05-03,152.9
2016-05-04,148.65
2016-05-05,148.7
2016-05-06,150.6
2016-05-09,155.15
2016-05-10,157.4
2016-05-11,156.85
2016-05-12,157.65
2016-05-13,155.1
2016-05-16,142.3
2016-05-17,141.9
2016-05-18,142.4
2016-05-19,137.2
2016-05-20,135.05
2016-05-23,131.8
2016-05-24,129.8
2016-05-25,133.2
2016-05-26,134.85
2016-05-27,138.6
2016-05-30,138.4
2016-05-31,142.8
2016-06-01,138.75
2016-06-02,141.55
2016-06-03,140.2
2016-06-06,143.45
2016-06-07,145.4
2016-06-08,147.95
2016-06-09,149.05
2016-06-10,146.3
2016-06-13,146.1
2016-06-14,148.8
2016-06-15,151.8
2016-06-16,151.6
2016-06-17,150.6
2016-06-20,151.65
2016-06-21,149.9
2016-06-22,149.1
2016-06-23,152.2
2016-06-24,147.15
2016-06-27,151.85
2016-06-28,154.4
2016-06-29,153.9
2016-06-30,153.95
2016-07-01,156.6
2016-07-04,159.8
2016-07-05,159.45
2016-07-07,158.15
2016-07-08,154.75
2016-07-11,162.35
2016-07-12,160.75
2016-07-13,160.15
2016-07-14,163.7
2016-07-15,164.25
2016-07-18,159.05
2016-07-19,158.3
2016-07-20,157.55
2016-07-21,152.25
2016-07-22,150.7
2016-07-25,155.85
2016-07-26,153.8
2016-07-27,154.85
2016-07-28,154.5
2016-07-29,151.7
2016-08-01,147.5
2016-08-02,151.15
2016-08-03,148.85
2016-08-04,155.75
2016-08-05,157.65
2016-08-08,157.5
2016-08-09,158.45
2016-08-10,160.4
2016-08-11,145.95
2016-08-12,149.6
2016-08-16,149.55
2016-08-17,151.35
2016-08-18,154.5
2016-08-19,161.65
2016-08-22,160.05
2016-08-23,164.3
2016-08-24,163.15
2016-08-25,161.95
2016-08-26,158.3
2016-08-29,160.05
2016-08-30,164.15
2016-08-31,162.95
2016-09-01,161.25
2016-09-02,166.35
2016-09-06,169.5
2016-09-07,174.8
2016-09-08,174.75
2016-09-09,171.95
2016-09-12,161.75
2016-09-14,168.3
2016-09-15,166.6
2016-09-16,164.75
2016-09-19,166.45
2016-09-20,166.7
2016-09-21,164.35
2016-09-22,169.45
2016-09-23,169.15
2016-09-26,166.35
2016-09-27,164.0
2016-09-28,168.45
2016-09-29,161.9
2016-09-30,167.4
2016-10-03,168.9
2016-10-04,169.85
2016-10-05,169.45
2016-10-06,164.5
2016-10-07,163.85
2016-10-10,161.95
2016-10-13,154.25
2016-10-14,153.95
2016-10-17,150.95
2016-10-18,155.7
2016-10-19,155.4
2016-10-20,157.45
2016-10-21,156.1
2016-10-24,158.4
2016-10-25,156.55
2016-10-26,155.15
2016-10-27,153.05
2016-10-28,156.25
2016-10-30,155.65
2016-11-01,155.3
2016-11-02,150.0
2016-11-03,146.55
2016-11-04,142.55
2016-11-07,148.05
2016-11-08,148.95
2016-11-09,151.2
2016-11-10,165.0
2016-11-11,160.5
2016-11-15,174.3
2016-11-16,173.4
2016-11-17,174.75
2016-11-18,176.95
2016-11-21,161.1
2016-11-22,163.2
2016-11-23,162.1
2016-11-24,167.05
2016-11-25,167.9
2016-11-28,163.05
2016-11-29,161.5
2016-11-30,164.15
2016-12-01,161.6
2016-12-02,161.1
2016-12-05,162.5
2016-12-06,162.3
2016-12-07,157.5
2016-12-08,158.5
2016-12-09,162.05
2016-12-12,158.9
2016-12-13,160.4
2016-12-14,158.35
2016-12-15,159.9
2016-12-16,159.65
2016-12-19,159.35
2016-12-20,155.75
2016-12-21,157.5
2016-12-22,155.05
2016-12-23,153.0
2016-12-26,147.35
2016-12-27,149.9
2016-12-28,150.15
2016-12-29,151.5
2016-12-30,153.4
