Date,JAMNAAUTO
2016-01-01,141.0
2016-01-04,138.25
2016-01-05,143.6
2016-01-06,145.0
2016-01-07,138.65
2016-01-08,143.05
2016-01-11,152.15
2016-01-12,147.15
2016-01-13,141.05
2016-01-14,139.65
2016-01-15,132.1
2016-01-18,130.6
2016-01-19,133.45
2016-01-20,134.05
2016-01-21,135.05
2016-01-22,143.2
2016-01-25,147.15
2016-01-27,145.15
2016-01-28,143.25
2016-01-29,145.7
2016-02-01,151.95
2016-02-02,146.95
2016-02-03,138.6
2016-02-04,138.3
2016-02-05,145.25
2016-02-08,141.05
2016-02-09,138.3
2016-02-10,131.9
2016-02-11,122.2
2016-02-12,126.85
2016-02-15,134.25
2016-02-16,127.0
2016-02-17,128.35
2016-02-18,132.2
2016-02-19,129.4
2016-02-22,133.65
2016-02-23,127.85
2016-02-24,124.25
2016-02-25,120.7
2016-02-26,121.7
2016-02-29,120.45
2016-03-01,127.85
2016-03-02,133.6
2016-03-03,134.25
2016-03-04,136.0
2016-03-08,133.7
2016-03-09,137.45
2016-03-10,136.95
2016-03-11,136.25
2016-03-14,133.7
2016-03-15,131.4
2016-03-16,129.15
2016-03-17,130.45
2016-03-18,132.0
2016-03-21,134.65
2016-03-22,138.9
2016-03-23,141.45
2016-03-28,138.3
2016-03-29,136.65
2016-03-30,140.0
2016-03-31,139.2
2016-04-01,143.1
2016-04-04,144.3
2016-04-05,142.0
2016-04-06,146.55
2016-04-07,144.3
2016-04-08,146.05
2016-04-11,145.65
2016-04-12,147.05
2016-04-13,147.8
2016-04-18,148.35
2016-04-20,145.35
2016-04-21,145.25
2016-04-22,143.45
2016-04-25,140.75
2016-04-26,144.35
2016-04-27,141.7
2016-04-28,139.9
2016-04-29,140.55
2016-05-02,142.0
2016-05-03,142.3
2016-05-04,140.4
2016-05-05,141.6
2016-05-06,140.35
2016-05-09,142.6
2016-05-10,142.55
2016-05-11,143.3
2016-05-12,148.2
2016-05-13,147.7
2016-05-16,146.05
2016-05-17,145.45
2016-05-18,145.65
2016-05-19,143.05
2016-05-20,144.0
2016-05-23,147.95
2016-05-24,147.45
2016-05-25,147.4
2016-05-26,146.9
2016-05-27,146.7
2016-05-30,147.15
2016-05-31,146.45
2016-06-01,159.6
2016-06-02,159.9
2016-06-03,160.6
2016-06-06,161.25
2016-06-07,164.5
2016-06-08,161.95
2016-06-09,160.45
2016-06-10,159.05
2016-06-13,157.1
2016-06-14,163.0
2016-06-15,170.2
2016-06-16,169.95
2016-06-17,171.5
2016-06-20,173.65
2016-06-21,169.25
2016-06-22,172.75
2016-06-23,170.1
2016-06-24,168.75
2016-06-27,168.9
2016-06-28,168.5
2016-06-29,173.0
2016-06-30,174.2
2016-07-01,173.75
2016-07-04,173.65
2016-07-05,170.8
2016-07-07,168.4
2016-07-08,165.75
2016-07-11,171.8
2016-07-12,172.0
2016-07-13,169.6
2016-07-14,170.4
2016-07-15,175.1
2016-07-18,171.2
2016-07-19,171.35
2016-07-20,174.65
2016-07-21,172.35
2016-07-22,171.7
2016-07-25,175.9
2016-07-26,177.95
2016-07-27,175.75
2016-07-28,182.8
2016-07-29,191.6
2016-08-01,196.6
2016-08-02,194.85
2016-08-03,188.7
2016-08-04,190.8
2016-08-05,195.85
2016-08-08,198.8
2016-08-09,196.5
2016-08-10,192.75
2016-08-11,194.45
2016-08-12,203.9
2016-08-16,216.9
2016-08-17,233.7
2016-08-18,230.6
2016-08-19,226.3
2016-08-22,218.5
2016-08-23,217.25
2016-08-24,221.5
2016-08-25,219.65
2016-08-26,216.65
2016-08-29,225.1
2016-08-30,225.35
2016-08-31,221.4
2016-09-01,211.6
2016-09-02,222.05
2016-09-06,218.6
2016-09-07,214.45
2016-09-08,218.6
2016-09-09,217.75
2016-09-12,211.75
2016-09-14,212.2
2016-09-15,213.7
2016-09-16,214.2
2016-09-19,225.4
2016-09-20,223.95
2016-09-21,222.0
2016-09-22,222.85
2016-09-23,226.05
2016-09-26,220.3
2016-09-27,218.15
2016-09-28,219.7
2016-09-29,205.65
2016-09-30,208.75
2016-10-03,218.85
2016-10-04,217.85
2016-10-05,216.85
2016-10-06,216.9
2016-10-07,217.8
2016-10-10,225.85
2016-10-13,215.65
2016-10-14,217.9
2016-10-17,215.2
2016-10-18,218.1
2016-10-19,227.95
2016-10-20,223.85
2016-10-21,224.05
2016-10-24,228.9
2016-10-25,226.25
2016-10-26,225.0
2016-10-27,222.75
2016-10-28,225.65
2016-10-30,230.35
2016-11-01,233.7
2016-11-02,224.65
2016-11-03,219.85
2016-11-04,210.55
2016-11-07,215.65
2016-11-08,214.65
2016-11-09,212.55
2016-11-10,209.45
2016-11-11,194.3
2016-11-15,177.8
2016-11-16,183.15
2016-11-17,184.4
2016-11-18,186.45
2016-11-21,172.55
2016-11-22,174.7
2016-11-23,178.4
2016-11-24,177.1
2016-11-25,180.7
2016-11-28,180.5
2016-11-29,177.5
2016-11-30,178.1
2016-12-01,174.45
2016-12-02,171.6
2016-12-05,171.25
2016-12-06,177.45
2016-12-07,172.7
2016-12-08,179.0
2016-12-09,176.2
2016-12-12,171.4
2016-12-13,169.7
2016-12-14,168.35
2016-12-15,168.95
2016-12-16,169.25
2016-12-19,166.8
2016-12-20,160.95
2016-12-21,155.3
2016-12-22,155.2
2016-12-23,160.2
2016-12-26,160.05
2016-12-27,164.65
2016-12-28,165.4
2016-12-29,167.2
2016-12-30,169.9
