Date,PGHH
2016-01-01,5603.25
2016-01-04,5600.0
2016-01-05,5523.65
2016-01-06,5640.15
2016-01-07,5613.2
2016-01-08,5698.7
2016-01-11,5695.85
2016-01-12,5641.9
2016-01-13,5559.35
2016-01-14,5585.8
2016-01-15,5566.15
2016-01-18,5256.0
2016-01-19,5311.75
2016-01-20,5285.0
2016-01-21,5268.85
2016-01-22,5418.65
2016-01-25,5450.0
2016-01-27,5494.1
2016-01-28,5509.45
2016-01-29,5555.2
2016-02-01,5526.4
2016-02-02,5448.2
2016-02-03,5456.85
2016-02-04,5400.15
2016-02-05,5493.6
2016-02-08,5859.15
2016-02-09,5900.3
2016-02-10,5906.45
2016-02-11,5900.1
2016-02-12,5859.4
2016-02-15,5836.9
2016-02-16,5850.95
2016-02-17,5889.75
2016-02-18,5910.35
2016-02-19,5912.6
2016-02-22,5901.5
2016-02-23,5900.35
2016-02-24,5920.55
2016-02-25,5901.7
2016-02-26,5871.2
2016-02-29,5771.4
2016-03-01,5831.05
2016-03-02,5898.95
2016-03-03,5930.85
2016-03-04,6018.1
2016-03-08,6279.3
2016-03-09,6378.35
2016-03-10,6271.5
2016-03-11,6278.8
2016-03-14,6128.2
2016-03-15,6076.05
2016-03-16,6027.85
2016-03-17,6174.4
2016-03-18,6258.85
2016-03-21,6205.95
2016-03-22,6085.85
2016-03-23,6386.65
2016-03-28,6229.5
2016-03-29,6154.75
2016-03-30,6195.1
2016-03-31,6284.25
2016-04-01,6206.1
2016-04-04,6286.25
2016-04-05,6301.8
2016-04-06,6350.05
2016-04-07,6386.4
2016-04-08,6406.0
2016-04-11,6493.15
2016-04-12,6519.7
2016-04-13,6526.5
2016-04-18,6505.05
2016-04-20,6488.7
2016-04-21,6483.8
2016-04-22,6485.9
2016-04-25,6402.0
2016-04-26,6428.4
2016-04-27,6423.65
2016-04-28,6334.85
2016-04-29,6314.4
2016-05-02,6441.65
2016-05-03,6438.05
2016-05-04,6397.65
2016-05-05,6391.8
2016-05-06,6243.6
2016-05-09,6334.85
2016-05-10,6370.65
2016-05-11,6433.15
2016-05-12,6496.3
2016-05-13,6521.15
2016-05-16,6422.1
2016-05-17,6440.65
2016-05-18,6441.4
2016-05-19,6399.6
2016-05-20,6411.95
2016-05-23,6380.1
2016-05-24,6346.5
2016-05-25,6334.25
2016-05-26,6301.2
2016-05-27,6289.55
2016-05-30,6206.0
2016-05-31,6194.75
2016-06-01,6215.95
2016-06-02,6197.75
2016-06-03,6240.2
2016-06-06,6195.1
2016-06-07,6176.1
2016-06-08,6223.95
2016-06-09,6243.2
2016-06-10,6297.2
2016-06-13,6202.75
2016-06-14,6172.85
2016-06-15,6176.8
2016-06-16,6240.3
2016-06-17,6257.95
2016-06-20,6255.9
2016-06-21,6271.1
2016-06-22,6211.65
2016-06-23,6236.45
2016-06-24,6230.65
2016-06-27,6218.55
2016-06-28,6132.8
2016-06-29,6183.1
2016-06-30,6263.15
2016-07-01,6245.25
2016-07-04,6302.25
2016-07-05,6308.6
2016-07-07,6295.4
2016-07-08,6337.8
2016-07-11,6328.05
2016-07-12,6284.2
2016-07-13,6207.2
2016-07-14,6282.4
2016-07-15,6292.85
2016-07-18,6346.75
2016-07-19,6405.5
2016-07-20,6344.75
2016-07-21,6344.2
2016-07-22,6343.95
2016-07-25,6394.25
2016-07-26,6393.0
2016-07-27,6297.45
2016-07-28,6423.35
2016-07-29,6590.45
2016-08-01,6518.65
2016-08-02,6502.4
2016-08-03,6400.75
2016-08-04,6350.85
2016-08-05,6367.35
2016-08-08,6679.5
2016-08-09,6866.25
2016-08-10,6799.0
2016-08-11,6862.55
2016-08-12,6835.1
2016-08-16,6767.5
2016-08-17,6774.75
2016-08-18,7027.85
2016-08-19,6976.35
2016-08-22,6855.05
2016-08-23,6728.5
2016-08-24,6827.55
2016-08-25,6730.2
2016-08-26,6759.65
2016-08-29,6709.15
2016-08-30,6606.5
2016-08-31,6671.05
2016-09-01,6507.1
2016-09-02,6594.0
2016-09-06,6600.45
2016-09-07,6600.9
2016-09-08,6597.45
2016-09-09,6580.95
2016-09-12,6663.65
2016-09-14,6737.85
2016-09-15,6700.85
2016-09-16,6680.05
2016-09-19,6715.8
2016-09-20,6700.35
2016-09-21,6801.1
2016-09-22,6883.35
2016-09-23,6899.3
2016-09-26,6886.65
2016-09-27,6903.25
2016-09-28,6850.85
2016-09-29,6712.0
2016-09-30,6805.2
2016-10-03,6865.45
2016-10-04,6904.65
2016-10-05,7072.95
2016-10-06,6929.25
2016-10-07,6991.3
2016-10-10,7026.75
2016-10-13,6958.65
2016-10-14,6952.75
2016-10-17,6991.5
2016-10-18,6985.55
2016-10-19,6992.95
2016-10-20,7030.8
2016-10-21,7019.5
2016-10-24,7055.95
2016-10-25,7042.25
2016-10-26,6998.45
2016-10-27,6963.2
2016-10-28,7033.65
2016-10-30,7047.35
2016-11-01,7049.6
2016-11-02,7160.6
2016-11-03,7074.8
2016-11-04,7001.85
2016-11-07,6912.1
2016-11-08,6896.75
2016-11-09,7091.0
2016-11-10,6979.15
2016-11-11,6898.15
2016-11-15,6728.35
2016-11-16,6617.95
2016-11-17,6500.1
2016-11-18,6528.3
2016-11-21,6544.55
2016-11-22,6592.45
2016-11-23,6556.55
2016-11-24,6535.6
2016-11-25,6524.6
2016-11-28,6596.45
2016-11-29,6601.35
2016-11-30,6608.65
2016-12-01,6596.1
2016-12-02,6600.85
2016-12-05,6737.45
2016-12-06,6691.8
2016-12-07,6864.85
2016-12-08,6786.5
2016-12-09,6717.4
2016-12-12,6743.25
2016-12-13,6800.65
2016-12-14,6794.45
2016-12-15,6986.05
2016-12-16,6836.75
2016-12-19,6889.85
2016-12-20,6800.0
2016-12-21,6766.2
2016-12-22,6656.85
2016-12-23,6621.8
2016-12-26,6779.15
2016-12-27,6927.25
2016-12-28,6938.4
2016-12-29,7157.3
2016-12-30,7084.05
