Date,MIRZAINT
2016-01-01,133.1
2016-01-04,131.1
2016-01-05,131.0
2016-01-06,134.45
2016-01-07,127.3
2016-01-08,128.85
2016-01-11,128.6
2016-01-12,126.65
2016-01-13,119.95
2016-01-14,116.5
2016-01-15,111.0
2016-01-18,101.75
2016-01-19,107.95
2016-01-20,102.15
2016-01-21,103.2
2016-01-22,109.55
2016-01-25,109.6
2016-01-27,111.15
2016-01-28,101.35
2016-01-29,103.3
2016-02-01,102.9
2016-02-02,99.75
2016-02-03,93.8
2016-02-04,91.2
2016-02-05,96.7
2016-02-08,103.5
2016-02-09,102.9
2016-02-10,101.1
2016-02-11,93.1
2016-02-12,91.75
2016-02-15,99.65
2016-02-16,94.25
2016-02-17,93.9
2016-02-18,96.7
2016-02-19,96.95
2016-02-22,95.4
2016-02-23,94.1
2016-02-24,92.35
2016-02-25,91.25
2016-02-26,91.1
2016-02-29,89.8
2016-03-01,94.9
2016-03-02,102.0
2016-03-03,100.25
2016-03-04,99.8
2016-03-08,101.15
2016-03-09,103.05
2016-03-10,101.05
2016-03-11,99.7
2016-03-14,97.95
2016-03-15,95.8
2016-03-16,95.25
2016-03-17,94.95
2016-03-18,92.55
2016-03-21,93.4
2016-03-22,93.35
2016-03-23,96.9
2016-03-28,95.55
2016-03-29,95.3
2016-03-30,97.4
2016-03-31,96.7
2016-04-01,97.9
2016-04-04,104.85
2016-04-05,103.25
2016-04-06,104.35
2016-04-07,102.65
2016-04-08,101.55
2016-04-11,101.65
2016-04-12,101.85
2016-04-13,102.6
2016-04-18,102.9
2016-04-20,101.75
2016-04-21,104.35
2016-04-22,106.5
2016-04-25,105.3
2016-04-26,104.45
2016-04-27,103.75
2016-04-28,102.5
2016-04-29,104.35
2016-05-02,106.75
2016-05-03,106.3
2016-05-04,103.85
2016-05-05,103.35
2016-05-06,103.8
2016-05-09,104.85
2016-05-10,103.25
2016-05-11,101.7
2016-05-12,102.05
2016-05-13,101.45
2016-05-16,105.25
2016-05-17,103.6
2016-05-18,101.75
2016-05-19,100.9
2016-05-20,98.8
2016-05-23,96.55
2016-05-24,92.8
2016-05-25,94.95
2016-05-26,94.7
2016-05-27,95.2
2016-05-30,96.0
2016-05-31,96.85
2016-06-01,95.95
2016-06-02,97.9
2016-06-03,96.15
2016-06-06,95.25
2016-06-07,93.9
2016-06-08,96.65
2016-06-09,96.7
2016-06-10,94.9
2016-06-13,93.75
2016-06-14,93.9
2016-06-15,94.1
2016-06-16,92.85
2016-06-17,93.05
2016-06-20,92.95
2016-06-21,91.5
2016-06-22,91.2
2016-06-23,90.75
2016-06-24,87.25
2016-06-27,88.4
2016-06-28,89.6
2016-06-29,90.4
2016-06-30,91.5
2016-07-01,89.95
2016-07-04,89.65
2016-07-05,88.85
2016-07-07,88.9
2016-07-08,88.6
2016-07-11,92.1
2016-07-12,94.4
2016-07-13,95.35
2016-07-14,93.35
2016-07-15,91.15
2016-07-18,91.25
2016-07-19,90.15
2016-07-20,90.9
2016-07-21,92.1
2016-07-22,91.2
2016-07-25,93.5
2016-07-26,92.0
2016-07-27,91.15
2016-07-28,93.25
2016-07-29,93.7
2016-08-01,90.45
2016-08-02,89.5
2016-08-03,88.55
2016-08-04,88.65
2016-08-05,89.65
2016-08-08,89.35
2016-08-09,88.75
2016-08-10,85.9
2016-08-11,85.4
2016-08-12,85.35
2016-08-16,84.1
2016-08-17,84.65
2016-08-18,86.15
2016-08-19,86.3
2016-08-22,86.3
2016-08-23,84.95
2016-08-24,84.35
2016-08-25,85.1
2016-08-26,84.8
2016-08-29,84.7
2016-08-30,84.3
2016-08-31,84.0
2016-09-01,84.1
2016-09-02,84.45
2016-09-06,93.75
2016-09-07,92.3
2016-09-08,90.85
2016-09-09,90.2
2016-09-12,87.3
2016-09-14,88.5
2016-09-15,92.2
2016-09-16,90.0
2016-09-19,89.55
2016-09-20,89.05
2016-09-21,89.7
2016-09-22,90.35
2016-09-23,93.3
2016-09-26,93.55
2016-09-27,93.0
2016-09-28,92.75
2016-09-29,88.45
2016-09-30,96.5
2016-10-03,96.95
2016-10-04,95.7
2016-10-05,94.0
2016-10-06,95.95
2016-10-07,97.15
2016-10-10,95.55
2016-10-13,93.05
2016-10-14,94.95
2016-10-17,93.4
2016-10-18,94.05
2016-10-19,94.05
2016-10-20,94.05
2016-10-21,95.55
2016-10-24,95.15
2016-10-25,94.35
2016-10-26,93.9
2016-10-27,93.0
2016-10-28,93.15
2016-10-30,94.55
2016-11-01,93.3
2016-11-02,91.0
2016-11-03,89.3
2016-11-04,88.05
2016-11-07,89.75
2016-11-08,89.45
2016-11-09,85.95
2016-11-10,89.05
2016-11-11,86.25
2016-11-15,80.2
2016-11-16,77.85
2016-11-17,73.9
2016-11-18,72.95
2016-11-21,69.4
2016-11-22,70.2
2016-11-23,70.25
2016-11-24,77.0
2016-11-25,78.6
2016-11-28,80.15
2016-11-29,80.85
2016-11-30,80.9
2016-12-01,79.55
2016-12-02,78.0
2016-12-05,79.8
2016-12-06,80.45
2016-12-07,80.45
2016-12-08,84.45
2016-12-09,84.15
2016-12-12,84.3
2016-12-13,83.15
2016-12-14,81.8
2016-12-15,81.85
2016-12-16,83.6
2016-12-19,86.8
2016-12-20,86.0
2016-12-21,84.95
2016-12-22,83.5
2016-12-23,83.6
2016-12-26,81.65
2016-12-27,82.5
2016-12-28,82.8
2016-12-29,85.5
2016-12-30,85.2
