Date,AUTOIND
2016-01-01,53.15
2016-01-04,54.85
2016-01-05,55.25
2016-01-06,55.35
2016-01-07,50.7
2016-01-08,51.55
2016-01-11,50.8
2016-01-12,50.3
2016-01-13,48.55
2016-01-14,45.7
2016-01-15,44.35
2016-01-18,42.2
2016-01-19,45.75
2016-01-20,46.55
2016-01-21,45.25
2016-01-22,45.9
2016-01-25,46.75
2016-01-27,45.65
2016-01-28,46.0
2016-01-29,46.75
2016-02-01,45.9
2016-02-02,45.1
2016-02-03,43.85
2016-02-04,43.4
2016-02-05,43.5
2016-02-08,43.15
2016-02-09,43.3
2016-02-10,41.8
2016-02-11,39.4
2016-02-12,38.1
2016-02-15,39.5
2016-02-16,37.05
2016-02-17,36.35
2016-02-18,36.95
2016-02-19,38.3
2016-02-22,37.75
2016-02-23,36.45
2016-02-24,35.15
2016-02-25,35.2
2016-02-26,34.35
2016-02-29,34.2
2016-03-01,35.2
2016-03-02,37.15
2016-03-03,37.8
2016-03-04,38.7
2016-03-08,38.4
2016-03-09,37.9
2016-03-10,38.0
2016-03-11,38.3
2016-03-14,37.45
2016-03-15,36.3
2016-03-16,37.25
2016-03-17,36.6
2016-03-18,36.25
2016-03-21,37.5
2016-03-22,40.0
2016-03-23,40.15
2016-03-28,37.45
2016-03-29,36.55
2016-03-30,37.25
2016-03-31,37.05
2016-04-01,38.0
2016-04-04,38.05
2016-04-05,36.65
2016-04-06,37.8
2016-04-07,37.6
2016-04-08,38.2
2016-04-11,37.45
2016-04-12,38.25
2016-04-13,38.65
2016-04-18,38.9
2016-04-20,40.05
2016-04-21,43.4
2016-04-22,42.1
2016-04-25,42.6
2016-04-26,43.85
2016-04-27,43.35
2016-04-28,42.35
2016-04-29,41.3
2016-05-02,41.5
2016-05-03,41.65
2016-05-04,40.55
2016-05-05,40.1
2016-05-06,39.4
2016-05-09,40.35
2016-05-10,39.95
2016-05-11,39.95
2016-05-12,39.65
2016-05-13,39.8
2016-05-16,40.6
2016-05-17,39.5
2016-05-18,39.5
2016-05-19,39.3
2016-05-20,38.8
2016-05-23,39.65
2016-05-24,39.15
2016-05-25,38.55
2016-05-26,38.35
2016-05-27,38.35
2016-05-30,38.3
2016-05-31,37.7
2016-06-01,39.6
2016-06-02,39.95
2016-06-03,38.95
2016-06-06,39.5
2016-06-07,39.4
2016-06-08,47.25
2016-06-09,44.9
2016-06-10,45.8
2016-06-13,44.55
2016-06-14,45.0
2016-06-15,45.55
2016-06-16,44.35
2016-06-17,43.8
2016-06-20,43.6
2016-06-21,43.05
2016-06-22,42.5
2016-06-23,42.4
2016-06-24,40.95
2016-06-27,42.6
2016-06-28,42.95
2016-06-29,44.25
2016-06-30,44.3
2016-07-01,44.45
2016-07-04,45.2
2016-07-05,44.75
2016-07-07,45.5
2016-07-08,47.65
2016-07-11,50.3
2016-07-12,49.15
2016-07-13,48.0
2016-07-14,49.25
2016-07-15,50.15
2016-07-18,53.7
2016-07-19,53.15
2016-07-20,51.85
2016-07-21,51.75
2016-07-22,53.75
2016-07-25,53.25
2016-07-26,54.25
2016-07-27,53.65
2016-07-28,52.65
2016-07-29,51.1
2016-08-01,51.95
2016-08-02,50.55
2016-08-03,49.85
2016-08-04,49.25
2016-08-05,51.05
2016-08-08,52.7
2016-08-09,51.75
2016-08-10,54.5
2016-08-11,54.75
2016-08-12,55.55
2016-08-16,46.15
2016-08-17,46.5
2016-08-18,47.85
2016-08-19,47.1
2016-08-22,47.35
2016-08-23,46.6
2016-08-24,47.45
2016-08-25,46.75
2016-08-26,46.25
2016-08-29,45.65
2016-08-30,45.05
2016-08-31,44.95
2016-09-01,44.5
2016-09-02,44.5
2016-09-06,44.95
2016-09-07,45.6
2016-09-08,50.25
2016-09-09,60.3
2016-09-12,55.35
2016-09-14,56.85
2016-09-15,55.1
2016-09-16,59.6
2016-09-19,58.7
2016-09-20,57.25
2016-09-21,58.3
2016-09-22,57.95
2016-09-23,56.45
2016-09-26,59.95
2016-09-27,63.8
2016-09-28,61.6
2016-09-29,55.95
2016-09-30,59.25
2016-10-03,60.85
2016-10-04,61.65
2016-10-05,65.2
2016-10-06,64.9
2016-10-07,65.4
2016-10-10,64.0
2016-10-13,61.85
2016-10-14,61.15
2016-10-17,61.2
2016-10-18,61.25
2016-10-19,61.15
2016-10-20,60.55
2016-10-21,60.75
2016-10-24,58.9
2016-10-25,59.3
2016-10-26,58.5
2016-10-27,59.05
2016-10-28,58.15
2016-10-30,60.5
2016-11-01,61.9
2016-11-02,59.25
2016-11-03,59.7
2016-11-04,56.5
2016-11-07,58.15
2016-11-08,57.8
2016-11-09,54.5
2016-11-10,56.4
2016-11-11,53.9
2016-11-15,47.35
2016-11-16,47.8
2016-11-17,48.25
2016-11-18,48.45
2016-11-21,44.95
2016-11-22,46.25
2016-11-23,49.0
2016-11-24,48.45
2016-11-25,49.95
2016-11-28,49.75
2016-11-29,53.5
2016-11-30,53.0
2016-12-01,52.4
2016-12-02,51.95
2016-12-05,51.35
2016-12-06,50.1
2016-12-07,51.3
2016-12-08,52.5
2016-12-09,51.65
2016-12-12,50.4
2016-12-13,52.1
2016-12-14,50.25
2016-12-15,49.45
2016-12-16,51.3
2016-12-19,51.1
2016-12-20,49.5
2016-12-21,50.75
2016-12-22,49.0
2016-12-23,49.35
2016-12-26,47.3
2016-12-27,48.0
2016-12-28,47.7
2016-12-29,47.1
2016-12-30,48.1
