Date,GARDENSILK
2016-01-01,30.7
2016-01-04,30.4
2016-01-05,31.5
2016-01-06,30.5
2016-01-07,29.05
2016-01-08,29.15
2016-01-11,29.45
2016-01-12,28.5
2016-01-13,26.85
2016-01-14,26.8
2016-01-15,26.25
2016-01-18,24.75
2016-01-19,25.25
2016-01-20,23.75
2016-01-21,24.0
2016-01-22,25.2
2016-01-25,25.15
2016-01-27,25.05
2016-01-28,24.85
2016-01-29,25.4
2016-02-01,25.05
2016-02-02,24.45
2016-02-03,24.05
2016-02-04,23.55
2016-02-05,24.35
2016-02-08,24.6
2016-02-09,24.1
2016-02-10,24.0
2016-02-11,22.2
2016-02-12,22.1
2016-02-15,22.95
2016-02-16,22.85
2016-02-17,22.2
2016-02-18,22.3
2016-02-19,22.35
2016-02-22,22.6
2016-02-23,22.1
2016-02-24,22.0
2016-02-25,21.9
2016-02-26,21.15
2016-02-29,20.9
2016-03-01,22.75
2016-03-02,23.45
2016-03-03,23.4
2016-03-04,23.1
2016-03-08,23.6
2016-03-09,23.35
2016-03-10,22.95
2016-03-11,22.85
2016-03-14,22.6
2016-03-15,21.65
2016-03-16,21.55
2016-03-17,21.8
2016-03-18,21.85
2016-03-21,21.85
2016-03-22,21.95
2016-03-23,22.1
2016-03-28,21.7
2016-03-29,21.2
2016-03-30,21.4
2016-03-31,21.6
2016-04-01,21.8
2016-04-04,22.3
2016-04-05,22.05
2016-04-06,22.45
2016-04-07,22.45
2016-04-08,23.25
2016-04-11,23.3
2016-04-12,23.55
2016-04-13,23.25
2016-04-18,23.45
2016-04-20,23.25
2016-04-21,24.1
2016-04-22,24.35
2016-04-25,24.45
2016-04-26,24.45
2016-04-27,24.7
2016-04-28,24.1
2016-04-29,24.0
2016-05-02,24.25
2016-05-03,24.25
2016-05-04,23.5
2016-05-05,23.6
2016-05-06,23.65
2016-05-09,25.6
2016-05-10,27.3
2016-05-11,27.6
2016-05-12,27.45
2016-05-13,26.4
2016-05-16,26.3
2016-05-17,26.1
2016-05-18,26.15
2016-05-19,26.65
2016-05-20,25.7
2016-05-23,25.6
2016-05-24,24.9
2016-05-25,25.05
2016-05-26,24.8
2016-05-27,25.1
2016-05-30,25.45
2016-05-31,25.5
2016-06-01,24.95
2016-06-02,24.85
2016-06-03,25.2
2016-06-06,24.8
2016-06-07,25.0
2016-06-08,24.75
2016-06-09,25.1
2016-06-10,30.1
2016-06-13,35.3
2016-06-14,33.9
2016-06-15,33.1
2016-06-16,31.15
2016-06-17,33.15
2016-06-20,32.65
2016-06-21,35.9
2016-06-22,39.45
2016-06-23,35.65
2016-06-24,35.05
2016-06-27,36.8
2016-06-28,35.85
2016-06-29,35.55
2016-06-30,36.2
2016-07-01,36.05
2016-07-04,36.1
2016-07-05,35.45
2016-07-07,36.85
2016-07-08,36.0
2016-07-11,37.95
2016-07-12,37.25
2016-07-13,36.05
2016-07-14,36.1
2016-07-15,35.5
2016-07-18,37.15
2016-07-19,36.9
2016-07-20,36.85
2016-07-21,36.05
2016-07-22,35.95
2016-07-25,35.85
2016-07-26,35.0
2016-07-27,34.4
2016-07-28,34.25
2016-07-29,34.2
2016-08-01,34.1
2016-08-02,33.9
2016-08-03,33.2
2016-08-04,33.3
2016-08-05,33.1
2016-08-08,33.8
2016-08-09,34.25
2016-08-10,32.95
2016-08-11,29.3
2016-08-12,29.6
2016-08-16,28.45
2016-08-17,28.3
2016-08-18,31.3
2016-08-19,31.85
2016-08-22,31.5
2016-08-23,30.45
2016-08-24,30.8
2016-08-25,31.35
2016-08-26,32.1
2016-08-29,32.15
2016-08-30,31.8
2016-08-31,31.25
2016-09-01,30.65
2016-09-02,30.95
2016-09-06,30.5
2016-09-07,30.55
2016-09-08,30.95
2016-09-09,30.9
2016-09-12,29.95
2016-09-14,30.3
2016-09-15,30.65
2016-09-16,30.8
2016-09-19,31.35
2016-09-20,30.75
2016-09-21,32.15
2016-09-22,32.25
2016-09-23,31.55
2016-09-26,31.1
2016-09-27,31.25
2016-09-28,30.85
2016-09-29,29.1
2016-09-30,29.5
2016-10-03,30.15
2016-10-04,30.3
2016-10-05,31.15
2016-10-06,30.85
2016-10-07,30.55
2016-10-10,31.25
2016-10-13,30.6
2016-10-14,30.7
2016-10-17,31.2
2016-10-18,32.2
2016-10-19,38.6
2016-10-20,35.5
2016-10-21,35.45
2016-10-24,34.35
2016-10-25,35.1
2016-10-26,33.75
2016-10-27,32.9
2016-10-28,33.6
2016-10-30,33.45
2016-11-01,33.25
2016-11-02,33.45
2016-11-03,33.0
2016-11-04,31.2
2016-11-07,31.45
2016-11-08,31.1
2016-11-09,29.4
2016-11-10,30.45
2016-11-11,28.7
2016-11-15,27.2
2016-11-16,27.35
2016-11-17,26.55
2016-11-18,26.75
2016-11-21,25.9
2016-11-22,25.85
2016-11-23,26.85
2016-11-24,26.2
2016-11-25,27.35
2016-11-28,27.25
2016-11-29,28.85
2016-11-30,28.85
2016-12-01,28.0
2016-12-02,27.6
2016-12-05,27.75
2016-12-06,27.7
2016-12-07,27.75
2016-12-08,28.35
2016-12-09,28.35
2016-12-12,30.9
2016-12-13,30.85
2016-12-14,30.0
2016-12-15,31.45
2016-12-16,30.4
2016-12-19,30.2
2016-12-20,29.6
2016-12-21,29.1
2016-12-22,29.75
2016-12-23,29.25
2016-12-26,28.3
2016-12-27,28.25
2016-12-28,28.6
2016-12-29,28.6
2016-12-30,29.05
