Date,BAFNAPHARM
2016-01-01,49.1
2016-01-04,47.0
2016-01-05,49.8
2016-01-06,47.8
2016-01-07,45.35
2016-01-08,46.8
2016-01-11,48.25
2016-01-12,50.75
2016-01-13,45.15
2016-01-14,44.8
2016-01-15,38.45
2016-01-18,34.6
2016-01-19,35.8
2016-01-20,35.15
2016-01-21,34.15
2016-01-22,35.6
2016-01-25,36.4
2016-01-27,36.05
2016-01-28,36.3
2016-01-29,37.05
2016-02-01,37.9
2016-02-02,36.75
2016-02-03,35.1
2016-02-04,33.0
2016-02-05,33.6
2016-02-08,33.9
2016-02-09,33.45
2016-02-10,32.7
2016-02-11,28.6
2016-02-12,29.4
2016-02-15,31.4
2016-02-16,29.45
2016-02-17,29.3
2016-02-18,29.25
2016-02-19,29.1
2016-02-22,29.55
2016-02-23,28.6
2016-02-24,28.15
2016-02-25,28.15
2016-02-26,27.6
2016-02-29,27.35
2016-03-01,31.1
2016-03-02,31.35
2016-03-03,31.25
2016-03-04,34.2
2016-03-08,36.3
2016-03-09,34.95
2016-03-10,35.2
2016-03-11,34.5
2016-03-14,33.2
2016-03-15,31.45
2016-03-16,31.85
2016-03-17,31.75
2016-03-18,31.15
2016-03-21,30.45
2016-03-22,31.2
2016-03-23,30.9
2016-03-28,29.15
2016-03-29,28.9
2016-03-30,29.95
2016-03-31,29.85
2016-04-01,30.25
2016-04-04,30.95
2016-04-05,30.95
2016-04-06,30.85
2016-04-07,31.0
2016-04-08,30.45
2016-04-11,31.7
2016-04-12,31.35
2016-04-13,31.2
2016-04-18,31.6
2016-04-20,31.0
2016-04-21,32.95
2016-04-22,33.7
2016-04-25,33.3
2016-04-26,33.3
2016-04-27,32.25
2016-04-28,31.8
2016-04-29,31.35
2016-05-02,31.6
2016-05-03,30.85
2016-05-04,30.6
2016-05-05,30.5
2016-05-06,30.7
2016-05-09,30.55
2016-05-10,30.8
2016-05-11,30.55
2016-05-12,30.35
2016-05-13,30.2
2016-05-16,30.05
2016-05-17,30.5
2016-05-18,29.9
2016-05-19,29.6
2016-05-20,30.1
2016-05-23,29.45
2016-05-24,29.0
2016-05-25,29.05
2016-05-26,29.05
2016-05-27,29.4
2016-05-30,29.3
2016-05-31,29.8
2016-06-01,29.05
2016-06-02,31.0
2016-06-03,29.65
2016-06-06,29.4
2016-06-07,29.25
2016-06-08,29.05
2016-06-09,28.85
2016-06-10,28.75
2016-06-13,28.95
2016-06-14,28.9
2016-06-15,28.6
2016-06-16,28.65
2016-06-17,30.25
2016-06-20,29.6
2016-06-21,29.8
2016-06-22,29.2
2016-06-23,29.05
2016-06-24,28.35
2016-06-27,28.8
2016-06-28,29.5
2016-06-29,29.25
2016-06-30,29.7
2016-07-01,30.05
2016-07-04,30.35
2016-07-05,30.8
2016-07-07,30.6
2016-07-08,30.4
2016-07-11,32.05
2016-07-12,31.5
2016-07-13,31.05
2016-07-14,31.05
2016-07-15,30.8
2016-07-18,30.3
2016-07-19,29.9
2016-07-20,31.0
2016-07-21,30.75
2016-07-22,30.4
2016-07-25,30.55
2016-07-26,30.0
2016-07-27,30.0
2016-07-28,30.0
2016-07-29,29.7
2016-08-01,29.1
2016-08-02,28.55
2016-08-03,28.6
2016-08-04,28.55
2016-08-05,28.75
2016-08-08,28.75
2016-08-09,28.7
2016-08-10,28.3
2016-08-11,28.5
2016-08-12,28.3
2016-08-16,28.1
2016-08-17,27.25
2016-08-18,27.3
2016-08-19,27.95
2016-08-22,27.5
2016-08-23,27.45
2016-08-24,27.45
2016-08-25,27.5
2016-08-26,27.35
2016-08-29,27.5
2016-08-30,27.85
2016-08-31,27.9
2016-09-01,27.8
2016-09-02,28.25
2016-09-06,27.65
2016-09-07,27.35
2016-09-08,27.95
2016-09-09,28.55
2016-09-12,27.95
2016-09-14,27.95
2016-09-15,29.4
2016-09-16,28.6
2016-09-19,28.05
2016-09-20,28.7
2016-09-21,28.95
2016-09-22,31.8
2016-09-23,33.8
2016-09-26,33.5
2016-09-27,33.85
2016-09-28,34.1
2016-09-29,29.65
2016-09-30,30.5
2016-10-03,32.6
2016-10-04,32.95
2016-10-05,33.6
2016-10-06,32.7
2016-10-07,32.65
2016-10-10,33.05
2016-10-13,32.15
2016-10-14,32.1
2016-10-17,32.1
2016-10-18,32.1
2016-10-19,32.55
2016-10-20,32.4
2016-10-21,31.75
2016-10-24,31.0
2016-10-25,33.6
2016-10-26,34.95
2016-10-27,33.95
2016-10-28,34.05
2016-10-30,34.35
2016-11-01,33.45
2016-11-02,32.85
2016-11-03,32.7
2016-11-04,31.4
2016-11-07,31.7
2016-11-08,30.7
2016-11-09,30.85
2016-11-10,32.15
2016-11-11,30.45
2016-11-15,28.05
2016-11-16,27.6
2016-11-17,27.65
2016-11-18,28.05
2016-11-21,27.0
2016-11-22,27.6
2016-11-23,28.3
2016-11-24,28.6
2016-11-25,28.95
2016-11-28,28.95
2016-11-29,29.4
2016-11-30,29.35
2016-12-01,31.3
2016-12-02,30.8
2016-12-05,30.55
2016-12-06,30.8
2016-12-07,30.2
2016-12-08,30.35
2016-12-09,30.5
2016-12-12,30.55
2016-12-13,30.3
2016-12-14,30.15
2016-12-15,30.4
2016-12-16,29.7
2016-12-19,29.25
2016-12-20,29.65
2016-12-21,28.65
2016-12-22,28.85
2016-12-23,28.95
2016-12-26,28.15
2016-12-27,28.45
2016-12-28,28.25
2016-12-29,28.45
2016-12-30,28.85
