Date,PURVA
2016-01-01,63.45
2016-01-04,62.45
2016-01-05,63.6
2016-01-06,63.6
2016-01-07,60.55
2016-01-08,60.15
2016-01-11,59.65
2016-01-12,61.35
2016-01-13,58.7
2016-01-14,57.45
2016-01-15,55.25
2016-01-18,53.1
2016-01-19,53.35
2016-01-20,51.55
2016-01-21,51.5
2016-01-22,52.2
2016-01-25,52.35
2016-01-27,51.4
2016-01-28,51.1
2016-01-29,50.9
2016-02-01,50.95
2016-02-02,50.05
2016-02-03,48.85
2016-02-04,49.0
2016-02-05,50.75
2016-02-08,49.5
2016-02-09,48.35
2016-02-10,46.65
2016-02-11,44.6
2016-02-12,43.75
2016-02-15,45.2
2016-02-16,43.75
2016-02-17,43.3
2016-02-18,44.8
2016-02-19,45.15
2016-02-22,46.55
2016-02-23,45.55
2016-02-24,44.65
2016-02-25,44.85
2016-02-26,44.9
2016-02-29,44.75
2016-03-01,46.3
2016-03-02,47.85
2016-03-03,47.95
2016-03-04,47.95
2016-03-08,48.05
2016-03-09,48.85
2016-03-10,47.95
2016-03-11,51.15
2016-03-14,52.7
2016-03-15,50.35
2016-03-16,48.65
2016-03-17,47.75
2016-03-18,47.25
2016-03-21,47.2
2016-03-22,48.45
2016-03-23,47.9
2016-03-28,45.75
2016-03-29,44.55
2016-03-30,45.65
2016-03-31,47.4
2016-04-01,48.8
2016-04-04,50.55
2016-04-05,49.9
2016-04-06,49.75
2016-04-07,50.25
2016-04-08,50.6
2016-04-11,50.7
2016-04-12,50.05
2016-04-13,50.8
2016-04-18,54.9
2016-04-20,52.9
2016-04-21,52.05
2016-04-22,52.3
2016-04-25,53.45
2016-04-26,52.95
2016-04-27,52.65
2016-04-28,52.7
2016-04-29,52.9
2016-05-02,51.4
2016-05-03,51.3
2016-05-04,50.25
2016-05-05,50.3
2016-05-06,50.25
2016-05-09,49.85
2016-05-10,49.75
2016-05-11,49.5
2016-05-12,49.75
2016-05-13,49.7
2016-05-16,49.8
2016-05-17,49.9
2016-05-18,47.25
2016-05-19,45.2
2016-05-20,47.75
2016-05-23,50.05
2016-05-24,50.35
2016-05-25,48.45
2016-05-26,49.35
2016-05-27,49.5
2016-05-30,48.85
2016-05-31,48.85
2016-06-01,48.45
2016-06-02,48.0
2016-06-03,47.7
2016-06-06,48.05
2016-06-07,47.9
2016-06-08,48.0
2016-06-09,47.35
2016-06-10,47.25
2016-06-13,47.5
2016-06-14,47.9
2016-06-15,47.85
2016-06-16,47.75
2016-06-17,48.0
2016-06-20,48.4
2016-06-21,48.55
2016-06-22,48.25
2016-06-23,48.65
2016-06-24,47.25
2016-06-27,47.9
2016-06-28,47.85
2016-06-29,48.9
2016-06-30,49.95
2016-07-01,49.75
2016-07-04,49.45
2016-07-05,50.6
2016-07-07,49.85
2016-07-08,48.4
2016-07-11,49.2
2016-07-12,49.1
2016-07-13,47.7
2016-07-14,47.5
2016-07-15,47.25
2016-07-18,47.15
2016-07-19,47.45
2016-07-20,47.7
2016-07-21,48.95
2016-07-22,48.5
2016-07-25,49.3
2016-07-26,48.9
2016-07-27,48.35
2016-07-28,48.6
2016-07-29,48.4
2016-08-01,48.15
2016-08-02,47.95
2016-08-03,47.0
2016-08-04,46.95
2016-08-05,47.35
2016-08-08,47.2
2016-08-09,47.1
2016-08-10,45.75
2016-08-11,45.55
2016-08-12,46.45
2016-08-16,46.25
2016-08-17,46.35
2016-08-18,46.5
2016-08-19,46.3
2016-08-22,46.3
2016-08-23,46.2
2016-08-24,46.45
2016-08-25,50.0
2016-08-26,50.65
2016-08-29,49.3
2016-08-30,48.7
2016-08-31,50.6
2016-09-01,49.7
2016-09-02,49.8
2016-09-06,52.5
2016-09-07,53.7
2016-09-08,54.9
2016-09-09,50.4
2016-09-12,48.3
2016-09-14,49.0
2016-09-15,49.55
2016-09-16,48.4
2016-09-19,48.75
2016-09-20,48.4
2016-09-21,48.1
2016-09-22,48.25
2016-09-23,47.85
2016-09-26,47.7
2016-09-27,47.25
2016-09-28,47.7
2016-09-29,44.05
2016-09-30,45.05
2016-10-03,45.95
2016-10-04,46.55
2016-10-05,46.0
2016-10-06,43.05
2016-10-07,43.95
2016-10-10,44.55
2016-10-13,44.55
2016-10-14,46.9
2016-10-17,45.55
2016-10-18,45.35
2016-10-19,45.45
2016-10-20,45.85
2016-10-21,47.5
2016-10-24,48.3
2016-10-25,47.95
2016-10-26,47.2
2016-10-27,47.15
2016-10-28,48.9
2016-10-30,48.8
2016-11-01,49.35
2016-11-02,47.8
2016-11-03,47.1
2016-11-04,45.7
2016-11-07,46.25
2016-11-08,46.05
2016-11-09,43.1
2016-11-10,44.05
2016-11-11,43.2
2016-11-15,41.75
2016-11-16,41.8
2016-11-17,40.55
2016-11-18,39.85
2016-11-21,38.35
2016-11-22,37.95
2016-11-23,40.15
2016-11-24,39.2
2016-11-25,40.05
2016-11-28,40.65
2016-11-29,40.95
2016-11-30,40.9
2016-12-01,41.0
2016-12-02,41.8
2016-12-05,42.15
2016-12-06,42.15
2016-12-07,43.05
2016-12-08,43.1
2016-12-09,47.15
2016-12-12,46.3
2016-12-13,45.15
2016-12-14,45.5
2016-12-15,45.0
2016-12-16,44.1
2016-12-19,44.6
2016-12-20,44.65
2016-12-21,44.05
2016-12-22,44.6
2016-12-23,44.5
2016-12-26,44.4
2016-12-27,44.85
2016-12-28,44.05
2016-12-29,43.55
2016-12-30,43.7
