Date,ESSARSHPNG
2016-01-01,27.4
2016-01-04,32.85
2016-01-05,35.3
2016-01-06,33.9
2016-01-07,33.85
2016-01-08,35.25
2016-01-11,35.05
2016-01-12,34.6
2016-01-13,31.6
2016-01-14,29.2
2016-01-15,28.0
2016-01-18,30.8
2016-01-19,31.3
2016-01-20,29.85
2016-01-21,29.65
2016-01-22,29.95
2016-01-25,30.5
2016-01-27,30.75
2016-01-28,29.85
2016-01-29,28.95
2016-02-01,27.4
2016-02-02,27.15
2016-02-03,27.05
2016-02-04,26.75
2016-02-05,27.7
2016-02-08,27.2
2016-02-09,26.85
2016-02-10,26.15
2016-02-11,25.05
2016-02-12,23.05
2016-02-15,26.35
2016-02-16,24.35
2016-02-17,24.15
2016-02-18,24.3
2016-02-19,24.2
2016-02-22,23.95
2016-02-23,23.35
2016-02-24,23.55
2016-02-25,23.65
2016-02-26,23.75
2016-02-29,23.75
2016-03-01,24.4
2016-03-02,24.75
2016-03-03,25.25
2016-03-04,25.75
2016-03-08,25.3
2016-03-09,26.95
2016-03-10,25.95
2016-03-11,26.05
2016-03-14,25.5
2016-03-15,25.7
2016-03-16,25.5
2016-03-17,25.7
2016-03-18,25.35
2016-03-21,25.4
2016-03-22,25.05
2016-03-23,25.1
2016-03-28,24.15
2016-03-29,23.75
2016-03-30,24.85
2016-03-31,25.1
2016-04-01,24.9
2016-04-04,24.75
2016-04-05,24.0
2016-04-06,25.05
2016-04-07,25.6
2016-04-08,25.3
2016-04-11,24.5
2016-04-12,24.65
2016-04-13,25.8
2016-04-18,25.5
2016-04-20,25.45
2016-04-21,25.45
2016-04-22,25.2
2016-04-25,25.0
2016-04-26,25.3
2016-04-27,25.3
2016-04-28,25.15
2016-04-29,25.0
2016-05-02,25.1
2016-05-03,25.15
2016-05-04,25.15
2016-05-05,25.6
2016-05-06,25.0
2016-05-09,25.1
2016-05-10,25.5
2016-05-11,25.0
2016-05-12,25.4
2016-05-13,25.35
2016-05-16,25.15
2016-05-17,25.2
2016-05-18,25.45
2016-05-19,27.0
2016-05-20,27.1
2016-05-23,26.7
2016-05-24,27.45
2016-05-25,26.7
2016-05-26,26.2
2016-05-27,26.3
2016-05-30,25.7
2016-05-31,25.9
2016-06-01,25.5
2016-06-02,25.45
2016-06-03,25.15
2016-06-06,25.35
2016-06-07,25.15
2016-06-08,25.15
2016-06-09,25.4
2016-06-10,25.25
2016-06-13,25.2
2016-06-14,25.5
2016-06-15,25.4
2016-06-16,26.0
2016-06-17,25.55
2016-06-20,26.0
2016-06-21,25.3
2016-06-22,25.45
2016-06-23,25.4
2016-06-24,25.1
2016-06-27,25.35
2016-06-28,25.85
2016-06-29,25.65
2016-06-30,25.65
2016-07-01,26.1
2016-07-04,26.35
2016-07-05,26.6
2016-07-07,26.3
2016-07-08,27.6
2016-07-11,26.95
2016-07-12,26.6
2016-07-13,26.3
2016-07-14,26.25
2016-07-15,26.25
2016-07-18,26.3
2016-07-19,26.25
2016-07-20,26.35
2016-07-21,26.5
2016-07-22,26.3
2016-07-25,26.25
2016-07-26,25.15
2016-07-27,26.65
2016-07-28,28.45
2016-07-29,28.4
2016-08-01,27.75
2016-08-02,26.6
2016-08-03,26.7
2016-08-04,26.6
2016-08-05,26.75
2016-08-08,26.6
2016-08-09,26.55
2016-08-10,26.1
2016-08-11,25.65
2016-08-12,25.65
2016-08-16,25.5
2016-08-17,25.6
2016-08-18,25.75
2016-08-19,25.65
2016-08-22,25.85
2016-08-23,25.7
2016-08-24,25.5
2016-08-25,25.5
2016-08-26,25.5
2016-08-29,25.35
2016-08-30,25.3
2016-08-31,25.15
2016-09-01,25.1
2016-09-02,25.6
2016-09-06,25.1
2016-09-07,24.8
2016-09-08,26.55
2016-09-09,26.5
2016-09-12,26.5
2016-09-14,26.6
2016-09-15,26.5
2016-09-16,26.9
2016-09-19,25.9
2016-09-20,25.9
2016-09-21,26.05
2016-09-22,28.4
2016-09-23,28.55
2016-09-26,28.6
2016-09-27,29.1
2016-09-28,29.25
2016-09-29,27.8
2016-09-30,28.65
2016-10-03,29.1
2016-10-04,28.9
2016-10-05,28.5
2016-10-06,28.3
2016-10-07,27.6
2016-10-10,27.15
2016-10-13,26.85
2016-10-14,28.95
2016-10-17,34.65
2016-10-18,33.4
2016-10-19,31.8
2016-10-20,30.8
2016-10-21,30.95
2016-10-24,30.45
2016-10-25,30.55
2016-10-26,29.7
2016-10-27,30.1
2016-10-28,30.25
2016-10-30,31.0
2016-11-01,30.55
2016-11-02,29.8
2016-11-03,29.25
2016-11-04,28.85
2016-11-07,28.95
2016-11-08,28.6
2016-11-09,27.6
2016-11-10,28.25
2016-11-11,27.95
2016-11-15,26.5
2016-11-16,26.65
2016-11-17,26.25
2016-11-18,26.15
2016-11-21,25.4
2016-11-22,25.25
2016-11-23,25.95
2016-11-24,26.0
2016-11-25,26.7
2016-11-28,27.05
2016-11-29,27.8
2016-11-30,29.25
2016-12-01,28.9
2016-12-02,28.9
2016-12-05,28.55
2016-12-06,28.45
2016-12-07,27.85
2016-12-08,28.0
2016-12-09,27.95
2016-12-12,27.85
2016-12-13,27.75
2016-12-14,26.6
2016-12-15,29.25
2016-12-16,27.85
2016-12-19,28.4
2016-12-20,28.45
2016-12-21,28.0
2016-12-22,27.45
2016-12-23,27.4
2016-12-26,27.3
2016-12-27,27.05
2016-12-28,26.95
2016-12-29,27.45
2016-12-30,27.75
