Date,TRIL
2016-01-01,295.1
2016-01-04,279.55
2016-01-05,293.15
2016-01-06,302.2
2016-01-07,282.95
2016-01-08,281.75
2016-01-11,288.5
2016-01-12,285.7
2016-01-13,280.05
2016-01-14,275.85
2016-01-15,270.05
2016-01-18,254.0
2016-01-19,254.35
2016-01-20,239.6
2016-01-21,233.9
2016-01-22,243.6
2016-01-25,260.85
2016-01-27,265.75
2016-01-28,258.85
2016-01-29,257.75
2016-02-01,254.1
2016-02-02,260.15
2016-02-03,255.3
2016-02-04,256.65
2016-02-05,264.8
2016-02-08,257.3
2016-02-09,255.1
2016-02-10,253.9
2016-02-11,239.4
2016-02-12,219.8
2016-02-15,227.1
2016-02-16,226.5
2016-02-17,224.9
2016-02-18,227.3
2016-02-19,224.1
2016-02-22,220.8
2016-02-23,219.2
2016-02-24,212.45
2016-02-25,212.8
2016-02-26,206.15
2016-02-29,202.4
2016-03-01,213.8
2016-03-02,219.0
2016-03-03,216.45
2016-03-04,216.4
2016-03-08,219.95
2016-03-09,217.65
2016-03-10,215.9
2016-03-11,217.3
2016-03-14,218.55
2016-03-15,217.25
2016-03-16,218.15
2016-03-17,237.0
2016-03-18,229.25
2016-03-21,229.8
2016-03-22,234.2
2016-03-23,240.3
2016-03-28,230.9
2016-03-29,235.8
2016-03-30,240.45
2016-03-31,236.65
2016-04-01,240.1
2016-04-04,243.55
2016-04-05,246.8
2016-04-06,259.75
2016-04-07,260.5
2016-04-08,277.85
2016-04-11,272.25
2016-04-12,267.3
2016-04-13,267.25
2016-04-18,267.45
2016-04-20,270.1
2016-04-21,311.5
2016-04-22,316.5
2016-04-25,302.05
2016-04-26,316.05
2016-04-27,333.05
2016-04-28,320.7
2016-04-29,333.3
2016-05-02,340.05
2016-05-03,331.15
2016-05-04,323.65
2016-05-05,324.7
2016-05-06,323.2
2016-05-09,323.8
2016-05-10,319.45
2016-05-11,316.55
2016-05-12,320.8
2016-05-13,320.25
2016-05-16,321.85
2016-05-17,322.65
2016-05-18,320.05
2016-05-19,320.0
2016-05-20,318.5
2016-05-23,302.6
2016-05-24,301.55
2016-05-25,305.95
2016-05-26,343.45
2016-05-27,382.2
2016-05-30,362.5
2016-05-31,358.05
2016-06-01,365.4
2016-06-02,357.5
2016-06-03,348.15
2016-06-06,342.35
2016-06-07,345.5
2016-06-08,353.0
2016-06-09,344.7
2016-06-10,342.2
2016-06-13,344.4
2016-06-14,350.2
2016-06-15,349.45
2016-06-16,346.8
2016-06-17,340.35
2016-06-20,341.75
2016-06-21,349.05
2016-06-22,349.2
2016-06-23,341.65
2016-06-24,328.25
2016-06-27,345.75
2016-06-28,343.0
2016-06-29,358.8
2016-06-30,350.15
2016-07-01,352.35
2016-07-04,355.55
2016-07-05,348.45
2016-07-07,343.2
2016-07-08,339.65
2016-07-11,347.7
2016-07-12,350.55
2016-07-13,340.35
2016-07-14,340.4
2016-07-15,347.8
2016-07-18,350.0
2016-07-19,344.85
2016-07-20,336.65
2016-07-21,331.2
2016-07-22,342.9
2016-07-25,353.5
2016-07-26,347.65
2016-07-27,338.15
2016-07-28,337.6
2016-07-29,325.45
2016-08-01,316.25
2016-08-02,313.75
2016-08-03,309.0
2016-08-04,303.45
2016-08-05,309.8
2016-08-08,304.05
2016-08-09,300.0
2016-08-10,295.8
2016-08-11,289.95
2016-08-12,290.2
2016-08-16,286.05
2016-08-17,292.4
2016-08-18,326.45
2016-08-19,326.1
2016-08-22,316.9
2016-08-23,312.6
2016-08-24,310.15
2016-08-25,308.05
2016-08-26,306.9
2016-08-29,304.1
2016-08-30,305.05
2016-08-31,315.3
2016-09-01,313.45
2016-09-02,318.2
2016-09-06,337.25
2016-09-07,332.1
2016-09-08,328.3
2016-09-09,325.7
2016-09-12,316.15
2016-09-14,325.0
2016-09-15,341.0
2016-09-16,347.2
2016-09-19,334.7
2016-09-20,329.85
2016-09-21,330.65
2016-09-22,327.2
2016-09-23,325.6
2016-09-26,324.2
2016-09-27,316.9
2016-09-28,319.75
2016-09-29,307.35
2016-09-30,312.4
2016-10-03,320.75
2016-10-04,320.4
2016-10-05,326.8
2016-10-06,361.85
2016-10-07,348.6
2016-10-10,340.3
2016-10-13,329.75
2016-10-14,329.7
2016-10-17,334.4
2016-10-18,342.5
2016-10-19,342.9
2016-10-20,345.7
2016-10-21,345.6
2016-10-24,343.4
2016-10-25,341.45
2016-10-26,337.3
2016-10-27,335.15
2016-10-28,342.35
2016-10-30,344.3
2016-11-01,340.15
2016-11-02,339.4
2016-11-03,337.5
2016-11-04,322.25
2016-11-07,327.15
2016-11-08,338.1
2016-11-09,329.3
2016-11-10,369.5
2016-11-11,340.55
2016-11-15,317.1
2016-11-16,319.4
2016-11-17,315.25
2016-11-18,325.55
2016-11-21,311.85
2016-11-22,310.4
2016-11-23,324.6
2016-11-24,327.3
2016-11-25,333.1
2016-11-28,335.8
2016-11-29,341.85
2016-11-30,361.1
2016-12-01,355.85
2016-12-02,347.75
2016-12-05,350.45
2016-12-06,355.4
2016-12-07,346.9
2016-12-08,353.1
2016-12-09,353.55
2016-12-12,350.7
2016-12-13,357.85
2016-12-14,350.8
2016-12-15,352.1
2016-12-16,353.1
2016-12-19,350.6
2016-12-20,348.15
2016-12-21,343.9
2016-12-22,338.55
2016-12-23,337.15
2016-12-26,325.6
2016-12-27,333.8
2016-12-28,333.8
2016-12-29,335.6
2016-12-30,338.2
