Date,TIMKEN
2016-01-01,547.45
2016-01-04,541.35
2016-01-05,552.2
2016-01-06,541.3
2016-01-07,522.1
2016-01-08,531.2
2016-01-11,522.85
2016-01-12,521.75
2016-01-13,506.05
2016-01-14,499.2
2016-01-15,489.9
2016-01-18,473.9
2016-01-19,456.3
2016-01-20,448.15
2016-01-21,444.15
2016-01-22,478.25
2016-01-25,492.95
2016-01-27,499.8
2016-01-28,490.5
2016-01-29,484.65
2016-02-01,474.55
2016-02-02,470.45
2016-02-03,462.75
2016-02-04,469.8
2016-02-05,463.2
2016-02-08,464.4
2016-02-09,458.4
2016-02-10,450.7
2016-02-11,434.4
2016-02-12,428.1
2016-02-15,435.65
2016-02-16,437.95
2016-02-17,435.5
2016-02-18,435.65
2016-02-19,432.95
2016-02-22,435.9
2016-02-23,444.8
2016-02-24,438.7
2016-02-25,431.45
2016-02-26,421.65
2016-02-29,414.05
2016-03-01,433.25
2016-03-02,433.6
2016-03-03,430.1
2016-03-04,437.7
2016-03-08,442.05
2016-03-09,440.25
2016-03-10,431.95
2016-03-11,420.55
2016-03-14,424.8
2016-03-15,422.35
2016-03-16,419.65
2016-03-17,417.95
2016-03-18,408.5
2016-03-21,431.9
2016-03-22,439.05
2016-03-23,436.6
2016-03-28,428.85
2016-03-29,427.45
2016-03-30,430.45
2016-03-31,436.95
2016-04-01,437.8
2016-04-04,459.35
2016-04-05,448.3
2016-04-06,448.2
2016-04-07,455.5
2016-04-08,470.85
2016-04-11,488.0
2016-04-12,494.8
2016-04-13,498.15
2016-04-18,515.05
2016-04-20,526.35
2016-04-21,514.65
2016-04-22,516.1
2016-04-25,517.05
2016-04-26,528.45
2016-04-27,529.6
2016-04-28,519.0
2016-04-29,514.1
2016-05-02,518.25
2016-05-03,520.05
2016-05-04,521.9
2016-05-05,522.1
2016-05-06,518.55
2016-05-09,519.2
2016-05-10,525.95
2016-05-11,518.9
2016-05-12,549.85
2016-05-13,558.25
2016-05-16,560.55
2016-05-17,561.65
2016-05-18,556.0
2016-05-19,541.4
2016-05-20,538.85
2016-05-23,546.15
2016-05-24,536.7
2016-05-25,540.6
2016-05-26,539.25
2016-05-27,547.4
2016-05-30,548.45
2016-05-31,547.8
2016-06-01,548.65
2016-06-02,566.8
2016-06-03,567.35
2016-06-06,559.6
2016-06-07,549.15
2016-06-08,552.95
2016-06-09,551.75
2016-06-10,539.95
2016-06-13,531.95
2016-06-14,533.1
2016-06-15,558.55
2016-06-16,560.95
2016-06-17,562.45
2016-06-20,554.5
2016-06-21,553.7
2016-06-22,541.45
2016-06-23,535.8
2016-06-24,540.9
2016-06-27,542.45
2016-06-28,536.7
2016-06-29,558.85
2016-06-30,566.75
2016-07-01,557.55
2016-07-04,554.95
2016-07-05,555.15
2016-07-07,557.3
2016-07-08,549.5
2016-07-11,556.75
2016-07-12,557.75
2016-07-13,548.9
2016-07-14,553.55
2016-07-15,554.0
2016-07-18,552.9
2016-07-19,554.3
2016-07-20,594.8
2016-07-21,592.3
2016-07-22,582.6
2016-07-25,582.0
2016-07-26,585.55
2016-07-27,586.4
2016-07-28,594.9
2016-07-29,600.4
2016-08-01,583.7
2016-08-02,574.4
2016-08-03,571.5
2016-08-04,565.75
2016-08-05,572.3
2016-08-08,572.55
2016-08-09,569.7
2016-08-10,557.3
2016-08-11,544.95
2016-08-12,550.35
2016-08-16,549.2
2016-08-17,554.8
2016-08-18,583.95
2016-08-19,567.65
2016-08-22,569.5
2016-08-23,560.5
2016-08-24,565.3
2016-08-25,585.05
2016-08-26,568.6
2016-08-29,568.9
2016-08-30,567.3
2016-08-31,559.05
2016-09-01,552.55
2016-09-02,550.7
2016-09-06,546.35
2016-09-07,573.95
2016-09-08,565.25
2016-09-09,570.7
2016-09-12,551.2
2016-09-14,546.45
2016-09-15,546.8
2016-09-16,546.7
2016-09-19,541.05
2016-09-20,539.05
2016-09-21,534.1
2016-09-22,539.75
2016-09-23,550.55
2016-09-26,551.25
2016-09-27,555.25
2016-09-28,555.45
2016-09-29,551.1
2016-09-30,552.4
2016-10-03,559.45
2016-10-04,564.7
2016-10-05,561.75
2016-10-06,568.4
2016-10-07,579.5
2016-10-10,582.45
2016-10-13,570.3
2016-10-14,566.05
2016-10-17,577.25
2016-10-18,587.4
2016-10-19,590.35
2016-10-20,604.55
2016-10-21,617.4
2016-10-24,599.25
2016-10-25,592.55
2016-10-26,586.95
2016-10-27,577.35
2016-10-28,580.9
2016-10-30,588.65
2016-11-01,578.95
2016-11-02,575.1
2016-11-03,573.45
2016-11-04,554.35
2016-11-07,561.75
2016-11-08,559.25
2016-11-09,565.2
2016-11-10,570.8
2016-11-11,558.7
2016-11-15,532.4
2016-11-16,551.45
2016-11-17,540.55
2016-11-18,555.8
2016-11-21,522.45
2016-11-22,531.9
2016-11-23,527.6
2016-11-24,520.25
2016-11-25,539.55
2016-11-28,553.15
2016-11-29,567.65
2016-11-30,559.45
2016-12-01,553.7
2016-12-02,573.35
2016-12-05,586.05
2016-12-06,579.75
2016-12-07,591.65
2016-12-08,599.25
2016-12-09,598.7
2016-12-12,586.65
2016-12-13,585.45
2016-12-14,575.25
2016-12-15,576.9
2016-12-16,580.1
2016-12-19,574.3
2016-12-20,584.15
2016-12-21,580.8
2016-12-22,583.65
2016-12-23,582.0
2016-12-26,578.7
2016-12-27,585.2
2016-12-28,592.35
2016-12-29,607.05
2016-12-30,597.2
