Date,INDUSINDBK
2016-01-01,963.85
2016-01-04,934.2
2016-01-05,935.25
2016-01-06,943.95
2016-01-07,925.5
2016-01-08,947.05
2016-01-11,936.75
2016-01-12,913.25
2016-01-13,936.4
2016-01-14,917.0
2016-01-15,921.55
2016-01-18,899.1
2016-01-19,896.45
2016-01-20,873.65
2016-01-21,873.4
2016-01-22,898.0
2016-01-25,907.2
2016-01-27,908.25
2016-01-28,907.15
2016-01-29,928.8
2016-02-01,927.1
2016-02-02,908.25
2016-02-03,905.65
2016-02-04,913.2
2016-02-05,911.85
2016-02-08,882.95
2016-02-09,868.35
2016-02-10,835.1
2016-02-11,811.15
2016-02-12,811.95
2016-02-15,823.7
2016-02-16,834.8
2016-02-17,831.55
2016-02-18,847.7
2016-02-19,841.5
2016-02-22,844.6
2016-02-23,839.65
2016-02-24,821.9
2016-02-25,807.75
2016-02-26,816.35
2016-02-29,830.0
2016-03-01,860.8
2016-03-02,882.6
2016-03-03,895.75
2016-03-04,915.9
2016-03-08,921.05
2016-03-09,934.45
2016-03-10,927.25
2016-03-11,926.7
2016-03-14,921.1
2016-03-15,918.4
2016-03-16,915.65
2016-03-17,912.55
2016-03-18,929.0
2016-03-21,932.2
2016-03-22,928.0
2016-03-23,928.05
2016-03-28,914.8
2016-03-29,928.05
2016-03-30,946.7
2016-03-31,967.6
2016-04-01,961.3
2016-04-04,961.3
2016-04-05,951.3
2016-04-06,955.4
2016-04-07,939.6
2016-04-08,937.0
2016-04-11,960.8
2016-04-12,968.95
2016-04-13,986.4
2016-04-18,988.3
2016-04-20,983.85
2016-04-21,972.1
2016-04-22,981.5
2016-04-25,982.35
2016-04-26,1021.4
2016-04-27,1040.0
2016-04-28,1035.0
2016-04-29,1048.85
2016-05-02,1045.05
2016-05-03,1037.8
2016-05-04,1042.0
2016-05-05,1037.55
2016-05-06,1042.2
2016-05-09,1054.9
2016-05-10,1054.7
2016-05-11,1053.75
2016-05-12,1066.1
2016-05-13,1065.2
2016-05-16,1080.8
2016-05-17,1084.45
2016-05-18,1083.0
2016-05-19,1072.1
2016-05-20,1070.45
2016-05-23,1056.3
2016-05-24,1043.65
2016-05-25,1096.15
2016-05-26,1103.9
2016-05-27,1104.1
2016-05-30,1100.3
2016-05-31,1102.85
2016-06-01,1103.75
2016-06-02,1121.8
2016-06-03,1123.95
2016-06-06,1121.75
2016-06-07,1109.9
2016-06-08,1113.6
2016-06-09,1122.0
2016-06-10,1109.9
2016-06-13,1108.45
2016-06-14,1116.75
2016-06-15,1123.55
2016-06-16,1100.25
2016-06-17,1099.2
2016-06-20,1103.55
2016-06-21,1090.65
2016-06-22,1090.9
2016-06-23,1103.3
2016-06-24,1095.8
2016-06-27,1079.8
2016-06-28,1084.7
2016-06-29,1101.3
2016-06-30,1111.6
2016-07-01,1123.35
2016-07-04,1107.6
2016-07-05,1107.1
2016-07-07,1105.4
2016-07-08,1126.7
2016-07-11,1124.45
2016-07-12,1125.2
2016-07-13,1104.4
2016-07-14,1114.1
2016-07-15,1126.8
2016-07-18,1130.9
2016-07-19,1107.15
2016-07-20,1118.5
2016-07-21,1136.65
2016-07-22,1138.85
2016-07-25,1156.35
2016-07-26,1156.45
2016-07-27,1178.3
2016-07-28,1168.3
2016-07-29,1175.65
2016-08-01,1200.55
2016-08-02,1192.9
2016-08-03,1178.4
2016-08-04,1166.3
2016-08-05,1184.6
2016-08-08,1192.4
2016-08-09,1186.25
2016-08-10,1158.1
2016-08-11,1164.45
2016-08-12,1173.8
2016-08-16,1158.35
2016-08-17,1153.55
2016-08-18,1194.6
2016-08-19,1188.15
2016-08-22,1186.75
2016-08-23,1189.2
2016-08-24,1182.75
2016-08-25,1182.05
2016-08-26,1163.55
2016-08-29,1155.55
2016-08-30,1160.1
2016-08-31,1186.2
2016-09-01,1184.2
2016-09-02,1192.15
2016-09-06,1226.95
2016-09-07,1217.05
2016-09-08,1219.6
2016-09-09,1217.65
2016-09-12,1195.8
2016-09-14,1189.7
2016-09-15,1181.15
2016-09-16,1169.65
2016-09-19,1205.1
2016-09-20,1184.3
2016-09-21,1185.0
2016-09-22,1219.6
2016-09-23,1220.8
2016-09-26,1201.65
2016-09-27,1208.6
2016-09-28,1222.05
2016-09-29,1197.85
2016-09-30,1195.95
2016-10-03,1232.9
2016-10-04,1224.3
2016-10-05,1215.9
2016-10-06,1222.15
2016-10-07,1220.85
2016-10-10,1221.05
2016-10-13,1216.35
2016-10-14,1218.65
2016-10-17,1209.0
2016-10-18,1210.75
2016-10-19,1211.3
2016-10-20,1206.8
2016-10-21,1224.3
2016-10-24,1216.35
2016-10-25,1209.3
2016-10-26,1201.9
2016-10-27,1179.05
2016-10-28,1199.8
2016-10-30,1195.0
2016-11-01,1214.25
2016-11-02,1229.45
2016-11-03,1230.9
2016-11-04,1219.2
2016-11-07,1215.7
2016-11-08,1211.0
2016-11-09,1199.2
2016-11-10,1214.15
2016-11-11,1192.35
2016-11-15,1093.1
2016-11-16,1095.15
2016-11-17,1100.35
2016-11-18,1101.65
2016-11-21,1059.1
2016-11-22,1071.55
2016-11-23,1064.95
2016-11-24,1044.4
2016-11-25,1073.35
2016-11-28,1050.35
2016-11-29,1059.95
2016-11-30,1086.65
2016-12-01,1080.7
2016-12-02,1056.5
2016-12-05,1083.75
2016-12-06,1082.7
2016-12-07,1076.15
2016-12-08,1098.3
2016-12-09,1112.85
2016-12-12,1085.3
2016-12-13,1089.8
2016-12-14,1071.85
2016-12-15,1081.05
2016-12-16,1082.7
2016-12-19,1084.9
2016-12-20,1071.9
2016-12-21,1086.25
2016-12-22,1060.8
2016-12-23,1062.0
2016-12-26,1060.5
2016-12-27,1063.35
