Date,ARVIND
2016-01-01,354.9
2016-01-04,347.1
2016-01-05,361.15
2016-01-06,358.4
2016-01-07,337.85
2016-01-08,344.45
2016-01-11,342.35
2016-01-12,338.2
2016-01-13,336.5
2016-01-14,331.0
2016-01-15,318.45
2016-01-18,299.4
2016-01-19,312.1
2016-01-20,305.0
2016-01-21,312.1
2016-01-22,313.35
2016-01-25,316.75
2016-01-27,313.7
2016-01-28,317.85
2016-01-29,326.25
2016-02-01,322.1
2016-02-02,308.05
2016-02-03,300.25
2016-02-04,287.55
2016-02-05,284.45
2016-02-08,288.9
2016-02-09,283.2
2016-02-10,281.05
2016-02-11,270.0
2016-02-12,273.65
2016-02-15,286.85
2016-02-16,275.75
2016-02-17,282.25
2016-02-18,278.65
2016-02-19,279.95
2016-02-22,279.45
2016-02-23,278.55
2016-02-24,269.05
2016-02-25,262.5
2016-02-26,254.8
2016-02-29,238.65
2016-03-01,260.3
2016-03-02,264.0
2016-03-03,265.4
2016-03-04,267.95
2016-03-08,264.7
2016-03-09,275.5
2016-03-10,272.35
2016-03-11,274.05
2016-03-14,278.15
2016-03-15,274.05
2016-03-16,271.55
2016-03-17,271.4
2016-03-18,274.85
2016-03-21,277.05
2016-03-22,280.25
2016-03-23,275.7
2016-03-28,269.35
2016-03-29,268.5
2016-03-30,267.8
2016-03-31,273.35
2016-04-01,273.1
2016-04-04,270.3
2016-04-05,261.05
2016-04-06,267.15
2016-04-07,260.3
2016-04-08,266.5
2016-04-11,268.7
2016-04-12,273.65
2016-04-13,275.0
2016-04-18,270.35
2016-04-20,267.5
2016-04-21,273.3
2016-04-22,275.9
2016-04-25,279.55
2016-04-26,284.95
2016-04-27,291.25
2016-04-28,283.95
2016-04-29,277.35
2016-05-02,286.85
2016-05-03,280.25
2016-05-04,276.5
2016-05-05,274.25
2016-05-06,276.8
2016-05-09,287.1
2016-05-10,288.4
2016-05-11,295.0
2016-05-12,301.55
2016-05-13,299.1
2016-05-16,301.45
2016-05-17,303.15
2016-05-18,307.55
2016-05-19,303.65
2016-05-20,301.0
2016-05-23,301.95
2016-05-24,300.7
2016-05-25,311.35
2016-05-26,312.5
2016-05-27,315.35
2016-05-30,315.35
2016-05-31,319.45
2016-06-01,314.95
2016-06-02,315.6
2016-06-03,306.0
2016-06-06,309.3
2016-06-07,314.05
2016-06-08,317.75
2016-06-09,311.4
2016-06-10,308.0
2016-06-13,306.4
2016-06-14,306.95
2016-06-15,313.5
2016-06-16,309.25
2016-06-17,309.0
2016-06-20,311.6
2016-06-21,326.95
2016-06-22,324.05
2016-06-23,321.6
2016-06-24,314.6
2016-06-27,323.2
2016-06-28,324.15
2016-06-29,326.9
2016-06-30,329.0
2016-07-01,328.0
2016-07-04,339.4
2016-07-05,339.4
2016-07-07,341.0
2016-07-08,331.6
2016-07-11,338.45
2016-07-12,333.7
2016-07-13,319.9
2016-07-14,319.1
2016-07-15,319.6
2016-07-18,317.4
2016-07-19,315.5
2016-07-20,316.35
2016-07-21,308.9
2016-07-22,312.75
2016-07-25,314.1
2016-07-26,304.95
2016-07-27,304.65
2016-07-28,304.05
2016-07-29,304.8
2016-08-01,305.75
2016-08-02,303.45
2016-08-03,293.35
2016-08-04,304.15
2016-08-05,309.7
2016-08-08,313.5
2016-08-09,312.9
2016-08-10,305.15
2016-08-11,305.85
2016-08-12,305.15
2016-08-16,309.95
2016-08-17,310.7
2016-08-18,311.85
2016-08-19,316.5
2016-08-22,313.7
2016-08-23,313.1
2016-08-24,312.8
2016-08-25,307.1
2016-08-26,311.9
2016-08-29,310.15
2016-08-30,314.75
2016-08-31,311.3
2016-09-01,316.2
2016-09-02,318.35
2016-09-06,324.2
2016-09-07,330.4
2016-09-08,331.7
2016-09-09,325.25
2016-09-12,310.95
2016-09-14,318.9
2016-09-15,316.55
2016-09-16,331.35
2016-09-19,335.15
2016-09-20,331.75
2016-09-21,333.15
2016-09-22,342.6
2016-09-23,340.5
2016-09-26,339.5
2016-09-27,336.35
2016-09-28,345.3
2016-09-29,333.8
2016-09-30,337.1
2016-10-03,354.2
2016-10-04,355.6
2016-10-05,353.05
2016-10-06,358.35
2016-10-07,351.45
2016-10-10,351.7
2016-10-13,345.7
2016-10-14,347.95
2016-10-17,349.2
2016-10-18,358.55
2016-10-19,349.55
2016-10-20,352.5
2016-10-21,351.2
2016-10-24,360.4
2016-10-25,403.45
2016-10-26,404.45
2016-10-27,415.15
2016-10-28,414.1
2016-10-30,416.05
2016-11-01,415.8
2016-11-02,411.95
2016-11-03,405.75
2016-11-04,398.65
2016-11-07,404.95
2016-11-08,404.35
2016-11-09,386.3
2016-11-10,388.45
2016-11-11,371.35
2016-11-15,330.2
2016-11-16,335.8
2016-11-17,344.65
2016-11-18,341.6
2016-11-21,335.65
2016-11-22,337.8
2016-11-23,345.1
2016-11-24,346.05
2016-11-25,362.1
2016-11-28,359.15
2016-11-29,357.35
2016-11-30,363.55
2016-12-01,351.85
2016-12-02,339.3
2016-12-05,342.55
2016-12-06,344.4
2016-12-07,339.6
2016-12-08,348.35
2016-12-09,352.85
2016-12-12,344.9
2016-12-13,345.55
2016-12-14,335.7
2016-12-15,341.95
2016-12-16,341.45
2016-12-19,340.8
2016-12-20,340.9
2016-12-21,339.4
2016-12-22,339.85
2016-12-23,339.6
2016-12-26,327.7
2016-12-27,332.75
2016-12-28,330.6
2016-12-29,333.65
2016-12-30,352.95
