Date,KIRIINDUS
2016-01-01,107.5
2016-01-04,106.9
2016-01-05,109.45
2016-01-06,110.1
2016-01-07,108.4
2016-01-08,107.15
2016-01-11,104.5
2016-01-12,107.45
2016-01-13,102.1
2016-01-14,101.45
2016-01-15,97.5
2016-01-18,87.4
2016-01-19,88.3
2016-01-20,87.45
2016-01-21,88.8
2016-01-22,85.3
2016-01-25,83.65
2016-01-27,81.95
2016-01-28,78.5
2016-01-29,77.9
2016-02-01,84.45
2016-02-02,79.1
2016-02-03,78.55
2016-02-04,77.45
2016-02-05,75.65
2016-02-08,78.2
2016-02-09,79.4
2016-02-10,81.4
2016-02-11,75.25
2016-02-12,75.7
2016-02-15,78.4
2016-02-16,79.7
2016-02-17,78.65
2016-02-18,78.8
2016-02-19,76.15
2016-02-22,79.5
2016-02-23,78.55
2016-02-24,77.25
2016-02-25,77.05
2016-02-26,75.95
2016-02-29,75.75
2016-03-01,79.25
2016-03-02,84.75
2016-03-03,82.65
2016-03-04,82.15
2016-03-08,83.7
2016-03-09,88.55
2016-03-10,88.7
2016-03-11,91.9
2016-03-14,103.4
2016-03-15,108.3
2016-03-16,105.1
2016-03-17,96.2
2016-03-18,99.65
2016-03-21,106.75
2016-03-22,105.05
2016-03-23,104.6
2016-03-28,98.8
2016-03-29,83.05
2016-03-30,99.65
2016-03-31,109.75
2016-04-01,112.3
2016-04-04,127.35
2016-04-05,152.8
2016-04-06,167.9
2016-04-07,184.15
2016-04-08,201.45
2016-04-11,210.65
2016-04-12,200.15
2016-04-13,190.15
2016-04-18,180.65
2016-04-20,189.65
2016-04-21,199.05
2016-04-22,209.0
2016-04-25,208.95
2016-04-26,209.4
2016-04-27,204.2
2016-04-28,194.0
2016-04-29,194.65
2016-05-02,199.55
2016-05-03,196.65
2016-05-04,189.65
2016-05-05,187.45
2016-05-06,193.2
2016-05-09,196.7
2016-05-10,193.15
2016-05-11,190.65
2016-05-12,191.7
2016-05-13,191.05
2016-05-16,191.6
2016-05-17,190.35
2016-05-18,203.0
2016-05-19,197.4
2016-05-20,192.45
2016-05-23,192.6
2016-05-24,194.55
2016-05-25,194.75
2016-05-26,198.2
2016-05-27,196.5
2016-05-30,196.65
2016-05-31,199.8
2016-06-01,194.4
2016-06-02,203.55
2016-06-03,223.7
2016-06-06,230.7
2016-06-07,232.0
2016-06-08,230.15
2016-06-09,243.55
2016-06-10,260.65
2016-06-13,297.25
2016-06-14,356.7
2016-06-15,357.5
2016-06-16,336.1
2016-06-17,345.4
2016-06-20,369.3
2016-06-21,366.55
2016-06-22,356.75
2016-06-23,360.15
2016-06-24,342.75
2016-06-27,371.65
2016-06-28,381.8
2016-06-29,387.35
2016-06-30,381.9
2016-07-01,389.55
2016-07-04,393.15
2016-07-05,382.35
2016-07-07,391.6
2016-07-08,389.2
2016-07-11,387.2
2016-07-12,361.55
2016-07-13,364.25
2016-07-14,361.75
2016-07-15,348.6
2016-07-18,341.1
2016-07-19,341.95
2016-07-20,358.65
2016-07-21,348.0
2016-07-22,350.1
2016-07-25,364.2
2016-07-26,361.5
2016-07-27,355.15
2016-07-28,358.3
2016-07-29,360.45
2016-08-01,379.1
2016-08-02,367.45
2016-08-03,349.35
2016-08-04,346.55
2016-08-05,361.45
2016-08-08,374.5
2016-08-09,364.15
2016-08-10,358.75
2016-08-11,357.6
2016-08-12,352.7
2016-08-16,367.4
2016-08-17,362.15
2016-08-18,367.2
2016-08-19,358.2
2016-08-22,349.75
2016-08-23,347.3
2016-08-24,350.3
2016-08-25,348.25
2016-08-26,343.05
2016-08-29,331.65
2016-08-30,331.4
2016-08-31,290.75
2016-09-01,280.8
2016-09-02,293.1
2016-09-06,288.4
2016-09-07,278.9
2016-09-08,270.55
2016-09-09,282.95
2016-09-12,285.75
2016-09-14,332.3
2016-09-15,345.25
2016-09-16,337.15
2016-09-19,343.8
2016-09-20,357.2
2016-09-21,357.75
2016-09-22,357.65
2016-09-23,354.8
2016-09-26,348.8
2016-09-27,350.25
2016-09-28,349.4
2016-09-29,309.35
2016-09-30,333.0
2016-10-03,349.65
2016-10-04,344.4
2016-10-05,346.05
2016-10-06,325.05
2016-10-07,332.0
2016-10-10,327.95
2016-10-13,319.15
2016-10-14,321.65
2016-10-17,318.35
2016-10-18,317.7
2016-10-19,322.1
2016-10-20,318.15
2016-10-21,319.0
2016-10-24,345.6
2016-10-25,337.35
2016-10-26,335.0
2016-10-27,335.8
2016-10-28,341.75
2016-10-30,346.3
2016-11-01,361.35
2016-11-02,343.35
2016-11-03,338.1
2016-11-04,322.4
2016-11-07,344.85
2016-11-08,349.9
2016-11-09,345.05
2016-11-10,347.85
2016-11-11,333.9
2016-11-15,295.3
2016-11-16,285.9
2016-11-17,268.5
2016-11-18,263.7
2016-11-21,251.4
2016-11-22,247.1
2016-11-23,273.35
2016-11-24,276.35
2016-11-25,294.2
2016-11-28,295.4
2016-11-29,292.65
2016-11-30,292.05
2016-12-01,277.85
2016-12-02,270.2
2016-12-05,277.95
2016-12-06,276.0
2016-12-07,273.3
2016-12-08,274.15
2016-12-09,277.7
2016-12-12,276.8
2016-12-13,297.45
2016-12-14,292.9
2016-12-15,294.1
2016-12-16,302.4
2016-12-19,295.75
2016-12-20,285.0
2016-12-21,275.15
2016-12-22,282.1
2016-12-23,280.75
2016-12-26,269.8
2016-12-27,275.3
2016-12-28,281.05
2016-12-29,283.15
2016-12-30,285.7
